osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,junction
"[739656134, 402784679, 672401803, 402784684, 402784688, 402784689, 154779160]","['St Georges Lane (Northern End)', 'Wells Lane']",residential,False,"[False, True]",710.1889999999997,10 mph,"LINESTRING (-0.6614856 51.4096505, -0.6617034 51.4092761, -0.6617257 51.4092377, -0.6625411 51.4085684, -0.6630711 51.4084608, -0.6632689 51.4084383, -0.6636345 51.4084206, -0.6637647 51.4084314, -0.6638996 51.4084557, -0.664001 51.4084599, -0.6640964 51.4084587, -0.6642945 51.4084413, -0.664399 51.4084228, -0.6645458 51.4083968, -0.6647554 51.4083852, -0.6650069 51.40838, -0.6650674 51.4083825, -0.6651767 51.4083945, -0.6652702 51.408412, -0.6653449 51.4084325, -0.6654772 51.4084547, -0.6657638 51.4084816, -0.666114 51.4084975, -0.6663059 51.4085047, -0.6666203 51.4085166, -0.6668373 51.4085219, -0.6673548 51.4085529, -0.6677762 51.4085912, -0.6679606 51.4086079, -0.6680429 51.4086313, -0.6680817 51.4086674, -0.6681254 51.408728, -0.6681879 51.4089718, -0.6682835 51.4093348, -0.6683199 51.4094776, -0.668326 51.4096408, -0.6684388 51.4101298, -0.6684254 51.4101868, -0.6684175 51.4102207)",,,
"[492184792, 150887528, 135110015]",London Road,primary,False,"[False, True]",341.02599999999995,"['40 mph', '30 mph']","LINESTRING (-0.6614856 51.4096505, -0.6620833 51.4097047, -0.6630606 51.4097932, -0.6636761 51.4098494, -0.6644603 51.4099147, -0.6646565 51.4099299, -0.665393 51.4099905, -0.6655073 51.4100008, -0.6655993 51.4100127, -0.6663539 51.4100795)",2,A329,
"[260278804, 155196925]",Winkfield Road,primary,False,True,263.122,"['40 mph', '30 mph']","LINESTRING (-0.669378 51.4128756, -0.6692284 51.4126247, -0.6691582 51.4124746, -0.669018 51.4120361, -0.6688847 51.4115728, -0.6688048 51.4113116, -0.6687434 51.4111107, -0.668701 51.4109593, -0.6686669 51.4107895, -0.6686506 51.4106543, -0.6686504 51.4105607)",2,A330,
54739211,Carbery Lane,residential,False,False,106.59100000000001,,"LINESTRING (-0.6663539 51.4100795, -0.6664409 51.4103878, -0.666571 51.4108492, -0.6666202 51.4110236)",,,
135110015,London Road,primary,False,False,109.63499999999999,30 mph,"LINESTRING (-0.6663539 51.4100795, -0.666552 51.410095, -0.6672802 51.4101521, -0.6679223 51.4102025)",2,A329,
"[150887528, 492184792, 135110015]",London Road,primary,False,"[False, True]",341.026,"['40 mph', '30 mph']","LINESTRING (-0.6663539 51.4100795, -0.6655993 51.4100127, -0.6655073 51.4100008, -0.665393 51.4099905, -0.6646565 51.4099299, -0.6644603 51.4099147, -0.6636761 51.4098494, -0.6630606 51.4097932, -0.6620833 51.4097047, -0.6614856 51.4096505)",2,A329,
54739212,STEEPLE POINT,residential,False,False,36.309,,"LINESTRING (-0.6666202 51.4110236, -0.6671361 51.4109681)",,,
54739211,Carbery Lane,residential,False,False,162.79500000000002,,"LINESTRING (-0.6666202 51.4110236, -0.6667714 51.4117042, -0.6673078 51.4116373, -0.6674366 51.4120656)",,,
54739211,Carbery Lane,residential,False,True,106.59100000000001,,"LINESTRING (-0.6666202 51.4110236, -0.666571 51.4108492, -0.6664409 51.4103878, -0.6663539 51.4100795)",,,
54739211,Carbery Lane,residential,False,True,162.79500000000002,,"LINESTRING (-0.6674366 51.4120656, -0.6673078 51.4116373, -0.6667714 51.4117042, -0.6666202 51.4110236)",,,
54739212,STEEPLE POINT,residential,False,True,36.309,,"LINESTRING (-0.6671361 51.4109681, -0.6666202 51.4110236)",,,
154945541,Course Road,residential,False,True,143.775,20 mph,"LINESTRING (-0.6727995 51.4105947, -0.6727859 51.4106983, -0.6728837 51.4110424, -0.6729255 51.4111893, -0.6731147 51.4117833, -0.6731492 51.4118653)",,,
371639590,High Street,primary,False,False,107.58500000000001,20 mph,"LINESTRING (-0.6727995 51.4105947, -0.6729365 51.4106044, -0.6736008 51.4106616, -0.6741913 51.4107123, -0.6743367 51.4107242)",2,A329,
"[371636213, 371639590]",High Street,primary,False,True,245.47199999999998,"['20 mph', '30 mph']","LINESTRING (-0.6727995 51.4105947, -0.6724906 51.4105695, -0.6722775 51.4105536, -0.6720662 51.410537, -0.6720356 51.4105346, -0.6713827 51.4104818, -0.6713422 51.4104785, -0.6710584 51.4104562, -0.6707673 51.4104333, -0.6706048 51.4104199, -0.6704202 51.4104047, -0.6698851 51.4103606, -0.6692895 51.4103115)",2,A329,
155124668,Queen's Place,residential,False,False,7.201,20 mph,"LINESTRING (-0.67478 51.4107955, -0.6747923 51.4107312)",,,
155124668,Queen's Place,residential,False,True,81.976,20 mph,"LINESTRING (-0.67478 51.4107955, -0.6747707 51.4108319, -0.6747589 51.4109216, -0.6747424 51.4110332, -0.6746985 51.4111146, -0.6745976 51.4111787, -0.6744307 51.4112428, -0.6743291 51.4112819, -0.6741366 51.4113196)",,,
371636225,High Street,primary,True,False,32.238,20 mph,"LINESTRING (-0.67478 51.4107955, -0.6745512 51.4107763, -0.6744671 51.4107693, -0.6743367 51.4107242)",2,A329,
155124668,Queen's Place,residential,False,False,81.976,20 mph,"LINESTRING (-0.6741366 51.4113196, -0.6743291 51.4112819, -0.6744307 51.4112428, -0.6745976 51.4111787, -0.6746985 51.4111146, -0.6747424 51.4110332, -0.6747589 51.4109216, -0.6747707 51.4108319, -0.67478 51.4107955)",,,
"[260278804, 155196925]",Winkfield Road,primary,False,False,263.122,"['40 mph', '30 mph']","LINESTRING (-0.6686504 51.4105607, -0.6686506 51.4106543, -0.6686669 51.4107895, -0.668701 51.4109593, -0.6687434 51.4111107, -0.6688048 51.4113116, -0.6688847 51.4115728, -0.669018 51.4120361, -0.6691582 51.4124746, -0.6692284 51.4126247, -0.669378 51.4128756)",2,A330,
402784691,Winkfield Road,primary,True,False,25.373,30 mph,"LINESTRING (-0.6686504 51.4105607, -0.6686421 51.4104599, -0.6686393 51.410393, -0.6686425 51.4103327)",2,A330,
371636234,High Street,primary,True,False,32.075,20 mph,"LINESTRING (-0.6743367 51.4107242, -0.6744944 51.4107033, -0.6745654 51.4107099, -0.6747923 51.4107312)",2,A329,
371639590,High Street,primary,False,True,107.585,20 mph,"LINESTRING (-0.6743367 51.4107242, -0.6741913 51.4107123, -0.6736008 51.4106616, -0.6729365 51.4106044, -0.6727995 51.4105947)",2,A329,
155124668,Queen's Place,residential,False,True,7.201,20 mph,"LINESTRING (-0.6747923 51.4107312, -0.67478 51.4107955)",,,
371640747,,primary,True,False,6.513999999999999,30 mph,"LINESTRING (-0.6686163 51.4103053, -0.6686159 51.4102898, -0.6686244 51.4102737, -0.6686325 51.4102661, -0.668653 51.4102549)",,A329,roundabout
402784682,London Road,primary,True,False,15.051,30 mph,"LINESTRING (-0.6686163 51.4103053, -0.6685194 51.4102855, -0.6684095 51.4102643)",1,A329,
371640747,,primary,True,False,7.430999999999999,30 mph,"LINESTRING (-0.6687421 51.4102584, -0.6687623 51.4102734, -0.6687709 51.4102889, -0.6687713 51.4103029, -0.6687634 51.410319)",,A329,roundabout
402784686,High Street,primary,True,False,38.566,30 mph,"LINESTRING (-0.6687421 51.4102584, -0.6689022 51.4102663, -0.6691458 51.4102844, -0.6692895 51.4103115)",1,A329,
371640747,,primary,True,False,3.635,30 mph,"LINESTRING (-0.6687634 51.410319, -0.668748 51.410332, -0.6687261 51.4103413)",,A329,roundabout
"[371636213, 371639590]",High Street,primary,False,False,245.472,"['20 mph', '30 mph']","LINESTRING (-0.6692895 51.4103115, -0.6698851 51.4103606, -0.6704202 51.4104047, -0.6706048 51.4104199, -0.6707673 51.4104333, -0.6710584 51.4104562, -0.6713422 51.4104785, -0.6713827 51.4104818, -0.6720356 51.4105346, -0.6720662 51.410537, -0.6722775 51.4105536, -0.6724906 51.4105695, -0.6727995 51.4105947)",2,A329,
402784683,High Street,primary,True,False,36.528999999999996,30 mph,"LINESTRING (-0.6692895 51.4103115, -0.6691168 51.41032, -0.6689305 51.4103197, -0.6688486 51.4103181, -0.6687634 51.410319)",2,A329,
154779162,St Georges Lane (Northern End),residential,False,True,4.88,40 mph,"LINESTRING (-0.6684175 51.4102207, -0.6684095 51.4102643)",,,
"[739656134, 402784679, 672401803, 402784684, 402784688, 402784689, 154779160]","['St Georges Lane (Northern End)', 'Wells Lane']",residential,False,"[False, True]",710.189,10 mph,"LINESTRING (-0.6684175 51.4102207, -0.6684254 51.4101868, -0.6684388 51.4101298, -0.668326 51.4096408, -0.6683199 51.4094776, -0.6682835 51.4093348, -0.6681879 51.4089718, -0.6681254 51.408728, -0.6680817 51.4086674, -0.6680429 51.4086313, -0.6679606 51.4086079, -0.6677762 51.4085912, -0.6673548 51.4085529, -0.6668373 51.4085219, -0.6666203 51.4085166, -0.6663059 51.4085047, -0.666114 51.4084975, -0.6657638 51.4084816, -0.6654772 51.4084547, -0.6653449 51.4084325, -0.6652702 51.408412, -0.6651767 51.4083945, -0.6650674 51.4083825, -0.6650069 51.40838, -0.6647554 51.4083852, -0.6645458 51.4083968, -0.664399 51.4084228, -0.6642945 51.4084413, -0.6640964 51.4084587, -0.664001 51.4084599, -0.6638996 51.4084557, -0.6637647 51.4084314, -0.6636345 51.4084206, -0.6632689 51.4084383, -0.6630711 51.4084608, -0.6625411 51.4085684, -0.6617257 51.4092377, -0.6617034 51.4092761, -0.6614856 51.4096505)",,,
402784693,London Road,primary,True,False,16.771,30 mph,"LINESTRING (-0.6684175 51.4102207, -0.6685723 51.4102424, -0.668653 51.4102549)",2,A329,
135110015,London Road,primary,False,True,109.63499999999999,30 mph,"LINESTRING (-0.6679223 51.4102025, -0.6672802 51.4101521, -0.666552 51.410095, -0.6663539 51.4100795)",2,A329,
402784687,London Road,primary,True,False,34.61,30 mph,"LINESTRING (-0.6679223 51.4102025, -0.6682048 51.4101961, -0.6684175 51.4102207)",2,A329,
371640747,,primary,True,False,3.616,30 mph,"LINESTRING (-0.6686425 51.4103327, -0.6686262 51.4103218, -0.6686163 51.4103053)",,A329,roundabout
371640747,,primary,True,False,6.244,30 mph,"LINESTRING (-0.6687261 51.4103413, -0.6687047 51.4103452, -0.6686755 51.4103444, -0.668649 51.410337, -0.6686425 51.4103327)",,A329,roundabout
402784690,Winkfield Road,primary,True,False,25.019,30 mph,"LINESTRING (-0.6687261 51.4103413, -0.6686985 51.4103975, -0.6686796 51.4104382, -0.6686504 51.4105607)",1,A330,
371640747,,primary,True,False,6.56,30 mph,"LINESTRING (-0.668653 51.4102549, -0.6686661 51.410251, -0.6686925 51.4102479, -0.6687043 51.4102484, -0.6687302 51.4102536, -0.6687421 51.4102584)",,A329,roundabout
154779162,St Georges Lane (Northern End),residential,False,False,4.88,40 mph,"LINESTRING (-0.6684095 51.4102643, -0.6684175 51.4102207)",,,
402784682,London Road,primary,True,False,34.562,30 mph,"LINESTRING (-0.6684095 51.4102643, -0.66831 51.4102525, -0.6681554 51.4102419, -0.6679223 51.4102025)",1,A329,
154945541,Course Road,residential,False,False,143.775,20 mph,"LINESTRING (-0.6731492 51.4118653, -0.6731147 51.4117833, -0.6729255 51.4111893, -0.6728837 51.4110424, -0.6727859 51.4106983, -0.6727995 51.4105947)",,,
