osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,bridge
4397508,Sandhurst Road,unclassified,20 mph,False,True,141.015,,"LINESTRING (-5.0294324 51.7102932, -5.0291272 51.7115472)",,
101519193,The Rath,unclassified,20 mph,False,False,213.488,2,"LINESTRING (-5.0294324 51.7102932, -5.0297143 51.710348, -5.0300489 51.710483, -5.0302987 51.7106145, -5.0306423 51.7108777, -5.0306891 51.7109206, -5.0308549 51.7110726, -5.0312476 51.7114754, -5.0313297 51.7116184, -5.0313279 51.7117086)",,
101519193,The Rath,unclassified,20 mph,False,True,356.945,2,"LINESTRING (-5.0294324 51.7102932, -5.0285573 51.7102202, -5.0280271 51.7102051, -5.027638 51.7102218, -5.0263528 51.7102956, -5.0259467 51.7103145, -5.0249462 51.7103727, -5.0247728 51.7103959, -5.0246133 51.7104344, -5.0244882 51.7104867, -5.02436 51.71056)",,
4397508,Sandhurst Road,unclassified,20 mph,False,False,141.015,,"LINESTRING (-5.0291272 51.7115472, -5.0294324 51.7102932)",,
76995063,Great North Road,trunk,20 mph,False,True,75.016,2,"LINESTRING (-5.0291272 51.7115472, -5.0289526 51.7122131)",A4076,
101519180,Hamilton Terrace,trunk,20 mph,False,True,131.907,2,"LINESTRING (-5.0291272 51.7115472, -5.0310068 51.7117727)",A4076,
76995060,Priory Street,residential,20 mph,True,False,57.624,2,"LINESTRING (-5.0358267 51.7135824, -5.035992 51.7130744)",,
4397568,Robert Street,tertiary,20 mph,False,True,144.31799999999998,2,"LINESTRING (-5.0358267 51.7135824, -5.0347379 51.7134498, -5.0337713 51.7133321)",,
23089688,Priory Road,tertiary,20 mph,False,False,118.67099999999999,2,"LINESTRING (-5.0358267 51.7135824, -5.0355008 51.7145543, -5.035466 51.7146257)",,
4397573,Trafalgar Road,residential,20 mph,False,False,73.807,2,"LINESTRING (-5.035466 51.7146257, -5.0365066 51.7147835)",,
23089688,Priory Road,tertiary,20 mph,False,False,52.927,2,"LINESTRING (-5.035466 51.7146257, -5.035185 51.7150687)",,
23089688,Priory Road,tertiary,20 mph,False,True,118.67099999999999,2,"LINESTRING (-5.035466 51.7146257, -5.0355008 51.7145543, -5.0358267 51.7135824)",,
76995063,Great North Road,trunk,20 mph,False,True,54.93,2,"LINESTRING (-5.0288174 51.7127287, -5.0286895 51.7132163)",A4076,
4397568,Robert Street,tertiary,20 mph,False,False,120.49600000000001,2,"LINESTRING (-5.0288174 51.7127287, -5.0293457 51.712793, -5.0305335 51.7129377)",,
76995063,Great North Road,trunk,20 mph,False,False,58.083999999999996,2,"LINESTRING (-5.0288174 51.7127287, -5.0288288 51.7126852, -5.0289526 51.7122131)",A4076,
4397569,Charles Street,secondary,20 mph,True,False,121.227,,"LINESTRING (-5.0289526 51.7122131, -5.0306804 51.7124192)",B4326,
76995063,Great North Road,trunk,20 mph,False,False,75.016,2,"LINESTRING (-5.0289526 51.7122131, -5.0291272 51.7115472)",A4076,
6112914,Pill Lane,residential,20 mph,False,False,337.2660000000001,2,"LINESTRING (-5.0289526 51.7122131, -5.0284902 51.7121638, -5.0283047 51.7121657, -5.0278004 51.7122129, -5.027544 51.7122173, -5.0266172 51.7121766, -5.0261576 51.7121815, -5.0259586 51.7121641, -5.0256986 51.7121216, -5.0251859 51.7120025, -5.024852 51.7119393, -5.0246828 51.7119277, -5.0244728 51.7119361, -5.0241407 51.7119747)",,
76995063,Great North Road,trunk,20 mph,False,True,58.083999999999996,2,"LINESTRING (-5.0289526 51.7122131, -5.0288288 51.7126852, -5.0288174 51.7127287)",A4076,
871622230,Priory Street,residential,20 mph,True,False,74.803,2,"LINESTRING (-5.035992 51.7130744, -5.0360681 51.7128196, -5.0361894 51.7124129)",,
"[6112912, 6112913, 591681620]","['Slip Hill', 'Pier Road']",unclassified,20 mph,False,False,239.40599999999995,,"LINESTRING (-5.0306416 51.7098567, -5.0312873 51.7103546, -5.0317895 51.7108983, -5.0317002 51.7109878, -5.0315302 51.7111051, -5.0314955 51.711129, -5.0314704 51.7111792, -5.0314655 51.711189, -5.0314655 51.7113477, -5.0314655 51.711671, -5.0314655 51.711719)",,yes
6112905,The Rath,unclassified,,False,False,9.551,,"LINESTRING (-5.0314655 51.711719, -5.0314053 51.7117144, -5.0313279 51.7117086)",,
591681620,Slip Hill,unclassified,20 mph,False,False,12.233999999999998,,"LINESTRING (-5.0314655 51.711719, -5.031465 51.7117964, -5.0314633 51.711829)",,
"[6112912, 6112913, 591681620]","['Slip Hill', 'Pier Road']",unclassified,20 mph,False,True,239.406,,"LINESTRING (-5.0314655 51.711719, -5.0314655 51.711671, -5.0314655 51.7113477, -5.0314655 51.711189, -5.0314704 51.7111792, -5.0314955 51.711129, -5.0315302 51.7111051, -5.0317002 51.7109878, -5.0317895 51.7108983, -5.0312873 51.7103546, -5.0306416 51.7098567)",,yes
