osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry
4847479,False,2,A708,primary,30 mph,False,26.591,,"LINESTRING (-3.4440273 55.332324, -3.4436129 55.3323643)"
94945896,False,2,A701,primary,30 mph,True,17.95,Church Gate,"LINESTRING (-3.4440273 55.332324, -3.4440223 55.3321626)"
35481009,False,2,A701,primary,30 mph,False,31.15,Church Gate,"LINESTRING (-3.4440273 55.332324, -3.444034 55.332485, -3.4440566 55.3326034)"
94945888,False,2,A701,primary,30 mph,False,32.051,High Street,"LINESTRING (-3.445364 55.3340968, -3.445412 55.3342195, -3.4454513 55.3343805)"
94945888,False,2,A701,primary,30 mph,True,57.352,High Street,"LINESTRING (-3.445364 55.3340968, -3.4452945 55.3339926, -3.4450022 55.3337218, -3.4449268 55.3336466)"
780434445,False,,,primary,,False,17.926000000000002,,"LINESTRING (-3.445364 55.3340968, -3.4452344 55.334138, -3.4451052 55.3341602)"
89816872,False,,,residential,,True,41.273,Northfield Park,"LINESTRING (-3.4488433 55.3368494, -3.449066 55.3365005)"
89817045,False,2,A701,primary,30 mph,True,83.582,Edinburgh Road,"LINESTRING (-3.4488433 55.3368494, -3.4482844 55.3366705, -3.4476984 55.336474)"
89817073,False,,,residential,20 mph,False,99.55800000000002,Park Circle,"LINESTRING (-3.4399815 55.3315956, -3.4398428 55.331886, -3.4397482 55.3320172, -3.4396816 55.3321021, -3.4395763 55.3321867, -3.4394005 55.3322826, -3.4392073 55.332324)"
180711523,False,2,A708,primary,20 mph,False,132.251,The Holm,"LINESTRING (-3.4399815 55.3315956, -3.4393655 55.3314816, -3.4388787 55.3314229, -3.4379346 55.3313937)"
"[180711523, 180711526]",False,2,A708,primary,"['20 mph', '30 mph']",True,83.582,The Holm,"LINESTRING (-3.4399815 55.3315956, -3.440737 55.3317481, -3.4410022 55.3317978, -3.4412341 55.3318342)"
4847479,False,2,A708,primary,30 mph,True,26.591,,"LINESTRING (-3.4436129 55.3323643, -3.4440273 55.332324)"
89817035,False,2,A708,primary,30 mph,True,26.773,Holm Street,"LINESTRING (-3.4436129 55.3323643, -3.443728 55.332596)"
89817063,False,2,A708,primary,30 mph,False,108.273,Holm Street,"LINESTRING (-3.4436129 55.3323643, -3.4434587 55.3320483, -3.4434285 55.3319966, -3.4433864 55.3319559, -3.4433286 55.3319277, -3.4432756 55.3319135, -3.4432532 55.3319075, -3.4431794 55.3318977, -3.4430921 55.3318912, -3.4429492 55.3318894, -3.4426698 55.3319027, -3.4424605 55.3319113)"
35481008,False,2,A701,primary,30 mph,False,18.314,Academy Road,"LINESTRING (-3.4454513 55.3343805, -3.4454832 55.3345442)"
27867448,True,2,A708,primary,30 mph,False,32.914,High Street,"LINESTRING (-3.4454513 55.3343805, -3.445137 55.3341892, -3.4451052 55.3341602)"
94945888,False,2,A701,primary,30 mph,True,32.051,High Street,"LINESTRING (-3.4454513 55.3343805, -3.445412 55.3342195, -3.445364 55.3340968)"
89817045,False,2,A701,primary,30 mph,False,68.874,Edinburgh Road,"LINESTRING (-3.4461799 55.3359649, -3.4464336 55.3360347, -3.4471167 55.3362793)"
"[35481008, 89817045]",False,2,A701,primary,30 mph,True,74.349,"['Academy Road', 'Edinburgh Road']","LINESTRING (-3.4461799 55.3359649, -3.4459559 55.3358235, -3.4457879 55.335698, -3.4457652 55.335663, -3.4457031 55.3355671, -3.4456476 55.3353888)"
