osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge
4791504,True,2,A644,Wakefield Road,primary,30 mph,False,11.869,"LINESTRING (-1.7765347 53.7024984, -1.7766948 53.7025475)",,
33230901,False,,,Phoenix Street,unclassified,,True,149.345,"LINESTRING (-1.7765347 53.7024984, -1.7766802 53.7022463, -1.7772685 53.7012275)",,
"[654528221, 33230911]",True,"['2', '3']",A644,Huddersfield Road,primary,30 mph,False,87.115,"LINESTRING (-1.7769789 53.7027914, -1.776984 53.7028366, -1.7769944 53.7029125, -1.777031 53.7029871, -1.7770805 53.7030617, -1.7771497 53.7031245, -1.7772445 53.7031817, -1.7774076 53.7032447, -1.7775708 53.7032812, -1.7777878 53.7033042)",,
4791506,True,3,A644,,primary,30 mph,False,11.197,"LINESTRING (-1.7777878 53.7033042, -1.7778663 53.7032822, -1.777949 53.7032765)",roundabout,
"[22731235, 580190836]",True,2,A644,Lüdenscheid Link,primary,30 mph,False,479.2980000000001,"LINESTRING (-1.777949 53.7032765, -1.7781126 53.7032412, -1.7782979 53.7031688, -1.7783951 53.7031364, -1.7784641 53.7031134, -1.7786366 53.7030803, -1.7792072 53.703025, -1.7798637 53.7029579, -1.7800821 53.7029287, -1.780857 53.7028192, -1.7811512 53.7027849, -1.7814262 53.7027656, -1.7816686 53.7027602, -1.7819908 53.7027566, -1.7826548 53.7027673, -1.7830449 53.702767, -1.7832384 53.7027649, -1.7834383 53.7027591, -1.783672 53.702739, -1.7839248 53.7027, -1.7841896 53.7026413, -1.7843791 53.7025867, -1.7845494 53.7025245, -1.7846723 53.7024743, -1.7847697 53.7024278, -1.7848842 53.7023357)",,
837278152,True,2,A644,,primary,30 mph,False,21.852000000000004,"LINESTRING (-1.777949 53.7032765, -1.7780303 53.7032863, -1.7781025 53.7033106, -1.7781582 53.703347, -1.7781919 53.7033919)",roundabout,
22817924,False,,A643,Bridge Road,primary,30 mph,True,37.469,"LINESTRING (-1.7834571 53.6984532, -1.7833763 53.6984966, -1.783339 53.6985514, -1.78333 53.6985693, -1.7832905 53.6986647, -1.7832593 53.6987593)",,
837390936,False,,A643,Bramston Street,primary,30 mph,True,22.42,"LINESTRING (-1.7834571 53.6984532, -1.7835736 53.6984304, -1.7836804 53.6984063, -1.7837749 53.6983812)",,
120840662,False,,,Lillands Lane,unclassified,,False,142.49499999999998,"LINESTRING (-1.7837749 53.6983812, -1.7837806 53.6984753, -1.7837906 53.6986481, -1.7838027 53.6986983, -1.7838369 53.698754, -1.7839036 53.6988223, -1.7839888 53.6988774, -1.7840486 53.6989069, -1.7841254 53.6989329, -1.7842087 53.6989556, -1.7848662 53.6991061, -1.7849568 53.6991184, -1.7850221 53.6991199, -1.7851686 53.6991125)",,
837390936,False,,A643,Bramston Street,primary,30 mph,False,22.419999999999998,"LINESTRING (-1.7837749 53.6983812, -1.7836804 53.6984063, -1.7835736 53.6984304, -1.7834571 53.6984532)",,
22730998,True,,A644,Halifax Road,primary,30 mph,False,31.638,"LINESTRING (-1.7852998 53.7024303, -1.7853497 53.7025323, -1.7854164 53.7026014, -1.7855255 53.7026761)",,
837390945,True,,A644,Halifax Road,primary,30 mph,False,19.348,"LINESTRING (-1.7852998 53.7024303, -1.7852514 53.702463, -1.7851878 53.7024849, -1.7851158 53.7024935, -1.7850429 53.7024881)",roundabout,
28639811,True,,A644,Halifax Road,primary,30 mph,False,38.028,"LINESTRING (-1.7855255 53.7026761, -1.7850429 53.7024881)",,
152252167,False,,,Prospect Place,residential,,False,65.253,"LINESTRING (-1.7855255 53.7026761, -1.7865149 53.7026396)",,
28639812,False,,A644,Halifax Road,primary,30 mph,False,57.053,"LINESTRING (-1.7855255 53.7026761, -1.7857663 53.7028016, -1.7861446 53.7030346)",,
22816363,False,,,Sunny Bank Road,residential,,False,101.014,"LINESTRING (-1.7861446 53.7030346, -1.7863844 53.7029713, -1.7865313 53.7029326, -1.786659 53.7029134, -1.7869743 53.7029036, -1.7874379 53.7028563, -1.7876271 53.7028798)",,
28639812,False,,A644,Halifax Road,primary,30 mph,False,188.736,"LINESTRING (-1.7861446 53.7030346, -1.7862635 53.7031269, -1.7863961 53.7032299, -1.7864192 53.7032479, -1.7865539 53.7033553, -1.7867301 53.7034958, -1.7870017 53.7037497, -1.787084 53.7038359, -1.7871383 53.7038927, -1.7872512 53.7040109, -1.7875338 53.704271, -1.7877225 53.7044495)",,
28639812,False,,A644,Halifax Road,primary,30 mph,True,57.053,"LINESTRING (-1.7861446 53.7030346, -1.7857663 53.7028016, -1.7855255 53.7026761)",,
27618001,True,,A6025,,primary,30 mph,False,27.896,"LINESTRING (-1.7857287 53.7022642, -1.785481 53.7023053, -1.7853336 53.7023512)",,
837412920,True,,A644,Halifax Road,primary,30 mph,False,9.181999999999999,"LINESTRING (-1.7853336 53.7023512, -1.7853271 53.7023923, -1.7852998 53.7024303)",roundabout,
22817919,True,,A643,Halifax Road,primary,30 mph,False,76.623,"LINESTRING (-1.7848975 53.7023086, -1.7846779 53.7021765, -1.7840725 53.7018225)",,
837390935,True,,A644,Halifax Road,primary,30 mph,False,14.097,"LINESTRING (-1.7848975 53.7023086, -1.7849346 53.7022725, -1.7849888 53.702245, -1.7850548 53.7022289)",roundabout,
"[837390944, 837390934]",True,,A644,Halifax Road,primary,30 mph,False,10.501999999999999,"LINESTRING (-1.7850548 53.7022289, -1.7851076 53.7022252, -1.7851604 53.702229, -1.7852103 53.7022399)",roundabout,
22816363,False,,,Sunny Bank Road,residential,,True,101.01400000000001,"LINESTRING (-1.7876271 53.7028798, -1.7874379 53.7028563, -1.7869743 53.7029036, -1.786659 53.7029134, -1.7865313 53.7029326, -1.7863844 53.7029713, -1.7861446 53.7030346)",,
22817920,False,,A643,Halifax Road,primary,30 mph,False,68.339,"LINESTRING (-1.7840725 53.7018225, -1.783949 53.7017109, -1.7836414 53.7014329, -1.783483 53.7013173)",,
28639810,True,,A643,Halifax Road,primary,30 mph,False,78.924,"LINESTRING (-1.7840725 53.7018225, -1.7847597 53.7021189, -1.7850548 53.7022289)",,
1012508319,False,,,Gooder Street,unclassified,20 mph,False,58.461,"LINESTRING (-1.7840725 53.7018225, -1.7839647 53.7018894, -1.7837767 53.7019745, -1.7835583 53.7020613, -1.7833606 53.7021334)",,
28238136,True,,,Ship Street,unclassified,20 mph,False,67.66699999999999,"LINESTRING (-1.7821531 53.7009616, -1.7819486 53.7009433, -1.7817288 53.7009327, -1.7815027 53.7009188, -1.7813708 53.7009112, -1.7811312 53.7008974)",,
"[36576913, 22817922, 115549084]",False,,A643,"['Briggate', 'Owler Ings Road']",primary,30 mph,False,111.959,"LINESTRING (-1.7821531 53.7009616, -1.7821774 53.700759, -1.7821858 53.7006328, -1.7821859 53.7006162, -1.7821766 53.7005734, -1.7821579 53.7005361, -1.7821111 53.7004664, -1.7819901 53.7003209, -1.78194 53.7002593, -1.7818465 53.7001377, -1.7818272 53.7001067, -1.7818132 53.7000734, -1.781808 53.7000377, -1.7818155 53.7000015)",,yes
115549084,False,,A643,Owler Ings Road,primary,30 mph,True,101.41899999999998,"LINESTRING (-1.7821531 53.7009616, -1.7821997 53.701033, -1.7822799 53.7010613, -1.7824615 53.7010996, -1.7826562 53.7011038, -1.7827978 53.7011068, -1.782898 53.7011193, -1.7830534 53.7011386, -1.7831953 53.7011806, -1.783483 53.7013173)",,
"[36576913, 22817922, 115549084]",False,,A643,"['Briggate', 'Owler Ings Road']",primary,30 mph,True,111.959,"LINESTRING (-1.7818155 53.7000015, -1.781808 53.7000377, -1.7818132 53.7000734, -1.7818272 53.7001067, -1.7818465 53.7001377, -1.78194 53.7002593, -1.7819901 53.7003209, -1.7821111 53.7004664, -1.7821579 53.7005361, -1.7821766 53.7005734, -1.7821859 53.7006162, -1.7821858 53.7006328, -1.7821774 53.700759, -1.7821531 53.7009616)",,yes
22817929,False,,,Mill Royd Street,tertiary,30 mph,False,172.953,"LINESTRING (-1.7818155 53.7000015, -1.7816217 53.700012, -1.7809533 53.700032, -1.7807071 53.7000393, -1.7805698 53.7000411, -1.7798643 53.7000502, -1.7791906 53.7000611)",,
"[838276750, 22817927]",False,,A643,Briggate,primary,30 mph,False,69.492,"LINESTRING (-1.7818155 53.7000015, -1.7818482 53.6999508, -1.7818717 53.6999252, -1.7819018 53.6999004, -1.7819407 53.6998751, -1.781985 53.6998506, -1.7820607 53.6998211, -1.7821485 53.6997971, -1.7823107 53.6997689, -1.7824728 53.6997447, -1.7826891 53.6997173)",,
22817927,False,,A643,Briggate,primary,30 mph,False,31.772,"LINESTRING (-1.7826891 53.6997173, -1.7829273 53.6996847, -1.7829889 53.6996728, -1.7830506 53.6996567, -1.7830956 53.6996389, -1.783136 53.6996197)",,
