osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,junction,access,tunnel
"[722865754, 904660863]",2,Stuart Road,tertiary,False,False,180.028,30 mph,"LINESTRING (-1.3139949 53.6937026, -1.3139817 53.6936518, -1.3139777 53.6936355, -1.3139515 53.6935819, -1.3136837 53.6933081, -1.3133437 53.6930085, -1.3131522 53.6928504, -1.3130836 53.6928087, -1.3130059 53.6927787, -1.3128981 53.6927414, -1.3128377 53.6927257, -1.3127437 53.6927058, -1.3126553 53.6926952, -1.3125854 53.6926931, -1.312539 53.6926924, -1.3124289 53.6926965, -1.3121788 53.6927237)",,,,
905324663,2,Headlands Lane,unclassified,False,True,237.12099999999998,30 mph,"LINESTRING (-1.3139949 53.6937026, -1.3137663 53.6937274, -1.3135653 53.6937554, -1.313198 53.6938197, -1.3130463 53.6938557, -1.312523 53.6939911, -1.3120585 53.694111, -1.3119965 53.6941245, -1.3118818 53.6941471, -1.3117629 53.6941697, -1.3116628 53.6941831, -1.3115172 53.6941996, -1.3112267 53.6942416, -1.3110965 53.6942551, -1.3107246 53.6942997, -1.3106751 53.6943057, -1.3106422 53.6943096, -1.3105639 53.6943218)",,,,
"[905324664, 1239453347]",2,Stuart Road,tertiary,False,True,114.12400000000001,30 mph,"LINESTRING (-1.3139949 53.6937026, -1.3144918 53.6936769, -1.3152515 53.6936474, -1.3152983 53.6936466, -1.3153412 53.6936463, -1.3157236 53.6936289)",,,,
177437704,2,North Baileygate,tertiary,False,False,10.82,30 mph,"LINESTRING (-1.3059529 53.6950399, -1.3058947 53.6951309)",,,,
904964454,2,Northgate,tertiary,False,True,61.64099999999999,30 mph,"LINESTRING (-1.3059529 53.6950399, -1.3059754 53.6950198, -1.3060103 53.6949911, -1.3060815 53.6949626, -1.3064491 53.694845, -1.306736 53.694746)",,,,
958740540,1,Spink Lane,residential,True,False,37.809,30 mph,"LINESTRING (-1.3059529 53.6950399, -1.3059154 53.6950252, -1.3058857 53.6950071, -1.3058317 53.6949751, -1.3056033 53.6947733)",,,,
"[24884144, 1117827632]",2,Finkle Street,tertiary,False,False,106.007,30 mph,"LINESTRING (-1.3096098 53.6923886, -1.3096513 53.6923975, -1.3096847 53.6924047, -1.3097255 53.6924237, -1.309749 53.6924347, -1.3098049 53.6924838, -1.3099357 53.692634, -1.3099539 53.6926549, -1.3100096 53.6927276, -1.3100334 53.6927647, -1.3100522 53.6928148, -1.3100798 53.6929106, -1.3100837 53.6929495, -1.3100814 53.6930004, -1.3100622 53.6930821, -1.3100215 53.6931726, -1.3099884 53.6932418)",,,,
"[1004166194, 222629630]",,Baxtergate,residential,False,False,114.343,30 mph,"LINESTRING (-1.3096098 53.6923886, -1.309633 53.6923632, -1.3096378 53.6923453, -1.3095991 53.6923099, -1.3094339 53.6921637, -1.3093104 53.6920626, -1.3091321 53.6919542, -1.3087218 53.6917575, -1.308627 53.6917121, -1.3084821 53.6916563)",,,,
"[4867885, 731889231]",2,Horsefair,tertiary,False,True,173.51699999999997,30 mph,"LINESTRING (-1.3096098 53.6923886, -1.3095374 53.692395, -1.309444 53.6924219, -1.3091735 53.6925389, -1.3090465 53.6925944, -1.3087801 53.6926986, -1.3084851 53.6928057, -1.3083859 53.6928429, -1.308006 53.6929897, -1.3075683 53.6931562, -1.3075006 53.693182, -1.3073926 53.6932231)",,,,
4867885,2,Horsefair,tertiary,False,False,2.596,30 mph,"LINESTRING (-1.3061548 53.6936252, -1.3061909 53.6936158)",,,,
