osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
158551795,2,B1349,Ayres Wynd,secondary,20 mph,False,False,87.532,"LINESTRING (-2.9842389 55.9595278, -2.9841153 55.9594436, -2.9838476 55.9592808, -2.9836846 55.95918, -2.9834577 55.9590381, -2.983314 55.9589353)",
"[239161808, 28180706]",2,B1348,High Street,secondary,20 mph,False,False,337.12300000000005,"LINESTRING (-2.9842389 55.9595278, -2.9841507 55.9595704, -2.9840856 55.9596056, -2.98405 55.9596284, -2.9839035 55.9597223, -2.9837001 55.9598516, -2.9835282 55.9599578, -2.9834181 55.9600182, -2.9833498 55.9600536, -2.9832876 55.9600874, -2.9830476 55.9601992, -2.9828998 55.9602643, -2.9827144 55.9603468, -2.9824086 55.9604746, -2.9819416 55.9606573, -2.9817986 55.9607138, -2.9816926 55.9607565, -2.981298 55.9609315, -2.981123 55.9610108, -2.9809039 55.9610969, -2.9807854 55.961143, -2.9805954 55.9612179, -2.980472 55.9612676, -2.9802826 55.9613401, -2.9800423 55.961427)",
"[1056256816, 28180705]","['2', '3']",B1348,High Street,secondary,"['20 mph', '30 mph']",False,True,91.30299999999998,"LINESTRING (-2.9842389 55.9595278, -2.9843716 55.9594846, -2.9845871 55.9594091, -2.9847191 55.9593686, -2.9849828 55.9592826, -2.9851575 55.959222, -2.9854957 55.9591047)",
26642804,2,,East Loan,residential,,False,True,21.584,"LINESTRING (-2.979824 55.9602824, -2.9798025 55.9602294, -2.979771 55.9601749, -2.9797177 55.960098)",
26725311,,,Harlaw Hill,residential,20 mph,False,False,131.16799999999998,"LINESTRING (-2.979824 55.9602824, -2.979837 55.9603565, -2.9798847 55.9605612, -2.9798866 55.9605856, -2.9798853 55.9606637, -2.9798661 55.9607573, -2.9798106 55.9609255, -2.9798032 55.9609612, -2.9797971 55.9610102, -2.9797981 55.9610697, -2.9798097 55.9611307, -2.9798175 55.9611537, -2.979924 55.9613083, -2.9799986 55.9613854, -2.9800423 55.961427)",
26725312,,,Kirk Street,residential,20 mph,False,False,30.64,"LINESTRING (-2.979824 55.9602824, -2.9799047 55.9602719, -2.9800032 55.9602543, -2.9800968 55.9602358, -2.9801884 55.9602159, -2.9802872 55.9601908)",
26642804,2,,East Loan,residential,,False,False,69.76,"LINESTRING (-2.9776809 55.9579043, -2.9782085 55.9584578)",
26642804,2,,East Loan,residential,,False,True,106.02000000000001,"LINESTRING (-2.9776809 55.9579043, -2.9770282 55.9572108, -2.9769784 55.957152, -2.9769392 55.957088, -2.976925 55.957052)",
26648665,,,Nimmo Avenue,residential,,False,False,76.682,"LINESTRING (-2.9776809 55.9579043, -2.9768927 55.9581578, -2.9766127 55.9582478)",
28180706,2,B1348,High Street,secondary,20 mph,False,False,38.077,"LINESTRING (-2.9800423 55.961427, -2.9795283 55.9616127)",
