osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
4379223,False,A2042,Station Road,primary,30 mph,False,112.56,"LINESTRING (0.8755588 51.1483684, 0.875526 51.1481224, 0.8754939 51.147824, 0.8754377 51.147359)",,,
4434872,False,,St. Johns Lane,residential,30 mph,False,117.808,"LINESTRING (0.8755588 51.1483684, 0.8753585 51.1483719, 0.8747697 51.1484203, 0.8744294 51.1485935, 0.8742178 51.1486212, 0.873984 51.1486561)",,,
"[685733842, 47042436]",False,A2042,"['Station Road', 'Wellesley Road']",primary,30 mph,True,163.12599999999998,"LINESTRING (0.8755588 51.1483684, 0.8756007 51.1485795, 0.8756996 51.1488701, 0.8757989 51.1489792, 0.8759072 51.1493285, 0.8761039 51.1497879)",,,
4379223,False,A2042,Station Road,primary,30 mph,True,112.56,"LINESTRING (0.8754377 51.147359, 0.8754939 51.147824, 0.875526 51.1481224, 0.8755588 51.1483684)",,,
4379225,False,A2042,Station Road,primary,30 mph,False,60.868,"LINESTRING (0.8754377 51.147359, 0.8753508 51.1470595, 0.8752801 51.1468206)",,,
4520930,False,,,unclassified,,False,55.822,"LINESTRING (0.8754377 51.147359, 0.875573 51.1473598, 0.8758783 51.1473235, 0.8762191 51.1472629)",,,
685228999,False,,Elwick Road,unclassified,30 mph,False,12.156,"LINESTRING (0.8739127 51.1450552, 0.8740701 51.1450083)",,,
28875898,True,A2042,Station Road,primary,30 mph,False,52.854,"LINESTRING (0.8739127 51.1450552, 0.8740541 51.1451986, 0.8742089 51.1453975, 0.8743086 51.1454556)",1,,
"[4379226, 685228998]",False,,Elwick Road,unclassified,30 mph,"[False, True]",141.131,"LINESTRING (0.8739127 51.1450552, 0.8737736 51.1451064, 0.8734053 51.1452871, 0.8730399 51.1454795, 0.8728087 51.1455821, 0.8726112 51.1456746, 0.872314 51.1458307)",3,,
4379220,True,,Church Road,unclassified,30 mph,False,88.21700000000001,"LINESTRING (0.872314 51.1458307, 0.8723543 51.1459426, 0.8724354 51.1461561, 0.8724937 51.1463169, 0.8725529 51.1464659, 0.8726612 51.1465891)",,,
"[4379226, 685228998]",False,,Elwick Road,unclassified,30 mph,"[False, True]",141.13099999999997,"LINESTRING (0.872314 51.1458307, 0.8726112 51.1456746, 0.8728087 51.1455821, 0.8730399 51.1454795, 0.8734053 51.1452871, 0.8737736 51.1451064, 0.8739127 51.1450552)",3,,
"[893036483, 29156101]",False,,Elwick Road,unclassified,20 mph,False,200.831,"LINESTRING (0.872314 51.1458307, 0.8721499 51.1459108, 0.8703736 51.1466691, 0.8701581 51.1467593, 0.869939 51.1468511)",2,,
"[29322737, 4379222]",True,,Bank Street,unclassified,20 mph,False,146.436,"LINESTRING (0.869939 51.1468511, 0.8700547 51.1470542, 0.8700762 51.1471374, 0.8701105 51.1472524, 0.8701666 51.1473515, 0.8702914 51.1475021, 0.8705789 51.1478498, 0.8707284 51.1480635)",1,,
"[893036483, 29156101]",False,,Elwick Road,unclassified,20 mph,True,200.831,"LINESTRING (0.869939 51.1468511, 0.8701581 51.1467593, 0.8703736 51.1466691, 0.8721499 51.1459108, 0.872314 51.1458307)",2,,
207984036,False,,Elwick Road,unclassified,20 mph,False,93.619,"LINESTRING (0.869939 51.1468511, 0.8696894 51.1469623, 0.868938 51.1474097)",2,,
29322005,False,,,residential,,True,10.606,"LINESTRING (0.8678203 51.1496051, 0.8679629 51.149572)",,,
"[4522349, 103560255]",False,,Norwood Gardens,residential,"['20 mph', '30 mph']",False,40.589,"LINESTRING (0.8678203 51.1496051, 0.8677277 51.1496613, 0.8673882 51.1498495)",,,
"[377699898, 29156502]",True,,Forge Lane,unclassified,"['20 mph', '30 mph']",False,126.582,"LINESTRING (0.8678203 51.1496051, 0.8678999 51.1496601, 0.8680308 51.1497093, 0.86826 51.1498143, 0.8683468 51.14987, 0.8685076 51.1499686, 0.8686657 51.150062, 0.8688323 51.1501416, 0.8689181 51.1501861, 0.8689839 51.1502278, 0.8690378 51.1502765, 0.8690477 51.1502996, 0.8690394 51.1503275, 0.8690292 51.1503536, 0.8690044 51.150387)",1,,
4379220,True,,Church Road,unclassified,30 mph,False,77.787,"LINESTRING (0.8726612 51.1465891, 0.8728008 51.1469378, 0.8728321 51.1470244, 0.8728829 51.1472736)",,,
4434882,True,,Queen Street,residential,30 mph,False,152.304,"LINESTRING (0.8726612 51.1465891, 0.8723952 51.1466858, 0.8720366 51.1468236, 0.8709682 51.1472959, 0.870842 51.1473449)",,,
29326169,True,,Vicarage Lane,unclassified,30 mph,False,80.86,"LINESTRING (0.8729746 51.1478568, 0.8734008 51.1477786, 0.8740736 51.1476265)",,,
