osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,width,access
23376206,True,St Jacques,tertiary,25 mph,False,2.111,"LINESTRING (-2.5456597 49.4603855, -2.5456834 49.4603966)",,,,
23487323,False,Elm Grove,tertiary,25 mph,True,52.938,"LINESTRING (-2.5456597 49.4603855, -2.5453554 49.4602336, -2.5450459 49.4601291)",,,,
"[526761051, 526761052]",True,Doyle Road,secondary,"['25', '25 mph']",False,76.13600000000001,"LINESTRING (-2.5450744 49.4586425, -2.5448295 49.4581041, -2.5447983 49.4580405, -2.5447753 49.457986)","['1', '2']",,,
526761055,False,Brock Road,secondary,25 mph,False,45.260999999999996,"LINESTRING (-2.5450744 49.4586425, -2.54499 49.4586563, -2.5449294 49.4586664, -2.5444715 49.4587524)",2,,,
60413468,True,Vauvert,secondary,,False,87.743,"LINESTRING (-2.5439615 49.455994, -2.5439282 49.4557216, -2.5438754 49.4552639, -2.5438539 49.4552088)",,,,
252869897,False,The Grange,primary,25 mph,False,183.639,"LINESTRING (-2.5439615 49.455994, -2.5431033 49.4560424, -2.542479 49.4560677, -2.5423945 49.4560711, -2.5423142 49.4560743, -2.5414273 49.4561102)",2,,,
23441507,False,College Street,primary,25 mph,False,96.09299999999999,"LINESTRING (-2.5391449 49.4565315, -2.5391435 49.4565972, -2.5391427 49.4566336, -2.5391499 49.4567108, -2.5391587 49.4568042, -2.5391618 49.4568369, -2.539172 49.4570691, -2.5391815 49.4572501, -2.5391735 49.4573285, -2.5391548 49.4573938)",2,,,
23441507,False,College Street,primary,25 mph,True,54.444,"LINESTRING (-2.5391449 49.4565315, -2.5391695 49.4564944, -2.5392347 49.4564478, -2.5395247 49.4563085, -2.5397264 49.4562319)",2,,,
23441507,False,College Street,primary,25 mph,False,5.519,"LINESTRING (-2.5391548 49.4573938, -2.5391386 49.4574423)",2,,,
23441507,False,College Street,primary,25 mph,True,96.09299999999999,"LINESTRING (-2.5391548 49.4573938, -2.5391735 49.4573285, -2.5391815 49.4572501, -2.539172 49.4570691, -2.5391618 49.4568369, -2.5391587 49.4568042, -2.5391499 49.4567108, -2.5391427 49.4566336, -2.5391435 49.4565972, -2.5391449 49.4565315)",2,,,
25206642,True,Rue Chase Vassal (Ann's Place),residential,25 mph,False,106.866,"LINESTRING (-2.5391548 49.4573938, -2.5390458 49.4573821, -2.5388468 49.4573732, -2.538587 49.457378, -2.5385277 49.457376, -2.5383302 49.4573694, -2.538319 49.4573676, -2.5377786 49.4572822, -2.5376948 49.4572845)",,,,
23441507,False,College Street,primary,25 mph,True,6.854,"LINESTRING (-2.5390981 49.4575523, -2.5391217 49.4574926)",2,,,
23441508,False,St Julians Avenue,primary,25 mph,False,121.50799999999998,"LINESTRING (-2.5390981 49.4575523, -2.5390582 49.4576391, -2.5389845 49.4577993, -2.5389483 49.457878, -2.5389264 49.4579127, -2.5386885 49.4583607, -2.5386026 49.458488, -2.538565 49.4585273, -2.5385194 49.4585749)",2,,,
23441508,False,St Julians Avenue,primary,25 mph,True,121.50800000000001,"LINESTRING (-2.5385194 49.4585749, -2.538565 49.4585273, -2.5386026 49.458488, -2.5386885 49.4583607, -2.5389264 49.4579127, -2.5389483 49.457878, -2.5389845 49.4577993, -2.5390582 49.4576391, -2.5390981 49.4575523)",2,,,
60994838,False,Vauxlaurens,residential,25 mph,False,137.142,"LINESTRING (-2.5385194 49.4585749, -2.5388998 49.4588154, -2.5390983 49.4590839, -2.5390907 49.4592296, -2.5390684 49.459341, -2.5391634 49.4593699, -2.5395012 49.4594008, -2.5395449 49.4594324)",,,,
593823789,False,St Julians Avenue,primary,25 mph,False,17.799,"LINESTRING (-2.5385194 49.4585749, -2.5384026 49.4586329, -2.5383194 49.4586681)",2,,,
60994618,True,Le Truchot,tertiary,25 mph,False,67.249,"LINESTRING (-2.5383194 49.4586681, -2.5382759 49.4585627, -2.5382321 49.4585206, -2.5381602 49.4584982, -2.5375565 49.4584764)",,,,
593823789,False,St Julians Avenue,primary,25 mph,True,17.799,"LINESTRING (-2.5383194 49.4586681, -2.5384026 49.4586329, -2.5385194 49.4585749)",2,,,
593823793,False,St Julians Avenue,primary,25 mph,False,137.683,"LINESTRING (-2.5383194 49.4586681, -2.538212 49.4587083, -2.5380236 49.4587638, -2.5378234 49.4588072, -2.5374579 49.4588766, -2.5371084 49.4589291, -2.5368382 49.4589479, -2.5366239 49.4589548, -2.5364868 49.45896)",2,,,
593823793,False,St Julians Avenue,primary,25 mph,False,54.705,"LINESTRING (-2.5355155 49.4589718, -2.5347878 49.4588365)",2,,,
593823793,False,St Julians Avenue,primary,25 mph,True,70.234,"LINESTRING (-2.5355155 49.4589718, -2.5359999 49.458973, -2.5362606 49.4589677, -2.5364742 49.4589606, -2.5364868 49.45896)",2,,,
60994997,True,St. Julians Avenue,primary,25 mph,False,13.28,"LINESTRING (-2.5347878 49.4588365, -2.5346581 49.4589211)",3,,,
593823793,False,St Julians Avenue,primary,25 mph,True,54.705,"LINESTRING (-2.5347878 49.4588365, -2.5355155 49.4589718)",2,,,
25206643,True,Rue de Manoir,residential,25 mph,False,16.998,"LINESTRING (-2.5375345 49.4572838, -2.5374709 49.4572678, -2.5374476 49.4572353, -2.5374302 49.4571635)",,,,
540021935,False,Fountain Street,primary,25 mph,False,45.21,"LINESTRING (-2.5363596 49.4545137, -2.5362969 49.4545156, -2.536082 49.4545515, -2.5359679 49.4545852, -2.535778 49.4546514)",2,,,
"[25206802, 540021935]",False,"['The Bordage', 'Fountain Street']",primary,25 mph,"[False, True]",266.505,"LINESTRING (-2.5363596 49.4545137, -2.5364553 49.4544869, -2.5366839 49.4544045, -2.5368458 49.454323, -2.5369562 49.4542711, -2.5371512 49.4541773, -2.5371967 49.4541567, -2.5372432 49.4541352, -2.5374585 49.4540356, -2.5378371 49.4538474, -2.5381089 49.4536824, -2.5381401 49.4536388, -2.53819 49.4534809, -2.5382102 49.4533031, -2.5382117 49.4531808, -2.538267 49.4529853, -2.5383446 49.4527154)",2,,,
25171411,False,South Esplanade,primary,25 mph,False,3.947,"LINESTRING (-2.535778 49.4546514, -2.5357557 49.454619)",4,,,
23486817,False,The Quay,primary,20 mph,False,45.095,"LINESTRING (-2.535778 49.4546514, -2.5357972 49.4547248, -2.5358014 49.4547637, -2.5358017 49.4548233, -2.5357973 49.454868, -2.5357977 49.4549571, -2.5357977 49.4550557)",3,,,
540021935,False,Fountain Street,primary,25 mph,True,45.21,"LINESTRING (-2.535778 49.4546514, -2.5359679 49.4545852, -2.536082 49.4545515, -2.5362969 49.4545156, -2.5363596 49.4545137)",2,,,
25206639,False,La Plaiderie,unclassified,,False,54.271,"LINESTRING (-2.5358299 49.4575035, -2.5358671 49.4575854, -2.5359234 49.4579864)",,,,
60995561,True,The Pollet,unclassified,,False,44.29900000000001,"LINESTRING (-2.5354138 49.457796, -2.5355865 49.4576765, -2.5358299 49.4575035)",,,,
551087353,True,La Tourgand,tertiary,,False,21.796,"LINESTRING (-2.5354138 49.457796, -2.5352705 49.4577622, -2.5351413 49.4577138)",,,,
23486816,True,Church Square,residential,12 mph,False,37.806,"LINESTRING (-2.5366888 49.4547769, -2.5365798 49.4546798, -2.5364683 49.4546073, -2.5363596 49.4545137)",,,,
25206638,False,Commercial Arcade,residential,12 mph,False,24.106,"LINESTRING (-2.5366888 49.4547769, -2.5368412 49.4548433, -2.5369243 49.4549245)",,,,
80043873,True,,primary,25 mph,False,22.646,"LINESTRING (-2.5345931 49.4582799, -2.5346054 49.4584834)",2,,,
967283159,False,North Esplanade,primary,25 mph,True,66.348,"LINESTRING (-2.5345931 49.4582799, -2.5346158 49.458207, -2.5346355 49.458122, -2.5346823 49.4580295, -2.5347496 49.4579151, -2.5348218 49.4577852, -2.5348669 49.4577125)",4,,,
313442967,True,,trunk,25 mph,False,13.047,"LINESTRING (-2.5346024 49.4586638, -2.5346525 49.4586939, -2.5346974 49.4587608)",2,roundabout,,
23486820,True,Glategny Esplanade,trunk,25 mph,False,60.079,"LINESTRING (-2.5345344 49.4589965, -2.5344264 49.4592637, -2.5342234 49.4594924)",2,,,
446671208,True,,trunk,25 mph,False,18.828,"LINESTRING (-2.5345344 49.4589965, -2.5344094 49.4590204, -2.5342801 49.4590104)",2,roundabout,,
237434388,True,,trunk,25 mph,False,9.936,"LINESTRING (-2.5342338 49.4586228, -2.5343666 49.4585997)",2,roundabout,,
23486819,True,,trunk,25 mph,False,18.049,"LINESTRING (-2.5346974 49.4587608, -2.5346581 49.4589211)",2,roundabout,,
80043868,True,St Julians Avenue,primary,25 mph,False,10.656,"LINESTRING (-2.5346974 49.4587608, -2.5347878 49.4588365)",1,,,
526761055,False,Brock Road,secondary,25 mph,False,120.363,"LINESTRING (-2.5444715 49.4587524, -2.5444307 49.4589092, -2.5442784 49.4593521, -2.5442511 49.4594313, -2.5440635 49.4598001)",2,,,
526761055,False,Brock Road,secondary,25 mph,True,45.260999999999996,"LINESTRING (-2.5444715 49.4587524, -2.5449294 49.4586664, -2.54499 49.4586563, -2.5450744 49.4586425)",2,,,
23487320,False,Candie Road,secondary,25 mph,False,123.786,"LINESTRING (-2.5440635 49.4598001, -2.5437943 49.4597098, -2.5425714 49.4592539)",,,,
23487323,False,Elm Grove,tertiary,25 mph,False,79.876,"LINESTRING (-2.5440635 49.4598001, -2.5444225 49.459917, -2.5450459 49.4601291)",,,,
24883097,False,Les Buttes,secondary,25 mph,True,96.186,"LINESTRING (-2.5440635 49.4598001, -2.5439857 49.4599371, -2.5439086 49.4601037, -2.5438007 49.4603296, -2.543658 49.4606238)",2,,,
526761055,False,Brock Road,secondary,25 mph,True,120.363,"LINESTRING (-2.5440635 49.4598001, -2.5442511 49.4594313, -2.5442784 49.4593521, -2.5444307 49.4589092, -2.5444715 49.4587524)",2,,,
23487320,False,Candie Road,secondary,25 mph,True,46.079,"LINESTRING (-2.5420191 49.4590469, -2.5425714 49.4592539)",,,,
23487321,True,Candie Road,secondary,25 mph,False,103.511,"LINESTRING (-2.5420191 49.4590469, -2.5416655 49.4589434, -2.5415395 49.4589082, -2.5407122 49.4586662)",,,,
23487323,False,Elm Grove,tertiary,25 mph,False,52.938,"LINESTRING (-2.5450459 49.4601291, -2.5453554 49.4602336, -2.5456597 49.4603855)",,,,
23487323,False,Elm Grove,tertiary,25 mph,True,79.876,"LINESTRING (-2.5450459 49.4601291, -2.5444225 49.459917, -2.5440635 49.4598001)",,,,
24883098,True,Rouge Huis Avenue,tertiary,25 mph,False,168.41199999999998,"LINESTRING (-2.5450459 49.4601291, -2.5451379 49.4599043, -2.545202 49.4597121, -2.5452202 49.4596238, -2.5452456 49.4595011, -2.5452685 49.4592877, -2.5452408 49.4591121, -2.5451813 49.4589581, -2.5451726 49.4589355, -2.5451164 49.4587669, -2.5450989 49.4587165, -2.5450744 49.4586425)",1,,,
23487326,True,Upland Road,tertiary,25 mph,False,105.047,"LINESTRING (-2.5408017 49.4561485, -2.5408197 49.4565097, -2.5408297 49.456706, -2.5408359 49.456829, -2.5408491 49.4570927)",,,,
"[252869897, 23441507]",False,"['The Grange', 'College Street']",primary,25 mph,False,78.39500000000001,"LINESTRING (-2.5408017 49.4561485, -2.5400915 49.4561859, -2.5399243 49.4562032, -2.5397264 49.4562319)",2,,,
252869897,False,The Grange,primary,25 mph,True,45.419,"LINESTRING (-2.5408017 49.4561485, -2.5408559 49.4561452, -2.5409324 49.4561405, -2.5414273 49.4561102)",2,,,
23487328,False,Upland Road,tertiary,,False,26.553,"LINESTRING (-2.5407872 49.4571752, -2.5407573 49.4574132)",,,,
23487321,True,Candie Road,secondary,25 mph,False,182.549,"LINESTRING (-2.5407122 49.4586662, -2.539922 49.4584364, -2.5397079 49.4583728, -2.5395626 49.4582801, -2.5394588 49.458179, -2.5393287 49.4579001, -2.5391568 49.4576045, -2.5390981 49.4575523)",,,,
23487327,True,Upland Road,tertiary,25 mph,False,101.379,"LINESTRING (-2.5407122 49.4586662, -2.5407151 49.4585509, -2.5407241 49.4581445, -2.5407346 49.4577546)",,,,
23487320,False,Candie Road,secondary,25 mph,False,46.079,"LINESTRING (-2.5425714 49.4592539, -2.5420191 49.4590469)",,,,
23487320,False,Candie Road,secondary,25 mph,True,123.786,"LINESTRING (-2.5425714 49.4592539, -2.5437943 49.4597098, -2.5440635 49.4598001)",,,,
24616518,False,Cambridge Park Road,residential,25 mph,False,21.689,"LINESTRING (-2.5425714 49.4592539, -2.5425443 49.4593122, -2.5424845 49.4594406)",,,,
24616501,False,Beauregard Lane,residential,25 mph,False,86.553,"LINESTRING (-2.5370773 49.4603718, -2.5371877 49.4602207, -2.5372477 49.4599732, -2.5372906 49.4598338, -2.5373866 49.4596245)",,,,
24616519,False,L'Hyvreuse,residential,25 mph,True,61.896,"LINESTRING (-2.5370773 49.4603718, -2.537254 49.4603441, -2.5375529 49.4603253, -2.5379267 49.4603122)",,,,
24616501,False,Beauregard Lane,residential,25 mph,True,86.553,"LINESTRING (-2.5373866 49.4596245, -2.5372906 49.4598338, -2.5372477 49.4599732, -2.5371877 49.4602207, -2.5370773 49.4603718)",,,,
141810353,False,Beauregard Lane,residential,25 mph,True,126.69,"LINESTRING (-2.5378043 49.459379, -2.5380097 49.4593493, -2.5381256 49.4593449, -2.5383401 49.4593606, -2.5385359 49.4593797, -2.5388505 49.4594017, -2.539012 49.4594055, -2.5395449 49.4594324)",,,,
24616518,False,Cambridge Park Road,residential,25 mph,False,52.632999999999996,"LINESTRING (-2.5421629 49.4599764, -2.5421585 49.460176, -2.5421604 49.4601894, -2.5422712 49.4604395)",,,,
24616518,False,Cambridge Park Road,residential,25 mph,True,63.997,"LINESTRING (-2.5421629 49.4599764, -2.5422718 49.4598223, -2.5424845 49.4594406)",,,,
24616519,False,L'Hyvreuse,residential,25 mph,False,212.202,"LINESTRING (-2.5421629 49.4599764, -2.5419775 49.4599883, -2.5393918 49.46015, -2.539241 49.460163)",,,,
24616519,False,L'Hyvreuse,residential,25 mph,False,96.44300000000001,"LINESTRING (-2.539241 49.460163, -2.5386112 49.4602267, -2.5379267 49.4603122)",,,,
25468416,True,,residential,,False,161.561,"LINESTRING (-2.539241 49.460163, -2.5391121 49.4602793, -2.5390361 49.4603292, -2.5389857 49.4603622, -2.5388464 49.4604579, -2.5387369 49.4605231, -2.5385328 49.4606295, -2.5385159 49.4606458, -2.538452 49.4607072, -2.538393 49.4607804, -2.5383474 49.4607944, -2.5382777 49.4607891, -2.5382079 49.4607595, -2.5381623 49.4607124, -2.538106 49.4605939, -2.538047 49.4604683, -2.5379267 49.4603122)",,,,
24616519,False,L'Hyvreuse,residential,25 mph,True,212.202,"LINESTRING (-2.539241 49.460163, -2.5393918 49.46015, -2.5419775 49.4599883, -2.5421629 49.4599764)",,,,
24883094,False,Fosse André,secondary,25 mph,True,35.62,"LINESTRING (-2.5446851 49.4611138, -2.5448377 49.4611815, -2.5449152 49.4612138, -2.5450231 49.4612648, -2.5450899 49.4612964)",,,,
24883096,True,Coronation Road,tertiary,25 mph,False,112.58700000000002,"LINESTRING (-2.5446851 49.4611138, -2.5447556 49.4609262, -2.5447773 49.4608624, -2.5448472 49.4606522, -2.5449434 49.4603718, -2.5449514 49.4603475, -2.5450459 49.4601291)",,,,
