osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,access,junction
"[38916728, 38917340, 38917341]",4,East LaSalle Avenue,tertiary,False,False,237.89399999999998,yes,"LINESTRING (-86.2472744 41.67913, -86.2464957 41.6791378, -86.2463343 41.6791405, -86.2457363 41.6791436, -86.2452831 41.6791504, -86.244814 41.6791562, -86.2444102 41.6791566)",,,,
"[38916728, 17560290, 38916727]",4,East LaSalle Avenue,tertiary,False,True,262.214,yes,"LINESTRING (-86.2472744 41.67913, -86.2479948 41.6791202, -86.2482622 41.679118, -86.2486672 41.6791136, -86.2497225 41.6791027, -86.2498502 41.6791012, -86.2502768 41.6790991, -86.2504314 41.6790984)",,,,
740661996,,North Niles Avenue,tertiary,False,False,450.141,,"LINESTRING (-86.2445125 41.6833187, -86.2445498 41.6834126, -86.24462 41.6835741, -86.2446786 41.683709, -86.244692 41.6837399, -86.2447599 41.6838963, -86.2448957 41.6842088, -86.2449636 41.6843652, -86.2451258 41.6847385, -86.2451641 41.684813, -86.2452069 41.6848965, -86.2453429 41.6851098, -86.2454041 41.6852058, -86.2457212 41.6857015, -86.245971 41.686092, -86.246043 41.6862042, -86.2464429 41.6868276, -86.2465961 41.6870462)",,,,
"[17561635, 740661996]",,North Niles Avenue,tertiary,False,True,161.41500000000002,,"LINESTRING (-86.2445125 41.6833187, -86.2445047 41.6832957, -86.2444719 41.6831994, -86.2444554 41.6830996, -86.2444471 41.6827518, -86.2444452 41.6826703, -86.244443 41.6825791, -86.2444326 41.6821387, -86.244429 41.6819656, -86.244427 41.6818718)",,,,
"[146236817, 146234595]","['3', '2']",North Lafayette Boulevard,tertiary,False,False,150.40800000000002,,"LINESTRING (-86.253637 41.679055, -86.2536391 41.6791624, -86.2536443 41.679422, -86.2536449 41.6794532, -86.2536465 41.6795316, -86.2536505 41.6797386, -86.2536529 41.6798498, -86.2536565 41.6800296, -86.2536593 41.6801662, -86.25366 41.6802012, -86.2536641 41.6804075)",,,,
146234601,4,West LaSalle Avenue,primary,False,True,132.432,,"LINESTRING (-86.253637 41.679055, -86.2535139 41.6790565, -86.2529979 41.6790628, -86.2528548 41.6790645, -86.2521936 41.6790726, -86.2520426 41.6790744)",US 20 Business,30 mph,,
"[493373472, 880266342]",4,"['West LaSalle Avenue', 'Lincolnway West']",primary,False,False,80.50500000000001,,"LINESTRING (-86.253637 41.679055, -86.2537682 41.6790532, -86.2542277 41.6790468, -86.254428 41.679044, -86.2545968 41.6790867)",US 20 Business,30 mph,,
134209215,2,North Lafayette Boulevard,tertiary,False,False,150.021,,"LINESTRING (-86.2536641 41.6804075, -86.2536674 41.6804932, -86.2536966 41.6812361, -86.2537169 41.6817561)",,30 mph,yes,
"[146236817, 146234595]","['3', '2']",North Lafayette Boulevard,tertiary,False,True,150.408,,"LINESTRING (-86.2536641 41.6804075, -86.25366 41.6802012, -86.2536593 41.6801662, -86.2536565 41.6800296, -86.2536529 41.6798498, -86.2536505 41.6797386, -86.2536465 41.6795316, -86.2536449 41.6794532, -86.2536443 41.679422, -86.2536391 41.6791624, -86.253637 41.679055)",,,,
"[147496820, 147496821]","['1', '3']",West Madison Street,residential,False,True,147.275,,"LINESTRING (-86.2536641 41.6804075, -86.2537768 41.6804064, -86.2543079 41.6804024, -86.254465 41.6803997, -86.254538 41.680399, -86.255042 41.680396, -86.2554009 41.6805199)",,,,
178581596,2,West Madison Street,residential,False,False,132.459,,"LINESTRING (-86.2536641 41.6804075, -86.2535497 41.680409, -86.252892 41.6804179, -86.2522293 41.6804232, -86.2522052 41.6804234, -86.2520693 41.6804245)",,,,
17559650,3,West Marion Street,tertiary,False,False,139.73,,"LINESTRING (-86.2537169 41.6817561, -86.2538239 41.6817555, -86.2542446 41.6817529, -86.254503 41.6817514, -86.2548908 41.681749, -86.2553994 41.681746)",,,,
17559650,3,West Marion Street,tertiary,False,True,133.911,,"LINESTRING (-86.2537169 41.6817561, -86.2529428 41.6817765, -86.2525808 41.6817848, -86.2521051 41.6817893)",,,,
134209215,2,North Lafayette Boulevard,tertiary,False,True,150.021,,"LINESTRING (-86.2537169 41.6817561, -86.2536966 41.6812361, -86.2536674 41.6804932, -86.2536641 41.6804075)",,30 mph,yes,
223084266,2,North Lafayette Boulevard,residential,False,False,150.0,,"LINESTRING (-86.2537169 41.6817561, -86.2537125 41.6821974, -86.2537112 41.6824506, -86.2537078 41.6826654, -86.253717 41.683105)",,30 mph,yes,
"[42684585, 17547746]",,"['West Navarre Street', 'North Main Street']","['residential', 'unclassified']",False,True,280.14300000000003,,"LINESTRING (-86.253717 41.683105, -86.25291 41.683113, -86.252838 41.6831147, -86.252134 41.683126, -86.2521141 41.6825831, -86.2521105 41.6824615, -86.2521096 41.6824149, -86.252108 41.6822645, -86.2521063 41.6821108, -86.2521051 41.6817893)",,,,
223084266,2,North Lafayette Boulevard,residential,False,True,150.0,,"LINESTRING (-86.253717 41.683105, -86.2537078 41.6826654, -86.2537112 41.6824506, -86.2537125 41.6821974, -86.2537169 41.6817561)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,False,190.155,,"LINESTRING (-86.253717 41.683105, -86.25373 41.683784, -86.2537408 41.684815)",,30 mph,yes,
223312316,,West Navarre Street,residential,False,False,123.95500000000001,,"LINESTRING (-86.253717 41.683105, -86.2545204 41.6830843, -86.25507 41.6830803, -86.2552091 41.6830778)",,,,
223312315,2,North Lafayette Boulevard,residential,False,False,49.339,,"LINESTRING (-86.2537408 41.684815, -86.2537462 41.6852587)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,True,190.155,,"LINESTRING (-86.2537408 41.684815, -86.25373 41.683784, -86.253717 41.683105)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,True,49.339,,"LINESTRING (-86.2537462 41.6852587, -86.2537408 41.684815)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,False,123.251,,"LINESTRING (-86.2537462 41.6852587, -86.2537538 41.6856455, -86.2537591 41.6859123, -86.2537681 41.686367)",,30 mph,yes,
"[1162237979, 1162237980, 1089591717, 421361029]",2,West Bartlett Street,residential,False,True,91.50500000000001,,"LINESTRING (-86.2537462 41.6852587, -86.2534593 41.6852597, -86.2530737 41.6852611, -86.2528885 41.6852617, -86.2527662 41.685262, -86.2526443 41.6852635)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,False,90.721,,"LINESTRING (-86.2537681 41.686367, -86.2537811 41.6870934, -86.2537827 41.6871828)",,30 mph,yes,
223312315,2,North Lafayette Boulevard,residential,False,True,123.251,,"LINESTRING (-86.2537681 41.686367, -86.2537591 41.6859123, -86.2537538 41.6856455, -86.2537462 41.6852587)",,30 mph,yes,
418410900,,Park Lane,residential,True,False,131.208,,"LINESTRING (-86.2537681 41.686367, -86.253656 41.6863683, -86.2523164 41.6863967, -86.2521886 41.6863979)",,,,
17561393,,Riverside Drive,residential,False,True,303.32199999999995,,"LINESTRING (-86.2537827 41.6871828, -86.2536631 41.6871936, -86.2535403 41.6872047, -86.253232 41.687253, -86.2527701 41.6873475, -86.2523379 41.6874478, -86.252139 41.6874939, -86.2520603 41.6875123, -86.2518087 41.6875712, -86.2516831 41.687591, -86.2515917 41.6875877, -86.2514981 41.6875712, -86.2514111 41.687535, -86.2513197 41.6874816, -86.2512151 41.6873862, -86.2511788 41.687341, -86.2511556 41.6873122, -86.2510411 41.6871411, -86.250994 41.687094, -86.250925 41.687044, -86.250838 41.687007, -86.2507414 41.6869877, -86.2505828 41.686956)",,,,
223084265,,Riverside Drive,residential,False,True,175.03099999999998,,"LINESTRING (-86.2537827 41.6871828, -86.2539156 41.6871769, -86.2542842 41.6871607, -86.2547031 41.6871467, -86.2550769 41.6871572, -86.2553058 41.68717, -86.2555317 41.6872014, -86.2558727 41.6872688)",,,,
223312315,2,North Lafayette Boulevard,residential,False,True,90.721,,"LINESTRING (-86.2537827 41.6871828, -86.2537811 41.6870934, -86.2537681 41.686367)",,30 mph,yes,
17540383,,Hammond Place,residential,False,False,93.48400000000001,,"LINESTRING (-86.248932 41.6840868, -86.2488182 41.6840891, -86.2478067 41.6841098)",,,,
17562599,,North Saint Joseph Street,residential,False,False,98.626,,"LINESTRING (-86.248932 41.6840868, -86.2489432 41.6845259, -86.2489525 41.6849005, -86.2489543 41.6849736)",,,,
17562599,,North Saint Joseph Street,residential,False,True,102.005,,"LINESTRING (-86.248932 41.6840868, -86.2489212 41.6836349, -86.2489121 41.6832697, -86.2489096 41.6831696)",,,,
17540383,,Hammond Place,residential,False,True,93.48400000000001,,"LINESTRING (-86.2478067 41.6841098, -86.2488182 41.6840891, -86.248932 41.6840868)",,,,
"[17561635, 740661996]",,North Niles Avenue,tertiary,False,False,161.415,,"LINESTRING (-86.244427 41.6818718, -86.244429 41.6819656, -86.2444326 41.6821387, -86.244443 41.6825791, -86.2444452 41.6826703, -86.2444471 41.6827518, -86.2444554 41.6830996, -86.2444719 41.6831994, -86.2445047 41.6832957, -86.2445125 41.6833187)",,,,
17561635,,North Niles Avenue,tertiary,False,True,150.39,,"LINESTRING (-86.244427 41.6818718, -86.2444247 41.681795, -86.2444072 41.68122, -86.2444053 41.6811469, -86.2444035 41.6806253, -86.2444031 41.6805195)",,,,
17545359,,East Navarre Street,residential,False,False,130.914,,"LINESTRING (-86.2504856 41.683164, -86.2503399 41.6831577, -86.2503099 41.6831564, -86.2501193 41.683158, -86.2496688 41.6831597, -86.2490221 41.6831681, -86.2489096 41.6831696)",,,,
17547747,,West Navarre Street,residential,False,False,69.51400000000001,,"LINESTRING (-86.2504856 41.683164, -86.2506953 41.6831767, -86.251159 41.6831688, -86.2512043 41.6831575, -86.2512419 41.6831363, -86.2512566 41.6831137, -86.2512588 41.6830881)",,,,
1084154422,4,North Michigan Street,primary,False,False,31.002,,"LINESTRING (-86.2504856 41.683164, -86.2504869 41.6830571, -86.2504891 41.6828852)",SR 933;BUS US 31,30 mph,,
"[1084154422, 421359223]",4,North Michigan Street,primary,False,True,174.912,,"LINESTRING (-86.2504856 41.683164, -86.2504873 41.6832515, -86.250511 41.6844889, -86.2505194 41.6847368)",SR 933;BUS US 31,30 mph,,
17545359,,East Navarre Street,residential,False,False,156.595,,"LINESTRING (-86.2489096 41.6831696, -86.2487881 41.6831712, -86.2476813 41.6831856, -86.2476353 41.6831862, -86.2472422 41.6831914, -86.2470242 41.6831942)",,,,
17545359,,East Navarre Street,residential,False,True,130.914,,"LINESTRING (-86.2489096 41.6831696, -86.2490221 41.6831681, -86.2496688 41.6831597, -86.2501193 41.683158, -86.2503099 41.6831564, -86.2503399 41.6831577, -86.2504856 41.683164)",,,,
17562599,,North Saint Joseph Street,residential,False,False,102.005,,"LINESTRING (-86.2489096 41.6831696, -86.2489121 41.6832697, -86.2489212 41.6836349, -86.248932 41.6840868)",,,,
17562599,,North Saint Joseph Street,residential,False,True,151.206,,"LINESTRING (-86.2489096 41.6831696, -86.2489073 41.6830757, -86.2488977 41.6826928, -86.2488877 41.6822908, -86.248876 41.68181)",,,,
17545359,,East Navarre Street,residential,False,True,156.59500000000003,,"LINESTRING (-86.2470242 41.6831942, -86.2472422 41.6831914, -86.2476353 41.6831862, -86.2476813 41.6831856, -86.2487881 41.6831712, -86.2489096 41.6831696)",,,,
17561393,,Riverside Drive,residential,False,False,202.51100000000002,,"LINESTRING (-86.2470242 41.6831942, -86.2470302 41.6832779, -86.247042 41.683376, -86.247127 41.683782, -86.247296 41.684505, -86.2473542 41.684727, -86.2474227 41.6849899)",,,,
