osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref
11645384,Sharon Road,tertiary,35 mph,jughandle,False,False,69.477,"LINESTRING (-74.6185352 40.2168043, -74.6182807 40.2167801, -74.6177232 40.2167272)",,
498331637,,trunk_link,55 mph,,True,False,42.743,"LINESTRING (-74.6185352 40.2168043, -74.6186369 40.2168421, -74.6186905 40.2168933, -74.6187174 40.2169649, -74.6187147 40.2170356, -74.6186775 40.2171181)",1,
11647519,Trellis Way,residential,25 mph,,False,True,115.233,"LINESTRING (-74.619931 40.211813, -74.619741 40.212148, -74.619684 40.212238, -74.61961 40.212321, -74.619199 40.212672)",,
11643288,Robbinsville Road,trunk,55 mph,,True,False,35.002,"LINESTRING (-74.621925 40.214739, -74.6222026 40.2145063)",2,US 130
583640826,Robbinsville-Allentown Road,tertiary,35 mph,,False,False,12.257,"LINESTRING (-74.621925 40.214739, -74.621823 40.214661)",,CR 526
1043682972,Robbinsville-Allentown Road,tertiary,35 mph,,False,True,32.074,"LINESTRING (-74.621925 40.214739, -74.6222049 40.2149327)",,CR 526
583640826,Robbinsville-Allentown Road,tertiary,35 mph,,False,True,12.257,"LINESTRING (-74.621823 40.214661, -74.621925 40.214739)",,CR 526
"[11643001, 782606148, 782606149]",,trunk,55 mph,,True,False,241.481,"LINESTRING (-74.621823 40.214661, -74.621559 40.214908, -74.621449 40.214998, -74.6213936 40.2150433, -74.6212333 40.2151772, -74.620785 40.215541, -74.620602 40.215685, -74.620379 40.215845, -74.620131 40.216003, -74.6198341 40.2162083)",2,US 130
"[50828140, 871367239]",Robbinsville-Allentown Road,tertiary,35 mph,,False,False,313.957,"LINESTRING (-74.621823 40.214661, -74.6213409 40.2142915, -74.6208488 40.2139143, -74.6204189 40.2135848, -74.619896 40.213184, -74.619199 40.212672)",,CR 526
60321771,Nottingham Way,primary,45 mph,,False,True,16.753,"LINESTRING (-74.6198341 40.2162083, -74.6200184 40.2162621)",,NJ 33;CR 526
62097789,,secondary,40 mph,,False,True,65.491,"LINESTRING (-74.6198341 40.2162083, -74.6191028 40.2160211)",,CR 526
586098975,,trunk,55 mph,,True,False,46.599000000000004,"LINESTRING (-74.6198341 40.2162083, -74.6196275 40.2163438, -74.6194335 40.2164942)",2,US 130;NJ 33
50827965,,trunk,55 mph,,True,False,59.243,"LINESTRING (-74.6191431 40.2167214, -74.618959 40.2168719, -74.6188246 40.2169911, -74.6186775 40.2171181)",2,US 130;NJ 33
498331638,,trunk_link,35 mph,,True,False,53.443,"LINESTRING (-74.6191431 40.2167214, -74.6189722 40.2167796, -74.6188461 40.2168062, -74.618712 40.2168124, -74.6185352 40.2168043)",1,
11647400,Robbinsville-Allentown Road,tertiary,35 mph,,False,False,39.28,"LINESTRING (-74.625576 40.217504, -74.6252522 40.2172517)",,CR 526
"[736519756, 736519757, 552389190]",New Jersey Highway 33,primary,45 mph,,False,True,392.10900000000004,"LINESTRING (-74.625576 40.217504, -74.625311 40.217458, -74.6248366 40.2174252, -74.6245978 40.2174042, -74.6244778 40.2173952, -74.6241614 40.2173713, -74.6238722 40.2173495, -74.6238355 40.2173454, -74.6233383 40.2172579, -74.6227476 40.2171189, -74.6222695 40.2169723, -74.621141 40.2166188)",,NJ 33;CR 526
11647519,Trellis Way,residential,25 mph,,False,False,115.233,"LINESTRING (-74.619199 40.212672, -74.61961 40.212321, -74.619684 40.212238, -74.619741 40.212148, -74.619931 40.211813)",,
50828140,Robbinsville-Allentown Road,tertiary,35 mph,,False,False,103.55,"LINESTRING (-74.619199 40.212672, -74.6188497 40.2124669, -74.6186352 40.2123932, -74.6184313 40.2123522, -74.6180987 40.2123439)",,CR 526
"[50828140, 871367239]",Robbinsville-Allentown Road,tertiary,35 mph,,False,True,313.95700000000005,"LINESTRING (-74.619199 40.212672, -74.619896 40.213184, -74.6204189 40.2135848, -74.6208488 40.2139143, -74.6213409 40.2142915, -74.621823 40.214661)",,CR 526
60321771,Nottingham Way,primary,45 mph,,False,False,16.753,"LINESTRING (-74.6200184 40.2162621, -74.6198341 40.2162083)",,NJ 33;CR 526
586098973,,trunk,55 mph,,True,False,39.487,"LINESTRING (-74.6200184 40.2162621, -74.6203479 40.2160115)",2,US 130
586098974,New Jersey Highway 33,primary,45 mph,,False,False,44.799,"LINESTRING (-74.6200184 40.2162621, -74.6205085 40.2164113)",,NJ 33;CR 526
50828140,Robbinsville-Allentown Road,tertiary,35 mph,,False,True,103.54999999999998,"LINESTRING (-74.6180987 40.2123439, -74.6184313 40.2123522, -74.6186352 40.2123932, -74.6188497 40.2124669, -74.619199 40.212672)",,CR 526
50828168,Robbinsville Road Bypass,secondary,40 mph,,False,False,393.30100000000004,"LINESTRING (-74.6180987 40.2123439, -74.6181202 40.2125653, -74.6180987 40.212893, -74.6179807 40.2132043, -74.6176052 40.2139663, -74.6175641 40.2141037, -74.6175194 40.214253, -74.6175301 40.2145971, -74.6176159 40.2149167, -74.6177661 40.2152198, -74.6180451 40.2155065, -74.6182275 40.215654)",,CR 526
50828168,Robbinsville Road Bypass,secondary,40 mph,,False,True,393.301,"LINESTRING (-74.6182275 40.215654, -74.6180451 40.2155065, -74.6177661 40.2152198, -74.6176159 40.2149167, -74.6175301 40.2145971, -74.6175194 40.214253, -74.6175641 40.2141037, -74.6176052 40.2139663, -74.6179807 40.2132043, -74.6180987 40.212893, -74.6181202 40.2125653, -74.6180987 40.2123439)",,CR 526
50828181,,tertiary,,jughandle,False,True,130.04,"LINESTRING (-74.6182275 40.215654, -74.6179807 40.215908, -74.6178627 40.2160636, -74.6178198 40.2161701, -74.6177232 40.2167272)",,
62097789,,secondary,40 mph,,False,False,85.53399999999999,"LINESTRING (-74.6182275 40.215654, -74.6184841 40.2158111, -74.6187908 40.2159333, -74.6191028 40.2160211)",,CR 526
11645384,Sharon Road,tertiary,35 mph,jughandle,False,True,69.477,"LINESTRING (-74.6177232 40.2167272, -74.6182807 40.2167801, -74.6185352 40.2168043)",,
50828181,,tertiary,,jughandle,False,False,130.04000000000002,"LINESTRING (-74.6177232 40.2167272, -74.6178198 40.2161701, -74.6178627 40.2160636, -74.6179807 40.215908, -74.6182275 40.215654)",,
50827955,,trunk,55 mph,,True,False,26.415,"LINESTRING (-74.6203479 40.2160115, -74.6205698 40.215845)",2,US 130
1043682972,Robbinsville-Allentown Road,tertiary,35 mph,,False,False,32.074,"LINESTRING (-74.6222049 40.2149327, -74.621925 40.214739)",,CR 526
62097787,,trunk_link,,,True,False,48.385,"LINESTRING (-74.6222049 40.2149327, -74.6221623 40.2148504, -74.6221623 40.2146948, -74.6221945 40.2145555, -74.6222026 40.2145063)",,
"[1248948115, 1043682971, 1043682972, 1043682973]",Robbinsville-Allentown Road,tertiary,35 mph,,False,True,213.58200000000002,"LINESTRING (-74.6222049 40.2149327, -74.6223414 40.2150336, -74.6223733 40.2150573, -74.6224064 40.2150819, -74.6225135 40.2151615, -74.6226462 40.2152632, -74.6227236 40.2153225, -74.6228453 40.2154157, -74.6231325 40.215628, -74.6231621 40.2156499, -74.6234477 40.2158609, -74.6235083 40.2159076, -74.623788 40.2161147, -74.6239043 40.216204, -74.6240013 40.2162771)",,CR 526
11643288,Robbinsville Road,trunk,55 mph,,True,False,266.068,"LINESTRING (-74.6222026 40.2145063, -74.6224755 40.2142371, -74.622789 40.213928, -74.622802 40.213917, -74.623675 40.213117, -74.6242054 40.2126673)",2,US 130
62097789,,secondary,40 mph,,False,False,65.491,"LINESTRING (-74.6191028 40.2160211, -74.6198341 40.2162083)",,CR 526
62097789,,secondary,40 mph,,False,True,85.534,"LINESTRING (-74.6191028 40.2160211, -74.6187908 40.2159333, -74.6184841 40.2158111, -74.6182275 40.215654)",,CR 526
62097790,,trunk_link,55 mph,,True,False,67.881,"LINESTRING (-74.6191028 40.2160211, -74.6193508 40.21615, -74.6194225 40.2162027, -74.6194533 40.2162432, -74.6194721 40.2162989, -74.6194813 40.2163633, -74.6194644 40.216428, -74.6194335 40.2164942)",,
586098975,,trunk,55 mph,,True,False,35.31,"LINESTRING (-74.6194335 40.2164942, -74.619287 40.2166041, -74.6191431 40.2167214)",2,US 130;NJ 33
62097791,,residential,,,True,False,12.187,"LINESTRING (-74.6240987 40.212594, -74.6242054 40.2126673)",,
1260403957,Robbinsville Road,trunk,55 mph,,True,False,300.33099999999996,"LINESTRING (-74.6240987 40.212594, -74.623567 40.213045, -74.622678 40.213859, -74.622632 40.2139022, -74.6223695 40.2141483, -74.6222814 40.214231, -74.6221514 40.2143529, -74.621823 40.214661)",2,US 130
"[1043682972, 1248948115, 1043682971, 1043682973]",Robbinsville-Allentown Road,tertiary,35 mph,,False,False,213.582,"LINESTRING (-74.6240013 40.2162771, -74.6239043 40.216204, -74.623788 40.2161147, -74.6235083 40.2159076, -74.6234477 40.2158609, -74.6231621 40.2156499, -74.6231325 40.215628, -74.6228453 40.2154157, -74.6227236 40.2153225, -74.6226462 40.2152632, -74.6225135 40.2151615, -74.6224064 40.2150819, -74.6223733 40.2150573, -74.6223414 40.2150336, -74.6222049 40.2149327)",,CR 526
1248948115,Robbinsville-Allentown Road,tertiary,35 mph,,False,True,151.742,"LINESTRING (-74.6240013 40.2162771, -74.6241571 40.2163985, -74.624428 40.2166095, -74.6244911 40.2166587, -74.6246981 40.21682, -74.624962 40.2170256, -74.6252522 40.2172517)",,CR 526
50827955,,trunk,55 mph,,True,False,168.53700000000003,"LINESTRING (-74.6205698 40.215845, -74.620831 40.215649, -74.621022 40.215496, -74.6211057 40.2154292, -74.621667 40.214981, -74.621925 40.214739)",2,US 130
182532022,,trunk_link,,jughandle,True,False,263.74800000000005,"LINESTRING (-74.6205698 40.215845, -74.6208906 40.2157627, -74.6212021 40.2157287, -74.6215015 40.2157565, -74.62172 40.2158368, -74.6218296 40.2159105, -74.6218899 40.2159511, -74.6220275 40.216118, -74.6220639 40.2162848, -74.6220598 40.2163898, -74.621987 40.2165041, -74.6218413 40.216603, -74.6216471 40.2166308, -74.621141 40.2166188)",,
552389190,New Jersey Highway 33,primary,45 mph,,False,False,58.452,"LINESTRING (-74.6205085 40.2164113, -74.621141 40.2166188)",,NJ 33;CR 526
586098974,New Jersey Highway 33,primary,45 mph,,False,True,44.799,"LINESTRING (-74.6205085 40.2164113, -74.6200184 40.2162621)",,NJ 33;CR 526
11639494,,trunk_link,,,True,False,48.248000000000005,"LINESTRING (-74.6205085 40.2164113, -74.6203849 40.2162724, -74.6203598 40.2162092, -74.620341 40.216162, -74.6203479 40.2160115)",,
552389190,New Jersey Highway 33,primary,45 mph,,False,True,58.452,"LINESTRING (-74.621141 40.2166188, -74.6205085 40.2164113)",,NJ 33;CR 526
"[736519756, 736519757, 552389190]",New Jersey Highway 33,primary,45 mph,,False,False,392.109,"LINESTRING (-74.621141 40.2166188, -74.6222695 40.2169723, -74.6227476 40.2171189, -74.6233383 40.2172579, -74.6238355 40.2173454, -74.6238722 40.2173495, -74.6241614 40.2173713, -74.6244778 40.2173952, -74.6245978 40.2174042, -74.6248366 40.2174252, -74.625311 40.217458, -74.625576 40.217504)",,NJ 33;CR 526
11647400,Robbinsville-Allentown Road,tertiary,35 mph,,False,True,39.28,"LINESTRING (-74.6252522 40.2172517, -74.625576 40.217504)",,CR 526
1248948115,Robbinsville-Allentown Road,tertiary,35 mph,,False,False,151.74200000000002,"LINESTRING (-74.6252522 40.2172517, -74.624962 40.2170256, -74.6246981 40.21682, -74.6244911 40.2166587, -74.624428 40.2166095, -74.6241571 40.2163985, -74.6240013 40.2162771)",,CR 526
