osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref
9540820,2,Cobleigh Road,residential,15.2,False,True,345.45900000000006,"LINESTRING (-71.5101432 42.485061, -71.5103755 42.4849925, -71.510449 42.4849748, -71.5105326 42.4849592, -71.5105525 42.4849564, -71.5106173 42.4849474, -71.5107028 42.4849394, -71.5107887 42.4849351, -71.5108749 42.4849347, -71.510961 42.484938, -71.5110389 42.4849416, -71.5111163 42.484949, -71.5111928 42.4849602, -71.5112682 42.4849752, -71.5113469 42.4849931, -71.5114413 42.4850189, -71.5116059 42.4850715, -71.511824 42.485163, -71.511995 42.485242, -71.5121201 42.4853254, -71.51216 42.485352, -71.512401 42.485555, -71.512527 42.485693, -71.512709 42.485813, -71.5128709 42.4858833, -71.512884 42.485889, -71.5129064 42.485895, -71.5129215 42.4858991, -71.51311 42.48595, -71.513173 42.4859548, -71.51336 42.485969, -71.5138455 42.4860042)",
9540820,2,Cobleigh Road,residential,15.2,False,False,345.45899999999995,"LINESTRING (-71.5138455 42.4860042, -71.51336 42.485969, -71.513173 42.4859548, -71.51311 42.48595, -71.5129215 42.4858991, -71.5129064 42.485895, -71.512884 42.485889, -71.5128709 42.4858833, -71.512709 42.485813, -71.512527 42.485693, -71.512401 42.485555, -71.51216 42.485352, -71.5121201 42.4853254, -71.511995 42.485242, -71.511824 42.485163, -71.5116059 42.4850715, -71.5114413 42.4850189, -71.5113469 42.4849931, -71.5112682 42.4849752, -71.5111928 42.4849602, -71.5111163 42.484949, -71.5110389 42.4849416, -71.510961 42.484938, -71.5108749 42.4849347, -71.5107887 42.4849351, -71.5107028 42.4849394, -71.5106173 42.4849474, -71.5105525 42.4849564, -71.5105326 42.4849592, -71.510449 42.4849748, -71.5103755 42.4849925, -71.5101432 42.485061)",
9540830,2,Middle Road,residential,9.1,False,True,439.14399999999995,"LINESTRING (-71.5138455 42.4860042, -71.5138604 42.4857866, -71.513865 42.48572, -71.5138698 42.4856849, -71.513937 42.485193, -71.5139977 42.4847206, -71.514002 42.484687, -71.51407 42.484271, -71.514115 42.48386, -71.5141175 42.4838135, -71.514128 42.4836209, -71.514143 42.483345, -71.5141446 42.483293, -71.5141488 42.4831616, -71.5141518 42.4830642, -71.5141519 42.4830025, -71.514161 42.4827597, -71.5141699 42.4824953, -71.514172 42.48243, -71.5141588 42.4821618, -71.5141454 42.4820659)",
9540830,2,Middle Road,residential,9.1,False,False,439.14399999999995,"LINESTRING (-71.5141454 42.4820659, -71.5141588 42.4821618, -71.514172 42.48243, -71.5141699 42.4824953, -71.514161 42.4827597, -71.5141519 42.4830025, -71.5141518 42.4830642, -71.5141488 42.4831616, -71.5141446 42.483293, -71.514143 42.483345, -71.514128 42.4836209, -71.5141175 42.4838135, -71.514115 42.48386, -71.51407 42.484271, -71.514002 42.484687, -71.5139977 42.4847206, -71.513937 42.485193, -71.5138698 42.4856849, -71.513865 42.48572, -71.5138604 42.4857866, -71.5138455 42.4860042)",
541012429,2,Massachusetts Avenue,secondary,21.3,False,False,250.45399999999998,"LINESTRING (-71.5141454 42.4820659, -71.5140585 42.482061, -71.5138036 42.4820467, -71.513652 42.4820402, -71.5131861 42.4820108, -71.5127246 42.4819799, -71.5121506 42.4819412, -71.5119493 42.481924, -71.5118508 42.4819156, -71.5115013 42.4818831, -71.5112006 42.4818526, -71.511107 42.4818431)",MA 111
174550565,,Loring Avenue,residential,,False,False,67.189,"LINESTRING (-71.5102219 42.4801299, -71.5102385 42.4801327, -71.5102555 42.480134, -71.5102726 42.4801336, -71.5102894 42.4801316, -71.5103058 42.480128, -71.5103213 42.4801228, -71.5103358 42.4801162, -71.5103491 42.4801082, -71.5103608 42.4800991, -71.5103707 42.4800889, -71.5103788 42.4800778, -71.5103849 42.480066, -71.5103888 42.4800537, -71.5103905 42.4800412, -71.51039 42.4800286, -71.5103872 42.4800162, -71.5103823 42.4800042, -71.5103753 42.4799927, -71.5103663 42.479982, -71.5103556 42.4799722, -71.5103431 42.4799636, -71.5103293 42.4799562, -71.5103142 42.4799503, -71.5102983 42.4799458, -71.5102817 42.4799429, -71.5102647 42.4799417, -71.5102476 42.479942, -71.5102308 42.4799441, -71.5102144 42.4799477, -71.5101989 42.4799528, -71.5101843 42.4799595, -71.5101711 42.4799674, -71.5101594 42.4799766, -71.5101495 42.4799868, -71.5101414 42.4799979, -71.5101353 42.4800097, -71.5101314 42.4800219, -71.5101297 42.4800344, -71.5101302 42.480047, -71.5101329 42.4800595, -71.5101379 42.4800715, -71.5101449 42.480083, -71.5101538 42.4800937, -71.5101646 42.4801034, -71.5101771 42.4801121, -71.5101909 42.4801194, -71.5102059 42.4801254, -71.5102219 42.4801299)",
174550565,,Loring Avenue,residential,,False,True,67.18900000000001,"LINESTRING (-71.5102219 42.4801299, -71.5102059 42.4801254, -71.5101909 42.4801194, -71.5101771 42.4801121, -71.5101646 42.4801034, -71.5101538 42.4800937, -71.5101449 42.480083, -71.5101379 42.4800715, -71.5101329 42.4800595, -71.5101302 42.480047, -71.5101297 42.4800344, -71.5101314 42.4800219, -71.5101353 42.4800097, -71.5101414 42.4799979, -71.5101495 42.4799868, -71.5101594 42.4799766, -71.5101711 42.4799674, -71.5101843 42.4799595, -71.5101989 42.4799528, -71.5102144 42.4799477, -71.5102308 42.4799441, -71.5102476 42.479942, -71.5102647 42.4799417, -71.5102817 42.4799429, -71.5102983 42.4799458, -71.5103142 42.4799503, -71.5103293 42.4799562, -71.5103431 42.4799636, -71.5103556 42.4799722, -71.5103663 42.479982, -71.5103753 42.4799927, -71.5103823 42.4800042, -71.5103872 42.4800162, -71.51039 42.4800286, -71.5103905 42.4800412, -71.5103888 42.4800537, -71.5103849 42.480066, -71.5103788 42.4800778, -71.5103707 42.4800889, -71.5103608 42.4800991, -71.5103491 42.4801082, -71.5103358 42.4801162, -71.5103213 42.4801228, -71.5103058 42.480128, -71.5102894 42.4801316, -71.5102726 42.4801336, -71.5102555 42.480134, -71.5102385 42.4801327, -71.5102219 42.4801299)",
174550565,,Loring Avenue,residential,,False,True,48.763,"LINESTRING (-71.5102219 42.4801299, -71.5101977 42.4801799, -71.5101838 42.4802022, -71.5101635 42.4802245, -71.5101169 42.4802614, -71.5099786 42.480332, -71.5099072 42.4803894, -71.5098747 42.4804225, -71.5098628 42.4804412, -71.5098541 42.4804603)",
174550566,,Macleod Way,residential,,False,True,52.365,"LINESTRING (-71.5092327 42.4803519, -71.5098541 42.4804603)",
174550566,,Macleod Way,residential,,False,False,52.365,"LINESTRING (-71.5098541 42.4804603, -71.5092327 42.4803519)",
