osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
9330943,1,Lawrence Street,residential,12.2,False,True,151.378,"LINESTRING (-71.9247073 42.3099849, -71.9254693 42.3098635, -71.9255316 42.309852, -71.9256365 42.3098246, -71.925685 42.3098081, -71.926419 42.3095175)",,
9331152,2,Maple Street,secondary,12.2,False,True,246.61,"LINESTRING (-71.9249458 42.3134173, -71.9274856 42.3125306, -71.9275218 42.3125184, -71.9276593 42.3124727)",MA 31,
9331197,2,Whitney Drive,residential,9.1,False,False,261.65599999999995,"LINESTRING (-71.9249458 42.3134173, -71.9245728 42.3128441, -71.9245333 42.312795, -71.9244939 42.3127519, -71.9244364 42.3127053, -71.9243889 42.3126751, -71.924337 42.3126471, -71.924277 42.312625, -71.9241998 42.3126051, -71.9241065 42.3125892, -71.9240105 42.3125812, -71.9239253 42.3125811, -71.9237468 42.3125909, -71.9235575 42.3126166, -71.922475 42.3127845, -71.922418 42.3127933)",,
9330943,1,Lawrence Street,residential,12.2,False,False,151.378,"LINESTRING (-71.926419 42.3095175, -71.925685 42.3098081, -71.9256365 42.3098246, -71.9255316 42.309852, -71.9254693 42.3098635, -71.9247073 42.3099849)",,
92190399,2,Pleasant Street,primary,13.7,False,True,149.712,"LINESTRING (-71.926419 42.3095175, -71.9264884 42.309616, -71.927277 42.310705)",MA 56;MA 122,30 mph
9330966,2,Church Street,secondary,10.4,False,True,121.25200000000001,"LINESTRING (-71.9276593 42.3124727, -71.92773 42.312221, -71.9277477 42.312153, -71.927806 42.3118393, -71.9278195 42.3117785, -71.9278283 42.3117392, -71.9278556 42.3116366, -71.9278921 42.3115315, -71.9279285 42.3114013)",MA 31,
9331065,2,Richards Avenue,secondary,15.2,False,True,164.07600000000002,"LINESTRING (-71.9276593 42.3124727, -71.9276115 42.3123291, -71.9275957 42.3122771, -71.9275756 42.3121888, -71.9275623 42.3121317, -71.9275169 42.3119041, -71.9274674 42.3116779, -71.9274515 42.3115763, -71.9274205 42.3114459, -71.92734 42.311017)",MA 56,30 mph
9331152,2,Maple Street,secondary,12.2,False,False,246.61,"LINESTRING (-71.9276593 42.3124727, -71.9275218 42.3125184, -71.9274856 42.3125306, -71.9249458 42.3134173)",MA 31,
9330980,1,Davis Hill Road,residential,12.2,False,False,147.354,"LINESTRING (-71.931359 42.314302, -71.931284 42.314241, -71.930811 42.313903, -71.9301594 42.31332)",,
9331112,,,residential,,False,True,59.733999999999995,"LINESTRING (-71.931359 42.314302, -71.931386 42.314237, -71.931512 42.314009, -71.9316268 42.3138029)",,
