osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed
734944819,FM 2154,Wellborn Road,primary,False,True,128.941,"LINESTRING (-96.34807 30.6151309, -96.3472402 30.6142173)",,,
20715332,,,primary_link,True,False,55.007000000000005,"LINESTRING (-96.34807 30.6151309, -96.3479524 30.6151819, -96.347829 30.6152708, -96.3477833 30.6153378, -96.3477326 30.6154971)",,,
"[143906208, 734944819, 20732280]",FM 2154,Wellborn Road,primary,False,"[False, True]",170.345,"LINESTRING (-96.34807 30.6151309, -96.3484266 30.6155193, -96.3488174 30.6159545, -96.3490287 30.6161874, -96.3491543 30.6163454)",yes,4,
20715332,,,primary_link,True,False,85.635,"LINESTRING (-96.3477326 30.6154971, -96.3477737 30.6156985, -96.3478075 30.6157528, -96.347875 30.6158313, -96.3479293 30.6158952, -96.3479559 30.6159399, -96.3479584 30.6159529, -96.3479679 30.6160026, -96.3479547 30.616046, -96.3478428 30.6161844)",,,
734944819,FM 2154,Wellborn Road,primary,False,False,128.941,"LINESTRING (-96.3472402 30.6142173, -96.34807 30.6151309)",,,
20715334,,,primary_link,True,False,151.678,"LINESTRING (-96.3472402 30.6142173, -96.3476073 30.6148718, -96.3476639 30.6150205, -96.3476929 30.6151607, -96.3477094 30.6152406, -96.3477326 30.6154971)",,1,
"[1204468936, 1204468937, 228621545, 1221220839]",FM 60,Raymond Stotzer Parkway,primary,True,False,325.79499999999996,"LINESTRING (-96.3482589 30.6160628, -96.348578 30.6158486, -96.3487723 30.6157182, -96.3489506 30.6155832, -96.3491517 30.6154309, -96.3495837 30.6150823, -96.3500444 30.6146547, -96.3505615 30.6140998, -96.3506519 30.6139949)",,"['4', '2']",
1077547963,,Wellborn Road,secondary,False,True,32.489,"LINESTRING (-96.3491543 30.6163454, -96.3493323 30.6165942)",,,
20715337,,,primary_link,True,False,110.99300000000002,"LINESTRING (-96.3491543 30.6163454, -96.3490618 30.6163648, -96.3490338 30.6163796, -96.348965 30.6164161, -96.3489259 30.6164351, -96.3488792 30.6164502, -96.3488274 30.6164622, -96.3487802 30.616467, -96.3487246 30.616466, -96.3486766 30.6164614, -96.3486301 30.6164491, -96.3485883 30.6164333, -96.348549 30.6164127, -96.3485125 30.6163894, -96.3484812 30.6163625, -96.3484467 30.6163293, -96.3482892 30.6161545, -96.3482807 30.6161414, -96.3482773 30.6161363, -96.3482681 30.6161186, -96.348263 30.6160959, -96.3482589 30.6160628)",,,
"[20732280, 734944819, 143906208]",FM 2154,Wellborn Road,primary,False,"[False, True]",170.345,"LINESTRING (-96.3491543 30.6163454, -96.3490287 30.6161874, -96.3488174 30.6159545, -96.3484266 30.6155193, -96.34807 30.6151309)",yes,4,
582400446,,Spruce Street,residential,False,False,183.61299999999997,"LINESTRING (-96.3506345 30.6207911, -96.3505677 30.6208498, -96.3505009 30.6209084, -96.3502894 30.6211617, -96.3500576 30.6214395, -96.349822 30.6217218, -96.3495679 30.6220262, -96.3494794 30.6221066)",,,25 mph
"[582400446, 20724191]",,"['Spruce Street', 'First Street']",residential,False,True,207.61200000000002,"LINESTRING (-96.3506345 30.6207911, -96.3506927 30.6207411, -96.3512274 30.6202823, -96.351286 30.620232, -96.350636 30.6196526, -96.35043 30.619449)",,,25 mph
621514180,,Boyett Street,residential,False,False,160.874,"LINESTRING (-96.3506345 30.6207911, -96.3501158 30.6202932, -96.3495122 30.6197139)",,,25 mph
621514180,,Boyett Street,residential,False,False,77.972,"LINESTRING (-96.3495122 30.6197139, -96.3489752 30.6191865)",,,25 mph
621514180,,Boyett Street,residential,False,True,160.874,"LINESTRING (-96.3495122 30.6197139, -96.3501158 30.6202932, -96.3506345 30.6207911)",,,25 mph
1058124198,,Cherry Street,residential,False,False,73.31,"LINESTRING (-96.3495122 30.6197139, -96.3494741 30.619747, -96.349016 30.6201444, -96.3489727 30.620182)",,,25 mph
621514180,,Boyett Street,residential,False,False,176.256,"LINESTRING (-96.3489752 30.6191865, -96.347746 30.618006)",,,25 mph
621514180,,Boyett Street,residential,False,True,77.972,"LINESTRING (-96.3489752 30.6191865, -96.3495122 30.6197139)",,,25 mph
20724620,,Louise Avenue,residential,False,True,89.62,"LINESTRING (-96.3489752 30.6191865, -96.3490382 30.6191364, -96.3496391 30.6186181)",,,25 mph
20722480,,Church Avenue,unclassified,False,True,103.745,"LINESTRING (-96.347746 30.618006, -96.3485006 30.6173361)",,2,25 mph
621514180,,Boyett Street,residential,False,True,176.256,"LINESTRING (-96.347746 30.618006, -96.3489752 30.6191865)",,,25 mph
