osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,ref,maxspeed,access
17594910,Beall Street,residential,False,False,104.341,"LINESTRING (-78.9291298 39.6553706, -78.9300449 39.6547508)",,,,,
17615875,Stoyer Street,residential,False,False,38.411,"LINESTRING (-78.9291298 39.6553706, -78.9294286 39.6556283)",,,,,
17615875,Stoyer Street,residential,False,True,106.601,"LINESTRING (-78.9291298 39.6553706, -78.9287155 39.6550126, -78.9283003 39.6546556)",,,,,
17594910,Beall Street,residential,False,True,104.341,"LINESTRING (-78.9300449 39.6547508, -78.9291298 39.6553706)",,,,,
17594910,Beall Street,residential,False,False,103.267,"LINESTRING (-78.9300449 39.6547508, -78.9301638 39.6546689, -78.9302796 39.654589, -78.9309016 39.6541602, -78.9309438 39.6541315)",,,,,
17606983,Charles Street,residential,False,False,109.566,"LINESTRING (-78.9300449 39.6547508, -78.9303104 39.6549851, -78.9304456 39.6551045, -78.9308936 39.6554883)",,,,,
17606983,Charles Street,residential,False,True,107.699,"LINESTRING (-78.9300449 39.6547508, -78.9296195 39.6543807, -78.9292021 39.6540318)",,,,,
17594910,Beall Street,residential,False,True,103.267,"LINESTRING (-78.9309438 39.6541315, -78.9309016 39.6541602, -78.9302796 39.654589, -78.9301638 39.6546689, -78.9300449 39.6547508)",,,,,
17616473,East College Avenue,residential,False,False,107.669,"LINESTRING (-78.9309438 39.6541315, -78.9309835 39.6541654, -78.9312292 39.6543756, -78.9313497 39.6544788, -78.9316032 39.6546956, -78.9317476 39.6548299, -78.9317766 39.6548569)",,,,,
17611478,Park Street,residential,False,False,6.694,"LINESTRING (-78.9328622 39.6598788, -78.9329117 39.6599254)",,,,,
17611478,Park Street,residential,False,True,114.564,"LINESTRING (-78.9328622 39.6598788, -78.932016 39.6590806)",,,,,
17613605,Pine Street,residential,False,True,57.411,"LINESTRING (-78.9328622 39.6598788, -78.9326289 39.6600129, -78.9323406 39.6602029)",,,,,
17611478,Park Street,residential,False,True,6.694,"LINESTRING (-78.9329117 39.6599254, -78.9328622 39.6598788)",,,,,
17611478,Park Street,residential,False,False,131.304,"LINESTRING (-78.9329117 39.6599254, -78.9331774 39.6601729, -78.9332981 39.6603154, -78.9334162 39.6604806, -78.9337206 39.6609235)",,,,,
17613608,Pine Street,residential,False,False,63.361999999999995,"LINESTRING (-78.9329117 39.6599254, -78.9334392 39.6596029, -78.9334913 39.659571)",,,,,
17606061,South Broadway,residential,True,False,118.875,"LINESTRING (-78.9297453 39.656289, -78.9294449 39.6564984, -78.9292226 39.6566534, -78.928716 39.6570066)",,,,,
