osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,junction
28447502,False,2,A4811,New Road,primary,20 mph,False,170.09,"LINESTRING (-3.3173269 52.5111456, -3.3155134 52.5122047)",,,
887848806,False,2,A4811,New Road,primary,20 mph,True,15.657,"LINESTRING (-3.3173269 52.5111456, -3.3174816 52.5110409)",,,
28447488,False,2,A4811,Llanidloes Road,primary,20 mph,True,185.26,"LINESTRING (-3.3178045 52.5107059, -3.3184029 52.5104995, -3.3187809 52.5103864, -3.3190906 52.5103061, -3.3194101 52.5102265, -3.3202913 52.5100161)",,,
887848807,False,2,A4811,New Road,primary,20 mph,False,43.206,"LINESTRING (-3.3178045 52.5107059, -3.3176951 52.5108305, -3.3175941 52.51093, -3.3174816 52.5110409)",,,
136188681,False,2,A4811,New Road,primary,20 mph,True,33.136,"LINESTRING (-3.3116491 52.5138825, -3.3120044 52.5138368, -3.3121282 52.5138209)",,,
"[671107280, 136188682]",False,"['3', '2']",A4811,"['New Road', 'Pool Road']",primary,20 mph,False,125.22,"LINESTRING (-3.3116491 52.5138825, -3.31088 52.5139921, -3.3105164 52.5140321, -3.3098295 52.5140782)",,,
"[28479750, 28307494, 28479751]",False,,,Longbridge Street,tertiary,20 mph,False,131.897,"LINESTRING (-3.3164381 52.5166249, -3.3164323 52.5166762, -3.3164686 52.5167349, -3.3165117 52.5167786, -3.3169872 52.517324, -3.3173131 52.5176756)",yes,,
28307558,True,,,Broad Street,unclassified,20 mph,False,182.11599999999999,"LINESTRING (-3.3164381 52.5166249, -3.3163698 52.5166095, -3.3163141 52.5165794, -3.3158688 52.5160516, -3.3158201 52.515998, -3.3157432 52.515907, -3.3155789 52.5156979, -3.3154118 52.5154851, -3.3151351 52.5152087)",,,
"[614357134, 28447255]",False,2,,"['Back Lane', 'Severn Place']",tertiary,20 mph,True,183.385,"LINESTRING (-3.3164381 52.5166249, -3.3164582 52.5165939, -3.3164894 52.5165767, -3.3165513 52.5165546, -3.3170449 52.516445, -3.3172289 52.5163812, -3.317361 52.5163232, -3.3174689 52.5162434, -3.3175178 52.516179, -3.3175569 52.5161237, -3.3175781 52.5160796, -3.3175794 52.5160202, -3.3175784 52.5159999, -3.3175711 52.5159498, -3.3174659 52.5157968, -3.3171471 52.5154214)",,yes,
28447460,False,3,A4811,New Road,primary,20 mph,False,53.273,"LINESTRING (-3.3141292 52.5130494, -3.3135794 52.5133923)",,,
1003223364,False,,,New Church Street,tertiary,20 mph,True,67.122,"LINESTRING (-3.3141292 52.5130494, -3.3148437 52.5134681)",,,
28447502,False,2,A4811,New Road,primary,20 mph,True,132.654,"LINESTRING (-3.3141292 52.5130494, -3.314809 52.5126349, -3.3150677 52.5124741, -3.3155134 52.5122047)",,,
"[28427896, 110862674]",False,,,"['Wesley Place', 'Wesley Street']",unclassified,20 mph,True,101.982,"LINESTRING (-3.3171471 52.5154214, -3.3170234 52.5154822, -3.3166868 52.515626, -3.3163578 52.5157841, -3.3166481 52.5160449)",,,
"[614357134, 28447255]",False,2,,"['Severn Place', 'Back Lane']",tertiary,20 mph,False,183.385,"LINESTRING (-3.3171471 52.5154214, -3.3174659 52.5157968, -3.3175711 52.5159498, -3.3175784 52.5159999, -3.3175794 52.5160202, -3.3175781 52.5160796, -3.3175569 52.5161237, -3.3175178 52.516179, -3.3174689 52.5162434, -3.317361 52.5163232, -3.3172289 52.5163812, -3.3170449 52.516445, -3.3165513 52.5165546, -3.3164894 52.5165767, -3.3164582 52.5165939, -3.3164381 52.5166249)",,yes,
"[614357138, 614357139]",False,,,Wesley Street,unclassified,20 mph,False,72.07300000000001,"LINESTRING (-3.3171471 52.5154214, -3.3177852 52.5151763, -3.3178867 52.5151389, -3.3179946 52.5150988, -3.3180427 52.5150718)",,,
"[614357141, 28447246]",False,2,,Back Lane,tertiary,20 mph,True,111.029,"LINESTRING (-3.3171471 52.5154214, -3.3169265 52.51515, -3.3169046 52.5151231, -3.3167873 52.5149732, -3.3166612 52.5148112, -3.3164328 52.5145225)",,yes,
392508982,False,2,B4568,Milford Road,secondary,20 mph,True,134.08,"LINESTRING (-3.3175444 52.5177007, -3.3193559 52.517212)",,,
143956466,True,,,,secondary,20 mph,False,19.133,"LINESTRING (-3.3175444 52.5177007, -3.3175769 52.5177545, -3.317558 52.5178107, -3.3174934 52.5178525)",,,roundabout
28153674,False,2,B4568,Canal Road,secondary,20 mph,False,83.769,"LINESTRING (-3.3135102 52.5179744, -3.3134297 52.5179028, -3.3133399 52.5178011, -3.3131757 52.5175373, -3.3130497 52.5173727, -3.3129593 52.5173047)",,,
28153674,False,2,B4568,Canal Road,secondary,20 mph,False,143.854,"LINESTRING (-3.3129593 52.5173047, -3.312798 52.51722, -3.3125797 52.5171617, -3.3123087 52.5171062, -3.3119507 52.5170083, -3.3117094 52.5169423, -3.3114853 52.5169013, -3.3113739 52.5168857, -3.3109992 52.5168368)",,,
28153674,False,2,B4568,Canal Road,secondary,20 mph,True,83.769,"LINESTRING (-3.3129593 52.5173047, -3.3130497 52.5173727, -3.3131757 52.5175373, -3.3133399 52.5178011, -3.3134297 52.5179028, -3.3135102 52.5179744)",,,
110862676,False,,,Golwgydre Lane,residential,20 mph,True,128.412,"LINESTRING (-3.3129593 52.5173047, -3.3130544 52.5172398, -3.3130969 52.5171804, -3.3130884 52.5171142, -3.3130576 52.5170449, -3.3129036 52.516874, -3.3125173 52.5165215, -3.3124374 52.5164123, -3.3123527 52.5162965)",,,
28153674,False,2,B4568,Canal Road,secondary,20 mph,True,143.85399999999998,"LINESTRING (-3.3109992 52.5168368, -3.3113739 52.5168857, -3.3114853 52.5169013, -3.3117094 52.5169423, -3.3119507 52.5170083, -3.3123087 52.5171062, -3.3125797 52.5171617, -3.312798 52.51722, -3.3129593 52.5173047)",,,
28153692,False,2,B4568,Lower Canal Road,secondary,20 mph,False,58.329,"LINESTRING (-3.3109992 52.5168368, -3.3107879 52.5167996, -3.3106435 52.5167578, -3.3103822 52.5166382, -3.3102735 52.5165708)",,,
28476870,False,2,,Canal Road,residential,20 mph,False,90.29599999999999,"LINESTRING (-3.3109992 52.5168368, -3.3109858 52.5168708, -3.3108877 52.5169227, -3.3097969 52.5171385)",,yes,
887848806,False,2,A4811,New Road,primary,20 mph,False,15.657,"LINESTRING (-3.3174816 52.5110409, -3.3173269 52.5111456)",,,
28153637,True,2,,Park Street,residential,20 mph,False,26.805999999999997,"LINESTRING (-3.3174816 52.5110409, -3.3174788 52.511086, -3.3174782 52.5111656, -3.3174362 52.5112791)",,,
887848807,False,2,A4811,New Road,primary,20 mph,True,43.206,"LINESTRING (-3.3174816 52.5110409, -3.3175941 52.51093, -3.3176951 52.5108305, -3.3178045 52.5107059)",,,
28447246,False,2,,Back Lane,tertiary,20 mph,False,82.90700000000001,"LINESTRING (-3.3156604 52.5139468, -3.3161159 52.5142436, -3.316246 52.5143441, -3.316358 52.5144495, -3.3164152 52.514506, -3.3164328 52.5145225)",,yes,
266633017,False,,,New Church Street,tertiary,20 mph,False,76.732,"LINESTRING (-3.3156604 52.5139468, -3.3149796 52.5135478, -3.3148437 52.5134681)",,,
665769398,False,2,,Park Street,residential,20 mph,True,120.61200000000001,"LINESTRING (-3.3156604 52.5139468, -3.3162355 52.5134602, -3.3165972 52.5130277)",,,
28479643,False,2,B4801,Kerry Road,secondary,20 mph,False,147.365,"LINESTRING (-3.3075514 52.5132098, -3.307894 52.513404, -3.3089794 52.5140385, -3.3090924 52.5141422)",,,
266633024,False,,,Old Kerry Road,unclassified,20 mph,False,111.751,"LINESTRING (-3.3075514 52.5132098, -3.3076489 52.5131476, -3.3077372 52.5131137, -3.3079917 52.5130545, -3.30846 52.513016, -3.3091206 52.5130236)",,,
237222170,False,,,Cross Street,residential,20 mph,True,39.101,"LINESTRING (-3.309957 52.5130693, -3.30955 52.5133189)",,,
266633024,False,,,Old Kerry Road,unclassified,20 mph,False,34.305,"LINESTRING (-3.309957 52.5130693, -3.3103493 52.5132647)",,,
266633024,False,,,Old Kerry Road,unclassified,20 mph,True,57.015,"LINESTRING (-3.309957 52.5130693, -3.3095972 52.513029, -3.3095312 52.5130283, -3.3091206 52.5130236)",,,
28153731,False,,,Station Road,unclassified,20 mph,True,37.949,"LINESTRING (-3.3104497 52.5129352, -3.3104199 52.5129737, -3.3103851 52.5130186, -3.310349 52.5131005, -3.3103447 52.513181, -3.3103493 52.5132647)",,,
"[36736714, 36736682, 36736719]",False,,,Brimmon Lane,unclassified,20 mph,False,280.82,"LINESTRING (-3.3104497 52.5129352, -3.3104697 52.5127964, -3.3106304 52.5126774, -3.3109771 52.512513, -3.311004 52.5124867, -3.3110041 52.5124644, -3.3108892 52.5123111, -3.3108604 52.5122768, -3.3102517 52.5123688, -3.3101281 52.5123841, -3.309982 52.512379, -3.3098844 52.5123755, -3.309551 52.5120643, -3.3093319 52.5118597, -3.3088708 52.5115142, -3.308833 52.5114859)",yes,,
237226176,False,,,Station Road,unclassified,20 mph,False,93.568,"LINESTRING (-3.3104497 52.5129352, -3.3111119 52.5126429, -3.311239 52.5125989, -3.3113581 52.5125577, -3.3116027 52.512473)",,,
28307522,False,2,,High Street,unclassified,20 mph,True,111.08099999999999,"LINESTRING (-3.3164328 52.5145225, -3.3157369 52.514841, -3.315101 52.5151061)",,yes,
"[614357141, 28447246]",False,2,,Back Lane,tertiary,20 mph,False,111.029,"LINESTRING (-3.3164328 52.5145225, -3.3166612 52.5148112, -3.3167873 52.5149732, -3.3169046 52.5151231, -3.3169265 52.51515, -3.3171471 52.5154214)",,yes,
