osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed
30635462,True,WY 251,South Wolcott Street,secondary,False,147.424,"LINESTRING (-106.3237669 42.8500836, -106.3237692 42.8492954, -106.3237697 42.8491262, -106.3237655 42.8487578)",,
915371605,False,I 25 Business;US 20 Business;US 26 Business;US 87 Business,East 1st Street,primary,True,115.84100000000001,"LINESTRING (-106.3237669 42.8500836, -106.3243961 42.8500829, -106.3244798 42.8500828, -106.3251879 42.8500821)",4,
915455289,False,I 25 Business;US 20 Business;US 26 Business;US 87 Business,East 1st Street,primary,False,115.051,"LINESTRING (-106.3237669 42.8500836, -106.3232885 42.8500848, -106.3230774 42.8500853, -106.3223556 42.8500871)",4,
915362071,False,,East 2nd Street,secondary,False,117.234,"LINESTRING (-106.3237655 42.8487578, -106.323574 42.8487451, -106.3233342 42.8487361, -106.323145 42.8487408, -106.3229673 42.8487573, -106.3227503 42.8487646, -106.3225122 42.8487465, -106.3223316 42.8487489)",,30 mph
915451240,True,WY 251,South Wolcott Street,secondary,False,103.003,"LINESTRING (-106.3237655 42.8487578, -106.3237645 42.8482969, -106.3237575 42.8478315)",,
915451241,False,,East 2nd Street,secondary,True,116.135,"LINESTRING (-106.3237655 42.8487578, -106.3240056 42.8487584, -106.3242373 42.8487424, -106.3244595 42.8487405, -106.3247216 42.8487656, -106.3248267 42.8487638, -106.3249414 42.84874, -106.3251817 42.8487279)",,30 mph
15760710,False,,East Midwest Avenue,residential,True,127.758,"LINESTRING (-106.3237575 42.8478315, -106.325171 42.8473354)",,
28084955,True,WY 251,East Midwest Avenue,secondary,False,88.035,"LINESTRING (-106.3237575 42.8478315, -106.3227967 42.8481929)",,
915451242,False,WY 251,South Wolcott Street,secondary,True,169.586,"LINESTRING (-106.3237575 42.8478315, -106.323751 42.8470976, -106.323751 42.8463064)",,
15759422,False,,East Collins Drive,residential,True,129.608,"LINESTRING (-106.323751 42.8463064, -106.3251842 42.845802)",,
915455291,False,WY 251,South Wolcott Street,secondary,True,72.316,"LINESTRING (-106.323751 42.8463064, -106.3237622 42.8456561)",,
915451242,False,WY 251,South Wolcott Street,secondary,False,169.586,"LINESTRING (-106.323751 42.8463064, -106.323751 42.8470976, -106.3237575 42.8478315)",,
915455290,False,,East Collins Drive,residential,False,127.023,"LINESTRING (-106.323751 42.8463064, -106.3230725 42.8465221, -106.322343 42.8467943)",,
915455291,False,WY 251,South Wolcott Street,secondary,False,72.316,"LINESTRING (-106.3237622 42.8456561, -106.323751 42.8463064)",,
915362073,False,,East 5th Street,residential,False,115.728,"LINESTRING (-106.3237622 42.8456561, -106.3230599 42.8456548, -106.3223427 42.8456564)",,
915451243,False,,East 5th Street,residential,True,115.741,"LINESTRING (-106.3237622 42.8456561, -106.3245093 42.8456575, -106.3251815 42.8456736)",,
15759167,False,I 25 Business;US 87 Business,North Center Street,primary,False,149.207,"LINESTRING (-106.3251879 42.8500821, -106.3251899 42.8501726, -106.3251819 42.8513269, -106.3251848 42.8514239)",4,
15759664,False,,South Center Street,secondary,False,150.581,"LINESTRING (-106.3251879 42.8500821, -106.3251846 42.8495192, -106.3251834 42.8491272, -106.3251817 42.8487279)",,
915371605,False,I 25 Business;US 20 Business;US 26 Business;US 87 Business,East 1st Street,primary,False,115.84100000000001,"LINESTRING (-106.3251879 42.8500821, -106.3244798 42.8500828, -106.3243961 42.8500829, -106.3237669 42.8500836)",4,
915371606,False,US 20 Business;US 26 Business,West 1st Street,primary,False,61.158,"LINESTRING (-106.3251879 42.8500821, -106.3258911 42.8500832, -106.3259381 42.8500833)",4,
15759167,False,I 25 Business;US 87 Business,North Center Street,primary,False,61.225,"LINESTRING (-106.3251848 42.8514239, -106.3251799 42.8519745)",4,
15759167,False,I 25 Business;US 87 Business,North Center Street,primary,True,149.207,"LINESTRING (-106.3251848 42.8514239, -106.3251819 42.8513269, -106.3251899 42.8501726, -106.3251879 42.8500821)",4,
15760704,True,,East A Street,residential,False,41.575,"LINESTRING (-106.3251848 42.8514239, -106.3247918 42.8514237, -106.3246748 42.8514236)",,
15759167,False,I 25 Business;US 87 Business,North Center Street,primary,True,61.225,"LINESTRING (-106.3251799 42.8519745, -106.3251848 42.8514239)",4,
"[119098359, 15759167]",False,I 25 Business;US 87 Business,North Center Street,primary,False,114.78,"LINESTRING (-106.3251799 42.8519745, -106.3251574 42.852825, -106.3251789 42.8530059)","['4', '2']",
15761681,False,,West B Street,residential,True,61.77,"LINESTRING (-106.3251799 42.8519745, -106.3253154 42.8519526, -106.3259341 42.8519387)",,
915458360,False,,East A Street,residential,True,34.587,"LINESTRING (-106.3237469 42.8514533, -106.3241711 42.8514595)",,
291922308,False,,East A Street,residential,False,114.282,"LINESTRING (-106.3237469 42.8514533, -106.3230688 42.8514537, -106.322345 42.8514542)",,
915458359,True,,North Wolcott Street,residential,False,152.312,"LINESTRING (-106.3237469 42.8514533, -106.3237563 42.8507458, -106.3237669 42.8500836)",,
15759422,False,,East Collins Drive,residential,False,129.608,"LINESTRING (-106.3251842 42.845802, -106.323751 42.8463064)",,
915451244,False,,South Center Street,secondary,False,14.279,"LINESTRING (-106.3251842 42.845802, -106.3251815 42.8456736)",,
