osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref
9532853,True,Malone Street,residential,False,101.761,"LINESTRING (-82.8110312 32.9836757, -82.8121158 32.9837747)",,,
9526610,False,Stacer Avenue,residential,False,88.829,"LINESTRING (-82.8110312 32.9836757, -82.8110879 32.9832798, -82.8111263 32.9830101, -82.8111383 32.982882)",,,
1078015616,False,West Haynes Street,tertiary,False,21.06,"LINESTRING (-82.8111383 32.982882, -82.8109152 32.9828529)",2,25 mph,
1078015616,False,West Haynes Street,tertiary,True,97.358,"LINESTRING (-82.8111383 32.982882, -82.8121786 32.9829535)",2,25 mph,
9526610,False,Stacer Avenue,residential,True,88.82900000000001,"LINESTRING (-82.8111383 32.982882, -82.8111263 32.9830101, -82.8110879 32.9832798, -82.8110312 32.9836757)",,,
9531891,False,Floyd Street,residential,False,100.805,"LINESTRING (-82.8154467 32.979736, -82.8165259 32.9797838)",,,
9531891,False,Floyd Street,residential,True,117.996,"LINESTRING (-82.8154467 32.979736, -82.8141835 32.9796794)",,,
9531597,False,Roberts Street,residential,False,218.14600000000002,"LINESTRING (-82.8154467 32.979736, -82.815413 32.979976, -82.815283 32.981212, -82.8152431 32.9816902)",,,
9531597,False,Roberts Street,residential,True,218.14600000000002,"LINESTRING (-82.8152431 32.9816902, -82.815283 32.981212, -82.815413 32.979976, -82.8154467 32.979736)",,,
"[532667766, 1078015615]",False,West Church Street,secondary,True,93.82,"LINESTRING (-82.8152431 32.9816902, -82.8149154 32.9816762, -82.8145694 32.981646, -82.8142405 32.9816251)","['3', '2']",,GA 242
9532471,False,North Smith Street,residential,True,303.032,"LINESTRING (-82.808061 32.986331, -82.808219 32.983609)",,,
9531882,False,Floyd Street,residential,False,96.734,"LINESTRING (-82.813684 32.9796572, -82.812648 32.979618)",,,
9531882,False,Floyd Street,residential,True,46.657,"LINESTRING (-82.813684 32.9796572, -82.8141835 32.9796794)",,,
9532875,False,Post Office Street,unclassified,True,214.297,"LINESTRING (-82.813684 32.9796572, -82.8135268 32.9815799)",,,
9531882,False,Floyd Street,residential,True,96.734,"LINESTRING (-82.812648 32.979618, -82.813684 32.9796572)",,,
9531882,False,Floyd Street,residential,False,131.636,"LINESTRING (-82.812648 32.979618, -82.8124576 32.9796092, -82.811464 32.979563, -82.8112387 32.9795571)",,,
9531882,False,Floyd Street,residential,True,21.296,"LINESTRING (-82.8110104 32.9795584, -82.8112387 32.9795571)",,,
264040033,False,South Harris Street,trunk,True,15.54,"LINESTRING (-82.8110104 32.9795584, -82.8109741 32.979422)",4,35 mph,GA 15;GA 242
264040033,False,South Harris Street,trunk,False,71.452,"LINESTRING (-82.8110104 32.9795584, -82.8110749 32.9797801, -82.811126 32.9800007, -82.8111399 32.98019)",4,35 mph,GA 15;GA 242
9531882,False,Floyd Street,residential,False,46.657,"LINESTRING (-82.8141835 32.9796794, -82.813684 32.9796572)",,,
9531891,False,Floyd Street,residential,False,117.996,"LINESTRING (-82.8141835 32.9796794, -82.8154467 32.979736)",,,
9531891,False,Floyd Street,residential,True,100.805,"LINESTRING (-82.8165259 32.9797838, -82.8154467 32.979736)",,,
486714408,False,Elizabeth Street,residential,False,130.422,"LINESTRING (-82.8165259 32.9797838, -82.8164573 32.9809553)",,,
1078015616,False,West Haynes Street,tertiary,False,24.529,"LINESTRING (-82.8128316 32.9830085, -82.8125705 32.9829822)",2,25 mph,
9532322,False,Warthen Street,residential,False,133.99200000000002,"LINESTRING (-82.8128316 32.9830085, -82.812802 32.983511, -82.81277 32.983781, -82.812606 32.984189)",,,
"[1078015616, 9533903]",False,West Haynes Street,tertiary,True,122.708,"LINESTRING (-82.8128316 32.9830085, -82.813246 32.982965, -82.813569 32.982915, -82.813775 32.982884, -82.814131 32.982838)",2,"['35 mph', '25 mph']",
9534226,False,Jernigan Street,residential,True,47.926,"LINESTRING (-82.812606 32.984189, -82.8120975 32.9841271)",,,
9532322,False,Warthen Street,residential,False,208.361,"LINESTRING (-82.812606 32.984189, -82.81255 32.985093, -82.812509 32.986061)",,,
9532322,False,Warthen Street,residential,True,133.99200000000002,"LINESTRING (-82.812606 32.984189, -82.81277 32.983781, -82.812802 32.983511, -82.8128316 32.9830085)",,,
9532322,False,Warthen Street,residential,True,208.361,"LINESTRING (-82.812509 32.986061, -82.81255 32.985093, -82.812606 32.984189)",,,
"[532667729, 532667726]",False,East Church Street,tertiary,False,197.40800000000002,"LINESTRING (-82.808372 32.9813718, -82.8085164 32.9813815, -82.8088457 32.9814087, -82.8093823 32.9814445, -82.8098564 32.9814851, -82.8102198 32.9815162, -82.8103805 32.9815098, -82.81048 32.9815058)",3,,
"[532667734, 9533439]",False,South Smith Street,residential,True,252.13600000000002,"LINESTRING (-82.808372 32.9813718, -82.8083903 32.980979, -82.8085036 32.979107)",2,,
"[532667738, 532667723, 532667719]",False,North Smith Street,residential,"[False, True]",139.867,"LINESTRING (-82.808372 32.9813718, -82.8083456 32.9817924, -82.8083238 32.9821079, -82.8083111 32.9823261, -82.8083072 32.9823836, -82.8082907 32.9826278)",3,,
532667757,False,East Church Street,tertiary,False,53.695,"LINESTRING (-82.81048 32.9815058, -82.8110446 32.9814116)",3,,
"[532667729, 532667726]",False,East Church Street,tertiary,True,197.40800000000002,"LINESTRING (-82.81048 32.9815058, -82.8103805 32.9815098, -82.8102198 32.9815162, -82.8098564 32.9814851, -82.8093823 32.9814445, -82.8088457 32.9814087, -82.8085164 32.9813815, -82.808372 32.9813718)",3,,
532667745,True,,trunk_link,False,54.120000000000005,"LINESTRING (-82.81048 32.9815058, -82.8106511 32.9815544, -82.8109005 32.9815758, -82.8110306 32.9816365)",1,,
51971310,False,South Harris Street,trunk,False,25.042,"LINESTRING (-82.8110446 32.9814116, -82.8110306 32.9816365)",3,25 mph,GA 15
532667757,False,East Church Street,tertiary,True,53.695,"LINESTRING (-82.8110446 32.9814116, -82.81048 32.9815058)",3,,
"[532667761, 532667765]",False,West Church Street,secondary,False,159.84300000000002,"LINESTRING (-82.8110446 32.9814116, -82.8112243 32.9814079, -82.8116669 32.9814391, -82.8118055 32.9814501, -82.81193 32.9814591, -82.8127525 32.9815187)",4,,GA 242
"[532667752, 1078015617, 532667748, 264040033]",False,South Harris Street,trunk,True,136.15300000000002,"LINESTRING (-82.8110446 32.9814116, -82.8110616 32.9811562, -82.811089 32.9809116, -82.8111265 32.9804904, -82.8111399 32.98019)","['4', '5']","['35 mph', '25 mph']",GA 15;GA 242
9532471,False,North Smith Street,residential,False,109.309,"LINESTRING (-82.8082907 32.9826278, -82.808219 32.983609)",,,
9532846,False,East Haynes Street,residential,False,246.077,"LINESTRING (-82.8082907 32.9826278, -82.808927 32.982684, -82.809729 32.982756, -82.8101203 32.982788, -82.8109152 32.9828529)",,,
"[532667738, 532667723, 532667719]",False,North Smith Street,residential,"[False, True]",139.867,"LINESTRING (-82.8082907 32.9826278, -82.8083072 32.9823836, -82.8083111 32.9823261, -82.8083238 32.9821079, -82.8083456 32.9817924, -82.808372 32.9813718)",3,,
9532471,False,North Smith Street,residential,False,303.032,"LINESTRING (-82.808219 32.983609, -82.808061 32.986331)",,,
9532471,False,North Smith Street,residential,True,109.309,"LINESTRING (-82.808219 32.983609, -82.8082907 32.9826278)",,,
9534373,False,Gilmore Street,residential,False,242.297,"LINESTRING (-82.808219 32.983609, -82.80923 32.983666, -82.810194 32.983756, -82.8108029 32.9838253)",,,
