osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
"[20142903, 20122119]",Trolley Barn Lane,unclassified,False,True,219.92200000000003,"LINESTRING (-76.124636 43.136632, -76.124712 43.13669, -76.124819 43.136748, -76.124922 43.136773, -76.1250177 43.1367766, -76.125059 43.136775, -76.125592 43.136764, -76.125799 43.136737, -76.125979 43.136669, -76.126049 43.136622, -76.126148 43.136514, -76.1262343 43.136381, -76.1262411 43.1363665, -76.1262964 43.1362477, -76.1263099 43.1362188, -76.126366 43.136078, -76.12647 43.135823)",,,
793640536,South Bay Road,tertiary,False,False,154.534,"LINESTRING (-76.124636 43.136632, -76.125292 43.13601, -76.125778 43.13552)",2,35 mph,
20124160,Reed Road,residential,False,False,133.727,"LINESTRING (-76.133747 43.132474, -76.133856 43.133674)",,,
20134794,Millen Drive,residential,False,False,108.112,"LINESTRING (-76.133747 43.132474, -76.135077 43.132417)",,,
20134794,Millen Drive,residential,False,True,195.01299999999998,"LINESTRING (-76.133747 43.132474, -76.132512 43.132535, -76.132314 43.132528, -76.131995 43.132475, -76.131388 43.132327)",,,
20124160,Reed Road,residential,False,True,133.727,"LINESTRING (-76.133856 43.133674, -76.133747 43.132474)",,,
20140030,Palmer Drive,residential,False,False,106.753,"LINESTRING (-76.133856 43.133674, -76.135169 43.133614)",,,
20124160,Reed Road,residential,False,False,141.81900000000002,"LINESTRING (-76.133856 43.133674, -76.13392 43.13432, -76.133961 43.134947)",,,
20140030,Palmer Drive,residential,False,True,265.25,"LINESTRING (-76.133856 43.133674, -76.133236 43.133703, -76.13161 43.13377, -76.131339 43.133769, -76.1313217 43.133767, -76.1310493 43.1337353, -76.130831 43.13371, -76.130605 43.133667)",,,
20124160,Reed Road,residential,False,True,141.81900000000002,"LINESTRING (-76.133961 43.134947, -76.13392 43.13432, -76.133856 43.133674)",,,
20137449,Fergerson Avenue,residential,False,False,106.682,"LINESTRING (-76.133961 43.134947, -76.134968 43.134894, -76.135273 43.134888)",,,
20137449,Fergerson Avenue,residential,False,True,117.434,"LINESTRING (-76.133961 43.134947, -76.133353 43.134983, -76.132517 43.135016)",,,
"[20124741, 20123926, 20140351]","['Wells Avenue East', 'Oakley Drive', 'Keith Drive']",residential,False,"[False, True]",892.0509999999999,"LINESTRING (-76.124311 43.1325, -76.124277 43.131857, -76.124261 43.131632, -76.124227 43.131552, -76.124186 43.131528, -76.123972 43.131532, -76.123209 43.131577, -76.120514 43.13169, -76.120208 43.131697, -76.120112 43.131707, -76.120069 43.131721, -76.120011 43.131781, -76.119993 43.131859, -76.119992 43.131918, -76.120038 43.132421, -76.120063 43.132575, -76.120117 43.132632, -76.120224 43.132677, -76.121625 43.132626, -76.124311 43.1325)",,,
"[20124741, 20123926, 20140351]","['Wells Avenue East', 'Oakley Drive', 'Keith Drive']",residential,False,"[False, True]",892.051,"LINESTRING (-76.124311 43.1325, -76.121625 43.132626, -76.120224 43.132677, -76.120117 43.132632, -76.120063 43.132575, -76.120038 43.132421, -76.119992 43.131918, -76.119993 43.131859, -76.120011 43.131781, -76.120069 43.131721, -76.120112 43.131707, -76.120208 43.131697, -76.120514 43.13169, -76.123209 43.131577, -76.123972 43.131532, -76.124186 43.131528, -76.124227 43.131552, -76.124261 43.131632, -76.124277 43.131857, -76.124311 43.1325)",,,
20140351,Wells Avenue East,residential,False,True,80.848,"LINESTRING (-76.124311 43.1325, -76.124645 43.13249, -76.125306 43.132463)",,,
20125505,Chestnut Street,tertiary,False,True,271.823,"LINESTRING (-76.129278 43.136349, -76.129439 43.136359, -76.1299837 43.1363381, -76.1305399 43.1363168, -76.1307948 43.1363071, -76.132623 43.136237)",2,30 mph,
"[319148440, 20136462]",Centerville Place,tertiary,False,False,131.48700000000002,"LINESTRING (-76.129278 43.136349, -76.129094 43.136323, -76.128831 43.136272, -76.12859 43.1362279, -76.1283957 43.1361917, -76.1281529 43.1361464, -76.127706 43.136063)","['3', '2']",30 mph,
"[319201224, 215347443]",North Main Street,primary,False,False,114.58699999999999,"LINESTRING (-76.129278 43.136349, -76.1294336 43.1359522, -76.1294644 43.1358737, -76.1295352 43.135693, -76.12967 43.135359)",3,30 mph,US 11
"[121772422, 319201247]",North Main Street,primary,False,True,233.773,"LINESTRING (-76.129278 43.136349, -76.1291229 43.1367206, -76.129099 43.136778, -76.1290168 43.137, -76.1290029 43.1370373, -76.1289964 43.137055, -76.128925 43.137248, -76.1288801 43.1373867, -76.128781 43.1376926, -76.128776 43.137708, -76.1286868 43.1380347, -76.12859 43.138389)","['3', '2']",35 mph,US 11
20125505,Chestnut Street,tertiary,False,True,18.136,"LINESTRING (-76.132623 43.136237, -76.132846 43.136226)",2,30 mph,
20149293,George Street,residential,False,True,136.041,"LINESTRING (-76.132623 43.136237, -76.132517 43.135016)",,,
20125505,Chestnut Street,tertiary,False,False,271.823,"LINESTRING (-76.132623 43.136237, -76.1307948 43.1363071, -76.1305399 43.1363168, -76.1299837 43.1363381, -76.129439 43.136359, -76.129278 43.136349)",2,30 mph,
20125505,Chestnut Street,tertiary,False,False,18.136,"LINESTRING (-76.132846 43.136226, -76.132623 43.136237)",2,30 mph,
20125505,Chestnut Street,tertiary,False,True,94.48,"LINESTRING (-76.132846 43.136226, -76.133678 43.136185, -76.134008 43.136172)",2,30 mph,
20149292,George Street,residential,False,False,308.847,"LINESTRING (-76.132846 43.136226, -76.132905 43.136754, -76.132954 43.137395, -76.133024 43.13861, -76.133056 43.138999)",,,
20150815,Fairfield Drive,residential,False,False,309.712,"LINESTRING (-76.134008 43.136172, -76.13422 43.138953)",,,
20125505,Chestnut Street,tertiary,False,False,94.48,"LINESTRING (-76.134008 43.136172, -76.133678 43.136185, -76.132846 43.136226)",2,30 mph,
