osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,ref,bridge
9564250,2,Beech Street,residential,12.2,False,True,93.675,"LINESTRING (-72.045469 42.682706, -72.045849 42.682219, -72.045982 42.682064, -72.04605 42.68198)",,,
"[9565012, 9564663]",2,"['Summer Street', 'Summer Drive']",residential,12.2,False,False,157.444,"LINESTRING (-72.045469 42.682706, -72.045201 42.682596, -72.044855 42.682457, -72.0442381 42.6832349)",,,
9565012,2,Summer Street,residential,12.2,False,True,131.01899999999998,"LINESTRING (-72.045469 42.682706, -72.0460484 42.6829591, -72.046162 42.6830103, -72.0467589 42.683254, -72.046857 42.683295)",,,
9564325,2,Murdock Avenue,residential,12.2,False,False,114.602,"LINESTRING (-72.052802 42.683512, -72.052723 42.684541)",,,
9564269,2,Oak Street,residential,12.2,False,False,83.13600000000001,"LINESTRING (-72.052802 42.683512, -72.051887 42.68346, -72.051788 42.683454)",,,
9564269,2,Oak Street,residential,12.2,False,True,85.633,"LINESTRING (-72.052802 42.683512, -72.053151 42.683519, -72.053705 42.683543, -72.053848 42.683552)",,,
9564619,,,residential,,False,False,60.440999999999995,"LINESTRING (-72.049055 42.684955, -72.048986 42.684865, -72.04888 42.684783, -72.048665 42.684685, -72.048499 42.684614)",,,
9564938,2,School Square,residential,14.9,False,False,33.39,"LINESTRING (-72.054284 42.682188, -72.054257 42.682285, -72.054223 42.682365, -72.054137 42.682464)",,,
9564938,2,School Square,residential,14.9,False,True,54.551,"LINESTRING (-72.054284 42.682188, -72.0543372 42.6819519, -72.054393 42.681704)",,,
"[9564699, 9564987]",2,Beaman Court,residential,10.1,False,True,130.09300000000002,"LINESTRING (-72.054284 42.682188, -72.055098 42.682251, -72.055075 42.681683)",,,
9564387,2,Front Street,residential,10.1,False,True,129.978,"LINESTRING (-72.052804 42.6817467, -72.053567 42.681727, -72.054215 42.681711, -72.054393 42.681704)",40 mph,,
9564494,2,Grove Street,residential,14.6,False,False,95.449,"LINESTRING (-72.050057 42.685824, -72.049795 42.685811, -72.049374 42.685785, -72.049117 42.685763, -72.048973 42.685743, -72.048898 42.685729)",,,
664932396,2,Grove Street,residential,14.6,False,True,93.279,"LINESTRING (-72.050057 42.685824, -72.050489 42.685844, -72.051196 42.685876)",,,
664932397,2,Lincoln Avenue,residential,12.2,False,False,148.37,"LINESTRING (-72.050057 42.685824, -72.050088 42.685484, -72.050177 42.684576, -72.050185 42.684493)",,,
9564553,2,Pleasant Street,residential,18.3,False,True,169.76,"LINESTRING (-72.0496341 42.6815262, -72.0495577 42.681609, -72.0492434 42.6820039, -72.0489136 42.6824181, -72.048759 42.6826091, -72.0486434 42.6827672, -72.0485871 42.6828442)",,,
9564985,2,Front Street,trunk,24.4,False,True,74.64099999999999,"LINESTRING (-72.0496341 42.6815262, -72.0499897 42.6816502, -72.0503997 42.681727, -72.0504955 42.6817351)",40 mph,US 202;MA 12,
664932393,2,Front Street,trunk,24.4,False,False,52.913,"LINESTRING (-72.0496341 42.6815262, -72.0495455 42.6814844, -72.0492937 42.6813539, -72.0492391 42.6813185, -72.0491183 42.6812401)",40 mph,US 202;MA 12,
9564494,2,Grove Street,residential,14.6,False,False,91.35199999999999,"LINESTRING (-72.048898 42.685729, -72.048769 42.685678, -72.047928 42.685321)",,,
9564494,2,Grove Street,residential,14.6,False,True,95.449,"LINESTRING (-72.048898 42.685729, -72.048973 42.685743, -72.049117 42.685763, -72.049374 42.685785, -72.049795 42.685811, -72.050057 42.685824)",,,
1134065817,1,River Street,primary,,True,False,16.161,"LINESTRING (-72.0522884 42.6817713, -72.0524596 42.6816986)",,US 202,
1134065812,1,School Street,trunk,,True,False,42.039,"LINESTRING (-72.0522884 42.6817713, -72.0524294 42.6818, -72.0525665 42.6818344, -72.0526385 42.6818513, -72.052781 42.6818794)",,MA 12,
9564403,2,Park Street,residential,12.2,False,False,171.243,"LINESTRING (-72.0558529 42.6845818, -72.0557925 42.6845976, -72.0555527 42.6846568, -72.0553304 42.684686, -72.055169 42.684669, -72.054994 42.684663, -72.054261 42.684633, -72.053783 42.684603)",,,
9565042,2,School Street,trunk,12.2,False,False,121.13300000000001,"LINESTRING (-72.0558529 42.6845818, -72.0558198 42.6845278, -72.055675 42.684283, -72.055333 42.683692, -72.0553095 42.6836577, -72.0552589 42.683584)",,MA 12,
9564553,2,Pleasant Street,residential,18.3,False,False,93.413,"LINESTRING (-72.046926 42.684897, -72.047501 42.684171)",,,
9564494,2,Grove Street,residential,14.6,False,True,94.50399999999999,"LINESTRING (-72.046926 42.684897, -72.047316 42.685065, -72.047928 42.685321)",,,
