osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,bridge
11595164,Evans Avenue,residential,False,True,130.626,"LINESTRING (-75.0417058 39.8881993, -75.0416807 39.8882539, -75.0412192 39.8892566, -75.041196 39.889307)",,,,
11599889,Jefferson Avenue,residential,False,False,141.211,"LINESTRING (-75.0417058 39.8881993, -75.0417743 39.8882205, -75.0425174 39.8884504, -75.0426592 39.8884943, -75.0432408 39.8886742)",25 mph,,,
11599889,Jefferson Avenue,residential,False,True,163.47899999999998,"LINESTRING (-75.0417058 39.8881993, -75.0404603 39.88782, -75.0404246 39.8878091, -75.0399984 39.8876793, -75.0399249 39.8876569)",25 mph,,,
11591454,Moore Lane,residential,False,False,416.697,"LINESTRING (-75.0378689 39.8915901, -75.0379578 39.8915852, -75.0381648 39.8915739, -75.0385976 39.8916659, -75.039721 39.891503, -75.03989 39.89151, -75.039987 39.891543, -75.04006 39.891607, -75.040112 39.891721, -75.040122 39.891846, -75.040074 39.891991, -75.0396312 39.8930257, -75.0394215 39.893164, -75.0392123 39.8931475, -75.039046 39.8930817)",25 mph,,,
11596327,Warwick Road,tertiary,False,False,117.783,"LINESTRING (-75.0378689 39.8915901, -75.0379304 39.891059, -75.0379547 39.8908488, -75.0379617 39.8907887, -75.037991 39.890535)",25 mph,CR 669,,
11596327,Warwick Road,tertiary,False,True,201.32999999999998,"LINESTRING (-75.0378689 39.8915901, -75.0378449 39.8918136, -75.0378392 39.891867, -75.0377888 39.8923376, -75.0376834 39.8933208, -75.037677 39.8933947)",25 mph,CR 669,,
11598324,West Cottage Avenue,residential,False,True,191.184,"LINESTRING (-75.0378689 39.8915901, -75.0377973 39.8915857, -75.0374617 39.8915651, -75.036381 39.8914986, -75.0357552 39.8914601, -75.0356351 39.8914533)",25 mph,,,
"[1032893437, 1032893438]",West Kings Highway,primary,False,False,61.873,"LINESTRING (-75.0368731 39.8956774, -75.0369443 39.8956438, -75.037061 39.8955887, -75.0374908 39.8953858)",25 mph,NJ 41;CR 573,,
11596327,Warwick Road,tertiary,False,False,221.97199999999998,"LINESTRING (-75.0374908 39.8953858, -75.0375018 39.8952776, -75.0375363 39.8948951, -75.0375374 39.8948829, -75.0375713 39.8945174, -75.0375909 39.8943063, -75.0376152 39.8940449, -75.03762 39.893993, -75.037677 39.8933947)",25 mph,CR 669,,
1032893438,West Kings Highway,primary,False,False,120.42800000000001,"LINESTRING (-75.0374908 39.8953858, -75.0377137 39.8952762, -75.0380564 39.8951077, -75.0381164 39.8950782, -75.038175 39.8950503, -75.0384169 39.8949353, -75.0386847 39.894808)",25 mph,NJ 41;CR 573,,
"[1032893437, 1032893438]",West Kings Highway,primary,False,True,61.873,"LINESTRING (-75.0374908 39.8953858, -75.037061 39.8955887, -75.0369443 39.8956438, -75.0368731 39.8956774)",25 mph,NJ 41;CR 573,,
1032893438,West Kings Highway,primary,False,False,159.928,"LINESTRING (-75.0386847 39.894808, -75.0390043 39.8946561, -75.0390795 39.8946204, -75.0394232 39.894457, -75.039686 39.8943321, -75.0402781 39.8940503)",25 mph,NJ 41;CR 573,,
1032893438,West Kings Highway,primary,False,True,120.42800000000001,"LINESTRING (-75.0386847 39.894808, -75.0384169 39.8949353, -75.038175 39.8950503, -75.0381164 39.8950782, -75.0380564 39.8951077, -75.0377137 39.8952762, -75.0374908 39.8953858)",25 mph,NJ 41;CR 573,,
11593336,West End Avenue,tertiary,False,False,226.67100000000002,"LINESTRING (-75.0402781 39.8940503, -75.040347 39.8941197, -75.0409151 39.8948562, -75.0410585 39.8950421, -75.041448 39.895547, -75.0416192 39.8958086)",,CR 641,,
1032893438,West Kings Highway,primary,False,False,33.893,"LINESTRING (-75.0402781 39.8940503, -75.0403579 39.8940127, -75.040616 39.89389)",25 mph,NJ 41;CR 573,,
1032893438,West Kings Highway,primary,False,True,159.928,"LINESTRING (-75.0402781 39.8940503, -75.039686 39.8943321, -75.0394232 39.894457, -75.0390795 39.8946204, -75.0390043 39.8946561, -75.0386847 39.894808)",25 mph,NJ 41;CR 573,,
11594159,Chews Landing Road,primary,False,False,340.73100000000005,"LINESTRING (-75.040616 39.89389, -75.0406739 39.8937734, -75.040976 39.8931491, -75.0411236 39.8928439, -75.041307 39.892465, -75.0415474 39.8920059, -75.041805 39.891514, -75.042049 39.89103)",25 mph,NJ 41;CR 573,,
29027183,West Kings Highway,primary,False,False,79.798,"LINESTRING (-75.040616 39.89389, -75.041164 39.893666, -75.0414481 39.8935626)",,CR 551 Spur,,
