osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction
14873278,West Taliaferro Street,residential,25 mph,False,False,115.249,"LINESTRING (-96.7769678 34.090241, -96.7757529 34.0899921)",,,
14871559,South 6th Avenue,residential,25 mph,False,False,123.00900000000001,"LINESTRING (-96.7769678 34.090241, -96.7768209 34.0907514, -96.7766581 34.0913171)",,,
14871595,North 6th Avenue,residential,25 mph,False,False,120.148,"LINESTRING (-96.7766581 34.0913171, -96.7763438 34.0923658)",,,
14873097,West Lillie Boulevard,tertiary,25 mph,False,True,114.077,"LINESTRING (-96.7766581 34.0913171, -96.7754573 34.0910649)",,,
14871559,South 6th Avenue,residential,25 mph,False,True,123.00900000000001,"LINESTRING (-96.7766581 34.0913171, -96.7768209 34.0907514, -96.7769678 34.090241)",,,
14871584,West Drew Street,residential,25 mph,False,False,183.083,"LINESTRING (-96.7729074 34.0927846, -96.7748432 34.0931602)",,,
14873173,North 1st Street,trunk,35 mph,False,False,85.43,"LINESTRING (-96.7729074 34.0927846, -96.7729982 34.0929999, -96.7732134 34.0935099)",US 70;OK 199,,
14873173,North 1st Street,trunk,35 mph,False,True,136.549,"LINESTRING (-96.7729074 34.0927846, -96.7726892 34.0922807, -96.7724054 34.0916291)",US 70;OK 199,,
14871584,West Drew Street,residential,25 mph,False,False,114.931,"LINESTRING (-96.7748432 34.0931602, -96.7760574 34.0933995)",,,
14871584,West Drew Street,residential,25 mph,False,True,183.083,"LINESTRING (-96.7748432 34.0931602, -96.7729074 34.0927846)",,,
14871903,North 5th Avenue,residential,25 mph,False,False,114.093,"LINESTRING (-96.7748432 34.0931602, -96.7745416 34.0941554)",,,
14871584,West Drew Street,residential,25 mph,False,True,114.931,"LINESTRING (-96.7760574 34.0933995, -96.7748432 34.0931602)",,,
14871595,North 6th Avenue,residential,25 mph,False,False,114.982,"LINESTRING (-96.7760574 34.0933995, -96.775759 34.0944036)",,,
14871595,North 6th Avenue,residential,25 mph,False,True,117.94999999999999,"LINESTRING (-96.7760574 34.0933995, -96.7762644 34.0926929, -96.7763438 34.0923658)",,,
14871595,North 6th Avenue,residential,25 mph,False,True,120.148,"LINESTRING (-96.7763438 34.0923658, -96.7766581 34.0913171)",,,
14872715,West Overton Street,residential,25 mph,False,True,115.562,"LINESTRING (-96.7763438 34.0923658, -96.7751243 34.0921205)",,,
14871595,North 6th Avenue,residential,25 mph,False,False,117.94999999999999,"LINESTRING (-96.7763438 34.0923658, -96.7762644 34.0926929, -96.7760574 34.0933995)",,,
14871595,North 6th Avenue,residential,25 mph,False,True,114.982,"LINESTRING (-96.775759 34.0944036, -96.7760574 34.0933995)",,,
14873545,West Wolf Street,residential,25 mph,False,True,115.449,"LINESTRING (-96.775759 34.0944036, -96.7745416 34.0941554)",,,
14871721,East Wolf Street,tertiary,25 mph,False,False,121.484,"LINESTRING (-96.7732134 34.0935099, -96.7719726 34.0938811)",,,
14873173,North 1st Street,trunk,35 mph,False,False,50.609,"LINESTRING (-96.7732134 34.0935099, -96.7733956 34.0939393)",US 70;OK 199,,
14873173,North 1st Street,trunk,35 mph,False,True,85.43,"LINESTRING (-96.7732134 34.0935099, -96.7729982 34.0929999, -96.7729074 34.0927846)",US 70;OK 199,,
14871721,East Wolf Street,tertiary,25 mph,False,False,121.213,"LINESTRING (-96.7719726 34.0938811, -96.7707354 34.0942534)",,,
14871721,East Wolf Street,tertiary,25 mph,False,True,121.484,"LINESTRING (-96.7719726 34.0938811, -96.7732134 34.0935099)",,,
14872570,North 2nd Street,residential,25 mph,False,True,244.169,"LINESTRING (-96.7719726 34.0938811, -96.7717451 34.093364, -96.7710649 34.0918179)",,,
14871721,East Wolf Street,tertiary,25 mph,False,False,121.543,"LINESTRING (-96.7707354 34.0942534, -96.7694873 34.0946091)",,,
14871721,East Wolf Street,tertiary,25 mph,False,True,121.213,"LINESTRING (-96.7707354 34.0942534, -96.7719726 34.0938811)",,,
14872848,North 3rd Street,residential,25 mph,False,True,243.633,"LINESTRING (-96.7707354 34.0942534, -96.7705039 34.0937232, -96.7698358 34.0921929)",,,
14871721,East Wolf Street,tertiary,25 mph,False,True,121.543,"LINESTRING (-96.7694873 34.0946091, -96.7707354 34.0942534)",,,
14872936,North 4th Street,residential,25 mph,False,True,246.599,"LINESTRING (-96.7694873 34.0946091, -96.7692426 34.0940851, -96.769067 34.093709, -96.7685794 34.0925232)",,,
14871903,North 5th Avenue,residential,25 mph,False,True,114.093,"LINESTRING (-96.7745416 34.0941554, -96.7748432 34.0931602)",,,
14873545,West Wolf Street,residential,25 mph,False,False,115.449,"LINESTRING (-96.7745416 34.0941554, -96.775759 34.0944036)",,,
14873545,West Wolf Street,residential,25 mph,False,True,108.228,"LINESTRING (-96.7745416 34.0941554, -96.7733956 34.0939393)",,,
14871905,North 5th Avenue,residential,25 mph,False,False,121.317,"LINESTRING (-96.7754573 34.0910649, -96.7751243 34.0921205)",,,
14873097,West Lillie Boulevard,tertiary,25 mph,False,False,114.077,"LINESTRING (-96.7754573 34.0910649, -96.7766581 34.0913171)",,,
14873097,West Lillie Boulevard,tertiary,25 mph,False,True,117.43,"LINESTRING (-96.7754573 34.0910649, -96.7742163 34.0908219)",,,
14873269,South 5th Avenue,tertiary,25 mph,False,True,122.357,"LINESTRING (-96.7754573 34.0910649, -96.775612 34.0905035, -96.7756155 34.0904909, -96.7757529 34.0899921)",,,
14871905,North 5th Avenue,residential,25 mph,False,True,121.317,"LINESTRING (-96.7751243 34.0921205, -96.7754573 34.0910649)",,,
14872715,West Overton Street,residential,25 mph,False,False,115.562,"LINESTRING (-96.7751243 34.0921205, -96.7763438 34.0923658)",,,
14872715,West Overton Street,residential,25 mph,False,True,114.77199999999999,"LINESTRING (-96.7751243 34.0921205, -96.774389 34.091982, -96.7739094 34.09189)",,,
14871991,West Burney Street,residential,25 mph,False,False,109.998,"LINESTRING (-96.7703004 34.0867601, -96.771465 34.0869799)",,,
52587633,South 1st Street,trunk,35 mph,False,False,62.997,"LINESTRING (-96.7703004 34.0867601, -96.7705402 34.0872907)",US 70;US 377;OK 99,2,
52587633,South 1st Street,trunk,35 mph,False,True,53.459,"LINESTRING (-96.7703004 34.0867601, -96.7701087 34.0863063)",US 70;US 377;OK 99,2,
14871991,West Burney Street,residential,25 mph,False,False,116.063,"LINESTRING (-96.771465 34.0869799, -96.7726871 34.087235)",,,
14871991,West Burney Street,residential,25 mph,False,True,109.998,"LINESTRING (-96.771465 34.0869799, -96.7703004 34.0867601)",,,
"[14873224, 14872287]","['West Tishomingo Street', 'South 1st Avenue']",residential,25 mph,False,False,232.552,"LINESTRING (-96.771465 34.0869799, -96.7711836 34.0880016, -96.7724063 34.0882534)",,,
14873224,South 1st Avenue,residential,25 mph,False,True,116.48599999999999,"LINESTRING (-96.771465 34.0869799, -96.7716167 34.0864783, -96.7717723 34.0859637)",,,
14871991,West Burney Street,residential,25 mph,False,False,116.409,"LINESTRING (-96.7726871 34.087235, -96.7739172 34.0874761)",,,
14871991,West Burney Street,residential,25 mph,False,True,116.063,"LINESTRING (-96.7726871 34.087235, -96.771465 34.0869799)",,,
14872122,South 2nd Avenue,residential,25 mph,False,False,116.156,"LINESTRING (-96.7726871 34.087235, -96.7724063 34.0882534)",,,
14872122,South 2nd Avenue,residential,25 mph,False,True,117.307,"LINESTRING (-96.7726871 34.087235, -96.7729925 34.0862108)",,,
14871991,West Burney Street,residential,25 mph,False,False,116.055,"LINESTRING (-96.7739172 34.0874761, -96.7751382 34.0877345)",,,
14871991,West Burney Street,residential,25 mph,False,True,116.409,"LINESTRING (-96.7739172 34.0874761, -96.7726871 34.087235)",,,
14872502,South 3rd Avenue,residential,25 mph,False,False,116.443,"LINESTRING (-96.7739172 34.0874761, -96.7736268 34.0884953)",,,
14872502,South 3rd Avenue,residential,25 mph,False,True,116.935,"LINESTRING (-96.7739172 34.0874761, -96.7742099 34.0864528)",,,
14871991,West Burney Street,residential,25 mph,False,False,114.189,"LINESTRING (-96.7751382 34.0877345, -96.7763455 34.0879687)",,,
14871991,West Burney Street,residential,25 mph,False,True,116.055,"LINESTRING (-96.7751382 34.0877345, -96.7739172 34.0874761)",,,
14872714,South 4th Avenue,residential,25 mph,False,False,113.916,"LINESTRING (-96.7751382 34.0877345, -96.7748232 34.0887252)",,,
14872714,South 4th Avenue,residential,25 mph,False,True,118.366,"LINESTRING (-96.7751382 34.0877345, -96.7754073 34.0866936)",,,
14871991,West Burney Street,residential,25 mph,False,True,114.189,"LINESTRING (-96.7763455 34.0879687, -96.7751382 34.0877345)",,,
14873269,South 5th Avenue,tertiary,25 mph,False,False,112.645,"LINESTRING (-96.7763455 34.0879687, -96.7760684 34.0889554)",,,
14873269,South 5th Avenue,tertiary,25 mph,False,True,113.726,"LINESTRING (-96.7763455 34.0879687, -96.7766422 34.0869759)",,,
14872020,South 2nd Street,residential,25 mph,False,False,117.042,"LINESTRING (-96.7688415 34.0866885, -96.7692972 34.0876711)",,,
14873085,East Gunter Street,residential,25 mph,False,False,123.23,"LINESTRING (-96.7688415 34.0866885, -96.7675632 34.0870162)",,,
14873085,East Gunter Street,residential,25 mph,False,True,124.195,"LINESTRING (-96.7688415 34.0866885, -96.7701087 34.0863063)",,,
14872020,South 2nd Street,residential,25 mph,False,False,122.087,"LINESTRING (-96.7692972 34.0876711, -96.76974 34.088706)",,,
14872020,South 2nd Street,residential,25 mph,False,True,117.042,"LINESTRING (-96.7692972 34.0876711, -96.7688415 34.0866885)",,,
14872491,East Burney Street,residential,25 mph,False,False,124.474,"LINESTRING (-96.7692972 34.0876711, -96.7680279 34.0880559)",,,
14872491,East Burney Street,residential,25 mph,False,True,122.033,"LINESTRING (-96.7692972 34.0876711, -96.7705402 34.0872907)",,,
14872020,South 2nd Street,residential,25 mph,False,False,123.628,"LINESTRING (-96.76974 34.088706, -96.7701786 34.0897568)",,,
14872020,South 2nd Street,residential,25 mph,False,True,122.087,"LINESTRING (-96.76974 34.088706, -96.7692972 34.0876711)",,,
14872521,East Tishomingo Street,residential,25 mph,False,False,119.614,"LINESTRING (-96.76974 34.088706, -96.768529 34.089095)",,,
14872521,East Tishomingo Street,residential,25 mph,False,True,121.171,"LINESTRING (-96.76974 34.088706, -96.7709772 34.088335)",,,
14872020,South 2nd Street,residential,25 mph,False,False,77.344,"LINESTRING (-96.7701786 34.0897568, -96.7704757 34.0904074)",,,
14872020,South 2nd Street,residential,25 mph,False,True,123.628,"LINESTRING (-96.7701786 34.0897568, -96.76974 34.088706)",,,
14872494,East Taliaferro Street,residential,25 mph,False,False,121.136,"LINESTRING (-96.7701786 34.0897568, -96.768941 34.090126)",,,
14872494,East Taliaferro Street,residential,25 mph,False,True,122.274,"LINESTRING (-96.7701786 34.0897568, -96.7714215 34.0893699)",,,
14872020,South 2nd Street,residential,25 mph,False,True,77.344,"LINESTRING (-96.7704757 34.0904074, -96.7701786 34.0897568)",,,
52587632,,primary,25 mph,True,False,83.0,"LINESTRING (-96.7704757 34.0904074, -96.7701568 34.0905056, -96.7701125 34.0905243, -96.7700708 34.0905599, -96.7700559 34.0906114, -96.7700665 34.0906651, -96.7701787 34.0909149)",US 377;OK 99;OK 199,1,roundabout
14872122,South 2nd Avenue,residential,25 mph,False,False,117.307,"LINESTRING (-96.7729925 34.0862108, -96.7726871 34.087235)",,,
14872592,West Francis Street,tertiary,25 mph,False,False,115.296,"LINESTRING (-96.7729925 34.0862108, -96.7742099 34.0864528)",,,
14872592,West Francis Street,tertiary,25 mph,False,True,115.68,"LINESTRING (-96.7729925 34.0862108, -96.7717723 34.0859637)",,,
14872122,South 2nd Avenue,residential,25 mph,False,False,114.877,"LINESTRING (-96.7724063 34.0882534, -96.7721078 34.0892565)",,,
14872122,South 2nd Avenue,residential,25 mph,False,True,116.156,"LINESTRING (-96.7724063 34.0882534, -96.7726871 34.087235)",,,
14872287,West Tishomingo Street,residential,25 mph,False,False,115.568,"LINESTRING (-96.7724063 34.0882534, -96.7736268 34.0884953)",,,
"[14873224, 14872287]","['West Tishomingo Street', 'South 1st Avenue']",residential,25 mph,False,True,232.552,"LINESTRING (-96.7724063 34.0882534, -96.7711836 34.0880016, -96.771465 34.0869799)",,,
14872122,South 2nd Avenue,residential,25 mph,False,True,114.877,"LINESTRING (-96.7721078 34.0892565, -96.7724063 34.0882534)",,,
14873278,West Taliaferro Street,residential,25 mph,False,False,75.484,"LINESTRING (-96.7721078 34.0892565, -96.7713084 34.0891064)",,,
14873278,West Taliaferro Street,residential,25 mph,False,True,116.755,"LINESTRING (-96.7721078 34.0892565, -96.773332 34.0895297)",,,
14872122,South 2nd Avenue,residential,25 mph,False,False,111.26,"LINESTRING (-96.7721078 34.0892565, -96.7719516 34.0897698, -96.7718583 34.0900763, -96.7717895 34.0902206)",,,
14873173,North 1st Street,trunk,35 mph,False,False,123.39,"LINESTRING (-96.7718716 34.0903906, -96.7723227 34.0914355)",US 70;OK 199,,
52587633,South 1st Street,trunk,35 mph,False,True,20.359,"LINESTRING (-96.7718716 34.0903906, -96.7717895 34.0902206)",US 70;US 377;OK 99,2,
14873097,West Lillie Boulevard,tertiary,25 mph,False,False,105.842,"LINESTRING (-96.7718716 34.0903906, -96.7721763 34.0904112, -96.7729966 34.0905745)",,,
943732071,East Main Street,primary,25 mph,True,False,80.928,"LINESTRING (-96.7718716 34.0903906, -96.771697 34.0903895, -96.771034 34.0905861)",US 377;OK 99;OK 199,,
14872287,West Tishomingo Street,residential,25 mph,False,False,113.102,"LINESTRING (-96.7736268 34.0884953, -96.7748232 34.0887252)",,,
14872287,West Tishomingo Street,residential,25 mph,False,True,115.568,"LINESTRING (-96.7736268 34.0884953, -96.7724063 34.0882534)",,,
14872502,South 3rd Avenue,residential,25 mph,False,False,118.181,"LINESTRING (-96.7736268 34.0884953, -96.773332 34.0895297)",,,
14872502,South 3rd Avenue,residential,25 mph,False,True,116.443,"LINESTRING (-96.7736268 34.0884953, -96.7739172 34.0874761)",,,
14872287,West Tishomingo Street,residential,25 mph,False,False,117.491,"LINESTRING (-96.7748232 34.0887252, -96.7760684 34.0889554)",,,
14872287,West Tishomingo Street,residential,25 mph,False,True,113.102,"LINESTRING (-96.7748232 34.0887252, -96.7736268 34.0884953)",,,
14872714,South 4th Avenue,residential,25 mph,False,False,116.583,"LINESTRING (-96.7748232 34.0887252, -96.7745385 34.0897468)",,,
14872714,South 4th Avenue,residential,25 mph,False,True,113.916,"LINESTRING (-96.7748232 34.0887252, -96.7751382 34.0877345)",,,
14872287,West Tishomingo Street,residential,25 mph,False,True,117.491,"LINESTRING (-96.7760684 34.0889554, -96.7748232 34.0887252)",,,
14873269,South 5th Avenue,tertiary,25 mph,False,True,112.645,"LINESTRING (-96.7760684 34.0889554, -96.7763455 34.0879687)",,,
14873269,South 5th Avenue,tertiary,25 mph,False,False,118.886,"LINESTRING (-96.7760684 34.0889554, -96.7759401 34.0893979, -96.7757529 34.0899921)",,,
14872315,East Main Street,primary,25 mph,False,False,77.758,"LINESTRING (-96.7701787 34.0909149, -96.7693844 34.0911522)",US 377;OK 99;OK 199,2,
52587632,,primary,25 mph,True,False,83.824,"LINESTRING (-96.7701787 34.0909149, -96.7702962 34.0911862, -96.7703308 34.0912299, -96.7703769 34.0912535, -96.7704349 34.0912609, -96.7704878 34.0912577, -96.7708028 34.0911677)",US 377;OK 99;OK 199,1,roundabout
14872315,East Main Street,primary,25 mph,False,False,119.744,"LINESTRING (-96.7693844 34.0911522, -96.7681598 34.0915144)",US 377;OK 99;OK 199,2,
14872315,East Main Street,primary,25 mph,False,True,77.758,"LINESTRING (-96.7693844 34.0911522, -96.7701787 34.0909149)",US 377;OK 99;OK 199,2,
14872848,North 3rd Street,residential,25 mph,False,False,122.96,"LINESTRING (-96.7693844 34.0911522, -96.7698358 34.0921929)",,,
14873298,South 3rd Street,residential,,False,True,121.194,"LINESTRING (-96.7693844 34.0911522, -96.768941 34.090126)",,,
14872315,East Main Street,primary,25 mph,False,True,119.744,"LINESTRING (-96.7681598 34.0915144, -96.7693844 34.0911522)",US 377;OK 99;OK 199,2,
14872936,North 4th Street,residential,25 mph,False,False,118.642,"LINESTRING (-96.7681598 34.0915144, -96.7685794 34.0925232)",,,
633165483,South 4th Street,residential,25 mph,False,True,122.314,"LINESTRING (-96.7681598 34.0915144, -96.7677017 34.0904819)",,,
52587632,,primary,25 mph,True,False,15.553,"LINESTRING (-96.7710935 34.090717, -96.771034 34.0905861)",US 377;OK 99;OK 199,1,roundabout
14872319,East Main Street,primary,25 mph,True,False,82.00099999999999,"LINESTRING (-96.7710935 34.090717, -96.7717547 34.090506, -96.7718716 34.0903906)",US 377;OK 99;OK 199,2,
14872570,North 2nd Street,residential,25 mph,False,False,76.221,"LINESTRING (-96.7708028 34.0911677, -96.7710649 34.0918179)",,,
52587632,,primary,25 mph,True,False,73.952,"LINESTRING (-96.7708028 34.0911677, -96.7711058 34.0910688, -96.7711475 34.0910449, -96.771179 34.0910103, -96.7711947 34.090969, -96.7711901 34.0909298, -96.7710935 34.090717)",US 377;OK 99;OK 199,1,roundabout
14872439,South 4th Street,residential,25 mph,False,False,120.264,"LINESTRING (-96.766788 34.0884318, -96.7672523 34.0894427)",,,
14872491,East Burney Street,residential,25 mph,False,True,121.591,"LINESTRING (-96.766788 34.0884318, -96.7680279 34.0880559)",,,
