osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access
11604566,CR 603,Mount Laurel Road,primary,False,False,224.9,"LINESTRING (-74.8872589 39.9298322, -74.8878012 39.9303993, -74.8881285 39.9307455, -74.888498 39.9311364, -74.8886725 39.9313182, -74.8887336 39.9313772, -74.8888155 39.9314649)",,,
"[701592646, 383210261, 701592645, 383630238]",CR 603,Moorestown-Mount Laurel Road,primary,False,True,257.568,"LINESTRING (-74.8967521 39.9381298, -74.896249 39.937792, -74.8956972 39.9374215, -74.895543 39.937318, -74.895363 39.937197, -74.8951353 39.937052, -74.8944593 39.9366218)",2,45 mph,yes
11604566,CR 603,Mount Laurel Road,primary,False,True,380.89300000000003,"LINESTRING (-74.8914276 39.9342436, -74.8910078 39.9337933, -74.890969 39.9337534, -74.8908077 39.9335872, -74.8907708 39.9335482, -74.8906101 39.9333784, -74.8904982 39.9332611, -74.8903912 39.9331501, -74.8901875 39.93293, -74.8900077 39.9327439, -74.889877 39.9326009, -74.8894855 39.9321863, -74.8888155 39.9314649)",,,
383210261,CR 603,Moorestown-Mount Laurel Road,primary,False,False,371.292,"LINESTRING (-74.8914276 39.9342436, -74.8919979 39.9348253, -74.8921493 39.9349797, -74.8922527 39.9350762, -74.892321 39.9351425, -74.892386 39.935198, -74.892509 39.9352838, -74.893164 39.935735, -74.8940724 39.9363666, -74.8944593 39.9366218)",2,45 mph,yes
11604940,,Forrest Court,residential,False,False,385.37100000000004,"LINESTRING (-74.8944593 39.9366218, -74.8943509 39.9367144, -74.8942801 39.936781, -74.8937866 39.9373638, -74.8937179 39.9374261, -74.8936348 39.937474, -74.8935532 39.9375113, -74.8934663 39.9375403, -74.8933649 39.9375577, -74.8932657 39.9375558, -74.8931498 39.9375342, -74.8923731 39.9373128, -74.892262 39.9372763, -74.8921577 39.9372242, -74.8920839 39.9371803, -74.8910057 39.9364375)",,,
"[383630238, 701592645, 383210261, 701592646]",CR 603,Moorestown-Mount Laurel Road,primary,False,False,257.568,"LINESTRING (-74.8944593 39.9366218, -74.8951353 39.937052, -74.895363 39.937197, -74.895543 39.937318, -74.8956972 39.9374215, -74.896249 39.937792, -74.8967521 39.9381298)",2,45 mph,yes
383210261,CR 603,Moorestown-Mount Laurel Road,primary,False,True,371.292,"LINESTRING (-74.8944593 39.9366218, -74.8940724 39.9363666, -74.893164 39.935735, -74.892509 39.9352838, -74.892386 39.935198, -74.892321 39.9351425, -74.8922527 39.9350762, -74.8921493 39.9349797, -74.8919979 39.9348253, -74.8914276 39.9342436)",2,45 mph,yes
11604940,,Forrest Court,residential,False,True,385.371,"LINESTRING (-74.8910057 39.9364375, -74.8920839 39.9371803, -74.8921577 39.9372242, -74.892262 39.9372763, -74.8923731 39.9373128, -74.8931498 39.9375342, -74.8932657 39.9375558, -74.8933649 39.9375577, -74.8934663 39.9375403, -74.8935532 39.9375113, -74.8936348 39.937474, -74.8937179 39.9374261, -74.8937866 39.9373638, -74.8942801 39.936781, -74.8943509 39.9367144, -74.8944593 39.9366218)",,,
11604566,CR 603,Mount Laurel Road,primary,False,False,380.893,"LINESTRING (-74.8888155 39.9314649, -74.8894855 39.9321863, -74.889877 39.9326009, -74.8900077 39.9327439, -74.8901875 39.93293, -74.8903912 39.9331501, -74.8904982 39.9332611, -74.8906101 39.9333784, -74.8907708 39.9335482, -74.8908077 39.9335872, -74.890969 39.9337534, -74.8910078 39.9337933, -74.8914276 39.9342436)",,,
11604566,CR 603,Mount Laurel Road,primary,False,True,224.9,"LINESTRING (-74.8888155 39.9314649, -74.8887336 39.9313772, -74.8886725 39.9313182, -74.888498 39.9311364, -74.8881285 39.9307455, -74.8878012 39.9303993, -74.8872589 39.9298322)",,,
700827416,,,residential,False,False,65.146,"LINESTRING (-74.8888155 39.9314649, -74.8891964 39.931338, -74.889528 39.9312552)",,,
700827416,,,residential,False,True,113.944,"LINESTRING (-74.890684 39.9307763, -74.890173 39.9310942, -74.889528 39.9312552)",,,
700827417,,,residential,False,False,57.69,"LINESTRING (-74.889528 39.9312552, -74.889299 39.930767)",,,
700827416,,,residential,False,False,113.944,"LINESTRING (-74.889528 39.9312552, -74.890173 39.9310942, -74.890684 39.9307763)",,,
700827416,,,residential,False,True,65.146,"LINESTRING (-74.889528 39.9312552, -74.8891964 39.931338, -74.8888155 39.9314649)",,,
700827417,,,residential,False,True,57.69,"LINESTRING (-74.889299 39.930767, -74.889528 39.9312552)",,,
