osmid,oneway,lanes,name,highway,width,reversed,length,geometry,ref,maxspeed
578533465,True,2,River Street,secondary,15.2,False,104.25200000000001,"LINESTRING (-71.2706768 42.559817, -71.2697563 42.5599182, -71.2695613 42.5599045, -71.2695318 42.5598981, -71.269421 42.559874)",,
9358444,False,3,Boston Road,primary,17.1,True,275.11199999999997,"LINESTRING (-71.2657762 42.5550973, -71.26602 42.5553747, -71.2662152 42.5555634, -71.2666732 42.5560105, -71.2667854 42.5561225, -71.2670436 42.5563987, -71.2673005 42.5566674, -71.2675405 42.5569175, -71.267717 42.5571155)",MA 3A,35 mph
9357069,False,2,Richardson Street,residential,9.8,False,245.04699999999997,"LINESTRING (-71.272494 42.555345, -71.271233 42.555572, -71.2708752 42.5556425, -71.269904 42.555834, -71.2698319 42.5558455, -71.269703 42.555866, -71.2696702 42.5558695, -71.269592 42.555878)",,
9357069,False,2,Richardson Street,residential,9.8,True,75.43900000000001,"LINESTRING (-71.272494 42.555345, -71.272637 42.55532, -71.273387 42.555179)",,
9358570,False,2,Whiting Street,residential,9.8,True,129.387,"LINESTRING (-71.272494 42.555345, -71.272282 42.554591, -71.272212 42.554384, -71.272148 42.55421)",,
9357448,False,2,Andover Road,secondary,13.4,True,89.444,"LINESTRING (-71.265066 42.56231, -71.2652496 42.56207, -71.265349 42.56194, -71.265504 42.561717, -71.265589 42.561604)",,
9358065,False,,Stonewall Lane,residential,,False,105.529,"LINESTRING (-71.265066 42.56231, -71.264803 42.562198, -71.264057 42.561954, -71.263892 42.561929)",,
9358065,False,,Stonewall Lane,residential,,False,78.637,"LINESTRING (-71.263892 42.561929, -71.263798 42.561872, -71.263728 42.561846, -71.263663 42.561855, -71.263599 42.561885, -71.263572 42.561925, -71.263569 42.561978, -71.263591 42.562021, -71.263638 42.562057, -71.263691 42.56207, -71.26375 42.562066, -71.263797 42.562044, -71.263841 42.562007, -71.263892 42.561929)",,
9358065,False,,Stonewall Lane,residential,,True,78.63699999999999,"LINESTRING (-71.263892 42.561929, -71.263841 42.562007, -71.263797 42.562044, -71.26375 42.562066, -71.263691 42.56207, -71.263638 42.562057, -71.263591 42.562021, -71.263569 42.561978, -71.263572 42.561925, -71.263599 42.561885, -71.263663 42.561855, -71.263728 42.561846, -71.263798 42.561872, -71.263892 42.561929)",,
9358065,False,,Stonewall Lane,residential,,True,105.529,"LINESTRING (-71.263892 42.561929, -71.264057 42.561954, -71.264803 42.562198, -71.265066 42.56231)",,
9357295,False,2,Blanchard Avenue,residential,9.1,True,169.69500000000002,"LINESTRING (-71.269362 42.558133, -71.2694562 42.5581322, -71.270217 42.5581258, -71.2703369 42.5581064, -71.270398 42.558104, -71.27056 42.558081, -71.270765 42.558036, -71.270895 42.557992, -71.271007 42.557913, -71.2710597 42.5578755, -71.271146 42.557814, -71.271268 42.557735)",,
9358406,True,2,Concord Road,primary,21.3,False,63.135999999999996,"LINESTRING (-71.269362 42.558133, -71.269326 42.558021, -71.269285 42.557945, -71.269248 42.557904, -71.269207 42.5578756, -71.269155 42.557859, -71.269104 42.557859, -71.269095 42.557862, -71.2689188 42.5579216, -71.2688561 42.5579428)",MA 3A,35 mph
91999024,True,1,Concord Road,secondary,21.3,False,119.96700000000001,"LINESTRING (-71.269362 42.558133, -71.269392 42.557812, -71.269393 42.5574715, -71.269393 42.557458, -71.269407 42.557055)",,35 mph
9357069,False,2,Richardson Street,residential,9.8,True,245.047,"LINESTRING (-71.269592 42.555878, -71.2696702 42.5558695, -71.269703 42.555866, -71.2698319 42.5558455, -71.269904 42.555834, -71.2708752 42.5556425, -71.271233 42.555572, -71.272494 42.555345)",,
486990342,False,2,Concord Road,secondary,15.2,False,131.844,"LINESTRING (-71.269592 42.555878, -71.26959 42.55591, -71.2695848 42.5559939, -71.2695781 42.5561012, -71.269554 42.556285, -71.2695412 42.556365, -71.269487 42.556632, -71.269407 42.557055)",,35 mph
486990342,False,2,Concord Road,secondary,15.2,True,189.95700000000002,"LINESTRING (-71.269592 42.555878, -71.2696 42.555696, -71.269582 42.554592, -71.269583 42.554423, -71.269593 42.554387, -71.269614 42.554316, -71.269653 42.554242, -71.2696988 42.5541872)",,35 mph
9359263,False,4,Boston Road,primary,25.6,True,200.305,"LINESTRING (-71.27024 42.562348, -71.2700914 42.5621049, -71.270031 42.562006, -71.2699532 42.5618619, -71.269847 42.561597, -71.2698224 42.5615286, -71.269769 42.56138, -71.269705 42.561191, -71.269507 42.560634)",MA 3A,35 mph
9359283,False,2,Mulberry Lane,residential,12.2,False,158.364,"LINESTRING (-71.27024 42.562348, -71.269501 42.562518, -71.269208 42.562575, -71.26899 42.562612, -71.268879 42.562657, -71.268673 42.562739, -71.268496 42.562811, -71.268436 42.562837)",,
9359263,False,4,Boston Road,primary,25.6,False,200.305,"LINESTRING (-71.269507 42.560634, -71.269705 42.561191, -71.269769 42.56138, -71.2698224 42.5615286, -71.269847 42.561597, -71.2699532 42.5618619, -71.270031 42.562006, -71.2700914 42.5621049, -71.27024 42.562348)",MA 3A,35 mph
91999011,True,2,Concord Road,primary,21.3,False,47.832,"LINESTRING (-71.269507 42.560634, -71.269484 42.560367, -71.2694717 42.5602862, -71.2694593 42.5602054)",MA 3A,35 mph
486990342,False,2,Concord Road,secondary,15.2,False,22.991,"LINESTRING (-71.2699009 42.5540498, -71.269798 42.554093, -71.269724 42.554157, -71.2696988 42.5541872)",,35 mph
848684326,True,2,Concord Road,primary,21.3,False,58.804,"LINESTRING (-71.269421 42.559874, -71.2694168 42.559694, -71.269414 42.5596297, -71.2694004 42.5595634, -71.2694009 42.559539, -71.2693981 42.5594025, -71.269397 42.559346)",MA 3A,35 mph
"[9357080, 9357401]",False,2,"['Dickinson Street', 'Holden Street']",residential,9.1,"[False, True]",202.985,"LINESTRING (-71.272148 42.55421, -71.272806 42.554059, -71.272889 42.55405, -71.272967 42.554053, -71.273041 42.554081, -71.273081 42.554108, -71.27312 42.55416, -71.273387 42.555179)",,
9358570,False,2,Whiting Street,residential,9.8,False,129.387,"LINESTRING (-71.272148 42.55421, -71.272212 42.554384, -71.272282 42.554591, -71.272494 42.555345)",,
"[9357560, 9357098]",False,2,Cider Mill Way,residential,15.2,False,126.72800000000001,"LINESTRING (-71.265589 42.561604, -71.2655531 42.5615919, -71.2646912 42.5613006, -71.264574 42.561261, -71.264569 42.561259, -71.2644656 42.5612229, -71.264185 42.561125)",,
9357448,False,2,Andover Road,secondary,13.4,False,89.444,"LINESTRING (-71.265589 42.561604, -71.265504 42.561717, -71.265349 42.56194, -71.2652496 42.56207, -71.265066 42.56231)",,
"[9357448, 624480124]",False,2,Andover Road,secondary,13.4,True,373.95,"LINESTRING (-71.265589 42.561604, -71.265802 42.561319, -71.2658248 42.5612935, -71.265942 42.561162, -71.266077 42.561059, -71.266352 42.560867, -71.2667055 42.5606837, -71.266851 42.5606082, -71.266944 42.56056, -71.2670329 42.5605139, -71.267108 42.560475, -71.2672833 42.5603894, -71.267575 42.5602471, -71.267719 42.5601768, -71.267815 42.56013, -71.2680004 42.5600439, -71.2680339 42.5600283, -71.2682518 42.5599271, -71.2684328 42.5598539, -71.2684818 42.5598335, -71.2685491 42.5598054, -71.2689249 42.559666, -71.268961 42.5596526, -71.2690609 42.5596131, -71.269142 42.559581)",,
9357442,True,2,Boston Road,primary,17.1,False,144.24699999999999,"LINESTRING (-71.2684504 42.5581026, -71.2685081 42.558205, -71.2685292 42.5582425, -71.2685721 42.5583188, -71.2687849 42.5587396, -71.2687996 42.5587722, -71.268848 42.558879, -71.2689034 42.5590039, -71.2690359 42.5593252)",MA 3A,35 mph
9358444,False,3,Boston Road,primary,17.1,False,125.33200000000001,"LINESTRING (-71.2684504 42.5581026, -71.2683811 42.5579801, -71.268172 42.5576727, -71.2680364 42.5574937, -71.2679767 42.557415, -71.2678184 42.5572258, -71.267717 42.5571155)",MA 3A,35 mph
9357102,False,2,Pages Court,residential,12.8,True,448.03600000000006,"LINESTRING (-71.269407 42.557055, -71.2694747 42.5570493, -71.27019 42.556989, -71.271051 42.556883, -71.27224 42.556747, -71.2727925 42.5566589, -71.273005 42.556625, -71.274005 42.556475, -71.274794 42.556367)",,
9357331,True,2,Cummings Street,secondary,15.2,False,109.19,"LINESTRING (-71.269407 42.557055, -71.269353 42.557182, -71.269184 42.557515, -71.269081 42.557694, -71.269007 42.55778, -71.268932 42.557859, -71.2688561 42.5579428)",,
486990342,False,2,Concord Road,secondary,15.2,True,131.84400000000002,"LINESTRING (-71.269407 42.557055, -71.269487 42.556632, -71.2695412 42.556365, -71.269554 42.556285, -71.2695781 42.5561012, -71.2695848 42.5559939, -71.26959 42.55591, -71.269592 42.555878)",,35 mph
9358306,True,2,Concord Road,primary,21.3,False,134.921,"LINESTRING (-71.269397 42.559346, -71.269396 42.558979, -71.2693933 42.5589128, -71.269386 42.5587312, -71.2693823 42.5586381, -71.269362 42.558133)",MA 3A,35 mph
9357069,False,2,Richardson Street,residential,9.8,False,82.387,"LINESTRING (-71.274364 42.555003, -71.273934 42.555077, -71.273387 42.555179)",,
9357355,False,2,Parker Street,residential,10.4,False,155.706,"LINESTRING (-71.274364 42.555003, -71.27442 42.555184, -71.2746106 42.5557888, -71.274684 42.55602, -71.274794 42.556367)",,
9357355,False,2,Parker Street,residential,10.4,True,95.621,"LINESTRING (-71.274364 42.555003, -71.274139 42.55428, -71.274092 42.554167)",,
9357442,True,2,Boston Road,primary,17.1,False,69.309,"LINESTRING (-71.269142 42.559581, -71.269164 42.559647, -71.26924 42.559864, -71.269351 42.560185)",MA 3A,35 mph
9358304,True,2,Concord Road,secondary,21.3,False,34.042,"LINESTRING (-71.269142 42.559581, -71.2692735 42.5595044, -71.269397 42.559346)",,35 mph
"[9357448, 624480124]",False,2,Andover Road,secondary,13.4,False,373.94999999999993,"LINESTRING (-71.269142 42.559581, -71.2690609 42.5596131, -71.268961 42.5596526, -71.2689249 42.559666, -71.2685491 42.5598054, -71.2684818 42.5598335, -71.2684328 42.5598539, -71.2682518 42.5599271, -71.2680339 42.5600283, -71.2680004 42.5600439, -71.267815 42.56013, -71.267719 42.5601768, -71.267575 42.5602471, -71.2672833 42.5603894, -71.267108 42.560475, -71.2670329 42.5605139, -71.266944 42.56056, -71.266851 42.5606082, -71.2667055 42.5606837, -71.266352 42.560867, -71.266077 42.561059, -71.265942 42.561162, -71.2658248 42.5612935, -71.265802 42.561319, -71.265589 42.561604)",,
848684327,True,2,Boston Road,primary,17.1,False,51.536,"LINESTRING (-71.269351 42.560185, -71.269507 42.560634)",MA 3A,35 mph
578533464,True,1,River Street,secondary,15.2,False,9.167,"LINESTRING (-71.269351 42.560185, -71.269405 42.560193, -71.2694593 42.5602054)",,
"[9357560, 9357098]",False,2,Cider Mill Way,residential,15.2,True,126.72800000000001,"LINESTRING (-71.264185 42.561125, -71.2644656 42.5612229, -71.264569 42.561259, -71.264574 42.561261, -71.2646912 42.5613006, -71.2655531 42.5615919, -71.265589 42.561604)",,
9357069,False,2,Richardson Street,residential,9.8,False,75.43900000000001,"LINESTRING (-71.273387 42.555179, -71.272637 42.55532, -71.272494 42.555345)",,
9357069,False,2,Richardson Street,residential,9.8,True,82.387,"LINESTRING (-71.273387 42.555179, -71.273934 42.555077, -71.274364 42.555003)",,
"[9357080, 9357401]",False,2,"['Holden Street', 'Dickinson Street']",residential,9.1,"[False, True]",202.985,"LINESTRING (-71.273387 42.555179, -71.27312 42.55416, -71.273081 42.554108, -71.273041 42.554081, -71.272967 42.554053, -71.272889 42.55405, -71.272806 42.554059, -71.272148 42.55421)",,
91999013,True,2,Cummings Street,primary,15.2,False,37.682,"LINESTRING (-71.2688561 42.5579428, -71.2686067 42.558041, -71.2685777 42.5580524, -71.2684504 42.5581026)",MA 3A,
9357293,False,2,Blanchard Avenue,residential,9.1,False,83.939,"LINESTRING (-71.271268 42.557735, -71.271351 42.55768, -71.271454 42.557632, -71.271579 42.557602, -71.271658 42.55765, -71.271667 42.557722, -71.271629 42.557777, -71.271555 42.557794, -71.271383 42.557759, -71.271268 42.557735)",,
9357293,False,2,Blanchard Avenue,residential,9.1,True,83.93900000000001,"LINESTRING (-71.271268 42.557735, -71.271383 42.557759, -71.271555 42.557794, -71.271629 42.557777, -71.271667 42.557722, -71.271658 42.55765, -71.271579 42.557602, -71.271454 42.557632, -71.271351 42.55768, -71.271268 42.557735)",,
