osmid,highway,oneway,reversed,length,geometry,name,ref,lanes,maxspeed
8832148,residential,False,False,102.28999999999999,"LINESTRING (-85.9551666 33.5334069, -85.95507 33.533338, -85.954976 33.533293, -85.954865 33.533248, -85.954728 33.533216, -85.954615 33.533195, -85.954427 33.533149, -85.954288 33.533144, -85.9541365 33.5331428)",,,,
8844771,residential,False,False,252.51299999999998,"LINESTRING (-85.9551666 33.5334069, -85.9551562 33.5336766, -85.955119 33.5339445, -85.9550702 33.5342056, -85.955013 33.534275, -85.9549334 33.534317, -85.9546998 33.5343087, -85.9544984 33.5343172, -85.954119 33.5343328, -85.954021 33.534334, -85.9539447 33.5343136, -85.953884 33.53427, -85.9538222 33.5341862, -85.9537893 33.5339867, -85.9537435 33.5338838)",Cemetery Circle,,,
8844771,residential,False,True,164.49999999999997,"LINESTRING (-85.9551666 33.5334069, -85.9551667 33.5331758, -85.955133 33.532859, -85.955132 33.532643, -85.95514 33.532432, -85.955136 33.532292, -85.955126 33.532154, -85.955099 33.532024, -85.955054 33.531939)",Cemetery Circle,,,
8839739,tertiary,False,True,19.56,"LINESTRING (-85.9541365 33.5331428, -85.9542046 33.5329763)",Jennifer Road,CR 47,,
8832148,residential,False,True,102.29,"LINESTRING (-85.9541365 33.5331428, -85.954288 33.533144, -85.954427 33.533149, -85.954615 33.533195, -85.954728 33.533216, -85.954865 33.533248, -85.954976 33.533293, -85.95507 33.533338, -85.9551666 33.5334069)",,,,
8839739,tertiary,False,False,90.09100000000001,"LINESTRING (-85.9541365 33.5331428, -85.9539165 33.5335652, -85.9537435 33.5338838)",Jennifer Road,CR 47,,
8832287,residential,False,False,85.99499999999999,"LINESTRING (-85.947541 33.530799, -85.947365 33.530833, -85.947274 33.530831, -85.947198 33.530802, -85.947131 33.530763, -85.947069 33.530718, -85.946803 33.530565, -85.946728 33.530531)",,,,
8832287,residential,False,False,28.199,"LINESTRING (-85.946728 33.530531, -85.946491 33.530372)",,,,
8832287,residential,False,True,85.99499999999999,"LINESTRING (-85.946728 33.530531, -85.946803 33.530565, -85.947069 33.530718, -85.947131 33.530763, -85.947198 33.530802, -85.947274 33.530831, -85.947365 33.530833, -85.947541 33.530799)",,,,
8832287,residential,False,True,28.199,"LINESTRING (-85.946491 33.530372, -85.946728 33.530531)",,,,
202957293,tertiary,False,False,64.529,"LINESTRING (-85.946491 33.530372, -85.946248 33.530408, -85.946166 33.530425, -85.945802 33.5304459)",Lions Road,,2,35 mph
202957293,tertiary,False,True,383.924,"LINESTRING (-85.946491 33.530372, -85.946778 33.530334, -85.946999 33.530313, -85.947122 33.530298, -85.947335 33.530282, -85.947617 33.530254, -85.947923 33.530229, -85.948677 33.530158, -85.949181 33.530099, -85.949679 33.530017, -85.949844 33.529995, -85.95001 33.529978, -85.950176 33.529969, -85.9505986 33.5299497)",Lions Road,,2,35 mph
"[8834292, 8837814]",residential,False,"[False, True]",206.423,"LINESTRING (-85.9538525 33.5289513, -85.953966 33.52885, -85.954 33.528823, -85.954296 33.528599, -85.954538 33.528411, -85.9547156 33.5282849, -85.9554935 33.5276972)",1st Avenue North,,,
"[8842209, 1120349082]",tertiary,False,"[False, True]",197.63299999999998,"LINESTRING (-85.9538525 33.5289513, -85.9544119 33.5295366, -85.9546466 33.5297533, -85.9551086 33.5300626, -85.9552186 33.5301378, -85.9553309 33.5302199)",Main Street,,,35 mph
8842209,tertiary,False,True,123.114,"LINESTRING (-85.9538525 33.5289513, -85.953686 33.528826, -85.952978 33.52812)",Main Street,,,35 mph
"[8848212, 202957293]",tertiary,False,False,274.52,"LINESTRING (-85.9538525 33.5289513, -85.953692 33.52908, -85.9533298 33.5293269, -85.953061 33.529418, -85.9517501 33.5297641, -85.9514047 33.5298499, -85.9511673 33.5299017)",Lions Road,,2,35 mph
8837242,residential,False,False,169.139,"LINESTRING (-85.9529756 33.5318127, -85.952381 33.532179, -85.951726 33.532626, -85.951545 33.532756)",Railroad Avenue,,,
8842019,residential,False,False,172.427,"LINESTRING (-85.9529756 33.5318127, -85.953236 33.5320771, -85.9537627 33.5325772, -85.9542046 33.5329763)",Mitchel Street,,,
8842019,residential,False,True,83.76599999999999,"LINESTRING (-85.9529756 33.5318127, -85.952898 33.5317327, -85.9523935 33.5312365)",Mitchel Street,,,
8846917,residential,False,True,281.364,"LINESTRING (-85.9529756 33.5318127, -85.953646 33.531321, -85.95417 33.530968, -85.9542582 33.5309068, -85.954666 33.530624, -85.955164 33.530306, -85.9553309 33.5302199)",Railroad Street,,,
8837242,residential,False,False,107.723,"LINESTRING (-85.951545 33.532756, -85.951402 33.532863, -85.951224 33.533011, -85.950867 33.533285, -85.950699 33.53342)",Railroad Avenue,,,
8837242,residential,False,True,169.139,"LINESTRING (-85.951545 33.532756, -85.951726 33.532626, -85.952381 33.532179, -85.9529756 33.5318127)",Railroad Avenue,,,
8846416,residential,False,False,177.58100000000002,"LINESTRING (-85.951545 33.532756, -85.951736 33.532952, -85.952048 33.533256, -85.952163 33.533358, -85.952349 33.533507, -85.952725 33.53378, -85.952892 33.533884)",Jones Street,,,
8837242,residential,False,True,107.72299999999998,"LINESTRING (-85.950699 33.53342, -85.950867 33.533285, -85.951224 33.533011, -85.951402 33.532863, -85.951545 33.532756)",Railroad Avenue,,,
8846411,residential,False,False,83.189,"LINESTRING (-85.950699 33.53342, -85.951183 33.534002, -85.951216 33.534031)",Jones Street,,,
8846914,residential,False,False,106.625,"LINESTRING (-85.950699 33.53342, -85.950213 33.533793, -85.950056 33.533914, -85.94985 33.534067)",Railroad Street,,,
8837425,residential,False,False,189.758,"LINESTRING (-85.9523935 33.5312365, -85.952158 33.531381, -85.951243 33.531883, -85.9506925 33.5321856)",Woodard Avenue,,,
8842019,residential,False,False,83.76599999999999,"LINESTRING (-85.9523935 33.5312365, -85.952898 33.5317327, -85.9529756 33.5318127)",Mitchel Street,,,
8842019,residential,False,True,191.353,"LINESTRING (-85.9523935 33.5312365, -85.951688 33.5305427, -85.9510534 33.5299275)",Mitchel Street,,,
8837425,residential,False,True,189.75799999999998,"LINESTRING (-85.9506925 33.5321856, -85.951243 33.531883, -85.952158 33.531381, -85.9523935 33.5312365)",Woodard Avenue,,,
202957328,trunk,False,True,14.078,"LINESTRING (-85.954065 33.526449, -85.95393 33.526507)",,AL 21,2,45 mph
8837594,residential,False,False,195.677,"LINESTRING (-85.954065 33.526449, -85.954587 33.527067, -85.954736 33.527237, -85.954841 33.527348, -85.95496 33.527447, -85.955097 33.527532, -85.9554935 33.5276972)",Bryd Street,,,
8837814,residential,False,False,14.689,"LINESTRING (-85.9554935 33.5276972, -85.9556119 33.5276094)",1st Avenue North,,,
8837594,residential,False,True,195.677,"LINESTRING (-85.9554935 33.5276972, -85.955097 33.527532, -85.95496 33.527447, -85.954841 33.527348, -85.954736 33.527237, -85.954587 33.527067, -85.954065 33.526449)",Bryd Street,,,
"[8834292, 8837814]",residential,False,"[False, True]",206.423,"LINESTRING (-85.9554935 33.5276972, -85.9547156 33.5282849, -85.954538 33.528411, -85.954296 33.528599, -85.954 33.528823, -85.953966 33.52885, -85.9538525 33.5289513)",1st Avenue North,,,
8837814,residential,False,True,14.689,"LINESTRING (-85.9556119 33.5276094, -85.9554935 33.5276972)",1st Avenue North,,,
202957328,trunk,False,False,14.078,"LINESTRING (-85.95393 33.526507, -85.954065 33.526449)",,AL 21,2,45 mph
202957328,trunk,False,True,84.183,"LINESTRING (-85.95393 33.526507, -85.953121 33.526851)",,AL 21,2,45 mph
202957328,trunk,False,True,13.234,"LINESTRING (-85.952337 33.527194, -85.952208 33.527245)",,AL 21,2,45 mph
8838487,residential,False,False,64.656,"LINESTRING (-85.952337 33.527194, -85.952137 33.526733, -85.952104 33.526646)",L & N Lane,,,
202957328,trunk,False,False,82.077,"LINESTRING (-85.952337 33.527194, -85.952534 33.527104, -85.952983 33.526911, -85.953121 33.526851)",,AL 21,2,45 mph
8838488,residential,False,True,108.372,"LINESTRING (-85.952104 33.526646, -85.951019 33.526283)",L & N Lane,,,
8838487,residential,False,False,140.231,"LINESTRING (-85.952104 33.526646, -85.952061 33.526531, -85.952012 33.526474, -85.95194 33.526437, -85.951863 33.526406, -85.951797 33.526355, -85.951762 33.52628, -85.951756 33.52621, -85.95175 33.526012, -85.951696 33.525509)",L & N Lane,,,
8838487,residential,False,True,64.656,"LINESTRING (-85.952104 33.526646, -85.952137 33.526733, -85.952337 33.527194)",L & N Lane,,,
8838487,residential,False,True,140.23100000000002,"LINESTRING (-85.951696 33.525509, -85.95175 33.526012, -85.951756 33.52621, -85.951762 33.52628, -85.951797 33.526355, -85.951863 33.526406, -85.95194 33.526437, -85.952012 33.526474, -85.952061 33.526531, -85.952104 33.526646)",L & N Lane,,,
8838488,residential,False,False,108.372,"LINESTRING (-85.951019 33.526283, -85.952104 33.526646)",L & N Lane,,,
8840962,residential,False,False,135.963,"LINESTRING (-85.948289 33.527585, -85.948768 33.528081, -85.948845 33.528169, -85.949001 33.528332, -85.949225 33.528525)",Cedars Road,,,
8839739,tertiary,False,False,122.97200000000001,"LINESTRING (-85.9557117 33.5308681, -85.9554588 33.5311871, -85.9552599 33.5314452, -85.9550286 33.5318147)",Jennifer Road,CR 47,,
8842201,tertiary,False,False,83.328,"LINESTRING (-85.9557117 33.5308681, -85.9557046 33.5307078, -85.9556909 33.5306282, -85.9556511 33.5305579, -85.9554749 33.5303806, -85.9553309 33.5302199)",Main Street,,,35 mph
8844771,residential,False,False,14.021,"LINESTRING (-85.9550286 33.5318147, -85.955054 33.531939)",Cemetery Circle,,,
8839739,tertiary,False,False,26.677,"LINESTRING (-85.9550286 33.5318147, -85.9549698 33.5318988, -85.9548811 33.5320207)",Jennifer Road,CR 47,,
8839739,tertiary,False,True,122.97200000000001,"LINESTRING (-85.9550286 33.5318147, -85.9552599 33.5314452, -85.9554588 33.5311871, -85.9557117 33.5308681)",Jennifer Road,CR 47,,
8839739,tertiary,False,False,19.56,"LINESTRING (-85.9542046 33.5329763, -85.9541365 33.5331428)",Jennifer Road,CR 47,,
8839739,tertiary,False,True,124.211,"LINESTRING (-85.9542046 33.5329763, -85.9543424 33.5326885, -85.9544436 33.5325152, -85.9548811 33.5320207)",Jennifer Road,CR 47,,
8842019,residential,False,True,172.42700000000002,"LINESTRING (-85.9542046 33.5329763, -85.9537627 33.5325772, -85.953236 33.5320771, -85.9529756 33.5318127)",Mitchel Street,,,
8839739,tertiary,False,True,90.09100000000001,"LINESTRING (-85.9537435 33.5338838, -85.9539165 33.5335652, -85.9541365 33.5331428)",Jennifer Road,CR 47,,
8844771,residential,False,True,252.513,"LINESTRING (-85.9537435 33.5338838, -85.9537893 33.5339867, -85.9538222 33.5341862, -85.953884 33.53427, -85.9539447 33.5343136, -85.954021 33.534334, -85.954119 33.5343328, -85.9544984 33.5343172, -85.9546998 33.5343087, -85.9549334 33.534317, -85.955013 33.534275, -85.9550702 33.5342056, -85.955119 33.5339445, -85.9551562 33.5336766, -85.9551666 33.5334069)",Cemetery Circle,,,
8839945,residential,False,False,265.376,"LINESTRING (-85.952978 33.52812, -85.952808 33.528239, -85.952476 33.528455, -85.951887 33.528852, -85.951766 33.528948, -85.951662 33.529061, -85.951577 33.529178, -85.951406 33.529459, -85.951343 33.529564, -85.9511673 33.5299017)",Angle Street,,,
8842209,tertiary,False,False,123.114,"LINESTRING (-85.952978 33.52812, -85.953686 33.528826, -85.9538525 33.5289513)",Main Street,,,35 mph
8842209,tertiary,False,True,120.83799999999998,"LINESTRING (-85.952978 33.52812, -85.952746 33.527862, -85.952551 33.527659, -85.952378 33.527479, -85.952208 33.527245)",Main Street,,,35 mph
202957293,tertiary,False,False,10.94,"LINESTRING (-85.9511673 33.5299017, -85.9510534 33.5299275)",Lions Road,,2,35 mph
8839945,residential,False,True,265.37600000000003,"LINESTRING (-85.9511673 33.5299017, -85.951343 33.529564, -85.951406 33.529459, -85.951577 33.529178, -85.951662 33.529061, -85.951766 33.528948, -85.951887 33.528852, -85.952476 33.528455, -85.952808 33.528239, -85.952978 33.52812)",Angle Street,,,
"[8848212, 202957293]",tertiary,False,True,274.52,"LINESTRING (-85.9511673 33.5299017, -85.9514047 33.5298499, -85.9517501 33.5297641, -85.953061 33.529418, -85.9533298 33.5293269, -85.953692 33.52908, -85.9538525 33.5289513)",Lions Road,,2,35 mph
202957293,tertiary,False,True,64.529,"LINESTRING (-85.945802 33.5304459, -85.946166 33.530425, -85.946248 33.530408, -85.946491 33.530372)",Lions Road,,2,35 mph
8840962,residential,False,False,203.41299999999998,"LINESTRING (-85.949225 33.528525, -85.94946 33.528798, -85.949481 33.528821, -85.949745 33.5291, -85.95005 33.529401, -85.950283 33.529645, -85.950381 33.529756, -85.9505986 33.5299497)",Cedars Road,,,
8840962,residential,False,True,135.963,"LINESTRING (-85.949225 33.528525, -85.949001 33.528332, -85.948845 33.528169, -85.948768 33.528081, -85.948289 33.527585)",Cedars Road,,,
202957328,trunk,False,False,311.024,"LINESTRING (-85.949225 33.528525, -85.949569 33.528365, -85.950667 33.527893, -85.951438 33.527561, -85.951665 33.527471, -85.952208 33.527245)",,AL 21,2,45 mph
202957328,trunk,False,True,299.35,"LINESTRING (-85.949225 33.528525, -85.948866 33.528661, -85.946351 33.529752)",,AL 21,2,45 mph
8840962,residential,False,True,203.41299999999998,"LINESTRING (-85.9505986 33.5299497, -85.950381 33.529756, -85.950283 33.529645, -85.95005 33.529401, -85.949745 33.5291, -85.949481 33.528821, -85.94946 33.528798, -85.949225 33.528525)",Cedars Road,,,
202957293,tertiary,False,False,383.924,"LINESTRING (-85.9505986 33.5299497, -85.950176 33.529969, -85.95001 33.529978, -85.949844 33.529995, -85.949679 33.530017, -85.949181 33.530099, -85.948677 33.530158, -85.947923 33.530229, -85.947617 33.530254, -85.947335 33.530282, -85.947122 33.530298, -85.946999 33.530313, -85.946778 33.530334, -85.946491 33.530372)",Lions Road,,2,35 mph
202957293,tertiary,False,True,42.32899999999999,"LINESTRING (-85.9505986 33.5299497, -85.950797 33.529953, -85.9510534 33.5299275)",Lions Road,,2,35 mph
202957293,tertiary,False,True,10.94,"LINESTRING (-85.9510534 33.5299275, -85.9511673 33.5299017)",Lions Road,,2,35 mph
8842019,residential,False,False,191.353,"LINESTRING (-85.9510534 33.5299275, -85.951688 33.5305427, -85.9523935 33.5312365)",Mitchel Street,,,
202957293,tertiary,False,False,42.32899999999999,"LINESTRING (-85.9510534 33.5299275, -85.950797 33.529953, -85.9505986 33.5299497)",Lions Road,,2,35 mph
