osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge
22056878,Oak Drive,residential,False,False,121.149,"LINESTRING (-87.9695882 41.5121009, -87.9695617 41.5126679, -87.9694758 41.5131861)",,,,
455491135,West Haven Avenue,tertiary,False,False,124.66400000000002,"LINESTRING (-87.9695882 41.5121009, -87.9689445 41.5121169, -87.9680915 41.512129)",25 mph,,,
22056878,Oak Drive,residential,False,False,121.79,"LINESTRING (-87.9694758 41.5131861, -87.9694078 41.5137509, -87.9693881 41.5139145, -87.9693394 41.5142766)",,,,
22056878,Oak Drive,residential,False,True,121.149,"LINESTRING (-87.9694758 41.5131861, -87.9695617 41.5126679, -87.9695882 41.5121009)",,,,
22058114,Hickory Street,residential,False,False,122.88900000000001,"LINESTRING (-87.9694758 41.5131861, -87.9688296 41.513142, -87.968006 41.5130857)",,,,
22056878,Oak Drive,residential,False,True,121.78999999999999,"LINESTRING (-87.9693394 41.5142766, -87.9693881 41.5139145, -87.9694078 41.5137509, -87.9694758 41.5131861)",,,,
"[723137984, 761391458]",West Maple Street,primary,False,False,126.86800000000001,"LINESTRING (-87.9693394 41.5142766, -87.9689117 41.51424, -87.968461 41.5142048, -87.9684298 41.5142024, -87.9678245 41.5141541)",35 mph,4,US 30,
22057321,West Maple Street,primary,False,False,116.87700000000001,"LINESTRING (-87.9678245 41.5141541, -87.9674896 41.5141393, -87.9673811 41.5141311, -87.9671839 41.5141163, -87.9669223 41.5140926, -87.9666539 41.5140544, -87.9664393 41.5140056)",35 mph,4,US 30,
22061083,North Pine Street,residential,False,True,119.75800000000001,"LINESTRING (-87.9678245 41.5141541, -87.9679003 41.5137076, -87.9679139 41.5136276, -87.9679237 41.5135699, -87.968006 41.5130857)",,,,
"[723137984, 761391458]",West Maple Street,primary,False,True,126.868,"LINESTRING (-87.9678245 41.5141541, -87.9684298 41.5142024, -87.968461 41.5142048, -87.9689117 41.51424, -87.9693394 41.5142766)",35 mph,4,US 30,
22057321,West Maple Street,primary,False,True,116.87699999999998,"LINESTRING (-87.9664393 41.5140056, -87.9666539 41.5140544, -87.9669223 41.5140926, -87.9671839 41.5141163, -87.9673811 41.5141311, -87.9674896 41.5141393, -87.9678245 41.5141541)",35 mph,4,US 30,
22066637,West Lincoln Highway,primary,False,False,94.71600000000001,"LINESTRING (-87.9664393 41.5140056, -87.9662965 41.513969, -87.9662464 41.5139562, -87.9660855 41.5138971, -87.9658347 41.5138128, -87.9654018 41.5136583)",,4,US 30,
"[48786880, 109831452, 1022133566]",North Cedar Road,tertiary,True,False,154.518,"LINESTRING (-87.9664393 41.5140056, -87.9663647 41.5141535, -87.9663708 41.5143884, -87.9663735 41.5144907, -87.9663745 41.5145274, -87.966385 41.5146328, -87.9663922 41.5148935, -87.9663979 41.5149996, -87.9663878 41.5150894, -87.9663688 41.5151934, -87.9663536 41.5152548, -87.9663709 41.5153815)",,,,yes
"[1085228008, 1002796850, 372519038]",North Cedar Road,secondary,False,False,114.672,"LINESTRING (-87.9664393 41.5140056, -87.966438 41.5136525, -87.9664377 41.5135771, -87.9664375 41.513511, -87.9664365 41.5132178, -87.9664345 41.5131505, -87.9664291 41.5129744)",30 mph,"['3', '2']",,
22057450,West 2nd Avenue,residential,False,False,117.937,"LINESTRING (-87.9694464 41.5098936, -87.9680302 41.5099097)",,,,
22057450,West 2nd Avenue,residential,False,True,117.937,"LINESTRING (-87.9680302 41.5099097, -87.9694464 41.5098936)",,,,
22068721,South Pine Street,residential,False,True,116.236,"LINESTRING (-87.9680302 41.5099097, -87.9680892 41.5109541)",,,,
22057450,West 2nd Avenue,residential,False,False,190.281,"LINESTRING (-87.9680302 41.5099097, -87.9664393 41.5099697, -87.9657473 41.5099839)",,,,
22068721,South Pine Street,residential,False,False,115.265,"LINESTRING (-87.9680302 41.5099097, -87.9680169 41.509396, -87.9680034 41.5088733)",,,,
22057450,West 2nd Avenue,residential,False,True,190.281,"LINESTRING (-87.9657473 41.5099839, -87.9664393 41.5099697, -87.9680302 41.5099097)",,,,
22077869,East 2nd Avenue,residential,False,False,232.267,"LINESTRING (-87.9657473 41.5099839, -87.9656087 41.5099882, -87.9640708 41.5100354, -87.9629595 41.5100513)",,,,
1085228011,South Cedar Road,secondary,False,False,117.08699999999999,"LINESTRING (-87.9657473 41.5099839, -87.9657233 41.5093977, -87.9657043 41.5089314)",30 mph,3,CH 4,
1085228011,South Cedar Road,secondary,False,True,117.013,"LINESTRING (-87.9657473 41.5099839, -87.965783 41.5105301, -87.9658088 41.5110352)",30 mph,3,CH 4,
