osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge
"[990441400, 406454050, 13267420, 406497845]",True,"['1', '2']",motorway_link,False,406.596,"LINESTRING (-117.809605 34.0320806, -117.8102433 34.0314879, -117.8103025 34.0314215, -117.8105984 34.0310894, -117.8110077 34.0307844, -117.8114696 34.0304833, -117.811957 34.0300739, -117.8120652 34.0299036, -117.8124789 34.0293443)",,,,
"[859337280, 123541525, 172602294]",True,"['4', '3']",motorway,False,434.37899999999996,"LINESTRING (-117.809605 34.0320806, -117.8104275 34.0308081, -117.8110434 34.0297502, -117.8113763 34.0290729, -117.8116319 34.0285578)",CA 57,Orange Freeway,65 mph,yes
184689284,False,5,secondary,True,13.388,"LINESTRING (-117.812354 34.0292828, -117.8124789 34.0293443)",,Sunset Crossing Road,,
"[406457320, 184689284]",False,5,secondary,False,175.035,"LINESTRING (-117.812354 34.0292828, -117.8117117 34.0289581, -117.8113245 34.0288163, -117.8108109 34.0286501, -117.8106516 34.0285956)",,Sunset Crossing Road,,
"[180176064, 756849429, 172602293, 406454063]",True,"['1', '2']",motorway_link,False,295.018,"LINESTRING (-117.812354 34.0292828, -117.8122112 34.0294821, -117.811911 34.0299047, -117.8118357 34.0299623, -117.8116526 34.0300139, -117.8114709 34.0299873, -117.8113178 34.029876, -117.8112653 34.0296697, -117.8113637 34.0294288, -117.8114674 34.0290921, -117.8116319 34.0285578)",,,,yes
406454800,True,3,secondary,False,10.252,"LINESTRING (-117.8119573 34.0252659, -117.8119719 34.0251745)",,Diamond Bar Boulevard,40 mph,
13297520,False,,residential,False,67.866,"LINESTRING (-117.8136374 34.0300046, -117.8132485 34.0305229)",,Old Trail Drive,,
13297520,False,,residential,True,11.502,"LINESTRING (-117.8136374 34.0300046, -117.8137171 34.029925)",,Old Trail Drive,,
"[375761115, 406454044, 406454813]",True,"['3', '2']",secondary,False,391.83,"LINESTRING (-117.8106516 34.0285956, -117.8107524 34.0285146, -117.8109188 34.0280992, -117.8113557 34.0270875, -117.81158 34.0265529, -117.8116702 34.0263576, -117.8117426 34.0261848, -117.8117899 34.0260193, -117.8118321 34.0259074, -117.8118989 34.0255796, -117.8119219 34.0254626, -117.8119402 34.0253607, -117.8119573 34.0252659)",,Diamond Bar Boulevard,40 mph,
"[375761120, 1036283417, 406454802, 406454814]",False,"['4', '5', '6']",secondary,False,205.58400000000003,"LINESTRING (-117.8106516 34.0285956, -117.8105904 34.0287195, -117.8105585 34.0287815, -117.8104046 34.0290809, -117.8103918 34.0291079, -117.8103707 34.0291525, -117.8102296 34.0294507, -117.8100628 34.0297906, -117.8100348 34.0298497, -117.8099951 34.0299295, -117.8099503 34.0300194, -117.8098546 34.0302117, -117.8098072 34.0303068)",,Diamond Bar Boulevard,40 mph,
