osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width
5347614,Highland Avenue,residential,25 mph,False,False,75.16199999999999,"LINESTRING (-124.2130984 43.3699401, -124.2131989 43.3699367, -124.2139332 43.3699357, -124.2140281 43.3699379)",,,
701197882,North Broadway,trunk,30 mph,True,False,63.472,"LINESTRING (-124.2130984 43.3699401, -124.2131011 43.3694589, -124.2131025 43.3693693)",2,US 101,
5347614,Highland Avenue,residential,25 mph,False,False,84.477,"LINESTRING (-124.2140281 43.3699379, -124.2141358 43.3699384, -124.2149837 43.3699392, -124.2150732 43.3699393)",,,
5347614,Highland Avenue,residential,25 mph,False,True,75.162,"LINESTRING (-124.2140281 43.3699379, -124.2139332 43.3699357, -124.2131989 43.3699367, -124.2130984 43.3699401)",,,
5348538,North 2nd Street,residential,,False,True,63.384,"LINESTRING (-124.2140281 43.3699379, -124.2140655 43.3698753, -124.2141012 43.3693742)",,,
108223125,North 2nd Street,residential,25 mph,False,False,79.71199999999999,"LINESTRING (-124.2140281 43.3699379, -124.2139917 43.3699898, -124.2139752 43.3706483)",,,
5347614,Highland Avenue,residential,25 mph,False,True,84.477,"LINESTRING (-124.2150732 43.3699393, -124.2149837 43.3699392, -124.2141358 43.3699384, -124.2140281 43.3699379)",,,
389119355,Highland Avenue,residential,25 mph,False,False,48.662,"LINESTRING (-124.2150732 43.3699393, -124.2151487 43.3699397, -124.2154974 43.3699416, -124.2156752 43.3699425)",,,
667519879,North 3rd Street,residential,25 mph,False,True,64.051,"LINESTRING (-124.2150732 43.3699393, -124.2150738 43.3697947, -124.2150742 43.3696767, -124.2150752 43.3694359, -124.2150658 43.3693636)",,,
389119355,Highland Avenue,residential,25 mph,False,False,41.249,"LINESTRING (-124.2160263 43.3699456, -124.2165366 43.3699444)",,,
389119355,Highland Avenue,residential,25 mph,False,True,28.382,"LINESTRING (-124.2160263 43.3699456, -124.2156752 43.3699425)",,,
5348863,North 4th Street,residential,,False,True,64.07900000000001,"LINESTRING (-124.2160263 43.3699456, -124.2160527 43.3694452, -124.2160471 43.3693698)",,,
5354933,North 4th Court,residential,25 mph,False,False,79.306,"LINESTRING (-124.2165366 43.3699444, -124.2165188 43.3706575)",,,
389119355,Highland Avenue,residential,25 mph,False,True,41.249,"LINESTRING (-124.2165366 43.3699444, -124.2160263 43.3699456)",,,
"[389119355, 389615980]","['North 5th Street', 'Highland Avenue']",residential,25 mph,False,"[False, True]",101.187,"LINESTRING (-124.2165366 43.3699444, -124.2170089 43.3699379, -124.2170302 43.3694451, -124.2170263 43.3693716)",,,
5347652,Telegraph Drive,residential,25 mph,False,False,141.819,"LINESTRING (-124.2187488 43.3720731, -124.2187599 43.3717321, -124.2187523 43.3715364, -124.2187227 43.3713973, -124.2186544 43.371313, -124.2185589 43.3712295, -124.2183786 43.371147, -124.2182279 43.3711234, -124.2180577 43.3711103)",,,
5347652,Telegraph Drive,residential,25 mph,False,True,141.81900000000002,"LINESTRING (-124.2180577 43.3711103, -124.2182279 43.3711234, -124.2183786 43.371147, -124.2185589 43.3712295, -124.2186544 43.371313, -124.2187227 43.3713973, -124.2187523 43.3715364, -124.2187599 43.3717321, -124.2187488 43.3720731)",,,
389119354,Park Avenue,residential,25 mph,False,True,152.462,"LINESTRING (-124.2180577 43.3711103, -124.2180098 43.3709465, -124.2179316 43.3708326, -124.2178072 43.3707444, -124.2175731 43.3706761, -124.2165838 43.3706568, -124.2165188 43.3706575)",,,
683629543,North 8th Street,residential,25 mph,False,False,90.734,"LINESTRING (-124.2200822 43.3696861, -124.2200579 43.3705019)",,,32'
5347909,8th Terrace,residential,25 mph,True,False,203.285,"LINESTRING (-124.2200822 43.3696861, -124.2212663 43.370163, -124.2221362 43.3706144, -124.2222245 43.3706343)",,,24'
666796003,North 8th Street,residential,25 mph,False,True,81.587,"LINESTRING (-124.2200822 43.3696861, -124.2200769 43.3690135, -124.2200747 43.3689524)",,,28'
666796004,North 10th Street,tertiary,25 mph,False,True,191.77700000000002,"LINESTRING (-124.2222245 43.3706343, -124.2222365 43.3705915, -124.2223196 43.3702763, -124.2224511 43.3698354, -124.2224859 43.3696494, -124.2225019 43.3694837, -124.2225006 43.3692556, -124.2225008 43.3689286)",2,,
681209314,South 6th Street,residential,25 mph,False,False,92.143,"LINESTRING (-124.218129 43.3635018, -124.2181207 43.3639495, -124.2181158 43.3642589, -124.2181159 43.3643304)",,,
