osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref
5715449,Rosebrock Street,residential,False,False,89.7,,,"LINESTRING (-78.8705997 43.0430008, -78.8695376 43.0432204)",
101453803,Niagara Parkway,residential,False,True,170.968,,,"LINESTRING (-78.8705997 43.0430008, -78.8700903 43.041509)",
5715449,Rosebrock Street,residential,False,False,25.93,,,"LINESTRING (-78.8695376 43.0432204, -78.8692371 43.0432988)",
5715449,Rosebrock Street,residential,False,True,89.7,,,"LINESTRING (-78.8695376 43.0432204, -78.8705997 43.0430008)",
5718467,Shad Street,residential,False,True,171.523,,,"LINESTRING (-78.8695376 43.0432204, -78.8689793 43.0417328)",
48985505,Miller Street,residential,False,False,208.589,,,"LINESTRING (-78.870793 43.036425, -78.8683237 43.0369363)",
52916948,Bryant Street,residential,False,False,98.351,,,"LINESTRING (-78.870793 43.036425, -78.871108 43.037279)",
48984763,Wheatfield Street,primary,False,False,206.698,2,30 mph,"LINESTRING (-78.871108 43.037279, -78.8686591 43.0377806)",
52916948,Bryant Street,residential,False,True,98.351,,,"LINESTRING (-78.871108 43.037279, -78.870793 43.036425)",
52916948,Bryant Street,residential,False,False,93.495,,,"LINESTRING (-78.871108 43.037279, -78.8711417 43.0373641, -78.8714277 43.0380867)",
5718938,Stanley Street,residential,False,False,207.571,,,"LINESTRING (-78.8714277 43.0380867, -78.8689703 43.0385953)",
52916948,Bryant Street,residential,False,False,92.286,,,"LINESTRING (-78.8714277 43.0380867, -78.8717199 43.0388887)",
52916948,Bryant Street,residential,False,True,93.495,,,"LINESTRING (-78.8714277 43.0380867, -78.8711417 43.0373641, -78.871108 43.037279)",
5719471,Bennett Street,residential,False,False,205.75,,,"LINESTRING (-78.8717199 43.0388887, -78.8692873 43.0394012)",
52916948,Bryant Street,residential,False,False,92.825,,,"LINESTRING (-78.8717199 43.0388887, -78.8720258 43.039693)",
52916948,Bryant Street,residential,False,True,92.286,,,"LINESTRING (-78.8717199 43.0388887, -78.8714277 43.0380867)",
52916948,Bryant Street,residential,False,True,92.825,,,"LINESTRING (-78.8720258 43.039693, -78.8717199 43.0388887)",
5717930,Evans Street,residential,False,False,204.779,,,"LINESTRING (-78.8720258 43.039693, -78.8719743 43.039703, -78.8695903 43.0401652)",
227989877,Division Street,residential,True,False,182.68999999999994,2,30 mph,"LINESTRING (-78.8639972 43.0387401, -78.8640628 43.0388178, -78.8641161 43.0388818, -78.8641749 43.0389559, -78.8645857 43.0394843, -78.8648087 43.0397685, -78.864929 43.0399206, -78.864986 43.0399876, -78.8650063 43.0400077, -78.865033 43.0400282, -78.8650664 43.0400464, -78.865107 43.0400617, -78.8652152 43.0400901)",
"[833283708, 1112073684]",Erie Avenue,primary,False,True,123.38,"['3', '2']",40 mph,"LINESTRING (-78.8639972 43.0387401, -78.8638711 43.038767, -78.8638244 43.0387833, -78.8637288 43.0388265, -78.8635645 43.0389381, -78.8635344 43.0389595, -78.8633965 43.0390577, -78.8632697 43.0391507, -78.8630818 43.0392952, -78.8628673 43.0394602)",NY 425
"[5718155, 1112073685]",Erie Avenue,primary,False,False,22.567,3,40 mph,"LINESTRING (-78.8639972 43.0387401, -78.8641138 43.0387166, -78.8642305 43.0386932, -78.8642649 43.0386862)",NY 425
"[5718155, 1112073685]",Erie Avenue,primary,False,True,22.567,3,40 mph,"LINESTRING (-78.8642649 43.0386862, -78.8642305 43.0386932, -78.8641138 43.0387166, -78.8639972 43.0387401)",NY 425
53634147,Twin Cities Memorial Highway,secondary,True,False,175.202,2,45 mph,"LINESTRING (-78.8642649 43.0386862, -78.8643592 43.0388087, -78.8647961 43.0393711, -78.8649874 43.0396141, -78.865051 43.0397003, -78.8651051 43.0397818, -78.8651591 43.0398924, -78.8651952 43.0400019, -78.8652152 43.0400901)",
"[1112073683, 53634148]",Wheatfield Street,primary,False,"[False, True]",14.277,2,30 mph,"LINESTRING (-78.8642649 43.0386862, -78.8643384 43.0386715, -78.8644343 43.0386522)",NY 425
48984763,Wheatfield Street,primary,False,False,52.573,2,30 mph,"LINESTRING (-78.8658838 43.0383615, -78.8652602 43.0384872)",
5715936,Stephen J Sikora Drive,unclassified,False,False,189.00900000000001,2,,"LINESTRING (-78.8658838 43.0383615, -78.8659158 43.0384413, -78.8664662 43.0398824, -78.8665105 43.0399984)",
48984763,Wheatfield Street,primary,False,True,234.63400000000001,2,30 mph,"LINESTRING (-78.8658838 43.0383615, -78.8663478 43.0382597, -78.8667194 43.0381827, -78.8675464 43.0380183, -78.8686591 43.0377806)",
5715936,Stephen J Sikora Drive,unclassified,False,True,189.00900000000001,2,,"LINESTRING (-78.8665105 43.0399984, -78.8664662 43.0398824, -78.8659158 43.0384413, -78.8658838 43.0383615)",
5716121,Donald Drive,residential,False,False,255.844,,,"LINESTRING (-78.8652908 43.0422322, -78.8621428 43.0422574)",
97800746,Nash Road,secondary,False,False,103.922,3,30 mph,"LINESTRING (-78.8652908 43.0422322, -78.8652731 43.0412977)",
97800746,Nash Road,secondary,False,True,102.944,3,30 mph,"LINESTRING (-78.8652908 43.0422322, -78.8653171 43.0431578)",
5716121,Donald Drive,residential,False,True,255.844,,,"LINESTRING (-78.8621428 43.0422574, -78.8652908 43.0422322)",
5716200,Hewitt Street,residential,False,False,134.479,,,"LINESTRING (-78.8716833 43.0411817, -78.8700903 43.041509)",
5716200,Hewitt Street,residential,False,False,93.655,,,"LINESTRING (-78.8700903 43.041509, -78.8689793 43.0417328)",
5716200,Hewitt Street,residential,False,True,134.479,,,"LINESTRING (-78.8700903 43.041509, -78.8716833 43.0411817)",
101453803,Niagara Parkway,residential,False,False,170.968,,,"LINESTRING (-78.8700903 43.041509, -78.8705997 43.0430008)",
101453803,Niagara Parkway,residential,False,True,154.85,,,"LINESTRING (-78.8700903 43.041509, -78.8695903 43.0401652)",
5716200,Hewitt Street,residential,False,True,93.655,,,"LINESTRING (-78.8689793 43.0417328, -78.8700903 43.041509)",
5718467,Shad Street,residential,False,False,171.523,,,"LINESTRING (-78.8689793 43.0417328, -78.8695376 43.0432204)",
"[5717930, 5718467]","['Evans Street', 'Shad Street']",residential,False,True,244.182,,,"LINESTRING (-78.8689793 43.0417328, -78.8684978 43.0404609, -78.8685456 43.0403879, -78.8695903 43.0401652)",
97800746,Nash Road,secondary,False,False,95.418,3,30 mph,"LINESTRING (-78.8653236 43.0440159, -78.8653171 43.0431578)",
97800746,Nash Road,secondary,False,True,60.878,3,30 mph,"LINESTRING (-78.8653236 43.0440159, -78.8653517 43.044563)",
