osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,tunnel,bridge
"[789943747, 5508854]",2,Cottage Street Southeast,unclassified,False,False,114.297,"LINESTRING (-123.0339787 44.9387359, -123.0340327 44.9386276, -123.0342482 44.9381986, -123.0344354 44.9378302, -123.0344675 44.937768)",,,,
197947016,3,State Street,secondary,True,False,136.606,"LINESTRING (-123.0339787 44.9387359, -123.0338099 44.9386961, -123.033158 44.9385312, -123.0326798 44.9384103, -123.0325161 44.9383689, -123.032343 44.9383253)",25 mph,,,
30594266,2,Cottage Street Northeast,unclassified,True,False,133.801,"LINESTRING (-123.0334087 44.9398695, -123.0334698 44.9397476, -123.0336185 44.9394634, -123.0336492 44.9394022, -123.0336933 44.9393141, -123.0337786 44.9391438, -123.0339171 44.9388592, -123.0339787 44.9387359)",,,,
30795094,3,Court Street Northeast,secondary,True,False,137.371,"LINESTRING (-123.0334087 44.9398695, -123.0335653 44.9399085, -123.0341391 44.9400526, -123.0342283 44.940075, -123.0344011 44.9401184, -123.0348881 44.9402406, -123.0350538 44.9402821)",25 mph,,,
30594267,2,Chemeketa Street Northeast,unclassified,False,False,136.892,"LINESTRING (-123.0328612 44.9409758, -123.0330236 44.9410165, -123.0334128 44.9411145, -123.0336749 44.9411799, -123.0343279 44.9413438, -123.0345005 44.9413871)",25 mph,,,
30795100,2,Chemeketa Street Northeast,unclassified,False,True,136.368,"LINESTRING (-123.0328612 44.9409758, -123.0326882 44.940932, -123.0322046 44.9408108, -123.0320484 44.9407717, -123.0313931 44.9405976, -123.0312331 44.9405565)",25 mph,,,
694846293,2,Cottage Street Northeast,unclassified,True,False,130.346,"LINESTRING (-123.0328612 44.9409758, -123.0329213 44.9408557, -123.0329247 44.940849, -123.0329756 44.9407458, -123.0330373 44.9406194, -123.033097 44.9404985, -123.0333555 44.9399757, -123.0334087 44.9398695)",,,,
695751670,2,Cottage Street Northeast,unclassified,True,False,130.14,"LINESTRING (-123.0323087 44.9420789, -123.0323644 44.9419677, -123.0326069 44.9414822, -123.0326439 44.9414083, -123.0326843 44.9413285, -123.0328042 44.9410896, -123.0328612 44.9409758)",,,,
695751671,4,Center Street Northeast,primary,True,False,136.317,"LINESTRING (-123.0323087 44.9420789, -123.0321501 44.9420392, -123.0321322 44.9420347, -123.0316826 44.9419218, -123.0316585 44.9419159, -123.031494 44.9418745, -123.0311808 44.941796, -123.0308414 44.9417108, -123.0306762 44.9416694)",30 mph,,,
30794679,4,Marion Street Northeast,primary,True,False,136.88,"LINESTRING (-123.0317608 44.9431731, -123.0319154 44.943212, -123.0325745 44.9433773, -123.0327441 44.94342, -123.0329255 44.9434655, -123.0331037 44.9435102, -123.0332293 44.9435416, -123.0332389 44.943544, -123.0334 44.9435844)",30 mph,,,
30794680,2,Cottage Street Northeast,unclassified,True,False,129.085,"LINESTRING (-123.0317608 44.9431731, -123.0318104 44.9430741, -123.0319794 44.9427402, -123.0320661 44.9425631, -123.0321377 44.9424202, -123.0322461 44.942204, -123.0323087 44.9420789)",,,,
197947015,3,State Street,secondary,False,False,135.46800000000002,"LINESTRING (-123.0372439 44.939555, -123.0370842 44.9395145, -123.0367452 44.9394299, -123.0364297 44.9393518, -123.0361475 44.9392799, -123.0357631 44.9391818, -123.0356217 44.939148)",25 mph,,,
197951268,3,State Street,secondary,False,True,135.742,"LINESTRING (-123.0372439 44.939555, -123.0373766 44.9395873, -123.0377423 44.9396801, -123.0377548 44.9396832, -123.0380612 44.9397601, -123.0382729 44.9398132, -123.0387111 44.9399228, -123.0388694 44.9399628)",25 mph,,,
475423402,2,High Street Southeast,secondary,True,False,114.19999999999999,"LINESTRING (-123.0372439 44.939555, -123.0372869 44.9394681, -123.0376889 44.9386664, -123.0377279 44.9385868)",30 mph,,,
5503381,2,High Street Southeast,secondary,True,False,120.60499999999999,"LINESTRING (-123.0377279 44.9385868, -123.037766 44.9385122, -123.0379573 44.9381303, -123.0379669 44.9381112, -123.038196 44.9376528, -123.0382406 44.9375647)",30 mph,,,
475423399,2,Ferry Street Southeast,trunk,True,False,135.74699999999999,"LINESTRING (-123.0377279 44.9385868, -123.0378814 44.9386254, -123.0378929 44.9386283, -123.0384893 44.9387784, -123.0385449 44.9387924, -123.0391952 44.9389561, -123.0393528 44.9389959)",30 mph,OR 22;OR 99E Bus,,
182802998,,High Street Southeast,tertiary,True,False,112.158,"LINESTRING (-123.0382406 44.9375647, -123.038343 44.9374854, -123.0384114 44.9373336, -123.0387704 44.9366366)",25 mph,,,
695032859,2,Trade Street Southeast,trunk,True,False,135.476,"LINESTRING (-123.0382406 44.9375647, -123.0380755 44.9375229, -123.0374269 44.9373579, -123.0369001 44.9372241, -123.0367722 44.9371901, -123.0366221 44.9371503)",30 mph,OR 22;OR 99E Bus,,
