osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,junction
43071036,St Johns Boulevard,residential,30 mph,False,False,83.49700000000001,"LINESTRING (-4.0758336 55.821595, -4.075763 55.8215397, -4.0756205 55.8214281, -4.0754328 55.8213175, -4.0752539 55.8212949, -4.0751423 55.8212915, -4.0748424 55.821349, -4.0747554 55.8213488)",,,,
46170685,Mansfield Drive,residential,30 mph,False,True,72.339,"LINESTRING (-4.0758336 55.821595, -4.0759173 55.8216399, -4.0760071 55.8216798, -4.0761051 55.8217664, -4.0761445 55.8218486, -4.0761554 55.8218601, -4.0763386 55.8220604, -4.0764192 55.8221001, -4.0764676 55.8221222)",,,,
"[403723871, 121143487]",North British Road,residential,30 mph,False,True,114.69400000000002,"LINESTRING (-4.0758336 55.821595, -4.0759173 55.8215581, -4.0759813 55.8215406, -4.076156 55.8214808, -4.0763968 55.8214276, -4.0767294 55.8214206, -4.076982 55.8214488, -4.0771368 55.8214741, -4.0773167 55.8215309, -4.0774847 55.821625)",,,,
137893279,North British Road,residential,30 mph,False,True,67.874,"LINESTRING (-4.0758336 55.821595, -4.0757292 55.8216418, -4.0755555 55.8217269, -4.075048 55.8219457, -4.0749824 55.8219741)",,,,
36137502,Station Road,residential,20 mph,False,False,148.239,"LINESTRING (-4.085328 55.8233565, -4.0853722 55.8233191, -4.085357 55.82319, -4.0852972 55.8230673, -4.0852567 55.8229841, -4.0852115 55.8227259, -4.0852529 55.8225764, -4.0852677 55.8225231, -4.0854491 55.8222543, -4.0855358 55.8220673)",,,,
36142204,,residential,,False,False,112.04,"LINESTRING (-4.085328 55.8233565, -4.0855468 55.8234192, -4.0869435 55.8233969, -4.0870935 55.8233882)",,,,
43070114,,residential,,False,True,29.779,"LINESTRING (-4.085328 55.8233565, -4.0852671 55.823373, -4.08488 55.8234474)",,,,
36137501,Gardenside Street,residential,20 mph,False,True,99.17499999999998,"LINESTRING (-4.0855358 55.8220673, -4.0852525 55.8220736, -4.0848043 55.8220837, -4.0844509 55.8221007, -4.0843026 55.8221094, -4.0839648 55.8221646)",,,,
36137502,Station Road,residential,20 mph,False,True,148.239,"LINESTRING (-4.0855358 55.8220673, -4.0854491 55.8222543, -4.0852677 55.8225231, -4.0852529 55.8225764, -4.0852115 55.8227259, -4.0852567 55.8229841, -4.0852972 55.8230673, -4.085357 55.82319, -4.0853722 55.8233191, -4.085328 55.8233565)",,,,
121920482,Gardenside Street,residential,20 mph,False,False,136.158,"LINESTRING (-4.0855358 55.8220673, -4.0859972 55.8221146, -4.086571 55.8222223, -4.0870255 55.822384, -4.0875274 55.8225331)",,,,
35787228,Bothwell Road,secondary,30 mph,False,True,80.357,"LINESTRING (-4.0816498 55.8173166, -4.081571 55.8170677, -4.0814824 55.8167474, -4.0814771 55.8167277, -4.0814438 55.8166033)",B7071,,,
43483143,Main Street,secondary,30 mph,False,False,127.541,"LINESTRING (-4.0816498 55.8173166, -4.0818727 55.818036, -4.0819617 55.818363, -4.0819927 55.8184472)",B7071,2,,
53105159,Old Glasgow Road,tertiary,30 mph,False,True,128.666,"LINESTRING (-4.0816498 55.8173166, -4.0817708 55.8173067, -4.081879 55.8173106, -4.0820171 55.8173933, -4.082405 55.8177059, -4.082562 55.8178958, -4.0826913 55.8182112)",,,,
35935118,Bellshill Road,tertiary,30 mph,False,True,48.514,"LINESTRING (-4.0819927 55.8184472, -4.082145 55.8184353, -4.0827584 55.8183747)",,,,
43483143,Main Street,secondary,30 mph,False,False,154.38699999999997,"LINESTRING (-4.0819927 55.8184472, -4.082053 55.8185791, -4.0822358 55.8191238, -4.0823271 55.8193624, -4.0823442 55.8194224, -4.0823839 55.8195537, -4.0824075 55.8196307, -4.0824709 55.819809)",B7071,2,,
43483143,Main Street,secondary,30 mph,False,True,127.541,"LINESTRING (-4.0819927 55.8184472, -4.0819617 55.818363, -4.0818727 55.818036, -4.0816498 55.8173166)",B7071,2,,
56962510,Bellshill Road,secondary,30 mph,False,True,54.75,"LINESTRING (-4.0819927 55.8184472, -4.0818225 55.8184612, -4.0812762 55.8185155, -4.0811277 55.8185257)",B756,2,,
43483143,Main Street,secondary,30 mph,False,False,216.486,"LINESTRING (-4.0824709 55.819809, -4.082721 55.8202456, -4.0831326 55.8208884, -4.0832309 55.8210356, -4.0835457 55.8215073, -4.0836332 55.8216428)",B7071,2,,
43483143,Main Street,secondary,30 mph,False,True,154.387,"LINESTRING (-4.0824709 55.819809, -4.0824075 55.8196307, -4.0823839 55.8195537, -4.0823442 55.8194224, -4.0823271 55.8193624, -4.0822358 55.8191238, -4.082053 55.8185791, -4.0819927 55.8184472)",B7071,2,,
44785695,The Cut,residential,,True,False,46.471,"LINESTRING (-4.0824709 55.819809, -4.0818465 55.819871, -4.0817419 55.8198898)",,,,
45345474,Church Street,tertiary,,True,False,76.04599999999999,"LINESTRING (-4.0824709 55.819809, -4.0832638 55.8197718, -4.0836854 55.8197765)",,,,
36138977,Lady Isle Crescent,residential,30 mph,False,False,105.987,"LINESTRING (-4.0891416 55.822689, -4.0892424 55.8225977, -4.0893416 55.8225349, -4.0894843 55.822421, -4.089695 55.8222105, -4.089855 55.8220065, -4.0899314 55.8218756, -4.0899427 55.8218563)",,,,
"[142410339, 191452396, 36138983]","['Grammar School Walk', 'Gardenside Street']",residential,30 mph,False,"[False, True]",112.221,"LINESTRING (-4.0891416 55.822689, -4.0890221 55.8227822, -4.0885497 55.822736, -4.0879635 55.8226867, -4.0877383 55.8226745, -4.0875818 55.8226708, -4.0874536 55.8226979)",,,,
"[38357649, 53105159, 53105151]",Old Glasgow Road,tertiary,30 mph,False,False,403.858,"LINESTRING (-4.0891416 55.822689, -4.0888258 55.8224969, -4.0885018 55.8221943, -4.0883122 55.8218271, -4.0881907 55.8213409, -4.0882639 55.8209987, -4.0883055 55.8207819, -4.0882698 55.820636, -4.0882543 55.8205849, -4.088221 55.8204745, -4.0880942 55.8203226, -4.0878063 55.8201429, -4.0876738 55.8200906, -4.0869916 55.819929, -4.0864058 55.8197991)",,,yes,
53105159,Old Glasgow Road,tertiary,30 mph,False,True,25.769,"LINESTRING (-4.084986 55.8194816, -4.0853659 55.8195719)",,,,
35906586,Church Street,tertiary,30 mph,False,False,30.784000000000002,"LINESTRING (-4.084986 55.8194816, -4.0848492 55.8196803, -4.0847734 55.8197278)",,,,
53105159,Old Glasgow Road,tertiary,30 mph,False,False,82.524,"LINESTRING (-4.084986 55.8194816, -4.0846879 55.8194033, -4.0843608 55.8193167, -4.0837866 55.8191706)",,,,
53105159,Old Glasgow Road,tertiary,30 mph,False,False,18.657,"LINESTRING (-4.0827584 55.8183747, -4.0826913 55.8182112)",,,,
35935118,Bellshill Road,tertiary,30 mph,False,False,48.514,"LINESTRING (-4.0827584 55.8183747, -4.082145 55.8184353, -4.0819927 55.8184472)",,,,
53105159,Old Glasgow Road,tertiary,30 mph,False,True,116.48599999999999,"LINESTRING (-4.0827584 55.8183747, -4.0828715 55.8186, -4.0829357 55.8187278, -4.0830736 55.8188915, -4.0831734 55.8189784, -4.0832527 55.819018, -4.0836895 55.8191446, -4.0837866 55.8191706)",,,,
200773226,Castle Avenue,tertiary,30 mph,False,True,16.848,"LINESTRING (-4.0827584 55.8183747, -4.0828493 55.8183309, -4.0829037 55.8182524)",,,,
35906586,Church Street,tertiary,30 mph,False,False,68.658,"LINESTRING (-4.0847734 55.8197278, -4.0846782 55.8197521, -4.0845584 55.8197617, -4.0842238 55.8197706, -4.0840155 55.8197729, -4.0836854 55.8197765)",,,,
35906586,Church Street,tertiary,30 mph,False,True,30.784000000000002,"LINESTRING (-4.0847734 55.8197278, -4.0848492 55.8196803, -4.084986 55.8194816)",,,,
43565430,Easter Mews,residential,30 mph,False,True,38.464999999999996,"LINESTRING (-4.0847734 55.8197278, -4.0848428 55.8197942, -4.0848992 55.819915, -4.0851555 55.8199187)",,,,
200773226,Castle Avenue,tertiary,30 mph,False,False,42.325,"LINESTRING (-4.083143 55.8178963, -4.0829037 55.8182524)",,,,
200773226,Castle Avenue,tertiary,30 mph,False,True,71.879,"LINESTRING (-4.083143 55.8178963, -4.0835608 55.817294)",,,,
44785040,Loancroft Gardens,residential,30 mph,False,True,78.601,"LINESTRING (-4.083143 55.8178963, -4.0835193 55.8179808, -4.0836656 55.8179764, -4.0838732 55.8179741, -4.0839958 55.8179752, -4.0841283 55.8180008, -4.0843398 55.8180597)",,,,
200773226,Castle Avenue,tertiary,30 mph,False,False,47.551,"LINESTRING (-4.0889265 55.8148965, -4.088541 55.8149714, -4.0883308 55.8150068, -4.0881997 55.8150217)",,,,
36137501,Gardenside Street,residential,20 mph,False,False,99.17500000000001,"LINESTRING (-4.0839648 55.8221646, -4.0843026 55.8221094, -4.0844509 55.8221007, -4.0848043 55.8220837, -4.0852525 55.8220736, -4.0855358 55.8220673)",,,,
"[43483083, 43483143]",Main Street,secondary,30 mph,False,False,153.676,"LINESTRING (-4.0839648 55.8221646, -4.0841863 55.8224832, -4.0844855 55.8229041, -4.0847686 55.8232998, -4.08488 55.8234474)",B7071,2,,
43483143,Main Street,secondary,30 mph,False,True,61.611999999999995,"LINESTRING (-4.0839648 55.8221646, -4.0838526 55.8219966, -4.0836332 55.8216428)",B7071,2,,
"[36138977, 833504893]","['Lady Isle Crescent', 'Eglinton Avenue']",residential,30 mph,False,False,93.979,"LINESTRING (-4.0899427 55.8218563, -4.0899351 55.8215508, -4.0899017 55.8213311, -4.0896227 55.8213244, -4.0894916 55.8213273, -4.0894666 55.8213279, -4.0893343 55.8213332)",,,,
36138977,Lady Isle Crescent,residential,30 mph,False,True,105.98699999999998,"LINESTRING (-4.0899427 55.8218563, -4.0899314 55.8218756, -4.089855 55.8220065, -4.089695 55.8222105, -4.0894843 55.822421, -4.0893416 55.8225349, -4.0892424 55.8225977, -4.0891416 55.822689)",,,,
36138979,Easter Avenue,residential,30 mph,False,False,61.092999999999996,"LINESTRING (-4.0893343 55.8213332, -4.0893374 55.8214233, -4.0893523 55.82186, -4.089354 55.8218825)",,,,
36138979,Easter Avenue,residential,30 mph,False,True,90.416,"LINESTRING (-4.0893343 55.8213332, -4.0893029 55.8210265, -4.0893018 55.8209962, -4.0892666 55.820521)",,,,
"[36138977, 833504893]","['Lady Isle Crescent', 'Eglinton Avenue']",residential,30 mph,False,True,93.979,"LINESTRING (-4.0893343 55.8213332, -4.0894666 55.8213279, -4.0894916 55.8213273, -4.0896227 55.8213244, -4.0899017 55.8213311, -4.0899351 55.8215508, -4.0899427 55.8218563)",,,,
36138979,Easter Avenue,residential,30 mph,False,False,90.416,"LINESTRING (-4.0892666 55.820521, -4.0893018 55.8209962, -4.0893029 55.8210265, -4.0893343 55.8213332)",,,,
36142204,,residential,,False,True,112.04,"LINESTRING (-4.0870935 55.8233882, -4.0869435 55.8233969, -4.0855468 55.8234192, -4.085328 55.8233565)",,,,
121920482,Gardenside Street,residential,20 mph,False,True,136.158,"LINESTRING (-4.0875274 55.8225331, -4.0870255 55.822384, -4.086571 55.8222223, -4.0859972 55.8221146, -4.0855358 55.8220673)",,,,
43564892,Knowehead Drive,residential,30 mph,False,True,113.184,"LINESTRING (-4.0864058 55.8197991, -4.0863042 55.8199039, -4.0861947 55.8200436, -4.0861477 55.820165, -4.0861812 55.8202697, -4.0862513 55.8203259, -4.0863549 55.8203856, -4.0869239 55.8205582)",,2,,
53105159,Old Glasgow Road,tertiary,30 mph,False,False,45.512,"LINESTRING (-4.0864058 55.8197991, -4.0858825 55.8196852, -4.0857285 55.8196484)",,,,
