osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction
4823026,Brook Way,residential,30 mph,False,False,77.50500000000001,"LINESTRING (-3.597533 50.5610145, -3.5973508 50.5609657, -3.5972419 50.5609388, -3.5971186 50.5609243, -3.5970126 50.5609303, -3.5968799 50.5609334, -3.5966747 50.560932, -3.5964641 50.5609125)",,,,
"[31695385, 25199429]",Mill Park,secondary,30 mph,False,True,53.884,"LINESTRING (-3.597533 50.5610145, -3.5972567 50.5613883, -3.5972168 50.5614553)",B3195,,,
116035210,Mill Park,secondary,30 mph,False,False,125.518,"LINESTRING (-3.597533 50.5610145, -3.5979738 50.5605285, -3.5980479 50.5604405, -3.5984196 50.5600363)",B3195,,,
98368104,Lower Sandygate,unclassified,30 mph,False,True,22.274,"LINESTRING (-3.5997843 50.5614413, -3.5998901 50.5612526)",,,,
98366009,Colleybrook Close,residential,30 mph,False,True,54.482,"LINESTRING (-3.5997843 50.5614413, -3.5996159 50.5614489, -3.5993094 50.5614723, -3.5993858 50.5616525)",,,,
"[98368104, 98359092, 98359109]","['Sandygate', 'Lower Sandygate']",unclassified,30 mph,False,False,521.4780000000001,"LINESTRING (-3.5997843 50.5614413, -3.5997272 50.562052, -3.5996785 50.5621943, -3.5996593 50.5622665, -3.59964 50.5623212, -3.5995239 50.5625701, -3.5993273 50.5630958, -3.5992415 50.5633625, -3.5991664 50.5636309, -3.599063 50.5641646, -3.5989649 50.5646432, -3.5989425 50.5647525, -3.5988446 50.5650041, -3.5988074 50.5651923, -3.5987332 50.5656967, -3.5987066 50.5660686)",,yes,,
"[98368104, 98359092, 98359109]","['Sandygate', 'Lower Sandygate']",unclassified,30 mph,False,True,521.478,"LINESTRING (-3.5987066 50.5660686, -3.5987332 50.5656967, -3.5988074 50.5651923, -3.5988446 50.5650041, -3.5989425 50.5647525, -3.5989649 50.5646432, -3.599063 50.5641646, -3.5991664 50.5636309, -3.5992415 50.5633625, -3.5993273 50.5630958, -3.5995239 50.5625701, -3.59964 50.5623212, -3.5996593 50.5622665, -3.5996785 50.5621943, -3.5997272 50.562052, -3.5997843 50.5614413)",,yes,,
98363140,Woodlands,residential,30 mph,False,True,87.987,"LINESTRING (-3.5987066 50.5660686, -3.5984773 50.566099, -3.598362 50.5661513, -3.5981768 50.5662885, -3.5980871 50.566435, -3.5980761 50.56654, -3.5981131 50.5666468)",,,,
116035210,Mill Park,secondary,30 mph,False,False,61.096000000000004,"LINESTRING (-3.5984196 50.5600363, -3.5985985 50.5598519, -3.5987335 50.5597016, -3.5987916 50.5596152, -3.5987966 50.5595768, -3.5987816 50.5595512)",B3195,,,
116035210,Mill Park,secondary,30 mph,False,True,125.518,"LINESTRING (-3.5984196 50.5600363, -3.5980479 50.5604405, -3.5979738 50.5605285, -3.597533 50.5610145)",B3195,,,
1073388119,Sandgate MIll,residential,30 mph,False,False,56.65599999999999,"LINESTRING (-3.5984196 50.5600363, -3.5985149 50.5600688, -3.5985823 50.560093, -3.5986687 50.5601276, -3.5987825 50.5602073, -3.5988391 50.5603348, -3.5988613 50.5604203)",,,,
25199575,,trunk_link,60 mph,True,False,128.835,"LINESTRING (-3.5956224 50.5645911, -3.5957825 50.5646236, -3.5959144 50.564618, -3.5960474 50.5646008, -3.596178 50.564552, -3.5962594 50.5644839, -3.5963114 50.5644318, -3.5963334 50.5643734, -3.5962974 50.5641637, -3.5962056 50.5638011)",,,1,
98362693,,secondary,60 mph,False,False,52.074,"LINESTRING (-3.5956224 50.5645911, -3.5955552 50.5647389, -3.5955293 50.5648453, -3.5955253 50.5649368, -3.5955353 50.5650519)",B3195,,2,
25199575,,trunk_link,60 mph,True,False,59.656,"LINESTRING (-3.5952689 50.56412, -3.5953174 50.5642476, -3.5953761 50.5643651, -3.5954429 50.5644733, -3.5955234 50.5645436, -3.5956224 50.5645911)",,,1,
"[133063056, 133063058]",,secondary,"['60 mph', '30 mph']",False,False,213.09199999999998,"LINESTRING (-3.5952689 50.56412, -3.5952781 50.5639951, -3.5953251 50.5637983, -3.5953879 50.5636369, -3.5955063 50.5634695, -3.5957164 50.5632439, -3.5961266 50.5629312, -3.5966654 50.5624712)",B3195,,2,
31695385,Mill Park,secondary,30 mph,False,False,98.061,"LINESTRING (-3.5966654 50.5624712, -3.5967667 50.5623518, -3.5968643 50.5621976, -3.5969435 50.562035, -3.5971239 50.5616415)",B3195,,,
"[133063056, 133063058]",,secondary,"['60 mph', '30 mph']",False,True,213.092,"LINESTRING (-3.5966654 50.5624712, -3.5961266 50.5629312, -3.5957164 50.5632439, -3.5955063 50.5634695, -3.5953879 50.5636369, -3.5953251 50.5637983, -3.5952781 50.5639951, -3.5952689 50.56412)",B3195,,2,
151995673,,trunk_link,60 mph,True,False,419.2269999999999,"LINESTRING (-3.5966654 50.5624712, -3.5966476 50.5626973, -3.5965991 50.5629794, -3.5965681 50.5633398, -3.5966066 50.5637114, -3.5967148 50.564089, -3.5969014 50.5648689, -3.5970059 50.5652554, -3.5971142 50.5658504, -3.5971104 50.5662133)",,,1,
31695385,Mill Park,secondary,30 mph,False,True,21.72,"LINESTRING (-3.5972168 50.5614553, -3.5971239 50.5616415)",B3195,,,
"[31695385, 25199429]",Mill Park,secondary,30 mph,False,False,53.884,"LINESTRING (-3.5972168 50.5614553, -3.5972567 50.5613883, -3.597533 50.5610145)",B3195,,,
4823026,Brook Way,residential,30 mph,False,False,48.361,"LINESTRING (-3.5964641 50.5609125, -3.5962307 50.5608757, -3.5960287 50.560845, -3.5958064 50.5607938)",,,,
4823026,Brook Way,residential,30 mph,False,True,77.50500000000001,"LINESTRING (-3.5964641 50.5609125, -3.5966747 50.560932, -3.5968799 50.5609334, -3.5970126 50.5609303, -3.5971186 50.5609243, -3.5972419 50.5609388, -3.5973508 50.5609657, -3.597533 50.5610145)",,,,
31695143,Mill End,residential,30 mph,False,True,77.308,"LINESTRING (-3.5964641 50.5609125, -3.5964443 50.5610812, -3.5964405 50.5612407, -3.5968056 50.5612586, -3.5968092 50.5612248, -3.5968432 50.5611271)",,,,
25199508,,secondary,,True,False,242.92,"LINESTRING (-3.5941775 50.5605248, -3.5942846 50.5605977, -3.5946212 50.5609341, -3.5947421 50.5610393, -3.5948745 50.5611322, -3.5949755 50.5611995, -3.5951204 50.5612718, -3.5953157 50.5613536, -3.5955287 50.5614142, -3.5957831 50.5614606, -3.596066 50.5614893, -3.5964555 50.5615217, -3.5966923 50.561532, -3.5969642 50.5615473)",B3195,,,
"[98358667, 1073388113, 98358706, 1073388114, 151576125]",,trunk,70 mph,True,False,670.352,"LINESTRING (-3.5941775 50.5605248, -3.5944732 50.5608633, -3.5948748 50.5613501, -3.5951668 50.5617242, -3.5955138 50.5622569, -3.5955625 50.5623316, -3.5957304 50.5625894, -3.5959212 50.5629107, -3.5960855 50.5632378, -3.5963232 50.5637039, -3.5965566 50.564255, -3.596691 50.5646278, -3.5968401 50.565092, -3.5971104 50.5662133)",A380,yes,2,
4823026,Brook Way,residential,30 mph,False,True,71.537,"LINESTRING (-3.5948449 50.5600935, -3.594889 50.5601337, -3.5949637 50.5602724, -3.5950305 50.5603872, -3.5951076 50.5604701, -3.5952714 50.5605997, -3.5953505 50.5606375)",,,,
31695545,Rydon Road,residential,30 mph,False,False,64.178,"LINESTRING (-3.5948449 50.5600935, -3.5948709 50.5600138, -3.5948342 50.559802, -3.5948178 50.5595195)",,,,
"[31695072, 31695090, 151995676]",Hestow Road,unclassified,"['60 mph', '30 mph']",False,False,119.246,"LINESTRING (-3.5948449 50.5600935, -3.5947271 50.5601073, -3.5945385 50.5601323, -3.5943091 50.5601754, -3.5941989 50.5602179, -3.5941537 50.5602209, -3.5941223 50.5602351, -3.5934829 50.5604292, -3.5932902 50.5604896)",,yes,,
"[31695072, 31695090, 151995676]",Hestow Road,unclassified,"['60 mph', '30 mph']",False,True,119.24599999999998,"LINESTRING (-3.5932902 50.5604896, -3.5934829 50.5604292, -3.5941223 50.5602351, -3.5941537 50.5602209, -3.5941989 50.5602179, -3.5943091 50.5601754, -3.5945385 50.5601323, -3.5947271 50.5601073, -3.5948449 50.5600935)",,yes,,
4823026,Brook Way,residential,30 mph,False,False,36.617999999999995,"LINESTRING (-3.5958064 50.5607938, -3.5955222 50.5607029, -3.5953505 50.5606375)",,,,
4823026,Brook Way,residential,30 mph,False,True,48.361,"LINESTRING (-3.5958064 50.5607938, -3.5960287 50.560845, -3.5962307 50.5608757, -3.5964641 50.5609125)",,,,
31695135,Lamb Park Close,residential,30 mph,False,True,69.41600000000001,"LINESTRING (-3.5958064 50.5607938, -3.5958767 50.5606622, -3.5958808 50.5605647, -3.5958054 50.5604521, -3.5956698 50.560327, -3.595505 50.5602831)",,,,
31695135,Lamb Park Close,residential,30 mph,False,False,69.416,"LINESTRING (-3.595505 50.5602831, -3.5956698 50.560327, -3.5958054 50.5604521, -3.5958808 50.5605647, -3.5958767 50.5606622, -3.5958064 50.5607938)",,,,
31695143,Mill End,residential,30 mph,False,False,77.30799999999999,"LINESTRING (-3.5968432 50.5611271, -3.5968092 50.5612248, -3.5968056 50.5612586, -3.5964405 50.5612407, -3.5964443 50.5610812, -3.5964641 50.5609125)",,,,
31695154,Ferncombe Drive,residential,30 mph,False,False,48.582,"LINESTRING (-3.5957575 50.5611057, -3.5951759 50.5608725)",,,,
