osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,junction
"[24811008, 60889079, 24864181, 975195061, 24864183, 975195062, 24864182]",False,2,"['Crookham Hill', 'Station Road']",tertiary,"['40 mph', '30 mph']","[False, True]",159.335,yes,"LINESTRING (-1.2436074 51.393879, -1.2435898 51.3938157, -1.2435781 51.3937734, -1.2435683 51.3937381, -1.2435534 51.3936659, -1.2435331 51.3935131, -1.2435251 51.3934668, -1.2434916 51.393227, -1.2434901 51.3932123, -1.243487 51.3931707, -1.2434855 51.3929776, -1.2434838 51.3927162, -1.2434802 51.3925907, -1.2434929 51.3924508)",
"[301956273, 773635018]",False,2,Station Road,tertiary,30 mph,"[False, True]",84.851,,"LINESTRING (-1.2436074 51.393879, -1.243649 51.3939925, -1.2436988 51.3940944, -1.2438474 51.394279, -1.2439852 51.3944275, -1.2440908 51.394543, -1.244114 51.3945681)",
24811008,False,2,Crookham Hill,tertiary,40 mph,False,46.0,,"LINESTRING (-1.2436184 51.3922312, -1.2437016 51.3921532, -1.2438025 51.3920746, -1.2440323 51.3919087)",
24811008,False,2,Crookham Hill,tertiary,40 mph,True,26.067,,"LINESTRING (-1.2436184 51.3922312, -1.2435672 51.3922893, -1.2435231 51.3923746, -1.2434929 51.3924508)",
38728501,True,2,Station Road,tertiary,30 mph,False,14.013,,"LINESTRING (-1.246845 51.3955109, -1.2468477 51.3955303, -1.2468356 51.3955623, -1.2468164 51.3955837, -1.2467897 51.3956017, -1.2467569 51.3956154)",roundabout
38728502,True,,Station Road,tertiary,30 mph,False,25.067,,"LINESTRING (-1.246845 51.3955109, -1.2469667 51.3956021, -1.2470672 51.3956885)",
33967517,False,2,Wheelers Green Way,residential,30 mph,True,53.358999999999995,,"LINESTRING (-1.2486136 51.3971408, -1.2483886 51.3971502, -1.2478469 51.3971786)",
38839078,False,2,Station Road,tertiary,30 mph,True,207.037,,"LINESTRING (-1.2486136 51.3971408, -1.2486002 51.3970589, -1.2485805 51.3969573, -1.2485476 51.3968076, -1.2484978 51.3966585, -1.2484829 51.3966187, -1.2484541 51.3965665, -1.2484175 51.3965025, -1.2483441 51.3963912, -1.2482606 51.3962842, -1.2481482 51.3961738, -1.2480212 51.3960715, -1.2478967 51.3959976, -1.2476339 51.3958939, -1.247383 51.3958075, -1.2470996 51.3957023, -1.2470672 51.3956885)",
860834958,False,2,Station Road,tertiary,30 mph,False,68.974,,"LINESTRING (-1.2486136 51.3971408, -1.2486175 51.3972261, -1.2486353 51.3975815, -1.2486516 51.3977606)",
33971214,False,,Longcroft Road,residential,30 mph,False,100.26,,"LINESTRING (-1.2487002 51.3981013, -1.249124 51.3980154, -1.2500683 51.3978109)",
860834958,False,2,Station Road,tertiary,30 mph,False,96.253,,"LINESTRING (-1.2487002 51.3981013, -1.2487051 51.398129, -1.2487324 51.3982232, -1.2487676 51.3983456, -1.2489649 51.3988566, -1.2489994 51.3989461)",
860834958,False,2,Station Road,tertiary,30 mph,True,38.046,,"LINESTRING (-1.2487002 51.3981013, -1.2486603 51.3978654, -1.2486516 51.3977606)",
33967517,False,2,Wheelers Green Way,residential,30 mph,False,36.019,,"LINESTRING (-1.2457351 51.3969542, -1.2459566 51.3969735, -1.2462376 51.3970306)",
33967517,False,2,Wheelers Green Way,residential,30 mph,True,65.11699999999999,,"LINESTRING (-1.2457351 51.3969542, -1.2454922 51.3969375, -1.2452818 51.3969119, -1.2451301 51.3968895, -1.2450292 51.3968641, -1.2449455 51.396843, -1.2448389 51.3968024)",
37810508,False,2,Betteridge Road,residential,30 mph,True,74.265,,"LINESTRING (-1.2457351 51.3969542, -1.2456168 51.3973319, -1.2454971 51.3976049)",
33967518,True,1,,unclassified,30 mph,False,70.037,,"LINESTRING (-1.2486516 51.3977606, -1.2484669 51.3977683, -1.248301 51.3977732, -1.2481987 51.3977763, -1.2481032 51.3977493, -1.2479976 51.3976976, -1.2479211 51.3976459, -1.2478754 51.3975901, -1.2478619 51.397526)",
