osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,tunnel,bridge
"[97010240, 1336932, 165123999]","['1', '2']",A25,"['Queensway', 'Station Road']",primary,30 mph,False,False,103.38300000000001,"LINESTRING (-0.1713176 51.2404538, -0.171061 51.2404577, -0.1710242 51.2404591, -0.1707438 51.240464, -0.1706714 51.2404677, -0.1706026 51.2404786, -0.1704707 51.2405145, -0.170344 51.2405761, -0.170232 51.2406636, -0.1702047 51.2406831, -0.1700698 51.2408094)",,,,
4215314,2,A25,Station Road,primary,30 mph,False,False,155.667,"LINESTRING (-0.1713176 51.2404538, -0.1716137 51.2404465, -0.171674 51.240445, -0.1721729 51.2404303, -0.1722625 51.2404277, -0.1723497 51.2404243, -0.1724618 51.2404226, -0.172699 51.2404147, -0.1730954 51.2404044, -0.1735516 51.2403936)",,,,
"[4195035, 238813894]",2,A25,St. Matthews Road,primary,30 mph,False,True,153.713,"LINESTRING (-0.1713176 51.2404538, -0.1713087 51.2403454, -0.1713085 51.2403142, -0.1712906 51.2400986, -0.1712619 51.2400343, -0.1711943 51.2399233, -0.1711386 51.2398511, -0.1710112 51.2397146, -0.1707913 51.239361, -0.1707126 51.2392796, -0.1706961 51.2392652, -0.1706408 51.2392279, -0.170562 51.2391943)",,,,
165124002,,,Gloucester Road,unclassified,,True,False,13.65,"LINESTRING (-0.1677187 51.2425018, -0.1678374 51.2425236, -0.1679066 51.2425369)",,,,
223714139,1,,Lombard Roundabout,primary,,True,False,7.877,"LINESTRING (-0.1677187 51.2425018, -0.1677333 51.242536, -0.1677282 51.2425713)",roundabout,,,
893361635,2,A23,London Road,primary,30 mph,False,False,208.561,"LINESTRING (-0.1670751 51.2447299, -0.1671909 51.2443154, -0.1672334 51.2441632, -0.1672666 51.2440481, -0.1673576 51.2437323, -0.1675346 51.243137, -0.1675955 51.2428829)",,,,
223714125,1,,Lombard Roundabout,primary,,True,False,11.82,"LINESTRING (-0.1674145 51.2425734, -0.1674082 51.2425382, -0.1674216 51.2425037, -0.167453 51.2424743)",roundabout,,,
"[793350515, 4004326]","['2', '3']",A23,Princess Way,primary,30 mph,True,False,132.807,"LINESTRING (-0.1674145 51.2425734, -0.1673136 51.24253, -0.1668516 51.2423992, -0.1667555 51.2423617, -0.1666295 51.2423117, -0.1664942 51.2422427, -0.1664301 51.2422, -0.1663858 51.2421617, -0.1662738 51.2420675, -0.1661868 51.2419782, -0.1661258 51.2419043, -0.1660916 51.2418576, -0.166052 51.2417983)",,,,
223776497,1,,Lombard Roundabout,primary,,True,False,11.36,"LINESTRING (-0.1675259 51.2426428, -0.1674751 51.2426272, -0.1674357 51.2426017, -0.1674145 51.2425734)",roundabout,,,
1336936,1,A23,London Road,primary,30 mph,True,False,27.134,"LINESTRING (-0.1675955 51.2428829, -0.1675618 51.2427667, -0.1675259 51.2426428)",,,,
893361635,2,A23,London Road,primary,30 mph,False,True,208.561,"LINESTRING (-0.1675955 51.2428829, -0.1675346 51.243137, -0.1673576 51.2437323, -0.1672666 51.2440481, -0.1672334 51.2441632, -0.1671909 51.2443154, -0.1670751 51.2447299)",,,,
959114309,,,,residential,,False,True,14.503,"LINESTRING (-0.1741392 51.2420907, -0.1743236 51.24203)",,,,
2974579,,,Flint Close,residential,,False,True,49.480000000000004,"LINESTRING (-0.1741392 51.2420907, -0.1742505 51.2422341, -0.1743378 51.2423208, -0.174387 51.2423629, -0.1744368 51.2423879, -0.1744986 51.2424078, -0.1745663 51.2424291)",,,,
959114309,,,,residential,,False,False,23.369999999999997,"LINESTRING (-0.1741392 51.2420907, -0.1739795 51.2421232, -0.1738142 51.2421412)",,,,
4215319,,,Carrington Close,residential,,False,False,65.745,"LINESTRING (-0.1716732 51.2417987, -0.1716204 51.24155, -0.1715752 51.2412108)",,,,
4215318,,,Dome Way,residential,,False,False,79.209,"LINESTRING (-0.1715752 51.2412108, -0.1712442 51.2411724, -0.170939 51.2411873, -0.170456 51.2412554)",,,,
4215318,,,Dome Way,residential,,False,True,135.99,"LINESTRING (-0.1715752 51.2412108, -0.1717778 51.2412016, -0.1720767 51.2412662, -0.1723166 51.2413981, -0.1724839 51.2415282, -0.1733314 51.2415081)",,,,
4215319,,,Carrington Close,residential,,False,True,65.745,"LINESTRING (-0.1715752 51.2412108, -0.1716204 51.24155, -0.1716732 51.2417987)",,,,
4215317,2,,Warwick Road,residential,30 mph,False,True,78.216,"LINESTRING (-0.170456 51.2412554, -0.1707009 51.2419419)",,,,
1204310256,1,,Warwick Road,residential,,False,True,87.80499999999999,"LINESTRING (-0.170456 51.2412554, -0.1705858 51.2412791, -0.1708108 51.2418613, -0.1707713 51.2418883, -0.1707009 51.2419419)",,,,
4215317,2,,Warwick Road,residential,30 mph,False,False,61.590999999999994,"LINESTRING (-0.170456 51.2412554, -0.1704152 51.2411091, -0.1703444 51.2409061, -0.1701545 51.2408329, -0.1700698 51.2408094)",,,,
4215318,,,Dome Way,residential,,False,True,79.209,"LINESTRING (-0.170456 51.2412554, -0.170939 51.2411873, -0.1712442 51.2411724, -0.1715752 51.2412108)",,,,
4215317,2,,Warwick Road,residential,30 mph,False,False,78.216,"LINESTRING (-0.1707009 51.2419419, -0.170456 51.2412554)",,,,
1204310256,1,,Warwick Road,residential,,False,False,87.805,"LINESTRING (-0.1707009 51.2419419, -0.1707713 51.2418883, -0.1708108 51.2418613, -0.1705858 51.2412791, -0.170456 51.2412554)",,,,
4215317,2,,Warwick Road,residential,30 mph,False,True,107.949,"LINESTRING (-0.1707009 51.2419419, -0.1708358 51.2422386, -0.1708699 51.2423136, -0.170927 51.2424394, -0.1710352 51.2426959, -0.1710798 51.2427923, -0.1711556 51.2428663)",,,,
4731278,,,North Street,residential,,False,False,33.844,"LINESTRING (-0.1728235 51.2426898, -0.1723419 51.2427315)",,,,
4731278,,,North Street,residential,,False,True,70.995,"LINESTRING (-0.1728235 51.2426898, -0.1738392 51.242632)",,,,
2974581,,,Rutland Close,residential,,False,False,52.234,"LINESTRING (-0.1728235 51.2426898, -0.1728002 51.2426177, -0.1727705 51.2425371, -0.1727312 51.2422246)",,,,
930129078,,,Rutland Close,residential,,False,False,31.734,"LINESTRING (-0.1727312 51.2422246, -0.1722761 51.2422412)",,,,
930129078,,,Rutland Close,residential,,False,True,16.386,"LINESTRING (-0.1727312 51.2422246, -0.1729656 51.2422111)",,,,
2974581,,,Rutland Close,residential,,False,True,52.234,"LINESTRING (-0.1727312 51.2422246, -0.1727705 51.2425371, -0.1728002 51.2426177, -0.1728235 51.2426898)",,,,
930129078,,,Rutland Close,residential,,False,True,31.734,"LINESTRING (-0.1722761 51.2422412, -0.1727312 51.2422246)",,,,
2974582,,,Chilmead,residential,,False,False,80.179,"LINESTRING (-0.1727133 51.2434041, -0.1725526 51.2431191, -0.1724677 51.2430623, -0.172384 51.2428984, -0.1723419 51.2427315)",,,,
4731278,,,North Street,residential,,False,True,33.844,"LINESTRING (-0.1723419 51.2427315, -0.1728235 51.2426898)",,,,
2974582,,,Chilmead,residential,,False,True,80.179,"LINESTRING (-0.1723419 51.2427315, -0.172384 51.2428984, -0.1724677 51.2430623, -0.1725526 51.2431191, -0.1727133 51.2434041)",,,,
4731278,,,North Street,residential,,False,False,83.999,"LINESTRING (-0.1723419 51.2427315, -0.1713401 51.2428567, -0.1711556 51.2428663)",,,,
4731278,,,North Street,residential,,False,False,70.995,"LINESTRING (-0.1738392 51.242632, -0.1728235 51.2426898)",,,,
2974580,,,Spruce Close,residential,,False,False,29.376,"LINESTRING (-0.1738392 51.242632, -0.1738483 51.2426849, -0.1738824 51.2428948)",,,,
