osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge
26551190,High Street,unclassified,30 mph,False,False,12.173,"LINESTRING (-5.8234133 54.8518934, -5.8233589 54.8517885)",,,,
14763598,Pound Street,tertiary,30 mph,False,False,20.438000000000002,"LINESTRING (-5.8234133 54.8518934, -5.8232789 54.8519164, -5.8231925 54.8519319, -5.8231074 54.851946)",,,,
14763598,Pound Street,tertiary,30 mph,False,True,93.39699999999999,"LINESTRING (-5.8234133 54.8518934, -5.8236846 54.8518474, -5.8237588 54.8518356, -5.8240244 54.8517882, -5.824282 54.8517465, -5.8248045 54.8516413)",,,,
26551466,Agnew Street,unclassified,30 mph,False,False,23.722,"LINESTRING (-5.815379 54.8534604, -5.8154036 54.8533185, -5.8154112 54.8532479)",,,,
39661518,Victoria Road,tertiary,30 mph,False,False,113.69800000000001,"LINESTRING (-5.815379 54.8534604, -5.8150153 54.8535867, -5.8147585 54.8536812, -5.8143632 54.8538268, -5.8140454 54.8539472, -5.8138985 54.8540227)",,,,
343466504,Victoria Road,tertiary,30 mph,False,True,18.555,"LINESTRING (-5.815379 54.8534604, -5.8155545 54.8534281, -5.815655 54.8534094)",2,,,
133183546,Glenarm Road,primary,30 mph,False,False,52.727,"LINESTRING (-5.8128261 54.8523186, -5.8125369 54.8527626)",2,A2,,
133183546,Glenarm Road,primary,30 mph,False,True,33.547,"LINESTRING (-5.8128261 54.8523186, -5.8129882 54.8520317)",2,A2,,
14763544,Princes Gardens,tertiary,,True,False,204.688,"LINESTRING (-5.8128261 54.8523186, -5.8128949 54.8523719, -5.8129208 54.8524424, -5.8132037 54.8531832, -5.8133263 54.853498, -5.8133753 54.8535666, -5.8137444 54.8539062, -5.8138554 54.8539924, -5.8138985 54.8540227)",,,,
39661518,Victoria Road,tertiary,30 mph,False,False,112.48,"LINESTRING (-5.8138985 54.8540227, -5.8135876 54.8542052, -5.8126681 54.8547449)",,,,
39661518,Victoria Road,tertiary,30 mph,False,True,113.69800000000001,"LINESTRING (-5.8138985 54.8540227, -5.8140454 54.8539472, -5.8143632 54.8538268, -5.8147585 54.8536812, -5.8150153 54.8535867, -5.815379 54.8534604)",,,,
14763598,Pound Street,tertiary,30 mph,False,True,59.129,"LINESTRING (-5.8216322 54.8521857, -5.8217842 54.8521588, -5.8218455 54.852148, -5.822522 54.8520432)",,,,
343466504,Victoria Road,tertiary,30 mph,False,False,75.93199999999999,"LINESTRING (-5.8216322 54.8521857, -5.82135 54.8522465, -5.820878 54.8523615, -5.8205384 54.8524494)",2,,,
429592519,The Roddens,tertiary,30 mph,False,True,105.959,"LINESTRING (-5.8216322 54.8521857, -5.8216557 54.8523494, -5.8216747 54.8525273, -5.8217056 54.8527522, -5.8217547 54.8529305, -5.8218098 54.8531323)",,,,
14763598,Pound Street,tertiary,30 mph,False,False,8.448,"LINESTRING (-5.8249296 54.8516171, -5.8248045 54.8516413)",,,,
