osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,tunnel,service,width
39623103,True,3,A308,Fairfield North,primary,20 mph,False,48.69400000000001,"LINESTRING (-0.3000634 51.410476, -0.3005304 51.4104763, -0.3005543 51.4104762, -0.3006572 51.4104747, -0.3007653 51.4104711)",,,,,,
156202919,True,2,A307,Wheatfield Way,primary,20 mph,False,64.289,"LINESTRING (-0.3000634 51.410476, -0.3001524 51.4104634, -0.3002334 51.4104492, -0.3003549 51.4104154, -0.3004077 51.4103929, -0.300482 51.4103488, -0.3005432 51.4103087, -0.3005891 51.4102719, -0.3006239 51.4102327, -0.3006879 51.4101036)",,,,,,
4003412,True,1,,Orchard Road,tertiary_link,20 mph,False,15.759,"LINESTRING (-0.3021902 51.4080324, -0.3021274 51.4080468, -0.3020646 51.4080543, -0.3020336 51.4080546, -0.3020033 51.4080487, -0.3019746 51.4080378)",,,,,,
156202916,True,2,A307,Wheatfield Way,primary,20 mph,False,52.646,"LINESTRING (-0.3021902 51.4080324, -0.3020958 51.4081122, -0.3019973 51.4082212, -0.3019469 51.4082705, -0.301891 51.4083289, -0.3017904 51.4084343)",,,,,,
23291604,True,,,College Roundabout,primary,30 mph,False,14.678999999999998,"LINESTRING (-0.303995 51.4072038, -0.3039522 51.4072072, -0.3039112 51.4072048, -0.3038694 51.4071943, -0.3038387 51.4071792, -0.3038141 51.4071571)",roundabout,,,,,
"[978596290, 156453854]",True,2,A307,Wheatfield Way,primary,"['20 mph', '30 mph']",False,68.598,"LINESTRING (-0.303995 51.4072038, -0.3039282 51.4073131, -0.3038847 51.4074368, -0.3038279 51.4075882, -0.3037975 51.4076517, -0.3037504 51.407714, -0.3037145 51.4077476, -0.3036608 51.4077734)",,,,,,
495067529,False,2,A307,Kingston Hall Road,primary,30 mph,False,39.868,"LINESTRING (-0.3070753 51.4076744, -0.3073768 51.407723, -0.3074807 51.4077328, -0.3076385 51.4077408)",,,,,,
"[550356480, 495067529, 1221705660, 495573214]",False,"['2', '3']",A307,Kingston Hall Road,primary,30 mph,True,148.597,"LINESTRING (-0.3070753 51.4076744, -0.3070226 51.4076662, -0.3069368 51.407653, -0.3062763 51.407546, -0.3060926 51.4075202, -0.3054126 51.4074194, -0.3051545 51.4073744, -0.3049996 51.4073447)",,,,,,
43061601,True,2,,,primary,,False,8.064,"LINESTRING (-0.311246 51.4114565, -0.3112356 51.4114783, -0.3112078 51.4115012, -0.3111855 51.411517)",roundabout,,,,,
"[156254602, 550917916]",True,2,A308,Hampton Court Road,primary,,False,46.995,"LINESTRING (-0.3111449 51.4113215, -0.3111791 51.4113161, -0.3113291 51.4112674, -0.3114181 51.4112406, -0.3114574 51.4112238, -0.3115166 51.4112044, -0.3117637 51.4111542)",,,,,,
156254631,True,2,,,primary,,False,17.969,"LINESTRING (-0.3111449 51.4113215, -0.3111753 51.4113318, -0.3111991 51.4113455, -0.3112222 51.4113614, -0.3112391 51.4113823, -0.3112472 51.4114029, -0.3112497 51.4114291, -0.311246 51.4114565)",roundabout,,,,,
32928406,False,4,A308,Hampton Court Road,primary,,True,26.134999999999998,"LINESTRING (-0.3117637 51.4111542, -0.3118482 51.4111218, -0.3120917 51.4110386)",,,,,,
"[689741091, 550917914, 550917915]",True,2,A308,Hampton Court Road,primary,,False,49.295,"LINESTRING (-0.3117637 51.4111542, -0.3115761 51.4112726, -0.3115318 51.4112929, -0.3114895 51.411311, -0.3112852 51.4114276, -0.311246 51.4114565)",,,,,,
"[171860659, 757293228, 156985382]",False,2,B358,Church Grove,secondary,20 mph,True,113.37899999999999,"LINESTRING (-0.3131564 51.411812, -0.3129591 51.4116792, -0.3128687 51.4116138, -0.3126846 51.4114732, -0.3124951 51.4113283, -0.3124705 51.4113114, -0.312247 51.4111511, -0.3122087 51.4111236, -0.3121716 51.411097, -0.3120917 51.4110386)",,,,,,
171860933,False,,,St John's Road,residential,20 mph,True,164.537,"LINESTRING (-0.3131564 51.411812, -0.3126903 51.4121095, -0.3125118 51.4122234, -0.3123442 51.4123309, -0.3121151 51.4124779, -0.3119159 51.4126008, -0.3116916 51.4127218, -0.3115542 51.4128138, -0.3114876 51.4128626)",,,,,,
51823044,True,2,,,primary,,False,15.975000000000001,"LINESTRING (-0.3111855 51.411517, -0.3111533 51.411527, -0.3111139 51.411533, -0.3110682 51.4115334, -0.311026 51.4115292, -0.3109929 51.4115228, -0.3109668 51.4115127)",roundabout,,,,,
156254619,True,1,A310,High Street,primary,20 mph,False,37.167,"LINESTRING (-0.3111855 51.411517, -0.3111492 51.4115518, -0.311121 51.4115858, -0.3110899 51.4116338, -0.3110583 51.4116875, -0.3110346 51.4117181, -0.3109408 51.411813)",,,,,,
51823045,True,2,,,primary,,False,7.946999999999999,"LINESTRING (-0.3109668 51.4115127, -0.3109445 51.411499, -0.3109261 51.4114828, -0.3109136 51.4114645, -0.3109071 51.411453)",roundabout,,,,,
43061603,True,2,,,primary,,False,16.855999999999998,"LINESTRING (-0.3109071 51.411453, -0.3108997 51.411423, -0.3109053 51.4113951, -0.3109188 51.4113728, -0.3109365 51.4113508, -0.3109614 51.4113341, -0.3109898 51.4113213)",roundabout,,,,,
"[1000828587, 156254604, 550747823]",True,"['2', '3']",A308,Horse Fair,primary,30 mph,False,73.435,"LINESTRING (-0.3109071 51.411453, -0.3108575 51.4114319, -0.3107634 51.4114048, -0.3106379 51.4113897, -0.3106017 51.4113828, -0.3105406 51.4113766, -0.3103852 51.41136, -0.3102308 51.4113403, -0.3101593 51.4113296, -0.3098983 51.4112685)",,yes,,,,
27386243,True,2,,,primary,,False,10.977,"LINESTRING (-0.3109898 51.4113213, -0.3110218 51.4113161, -0.3110693 51.4113122, -0.3111109 51.4113154, -0.3111449 51.4113215)",roundabout,,,,,
579763590,False,2,A310,High Street,primary,20 mph,True,9.172,"LINESTRING (-0.3109408 51.411813, -0.3108973 51.4118909)",,,,,,
42995892,True,1,A310,High Street,primary,30 mph,False,34.266,"LINESTRING (-0.3109408 51.411813, -0.3109625 51.411703, -0.3109756 51.4116694, -0.3110023 51.4116143, -0.3110037 51.4115894, -0.3109916 51.4115546, -0.3109668 51.4115127)",,,,,,
"[43061605, 1000828583]",True,2,A308,Kingston Bridge,primary,30 mph,False,22.856,"LINESTRING (-0.3076043 51.4111518, -0.3077182 51.4111249, -0.3077819 51.411119, -0.3079252 51.4111215)",,yes,,,,
43061598,True,,,Wood Street,unclassified,,False,14.075,"LINESTRING (-0.3056805 51.4119648, -0.3057316 51.4120873)",,,,,,
"[1203094564, 690532262, 4874222, 4874223, 197034780]",False,2,,"['Clarence Street', 'Wood Street']",unclassified,20 mph,True,174.058,"LINESTRING (-0.3056805 51.4119648, -0.3056566 51.4118897, -0.3056483 51.411861, -0.3056445 51.411814, -0.3056426 51.4117932, -0.3056336 51.4116933, -0.3056402 51.411567, -0.3056441 51.4114916, -0.3056989 51.4110817, -0.3057213 51.4110454, -0.3057576 51.4110252, -0.3057987 51.4110102, -0.3058921 51.4110047, -0.3066888 51.4110757, -0.3067191 51.4110784)",,,no,,,
156202904,True,2,A308,,primary,30 mph,False,26.017,"LINESTRING (-0.3056805 51.4119648, -0.3057803 51.4119239, -0.3058889 51.4118877, -0.3060031 51.4118457)",,,,,,
1217801899,True,2,,,unclassified,,False,32.263999999999996,"LINESTRING (-0.3056663 51.4121361, -0.3056209 51.4122826, -0.3055317 51.4124121)",,,,,,
1217801901,True,2,A308,Wood Street,primary,30 mph,False,32.734,"LINESTRING (-0.3056663 51.4121361, -0.3055745 51.4122583, -0.3054665 51.4124028)",,,,,,
"[648794657, 314788579, 314788580, 177153637, 648785228, 757111570, 171879167]",True,,,"['Fife Road', 'Dolphin Street']",unclassified,20 mph,False,309.63,"LINESTRING (-0.3035713 51.4126464, -0.303643 51.4126202, -0.3036876 51.4125927, -0.3037442 51.4123371, -0.3037619 51.4122186, -0.3037679 51.4121602, -0.3037628 51.4120559, -0.3037331 51.412014, -0.3036046 51.4117297, -0.3035894 51.4116997, -0.3035238 51.4116774, -0.3034361 51.4116795, -0.302643 51.4118284, -0.302064 51.4119429, -0.3019198 51.4119709, -0.3014793 51.4120571, -0.3014213 51.4120742, -0.3013856 51.4120891, -0.3013464 51.4121124, -0.301302 51.4121527, -0.3012037 51.4122862, -0.3011752 51.4123226, -0.3011654 51.4123569, -0.3011638 51.4123873)",,,,,,
"[556612699, 550964907, 550964911]",True,2,A308,Wood Street,primary,30 mph,False,192.632,"LINESTRING (-0.3035713 51.4126464, -0.3037216 51.4126497, -0.304467 51.4126982, -0.3047347 51.412717, -0.3048309 51.4127157, -0.3049266 51.4126834, -0.3050292 51.4126383, -0.3050822 51.4126152, -0.3051417 51.4125807, -0.3052793 51.4124654, -0.3053013 51.4124442, -0.305408 51.4123251, -0.3055088 51.4121557, -0.3055814 51.4120543, -0.3056296 51.4120084, -0.3056805 51.4119648)",,,,building_passage,,
51823046,True,3,A307;A308,Sopwith Way,primary,30 mph,False,64.717,"LINESTRING (-0.303438 51.4129053, -0.3033944 51.4131216, -0.303351 51.4132409, -0.3032979 51.4133047, -0.3031966 51.41337, -0.3030979 51.4134194)",,,,,,
963183904,True,3,A307;A308,Sopwith Way,primary,30 mph,False,37.317,"LINESTRING (-0.3030979 51.4134194, -0.3027518 51.413561, -0.3026374 51.4135911)",,,,,,
"[1095726594, 39172932, 314788590, 26254386, 156202907]",True,3,A307;A308,"['Clarence Street', 'Wood Street']",primary,"['20 mph', '30 mph']",False,183.084,"LINESTRING (-0.3008393 51.4109917, -0.3008186 51.4110112, -0.3005401 51.4112161, -0.3004543 51.4113306, -0.3004382 51.411431, -0.3004479 51.4115265, -0.300483 51.4116711, -0.3005872 51.4120419, -0.3006179 51.4120864, -0.3006641 51.4121401, -0.3006835 51.4121494, -0.30076 51.4122024, -0.3008321 51.4122381, -0.3009258 51.4122844, -0.301027 51.4123337, -0.3011638 51.4123873)",,,,,,
556612702,True,2,A307,Sopwith Way,primary,30 mph,False,169.97299999999998,"LINESTRING (-0.3012333 51.4124196, -0.3013473 51.4125037, -0.3016812 51.4125716, -0.3020881 51.4126485, -0.3022288 51.4126693, -0.3031282 51.412735, -0.3032462 51.4127526, -0.3033251 51.412781, -0.3033689 51.4128044, -0.3034168 51.4128548, -0.303438 51.4129053)",,,,,,
"[963183902, 963183903]",True,"['2', '3']",A308,Wood Street,primary,30 mph,False,116.284,"LINESTRING (-0.3012333 51.4124196, -0.3014402 51.4124828, -0.3016917 51.4125245, -0.3021096 51.4125534, -0.3025808 51.4125865, -0.3028699 51.4126095)",,,,,,
2449424,False,,,Lady Booth Road,unclassified,20 mph,False,122.866,"LINESTRING (-0.3030776 51.4094111, -0.3028818 51.409356, -0.3026989 51.4093087, -0.3024199 51.4092828, -0.3021489 51.4092759, -0.3015509 51.4092466, -0.3015135 51.4092454, -0.3013478 51.4092278)",,,,,,
"[314788578, 1203094563, 1203094566, 220380599, 827550717, 827550718, 320446079]",False,2,,"['Eden Street', 'Clarence Street']",unclassified,20 mph,False,204.89499999999998,"LINESTRING (-0.3030776 51.4094111, -0.30297 51.4095236, -0.3029313 51.4095587, -0.3028794 51.4096016, -0.30275 51.409747, -0.3025245 51.4099991, -0.3024529 51.410073, -0.3023393 51.4101922, -0.3022668 51.4102774, -0.3021614 51.4104011, -0.3020614 51.4105186, -0.3019143 51.4106566, -0.3018043 51.4107175, -0.3017163 51.4107529, -0.3016421 51.4107707, -0.3014813 51.4107963, -0.3013393 51.4108116)",,,no,,,
827550719,False,2,,Eden Street,unclassified,20 mph,False,51.318000000000005,"LINESTRING (-0.3030776 51.4094111, -0.303331 51.4091893, -0.3034486 51.4090949, -0.3035235 51.4090433)",,,no,,,
2449428,False,,,Eden Street,unclassified,,False,19.897,"LINESTRING (-0.3035235 51.4090433, -0.3037559 51.4089384)",,,,,,
827550719,False,2,,Eden Street,unclassified,20 mph,True,51.318,"LINESTRING (-0.3035235 51.4090433, -0.3034486 51.4090949, -0.303331 51.4091893, -0.3030776 51.4094111)",,,no,,,
"[109434147, 2449444, 109434150]",False,,,"[""Saint James's Road"", ""St James' Road""]",unclassified,20 mph,False,170.804,"LINESTRING (-0.3051135 51.4089668, -0.3051136 51.4088875, -0.3050918 51.4087724, -0.305043 51.4085876, -0.3050366 51.4085567, -0.3050115 51.4084903, -0.3049827 51.4084036, -0.304957 51.4083445, -0.3049036 51.4082181, -0.3047762 51.4079356, -0.3046397 51.407623, -0.3045953 51.4074819, -0.3045905 51.4074698)",,yes,,,,
2449451,False,,,Union Street,unclassified,20 mph,False,120.008,"LINESTRING (-0.3051135 51.4089668, -0.3051085 51.4090288, -0.3051277 51.4093686, -0.3051291 51.4094015, -0.3051151 51.4095866, -0.3051201 51.4098, -0.3051259 51.409909, -0.3051273 51.4099682, -0.3051247 51.4099827, -0.3051139 51.410045)",,,,,,
"[2449571, 2449445, 1019217737, 606279372, 33342254, 33342256, 33342257, 964660059]",False,,,"['Clattern Bridge', 'Eden Street', 'High Street']",unclassified,20 mph,True,254.46499999999997,"LINESTRING (-0.3051135 51.4089668, -0.3052303 51.4089816, -0.3053075 51.4089914, -0.3055062 51.4089997, -0.3058432 51.4089875, -0.3060107 51.4089837, -0.3062284 51.4089882, -0.3062605 51.4089822, -0.306303 51.408959, -0.3063478 51.4089177, -0.3064291 51.408851, -0.3066926 51.4087105, -0.306746 51.4086789, -0.3069424 51.4085722, -0.3069731 51.4085587, -0.3071452 51.4084669, -0.3071922 51.4084345, -0.3072645 51.4083729, -0.3073342 51.4083065, -0.3074637 51.4081689, -0.3074867 51.4081365, -0.3075473 51.408051, -0.3076294 51.4079228, -0.3076471 51.4078742, -0.3076591 51.4078234, -0.3076385 51.4077408)",,yes,,,,
4874225,False,,,Eden Street,unclassified,20 mph,False,94.869,"LINESTRING (-0.3051135 51.4089668, -0.3047937 51.4089283, -0.3045927 51.408914, -0.3045299 51.4089134, -0.3044543 51.408911, -0.3043911 51.4089088, -0.3043254 51.4089076, -0.3038938 51.4089237, -0.3037559 51.4089384)",,,,,,
175398457,False,,,School Road,residential,20 mph,False,48.051,"LINESTRING (-0.3118088 51.4135294, -0.3118686 51.4135157, -0.3119027 51.4135051, -0.3124176 51.4133241)",,,,,,
291509731,False,2,A310,High Street,primary,20 mph,False,88.525,"LINESTRING (-0.3118088 51.4135294, -0.3117254 51.4134586, -0.3115835 51.4133313, -0.3114734 51.4132216, -0.3113194 51.4130576, -0.3112773 51.4130117, -0.3112495 51.4129746, -0.3112238 51.412936, -0.3112027 51.412897, -0.3111772 51.4128423)",,,,,,
291509731,False,2,A310,High Street,primary,20 mph,True,65.30699999999999,"LINESTRING (-0.3118088 51.4135294, -0.3119001 51.4136013, -0.3120552 51.4137374, -0.3122204 51.4138851, -0.312351 51.4140093)",,,,,,
197016287,False,,,Jubilee Close,residential,20 mph,True,37.903,"LINESTRING (-0.312351 51.4140093, -0.3127252 51.413847, -0.3127974 51.4138127)",,,,,,
291509731,False,2,A310,High Street,primary,20 mph,False,65.307,"LINESTRING (-0.312351 51.4140093, -0.3122204 51.4138851, -0.3120552 51.4137374, -0.3119001 51.4136013, -0.3118088 51.4135294)",,,,,,
4435985,True,,,Park Road,residential,20 mph,False,22.281,"LINESTRING (-0.3111772 51.4128423, -0.3112568 51.4128325, -0.3113146 51.4128307, -0.311362 51.4128334, -0.3114046 51.4128399, -0.3114466 51.4128495, -0.3114876 51.4128626)",,,,,,
291509731,False,2,A310,High Street,primary,20 mph,True,88.525,"LINESTRING (-0.3111772 51.4128423, -0.3112027 51.412897, -0.3112238 51.412936, -0.3112495 51.4129746, -0.3112773 51.4130117, -0.3113194 51.4130576, -0.3114734 51.4132216, -0.3115835 51.4133313, -0.3117254 51.4134586, -0.3118088 51.4135294)",,,,,,
550747818,False,2,A310,High Street,primary,20 mph,False,53.997,"LINESTRING (-0.3111772 51.4128423, -0.3111469 51.412773, -0.3111363 51.412751, -0.3111237 51.4127311, -0.3111115 51.4127122, -0.3110861 51.4126731, -0.311031 51.4125975, -0.31095 51.4124969, -0.3109008 51.4124354, -0.3108723 51.4123968)",,,,,,
"[2449565, 173831575]",False,,,Thames Street,unclassified,20 mph,False,89.624,"LINESTRING (-0.3067191 51.4110784, -0.3067334 51.4109799, -0.306738 51.4109467, -0.3067561 51.410709, -0.3067798 51.4105031, -0.3067968 51.4103561, -0.3067965 51.4102741)",,,,,,
