osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref
4271310,False,2,Caunce Street,tertiary,30 mph,False,43.548,"LINESTRING (-3.0386722 53.8221139, -3.0388379 53.8220752, -3.0392319 53.821908)",
49406224,False,1,Devonshire Road,secondary,30 mph,True,183.635,"LINESTRING (-3.0386722 53.8221139, -3.0387408 53.8226043, -3.0388879 53.8231463, -3.0389534 53.8233874, -3.0390707 53.8237471)",B5124
1164640780,False,2,Caunce Street,tertiary,30 mph,True,58.492999999999995,"LINESTRING (-3.0386722 53.8221139, -3.0381689 53.8221631, -3.037793 53.8221998)",
1164640781,False,2,Devonshire Road,secondary,30 mph,False,175.136,"LINESTRING (-3.0386722 53.8221139, -3.0385406 53.8214974, -3.0384822 53.8211868, -3.0384149 53.820807, -3.0383808 53.8205485)",B5124
49406224,False,1,Devonshire Road,secondary,30 mph,False,29.682,"LINESTRING (-3.0392258 53.8242528, -3.0391392 53.8239908)",B5124
9934138,False,,Boothley Road,residential,20 mph,False,142.66899999999998,"LINESTRING (-3.0392258 53.8242528, -3.0397854 53.8241692, -3.0408271 53.8239974, -3.0413258 53.8239219)",
49406224,False,1,Devonshire Road,secondary,30 mph,True,52.098,"LINESTRING (-3.0392258 53.8242528, -3.0393088 53.8244864, -3.039325 53.8245375, -3.0393806 53.8247123)",B5124
1166995437,True,1,Talbot Road,primary,30 mph,False,7.246,"LINESTRING (-3.0397168 53.8257277, -3.0396188 53.8257577)",A586
1166995435,True,1,Devonshire Road,secondary,30 mph,False,28.887,"LINESTRING (-3.0397168 53.8257277, -3.0397426 53.8258347, -3.0397399 53.8259864)",B5124
61313294,False,2,Ramsey Avenue,residential,30 mph,False,146.819,"LINESTRING (-3.0397119 53.82751, -3.0391899 53.8274656, -3.0390842 53.8274625, -3.0389591 53.8274744, -3.0375603 53.8277546)",
329141724,False,2,Devonshire Road,secondary,30 mph,False,76.788,"LINESTRING (-3.0397119 53.82751, -3.0397659 53.8273117, -3.0398175 53.8270524, -3.0398352 53.826824)",B5124
329141724,False,2,Devonshire Road,secondary,30 mph,True,76.758,"LINESTRING (-3.0397119 53.82751, -3.0396396 53.8277058, -3.0395559 53.8279452, -3.0394604 53.8281841)",B5124
327440883,False,2,Mansfield Road,tertiary,30 mph,True,84.074,"LINESTRING (-3.0394604 53.8281841, -3.0392781 53.8282111, -3.0391539 53.8282296, -3.0386354 53.8283202, -3.0383062 53.8283777, -3.0382286 53.8283913)",
329141724,False,2,Devonshire Road,secondary,30 mph,False,76.75800000000001,"LINESTRING (-3.0394604 53.8281841, -3.0395559 53.8279452, -3.0396396 53.8277058, -3.0397119 53.82751)",B5124
7855256,False,2,Collingwood Avenue,tertiary,30 mph,False,33.231,"LINESTRING (-3.0329951 53.824561, -3.0332399 53.8242994)",
49488545,False,2,Layton Road,tertiary,30 mph,False,21.834,"LINESTRING (-3.0329951 53.824561, -3.0328416 53.8247352)",
"[1190828150, 241076127]",False,2,Layton Road,residential,30 mph,True,43.958,"LINESTRING (-3.0329951 53.824561, -3.0326702 53.8243904, -3.0326015 53.8242918, -3.0325816 53.824262)",
55924381,True,1,Layton Road,primary,20 mph,False,31.214,"LINESTRING (-3.0315619 53.82755, -3.0317841 53.8273018)",A586
1191958066,False,2,Grange Road,tertiary,,False,128.703,"LINESTRING (-3.0315619 53.82755, -3.031088 53.8274186, -3.0299647 53.8271989, -3.0297245 53.82715)",
773762455,True,1,Westcliffe Drive,primary,20 mph,False,31.03,"LINESTRING (-3.0318428 53.8275422, -3.0315539 53.8277631)",A586
4271311,True,1,Westcliffe Drive,primary,20 mph,False,19.014,"LINESTRING (-3.0318428 53.8275422, -3.0316686 53.827567, -3.0315619 53.82755)",
7854972,False,2,Layton Road,residential,30 mph,False,15.463,"LINESTRING (-3.0320949 53.8216199, -3.0320482 53.8217562)",
8808684,False,2,Moorfield Avenue,residential,30 mph,False,91.897,"LINESTRING (-3.0320949 53.8216199, -3.033408 53.8213332)",
7854972,False,2,Layton Road,residential,30 mph,True,64.78999999999999,"LINESTRING (-3.0320949 53.8216199, -3.032161 53.8213284, -3.0320361 53.8210494)",
773762458,False,,Annesley Avenue,residential,20 mph,True,9.979,"LINESTRING (-3.0313922 53.8279075, -3.0312433 53.8278893)",
55924384,True,1,Westcliffe Drive,primary,20 mph,False,132.494,"LINESTRING (-3.0313922 53.8279075, -3.0309863 53.8283388, -3.0307893 53.8285831, -3.0307067 53.8286974, -3.0306423 53.8288218, -3.0305797 53.8289911)",A586
8093559,False,2,Wayman Road,residential,30 mph,True,72.587,"LINESTRING (-3.0343513 53.8211322, -3.0354508 53.8210624)",
8093551,False,2,Ascot Road,residential,30 mph,False,155.308,"LINESTRING (-3.0343513 53.8211322, -3.034361 53.8211512, -3.0350352 53.8224693)",
1164640780,False,2,Caunce Street,tertiary,30 mph,False,60.715,"LINESTRING (-3.0350352 53.8224693, -3.0359473 53.8223784)",
8093551,False,2,Ascot Road,residential,30 mph,True,155.308,"LINESTRING (-3.0350352 53.8224693, -3.034361 53.8211512, -3.0343513 53.8211322)",
8605369,False,1,Addison Crescent,residential,30 mph,True,312.387,"LINESTRING (-3.0350352 53.8224693, -3.0354472 53.8232256, -3.0354938 53.8232839, -3.0355679 53.823334, -3.0356639 53.8233775, -3.0357519 53.8234167, -3.0358658 53.8234448, -3.0359986 53.8234667, -3.0361086 53.8234782, -3.0362375 53.82348, -3.0363621 53.8234694, -3.0364829 53.8234517, -3.0366064 53.8234193, -3.0367106 53.823375, -3.0367924 53.8233275, -3.0368673 53.8232676, -3.0369302 53.8232056, -3.0369854 53.8231381, -3.0370228 53.8230609, -3.0370305 53.822991, -3.036863 53.8222899)",
1164640780,False,2,Caunce Street,tertiary,30 mph,True,99.662,"LINESTRING (-3.0350352 53.8224693, -3.0346816 53.8225039, -3.0344628 53.8225253, -3.0336164 53.822608, -3.0335372 53.8226157)",
8093555,False,2,London Road,residential,30 mph,True,147.681,"LINESTRING (-3.036863 53.8222899, -3.0365255 53.8209768)",
1164640780,False,2,Caunce Street,tertiary,30 mph,False,61.86,"LINESTRING (-3.036863 53.8222899, -3.037793 53.8221998)",
8605369,False,1,Addison Crescent,residential,30 mph,False,312.38700000000006,"LINESTRING (-3.036863 53.8222899, -3.0370305 53.822991, -3.0370228 53.8230609, -3.0369854 53.8231381, -3.0369302 53.8232056, -3.0368673 53.8232676, -3.0367924 53.8233275, -3.0367106 53.823375, -3.0366064 53.8234193, -3.0364829 53.8234517, -3.0363621 53.8234694, -3.0362375 53.82348, -3.0361086 53.8234782, -3.0359986 53.8234667, -3.0358658 53.8234448, -3.0357519 53.8234167, -3.0356639 53.8233775, -3.0355679 53.823334, -3.0354938 53.8232839, -3.0354472 53.8232256, -3.0350352 53.8224693)",
1164640780,False,2,Caunce Street,tertiary,30 mph,True,60.905,"LINESTRING (-3.036863 53.8222899, -3.0364894 53.8223272, -3.0359473 53.8223784)",
8093557,False,2,Granville Road,residential,30 mph,False,64.152,"LINESTRING (-3.0383808 53.8205485, -3.0374805 53.820773)",
58533931,False,,Granville Road,residential,,True,63.823,"LINESTRING (-3.0383808 53.8205485, -3.0392815 53.8203323)",
1164640781,False,2,Devonshire Road,secondary,30 mph,True,175.136,"LINESTRING (-3.0383808 53.8205485, -3.0384149 53.820807, -3.0384822 53.8211868, -3.0385406 53.8214974, -3.0386722 53.8221139)",B5124
8093557,False,2,Granville Road,residential,30 mph,True,64.152,"LINESTRING (-3.0374805 53.820773, -3.0383808 53.8205485)",
8093557,False,2,Granville Road,residential,30 mph,False,66.659,"LINESTRING (-3.0374805 53.820773, -3.0370662 53.8208591, -3.0365255 53.8209768)",
8605264,False,2,Manchester Road,residential,30 mph,False,159.97400000000002,"LINESTRING (-3.0374805 53.820773, -3.0375404 53.8210467, -3.037793 53.8221998)",
8093555,False,2,London Road,residential,30 mph,False,147.681,"LINESTRING (-3.0365255 53.8209768, -3.036863 53.8222899)",
8093557,False,2,Granville Road,residential,30 mph,True,66.659,"LINESTRING (-3.0365255 53.8209768, -3.0370662 53.8208591, -3.0374805 53.820773)",
8093559,False,2,Wayman Road,residential,30 mph,False,71.27199999999999,"LINESTRING (-3.0365255 53.8209768, -3.0363154 53.8210061, -3.0361582 53.8210192, -3.0359855 53.8210297, -3.0354508 53.8210624)",
8093559,False,2,Wayman Road,residential,30 mph,False,72.587,"LINESTRING (-3.0354508 53.8210624, -3.0343513 53.8211322)",
8093559,False,2,Wayman Road,residential,30 mph,True,71.27199999999999,"LINESTRING (-3.0354508 53.8210624, -3.0359855 53.8210297, -3.0361582 53.8210192, -3.0363154 53.8210061, -3.0365255 53.8209768)",
8093571,False,1,South Square,residential,30 mph,False,101.27,"LINESTRING (-3.0359473 53.8223784, -3.0356122 53.8214894)",
8605434,False,1,North Square,residential,30 mph,False,68.524,"LINESTRING (-3.0359473 53.8223784, -3.0361774 53.8229795)",
1164640780,False,2,Caunce Street,tertiary,30 mph,True,60.715,"LINESTRING (-3.0359473 53.8223784, -3.0350352 53.8224693)",
1164640780,False,2,Caunce Street,tertiary,30 mph,False,60.905,"LINESTRING (-3.0359473 53.8223784, -3.0364894 53.8223272, -3.036863 53.8222899)",
8093571,False,1,South Square,residential,30 mph,True,101.27,"LINESTRING (-3.0356122 53.8214894, -3.0359473 53.8223784)",
1164640780,False,2,Caunce Street,tertiary,30 mph,True,61.86,"LINESTRING (-3.037793 53.8221998, -3.036863 53.8222899)",
8605264,False,2,Manchester Road,residential,30 mph,True,159.97400000000002,"LINESTRING (-3.037793 53.8221998, -3.0375404 53.8210467, -3.0374805 53.820773)",
