osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,access,bridge,tunnel
4289863,2,Heatley Street,unclassified,30 mph,False,False,42.112,"LINESTRING (-2.7063799 53.7598403, -2.7058298 53.7600344)",,,,,
219674866,,Chandler Street,unclassified,30 mph,False,False,69.561,"LINESTRING (-2.7063799 53.7598403, -2.7065732 53.7600821, -2.7060617 53.760274)",,,,,
4289863,2,Heatley Street,unclassified,30 mph,False,False,24.61,"LINESTRING (-2.7055625 53.760114, -2.7052386 53.760225)",,,,,
4289863,2,Heatley Street,unclassified,30 mph,False,True,19.692999999999998,"LINESTRING (-2.7055625 53.760114, -2.705646 53.7600931, -2.7058298 53.7600344)",,,,,
"[776453017, 414917899]",2,Corporation Street,primary,30 mph,False,False,96.206,"LINESTRING (-2.7055625 53.760114, -2.7062252 53.7607984, -2.7062797 53.7608679)",A5071,,,,
"[776453017, 414917900]","['2', '3']",Corporation Street,primary,30 mph,False,True,123.273,"LINESTRING (-2.7055625 53.760114, -2.7051714 53.7597239, -2.7048021 53.7593068, -2.7047624 53.7592642, -2.704652 53.7591452)",A5071,,,,
4516479,2,Church Street,tertiary,30 mph,False,False,8.568,"LINESTRING (-2.6974522 53.7584767, -2.6973341 53.7585093)",,,,,
558493052,2,Church Street,unclassified,30 mph,True,False,26.473,"LINESTRING (-2.6974522 53.7584767, -2.6976832 53.7584455, -2.6978432 53.7584199)",,,,,
524961006,,Lancaster Road,unclassified,30 mph,True,False,58.245999999999995,"LINESTRING (-2.6977107 53.7589777, -2.697496 53.7585686, -2.6974522 53.7584767)",,,,,
141817848,2,Church Street,tertiary,30 mph,True,False,23.999,"LINESTRING (-2.6931208 53.76001, -2.6928557 53.7601584)",,,,,
23031819,,Pole Street,unclassified,30 mph,False,True,69.57,"LINESTRING (-2.6931208 53.76001, -2.6932423 53.7600924, -2.6935722 53.7605705)",,,,,
5123343,1,Fishergate,unclassified,30 mph,True,False,40.576,"LINESTRING (-2.6984851 53.7583224, -2.6989742 53.758304, -2.699101 53.7582984)",,,,,
"[5123346, 5123347]",1,"['Jacson Street', 'Birley Street']",unclassified,30 mph,True,False,126.244,"LINESTRING (-2.6984851 53.7583224, -2.6985106 53.75839, -2.698731 53.7588104, -2.6977107 53.7589777)",,,,,
6190661,,Starkie Street,unclassified,30 mph,True,False,38.186,"LINESTRING (-2.7004989 53.7555503, -2.7003296 53.7552218)",,,,,
4801427,,Winckley Square,unclassified,30 mph,True,False,65.244,"LINESTRING (-2.7004989 53.7555503, -2.7012955 53.7554149, -2.7014527 53.7553882)",,,,,
589667571,,Church Street,tertiary,30 mph,True,False,15.731,"LINESTRING (-2.6937562 53.759647, -2.6935734 53.7597383)",,,,,
51935234,2,Derby Street,unclassified,30 mph,True,False,43.979,"LINESTRING (-2.6940652 53.7599978, -2.6937562 53.759647)",,,,,
28909063,1,Hammond's Row,unclassified,30 mph,True,False,95.67399999999999,"LINESTRING (-2.6940652 53.7599978, -2.6950637 53.7596951, -2.6953656 53.7596116)",,,,,
410384770,,Syke Street,unclassified,30 mph,False,False,16.682,"LINESTRING (-2.6980713 53.7568886, -2.6982646 53.7567914)",,,,,
"[4795944, 513188234]",1,Main Sprit Weind,unclassified,30 mph,True,False,161.815,"LINESTRING (-2.6980713 53.7568886, -2.6980986 53.7570004, -2.6981318 53.7571362, -2.6982548 53.7576401, -2.6984396 53.7582186, -2.6984851 53.7583224)",,,,,
410384770,,Syke Street,unclassified,30 mph,False,True,64.941,"LINESTRING (-2.6980713 53.7568886, -2.6976567 53.7568643, -2.6975739 53.7568595, -2.6974515 53.7568523, -2.6970919 53.7568152)",,,,,
4795948,1,St John's Place,unclassified,30 mph,False,False,75.365,"LINESTRING (-2.695941 53.7589148, -2.6953147 53.7583471)",,,,,
512966442,2,Church Street,tertiary,30 mph,False,False,13.997,"LINESTRING (-2.695941 53.7589148, -2.6957599 53.758981)",,,,,
4516479,2,Church Street,tertiary,30 mph,False,True,102.095,"LINESTRING (-2.695941 53.7589148, -2.6961698 53.7588492, -2.696817 53.7586515, -2.697283 53.7585233, -2.6973341 53.7585093)",,,,,
4795951,,Corporation Street,tertiary,30 mph,False,False,10.584,"LINESTRING (-2.7061817 53.7573561, -2.7061176 53.7574034, -2.7061047 53.7574166, -2.7060866 53.7574327)",,,,,
22794770,,Fishergate,tertiary,30 mph,True,False,36.551,"LINESTRING (-2.7061817 53.7573561, -2.7063431 53.7573335, -2.7064259 53.7573219, -2.7067233 53.7572818)",,,,,
5123361,,Corporation Street,tertiary,30 mph,False,False,6.922,"LINESTRING (-2.7054556 53.7583055, -2.7054196 53.758364)",,,,,
4795951,,Corporation Street,tertiary,30 mph,False,True,105.544,"LINESTRING (-2.7054556 53.7583055, -2.7059324 53.7576459, -2.7060866 53.7574327)",,,,,
443250237,,Charnley Street,unclassified,30 mph,True,False,46.014,"LINESTRING (-2.7054556 53.7583055, -2.705294 53.7582266, -2.7052572 53.758172, -2.7050776 53.7579667)",,,,,
"[115304265, 4516481, 180144669, 524956070]",1,"['Mount Street', 'Fishergate']",unclassified,30 mph,True,False,280.47,"LINESTRING (-2.7032496 53.7577701, -2.7034572 53.7577448, -2.7036403 53.7577171, -2.7037806 53.7576918, -2.7038072 53.7576342, -2.7037922 53.7575346, -2.7034728 53.7560142, -2.7033543 53.7555123)",,,,,
"[524956072, 4801428]",,Chapel Street,unclassified,30 mph,False,True,116.729,"LINESTRING (-2.7032496 53.7577701, -2.7032208 53.7577237, -2.7031631 53.7576132, -2.7027929 53.756756)",,,,,
"[524956072, 4801428]",,Chapel Street,unclassified,30 mph,False,False,116.72899999999998,"LINESTRING (-2.7027929 53.756756, -2.7031631 53.7576132, -2.7032208 53.7577237, -2.7032496 53.7577701)",,,,,
4982042,,Winckley Square,unclassified,30 mph,True,False,204.525,"LINESTRING (-2.7027929 53.756756, -2.7026369 53.7567796, -2.7018593 53.7568999, -2.701793 53.7569142, -2.7013658 53.7569824, -2.70111 53.7565379, -2.7009698 53.7563271, -2.700808 53.7560751)",,,,,
274446961,,Winckley Square,unclassified,30 mph,False,True,123.749,"LINESTRING (-2.7027929 53.756756, -2.7024034 53.7558891, -2.7023116 53.7556801)",,,,,
274446961,,Winckley Square,unclassified,30 mph,False,False,45.038,"LINESTRING (-2.7021366 53.7552885, -2.7023116 53.7556801)",,,,,
