osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
4872626,2,A6094,High Street,primary,30 mph,False,False,48.0,"LINESTRING (-3.0694174 55.8945985, -3.0692254 55.8946943, -3.0691965 55.8947091, -3.0690792 55.8947693, -3.0689586 55.8948335, -3.0688565 55.8948939)",,
4872627,,A6106,High Street,primary,30 mph,False,False,53.227000000000004,"LINESTRING (-3.0694174 55.8945985, -3.0696113 55.8945207, -3.0697861 55.8944605, -3.070144 55.8943482)",,
"[699104816, 2954038]",,A6106,Edinburgh Road,primary,30 mph,False,True,141.756,"LINESTRING (-3.0694174 55.8945985, -3.0694865 55.8946479, -3.0697832 55.8948599, -3.0699212 55.89494, -3.070085 55.895017, -3.0704715 55.8951588, -3.0706457 55.8952186, -3.0709619 55.8953163, -3.0711764 55.8953785)",,
2954038,,A6106,Edinburgh Road,primary,30 mph,False,False,154.362,"LINESTRING (-3.0733599 55.8960249, -3.0733044 55.8959961, -3.0732469 55.8959715, -3.0729517 55.8958653, -3.0727509 55.8958036, -3.0724988 55.8957295, -3.0721854 55.8956476, -3.0717112 55.8955304, -3.0714843 55.8954684, -3.0711764 55.8953785)",,
2956033,,B6373,Old Edinburgh Road,secondary,30 mph,False,False,46.721,"LINESTRING (-3.0733599 55.8960249, -3.0734291 55.8960019, -3.0734849 55.8959756, -3.0735273 55.8959431, -3.0735673 55.8959073, -3.0736165 55.8958448, -3.0736612 55.8957696, -3.0736966 55.8956674)",,
"[75393090, 75393092, 75393093]",2,A6106,Edinburgh Road,primary,30 mph,False,True,118.274,"LINESTRING (-3.0733599 55.8960249, -3.0733913 55.8960572, -3.0734328 55.8961123, -3.0734652 55.896161, -3.073548 55.896326, -3.0736203 55.8964775, -3.0737184 55.896686, -3.0737787 55.8967846, -3.0738593 55.8968658, -3.0739543 55.8969266, -3.0740157 55.8969547, -3.0740891 55.8969809)",yes,
"[294648873, 2956034, 294648870]",2,B6373,London Road,secondary,30 mph,False,False,136.07399999999998,"LINESTRING (-3.0691413 55.8922262, -3.0690696 55.8922151, -3.0689019 55.8921893, -3.0688542 55.8921855, -3.0684713 55.8921546, -3.0683035 55.8921455, -3.0680952 55.8921425, -3.0679268 55.8921584, -3.0672854 55.8922451, -3.0671798 55.8922594, -3.0670132 55.8923017)",yes,
32728243,,,Lothian Street,tertiary,30 mph,False,False,93.487,"LINESTRING (-3.0691413 55.8922262, -3.0691391 55.8923048, -3.0691373 55.8923698, -3.0691547 55.892686, -3.0691657 55.8928866, -3.0691593 55.8929241, -3.0691451 55.8929599, -3.0691145 55.8930049, -3.0690712 55.8930571)",,
157706186,,B6373,Buccleuch Street,secondary,30 mph,False,False,219.994,"LINESTRING (-3.0691413 55.8922262, -3.0693289 55.8922804, -3.0697154 55.8923922, -3.0701269 55.8925137, -3.0702993 55.8925646, -3.0704211 55.8926006, -3.0712433 55.8928498, -3.0721031 55.8930911, -3.0722709 55.8931394)",,
42248893,,A6106,Newmills Road,primary,30 mph,False,True,73.2,"LINESTRING (-3.0670132 55.8923017, -3.06733 55.8924254, -3.0677368 55.8925837, -3.0678975 55.8926414, -3.0679833 55.8926723)",,
"[294648873, 2956034, 294648870]",2,B6373,London Road,secondary,30 mph,False,True,136.074,"LINESTRING (-3.0670132 55.8923017, -3.0671798 55.8922594, -3.0672854 55.8922451, -3.0679268 55.8921584, -3.0680952 55.8921425, -3.0683035 55.8921455, -3.0684713 55.8921546, -3.0688542 55.8921855, -3.0689019 55.8921893, -3.0690696 55.8922151, -3.0691413 55.8922262)",yes,
"[807544352, 2954042]","['2', '3']",A6106,Newmills Road,primary,30 mph,False,False,48.701,"LINESTRING (-3.0670132 55.8923017, -3.066821 55.8922346, -3.0666042 55.892174, -3.066474 55.8921465, -3.0663066 55.8921214)",,
2954039,,A6106,South Street,primary,30 mph,False,True,42.465,"LINESTRING (-3.0690712 55.8930571, -3.069124 55.8930845, -3.0691612 55.8931198, -3.0692411 55.8932054, -3.0693764 55.8933947)",,
32728243,,,Lothian Street,tertiary,30 mph,False,True,93.487,"LINESTRING (-3.0690712 55.8930571, -3.0691145 55.8930049, -3.0691451 55.8929599, -3.0691593 55.8929241, -3.0691657 55.8928866, -3.0691547 55.892686, -3.0691373 55.8923698, -3.0691391 55.8923048, -3.0691413 55.8922262)",,
42248893,,A6106,Newmills Road,primary,30 mph,False,False,80.32400000000001,"LINESTRING (-3.0690712 55.8930571, -3.0690088 55.8930243, -3.0689421 55.8929976, -3.0684547 55.8928272, -3.0681884 55.8927397, -3.0679833 55.8926723)",,
2954039,,A6106,South Street,primary,30 mph,False,False,116.34700000000001,"LINESTRING (-3.070144 55.8943482, -3.0700117 55.8941912, -3.0699888 55.8941641, -3.0696966 55.8938098, -3.069605 55.8936883, -3.069552 55.8936272, -3.0693764 55.8933947)",,
4872627,,A6106,High Street,primary,30 mph,False,True,53.227000000000004,"LINESTRING (-3.070144 55.8943482, -3.0697861 55.8944605, -3.0696113 55.8945207, -3.0694174 55.8945985)",,
4947524,,A6094,High Street,primary,30 mph,False,False,193.31799999999998,"LINESTRING (-3.070144 55.8943482, -3.0702857 55.8943066, -3.0704498 55.8942585, -3.0706773 55.8941918, -3.0707514 55.8941621, -3.071165 55.8939953, -3.0712925 55.8939287, -3.0717559 55.8936421, -3.0722027 55.8932019, -3.0722709 55.8931394)",,
2956033,,B6373,Old Edinburgh Road,secondary,30 mph,False,True,44.891999999999996,"LINESTRING (-3.0722709 55.8931394, -3.0723914 55.8931849, -3.0724372 55.8932022, -3.0725254 55.8932639, -3.0726564 55.893463)",,
