osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel,width,access
1100803362,2,A82,Tomnahurich Street,trunk,30 mph,False,True,27.624,"LINESTRING (-4.2306376 57.4760458, -4.2309981 57.4758904)",,,,,
4418068,2,B861,Tomnahurich Street,secondary,30 mph,True,False,43.309,"LINESTRING (-4.2306376 57.4760458, -4.2305455 57.47615, -4.2301621 57.4763307)",,,,,
32986022,2,A82,Kenneth Street,trunk,30 mph,False,False,23.807000000000002,"LINESTRING (-4.2306376 57.4760458, -4.2308334 57.4761626, -4.2309043 57.4762048)",,,,,
44021904,3,A82,Shore Street Roundabout,trunk,30 mph,True,False,20.746,"LINESTRING (-4.2307725 57.482466, -4.2308829 57.4825028, -4.2309632 57.4825576, -4.2309953 57.4826013)",roundabout,,,,
44021904,3,A82,Shore Street Roundabout,trunk,30 mph,True,False,18.822,"LINESTRING (-4.2309953 57.4826013, -4.2310061 57.4826709, -4.2309442 57.4827646)",roundabout,,,,
4049921,,A82,Shore Street Roundabout,trunk,30 mph,True,False,14.454,"LINESTRING (-4.2304718 57.4828329, -4.2303426 57.4828038, -4.2302807 57.4827604)",roundabout,,,,
4049921,,A82,Shore Street Roundabout,trunk,30 mph,True,False,14.734,"LINESTRING (-4.2302807 57.4827604, -4.2302261 57.4826969, -4.2302182 57.4826345)",roundabout,,,,
4371043,2,A82,,trunk,30 mph,True,False,240.73,"LINESTRING (-4.2302807 57.4827604, -4.2294281 57.4826362, -4.2290983 57.4825685, -4.2288843 57.482505, -4.2277616 57.4821806, -4.2274407 57.4821161, -4.2270652 57.4820768, -4.2269056 57.4820748, -4.2267227 57.4820915, -4.2265476 57.4821452)",,,,,
44021894,3,A82,Shore Street Roundabout,trunk,30 mph,True,False,20.795,"LINESTRING (-4.2302182 57.4826345, -4.2302554 57.4825621, -4.2303187 57.4825095, -4.2303971 57.482484)",roundabout,,,,
44021904,3,A82,Shore Street Roundabout,trunk,30 mph,True,False,9.287,"LINESTRING (-4.2303971 57.482484, -4.230543 57.4824553)",roundabout,,,,
4239001,1,B865,Chapel Street,secondary,30 mph,True,False,64.541,"LINESTRING (-4.2303971 57.482484, -4.2303817 57.4820781, -4.2303005 57.4819092)",,,,,
4406166,2,,Waterloo Place,residential,30 mph,False,False,36.417,"LINESTRING (-4.2309442 57.4827646, -4.2311147 57.4828424, -4.2312025 57.4829248, -4.2313012 57.4830238)",,,,,
394487435,,A82,Shore Street Roundabout,trunk,30 mph,True,False,31.697,"LINESTRING (-4.2309442 57.4827646, -4.2308542 57.482815, -4.2307918 57.4828348, -4.2306664 57.4828528, -4.2304718 57.4828329)",roundabout,,,,
"[35151874, 34835726]",2,B861,"['High Street', 'Castle Street']",secondary,20 mph,False,False,294.9200000000001,"LINESTRING (-4.2250549 57.4753237, -4.2249967 57.4754339, -4.2248501 57.4757496, -4.2246264 57.4761722, -4.2245043 57.4763886, -4.2244546 57.4765023, -4.2244219 57.4766179, -4.2244054 57.4766817, -4.2243898 57.4767879, -4.2243909 57.4768983, -4.2244142 57.4770182, -4.2244506 57.4771048, -4.2245172 57.4772198, -4.2245851 57.4773228, -4.2246524 57.4774041, -4.2247836 57.4775377, -4.2248165 57.4775671, -4.224872 57.4775901, -4.2249345 57.4775963, -4.2250002 57.4775881, -4.2253421 57.4774861)",,,,,
"[26173872, 4418070]",2,B861,"['Ness Bridge', 'Young Street']",secondary,30 mph,True,False,93.785,"LINESTRING (-4.226851 57.4770869, -4.226972 57.4770337, -4.228311 57.476792)",,yes,,,
"[34179330, 934497946]","['2', '3']",B861,"['Bridge Street', 'High Street']",secondary,20 mph,False,True,100.58800000000001,"LINESTRING (-4.226851 57.4770869, -4.2264711 57.4771752, -4.2261242 57.4772658, -4.2256818 57.477388, -4.2255072 57.4774369, -4.2253785 57.4774759, -4.2253421 57.4774861)",,,,,
36280118,2,B862,Castle Road,secondary,20 mph,False,False,182.682,"LINESTRING (-4.226851 57.4770869, -4.2267804 57.4769714, -4.2267093 57.4768577, -4.2266515 57.4767419, -4.2264738 57.4762458, -4.2263109 57.4758131, -4.2261701 57.475487)",,,,,
"[112466905, 377913214, 53332527]","['2', '3']",B862,Bank Street,secondary,20 mph,False,True,197.32,"LINESTRING (-4.226851 57.4770869, -4.2270095 57.4773089, -4.2273296 57.4777072, -4.2275197 57.4779378, -4.2276023 57.4780335, -4.2276314 57.4780671, -4.2278998 57.4783461, -4.2282311 57.4786975)",,,,,
209056023,,B865,Millburn Road,secondary,30 mph,False,True,62.107,"LINESTRING (-4.2178218 57.4807576, -4.218118 57.480578, -4.2184459 57.4803127)",,,,,
"[139715426, 36359291, 36253580]",3,B865,"['Academy Street', 'Millburn Road']",secondary,20 mph,False,False,92.924,"LINESTRING (-4.2216013 57.4791939, -4.2213991 57.4792103, -4.2204863 57.4793235, -4.2200985 57.4794002)",,,yes,,
"[53332528, 377913213, 286508191]","['2', '3']",B865,Academy Street,secondary,20 mph,False,True,165.24200000000002,"LINESTRING (-4.2216013 57.4791939, -4.2218389 57.4791829, -4.221974 57.4791586, -4.2221057 57.4791243, -4.2229989 57.4788192, -4.2231594 57.4788106, -4.2232612 57.4788185, -4.2233452 57.4788333, -4.2234162 57.4788617, -4.2234802 57.4788873, -4.2236967 57.4789735, -4.2238729 57.4790468, -4.2240038 57.4791014)",,,,,
4238999,2,B861,Young Street,secondary,30 mph,True,False,68.956,"LINESTRING (-4.2294267 57.4766336, -4.2283534 57.4768607)",,,,,
4398186,,,Tomnahurich Street,secondary,30 mph,False,False,7.155,"LINESTRING (-4.2294267 57.4766336, -4.2293719 57.4765764)",,,,,
25842329,2,,King Street,residential,20 mph,True,False,150.817,"LINESTRING (-4.2294267 57.4766336, -4.2299327 57.4771027, -4.2299807 57.4771492, -4.2303997 57.4775358, -4.2305675 57.4776906, -4.2306176 57.4777263, -4.2307419 57.4777859)",,,,,
112466906,4,B865,Chapel Street,secondary,20 mph,False,True,21.304,"LINESTRING (-4.2283231 57.4808136, -4.2285769 57.4809481)",,,,,
4239000,2,B865,Academy Street,secondary,20 mph,False,True,156.405,"LINESTRING (-4.2283231 57.4808136, -4.2281683 57.4807511, -4.2275735 57.4805453, -4.2268848 57.4802784, -4.2262101 57.4799861)",,,,,
4239002,2,B862,Friar's Lane,secondary,20 mph,False,False,30.717,"LINESTRING (-4.2283231 57.4808136, -4.2285186 57.4807299, -4.22869 57.480622)",,,,,
4239002,2,B862,Friar's Lane,secondary,20 mph,False,True,8.65,"LINESTRING (-4.2287483 57.4805508, -4.22869 57.480622)",,,,,
4239002,2,B862,Friar's Lane,secondary,20 mph,False,False,53.822,"LINESTRING (-4.2287483 57.4805508, -4.2291948 57.4802962, -4.2293546 57.4801932)",,,,,
4418165,,,Church Street,residential,20 mph,True,False,198.172,"LINESTRING (-4.2287483 57.4805508, -4.228227 57.4801178, -4.2280301 57.4799572, -4.227986 57.4799222, -4.2278732 57.4798327, -4.2272788 57.4793136, -4.227046 57.4790955, -4.2269988 57.4790382)",,,,,
"[1103540592, 4239003]",2,B862,Bank Street,secondary,20 mph,False,False,158.716,"LINESTRING (-4.2297473 57.4798615, -4.2297278 57.4798247, -4.2296401 57.4797577, -4.2291215 57.4794473, -4.2290847 57.4794185, -4.2290174 57.4793677, -4.228859 57.4792467, -4.2284011 57.4788515, -4.2282311 57.4786975)",,,,,
35151873,2,B862,Friar's Lane,secondary,20 mph,False,False,44.089999999999996,"LINESTRING (-4.2297473 57.4798615, -4.2297167 57.4799219, -4.2293546 57.4801932)",,,,,
44021980,2,B865,Academy Street,secondary,20 mph,False,False,9.775,"LINESTRING (-4.2253023 57.4796224, -4.2254282 57.4796785)",,,,,
"[377913212, 377913211, 1103538660]","['2', '3']",B865,Academy Street,secondary,20 mph,False,False,96.868,"LINESTRING (-4.2253023 57.4796224, -4.2248364 57.479435, -4.2245742 57.4793249, -4.2243212 57.4792252, -4.2241637 57.4791655, -4.2240038 57.4791014)",,,,,
4398187,1,,Ardross Place,residential,20 mph,False,True,181.222,"LINESTRING (-4.2331011 57.4749241, -4.2329453 57.4749008, -4.2327905 57.4749041, -4.2301264 57.4751842)",,,,,
65754117,2,A82,Tomnahurich Street,trunk,30 mph,False,False,70.44800000000001,"LINESTRING (-4.2331011 57.4749241, -4.2330039 57.4749929, -4.2328905 57.4750581, -4.2326324 57.4751736, -4.2322359 57.475351)",,,,,
65754117,2,A82,Tomnahurich Street,trunk,30 mph,False,True,11.722,"LINESTRING (-4.2331011 57.4749241, -4.2331725 57.4748559, -4.2331939 57.4748313)",,,,,
4398188,2,,Kenneth Street,residential,30 mph,False,False,42.21,"LINESTRING (-4.229963 57.4748149, -4.2299772 57.4748469, -4.2301264 57.4751842)",,,,,
4399448,2,,Ardross Street,residential,20 mph,False,False,74.041,"LINESTRING (-4.229963 57.4748149, -4.2292152 57.4748941, -4.2289705 57.4749222, -4.2287491 57.4749467)",,,,,
4399448,2,,Ardross Street,residential,20 mph,False,True,211.365,"LINESTRING (-4.229963 57.4748149, -4.2327139 57.4745241, -4.2330141 57.4744965, -4.2331924 57.4745118, -4.2333343 57.4745406, -4.2334232 57.4745586)",,,,,
4371044,2,A82,Rose Street Roundabout,trunk,30 mph,True,False,20.134999999999998,"LINESTRING (-4.2265476 57.4821452, -4.226514 57.4821694, -4.2264685 57.4821871, -4.2264153 57.4821968, -4.2263592 57.4821975, -4.2263052 57.4821893, -4.2262581 57.4821729)",roundabout,,,,
4371041,2,A82,,trunk,30 mph,True,False,239.041,"LINESTRING (-4.2264685 57.4820081, -4.2268085 57.4819839, -4.2271035 57.4819918, -4.2275142 57.4820476, -4.2278386 57.4821164, -4.2289488 57.4824237, -4.2294758 57.4825588, -4.2299936 57.4826158, -4.2302182 57.4826345)",,,,,
4371044,2,A82,Rose Street Roundabout,trunk,30 mph,True,False,17.692,"LINESTRING (-4.2264685 57.4820081, -4.2265161 57.482027, -4.2265504 57.4820529, -4.226568 57.4820833, -4.226567 57.4821152, -4.2265476 57.4821452)",roundabout,,,,
139715440,2,A82,Glenurquhart Road,trunk,30 mph,False,True,33.278,"LINESTRING (-4.2331939 57.4748313, -4.2334232 57.4745586)",,,,,
65754117,2,A82,Tomnahurich Street,trunk,30 mph,False,False,11.722,"LINESTRING (-4.2331939 57.4748313, -4.2331725 57.4748559, -4.2331011 57.4749241)",,,,,
4371044,2,A82,Rose Street Roundabout,trunk,30 mph,True,False,12.272,"LINESTRING (-4.2262581 57.4821729, -4.2262248 57.4821519, -4.2262033 57.4821269, -4.2261953 57.4820996, -4.2262013 57.4820722)",roundabout,,,,
4371044,2,A82,Rose Street Roundabout,trunk,30 mph,True,False,8.692,"LINESTRING (-4.2262013 57.4820722, -4.2262195 57.4820481, -4.2262486 57.4820272, -4.2262867 57.4820111)",roundabout,,,,
25842341,2,,,unclassified,30 mph,False,True,22.768,"LINESTRING (-4.2262867 57.4820111, -4.2259897 57.4818829)",,,,15,
4371044,2,A82,Rose Street Roundabout,trunk,30 mph,True,False,11.295,"LINESTRING (-4.2262867 57.4820111, -4.2263455 57.4819989, -4.2264084 57.4819979, -4.2264685 57.4820081)",roundabout,,,,
26173871,2,B861,Young Street,secondary,30 mph,True,False,67.804,"LINESTRING (-4.228311 57.476792, -4.2293719 57.4765764)",,,,,
"[34918569, 39503354, 39503355, 39503356]",2,,Ness Walk,residential,20 mph,True,False,222.82899999999998,"LINESTRING (-4.228311 57.476792, -4.2282787 57.4767357, -4.2282325 57.4766714, -4.2281031 57.4764732, -4.2279923 57.4762585, -4.2279512 57.4761379, -4.2279024 57.4759761, -4.2278847 57.4758486, -4.2278752 57.4757868, -4.2278816 57.4756876, -4.2278906 57.4754767, -4.2279084 57.4752673, -4.2279384 57.4751436, -4.2279804 57.4751017, -4.2280401 57.4750548, -4.2281437 57.4750103, -4.2282752 57.4749814, -4.2284026 57.4749662)",,,,,
25842339,2,,Greig Street,residential,20 mph,False,True,119.842,"LINESTRING (-4.2333274 57.4776596, -4.2317268 57.4783085)",,,,,
