osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge
152626477,True,2,A26,Union Street,primary,30 mph,False,26.153,"LINESTRING (-6.6704562 55.134384, -6.6704192 55.1342746, -6.6703529 55.1342211, -6.670271 55.1341865)",
408305121,False,,A2,Milburn Road,primary,30 mph,True,143.392,"LINESTRING (-6.6704562 55.134384, -6.6697433 55.1351146, -6.6693573 55.1355102)",
152626477,True,2,A26,Union Street,primary,30 mph,False,189.447,"LINESTRING (-6.670271 55.1341865, -6.6701435 55.1341761, -6.669852 55.1341624, -6.6693476 55.1341589, -6.6689959 55.1341819, -6.6681546 55.13425, -6.6675865 55.1342985, -6.6674588 55.1343063, -6.6673115 55.1343152)",
8432109,True,2,,Brook Street,unclassified,30 mph,False,106.45400000000001,"LINESTRING (-6.6673115 55.1343152, -6.6671988 55.1342541, -6.6671098 55.1341851, -6.6671006 55.1340042, -6.6671059 55.1339357, -6.6671172 55.1337883, -6.6671344 55.1335762, -6.667123 55.1334029)",
144322137,True,,,Brook Street,residential,,False,42.2,"LINESTRING (-6.6673115 55.1343152, -6.667155 55.1343599, -6.6670992 55.1344472, -6.667086 55.1346336)",
152626477,True,2,A26,Union Street,primary,30 mph,False,78.952,"LINESTRING (-6.6673115 55.1343152, -6.6664114 55.1343577, -6.6660725 55.1343578)",
61395916,False,,,Martin's Brae,residential,,False,111.997,"LINESTRING (-6.6660725 55.1343578, -6.6660818 55.1333506)",
406466778,False,,,,residential,,True,29.842,"LINESTRING (-6.6660725 55.1343578, -6.6660894 55.134626)",
401892889,True,,,,unclassified,,False,123.347,"LINESTRING (-6.6679182 55.1295076, -6.668154 55.12955, -6.6684304 55.1296248, -6.6688048 55.129726, -6.6694468 55.1298996, -6.6694597 55.129904, -6.6696719 55.1299773)",
605061853,True,2,,Long Commons,residential,30 mph,False,40.995999999999995,"LINESTRING (-6.6679182 55.1295076, -6.6680613 55.1291946, -6.6680813 55.1291509)",
8432131,True,,,Beresford Road,residential,30 mph,False,81.852,"LINESTRING (-6.6683935 55.1284548, -6.6692022 55.1284815, -6.6692244 55.128483, -6.6696776 55.1285068)",
28692015,True,,,Beresford Road,residential,30 mph,False,43.046,"LINESTRING (-6.6683935 55.1284548, -6.6680716 55.1284376, -6.6679762 55.1284176, -6.6679226 55.1283585, -6.6679325 55.1282811)",
8432136,True,2,A2,Waterside Street,primary,30 mph,False,71.174,"LINESTRING (-6.6771633 55.1319456, -6.6760542 55.131858)",
4571321,False,2,A2,Castlerock Road,primary,30 mph,False,144.408,"LINESTRING (-6.6771633 55.1319456, -6.6773207 55.1320456, -6.6781439 55.1325688, -6.6783586 55.1327052, -6.6786826 55.1329111)",
927749020,False,,,,unclassified,,True,73.975,"LINESTRING (-6.6771633 55.1319456, -6.6770348 55.1320073, -6.6770208 55.132065, -6.677016 55.1324397, -6.6769973 55.1325057, -6.6768963 55.1325444)",
28692024,True,2,A29,Killowen Street,primary,30 mph,False,41.477,"LINESTRING (-6.6771673 55.1315726, -6.6771656 55.1318619, -6.6771633 55.1319456)",
8432138,True,2,A29,Link Road,primary,30 mph,False,19.241,"LINESTRING (-6.6759971 55.1314429, -6.6761018 55.1314052, -6.6761834 55.1313833, -6.6762713 55.1313761)",
927749022,True,1,A29,Strand Road,primary,30 mph,False,29.073999999999998,"LINESTRING (-6.6759971 55.1314429, -6.6760105 55.1314032, -6.676084 55.1311862)",
4571332,True,3,A29,The Strand,primary,30 mph,False,29.365,"LINESTRING (-6.6759326 55.1317044, -6.6759971 55.1314429)",
"[62048665, 417537013]",True,1,A2,,primary,30 mph,False,25.091,"LINESTRING (-6.6760542 55.131858, -6.6758308 55.1318398, -6.675666 55.1318183)",
927749023,True,1,A2,Waterside Street,primary,30 mph,False,19.241,"LINESTRING (-6.6760542 55.131858, -6.6760106 55.1318346, -6.6759689 55.1317921, -6.6759326 55.1317044)",
28692020,False,,A2,Coleraine Bridge,primary,30 mph,True,109.619,"LINESTRING (-6.675666 55.1318183, -6.6739591 55.1316782)",yes
"[976024400, 28692021]",True,1,A29,Bann Bridge,primary,30 mph,False,21.85,"LINESTRING (-6.675666 55.1318183, -6.6757405 55.1318058, -6.6758254 55.1317794, -6.6759326 55.1317044)",
28692020,False,,A2,Coleraine Bridge,primary,30 mph,False,109.619,"LINESTRING (-6.6739591 55.1316782, -6.675666 55.1318183)",yes
359242635,True,,A2,Bann Bridge,primary,30 mph,False,33.714,"LINESTRING (-6.6739591 55.1316782, -6.6738742 55.1316887, -6.6738114 55.1316989, -6.673772 55.1317083, -6.6737307 55.1317207, -6.6736686 55.131745, -6.6736167 55.1317729, -6.6735412 55.1318419)",
"[28692017, 28692018]",True,,A26,"['Bannfield Road', 'Hanover Place']",primary,30 mph,False,213.00899999999996,"LINESTRING (-6.6709641 55.129194, -6.6711789 55.1291964, -6.6714576 55.1291389, -6.6717299 55.1290697, -6.6718577 55.1290399, -6.6722124 55.1289572, -6.6722811 55.1289447, -6.672358 55.1289308, -6.6727088 55.1288674, -6.672872 55.1288877, -6.6729634 55.1289358, -6.6731897 55.1291384, -6.6735196 55.1295134, -6.6735396 55.129542)",
