osmid,highway,maxspeed,oneway,reversed,length,name,geometry,ref,access,lanes,junction,bridge
4550062,residential,30 mph,False,True,10.851,,"LINESTRING (-4.2747875 55.7882493, -4.2749425 55.7882054)",,,,,
530404065,residential,30 mph,False,False,50.998000000000005,Strawhill Road,"LINESTRING (-4.2747875 55.7882493, -4.2746476 55.7882938, -4.2743378 55.7883834, -4.2742196 55.788429, -4.2740938 55.7884875)",,,,,
"[1103766424, 1103766425]",primary,30 mph,True,False,140.048,Busby Road,"LINESTRING (-4.2747875 55.7882493, -4.2747487 55.7881967, -4.2747031 55.7880645, -4.2746906 55.7879123, -4.2747087 55.7876952, -4.2747249 55.7875776, -4.2747741 55.7870952, -4.2747826 55.7869983)",A727,yes,,,
530509710,residential,,False,False,9.379,Cecil Street,"LINESTRING (-4.2749469 55.7868492, -4.274797 55.786846)",,,,,
1103766422,primary,30 mph,True,False,16.957,Carolside Gardens,"LINESTRING (-4.2749469 55.7868492, -4.2749467 55.7870017)",A727,,,,
530518486,residential,,False,True,94.196,Cecil Street,"LINESTRING (-4.2749469 55.7868492, -4.2755526 55.7868478, -4.2756501 55.7868476, -4.2756905 55.7868479, -4.2757592 55.7868435, -4.276453 55.7868387)",,,,,
4550062,residential,30 mph,False,False,10.851,,"LINESTRING (-4.2749425 55.7882054, -4.2747875 55.7882493)",,,,,
530518481,residential,,False,False,96.903,Hillview Drive,"LINESTRING (-4.2749425 55.7882054, -4.2752276 55.7881349, -4.2755705 55.7880647, -4.2756441 55.7880469, -4.2758646 55.7880255, -4.2760837 55.7880062, -4.2764315 55.788001)",,,,,
"[1103766433, 1103766434, 1103766435, 1103766421, 714621978, 1103766428, 1103766429, 1103766431]",primary,30 mph,True,False,230.2,Busby Road,"LINESTRING (-4.2749425 55.7882054, -4.2750204 55.7882996, -4.2750897 55.7883833, -4.2752178 55.7884809, -4.2754318 55.7886438, -4.2756721 55.7887973, -4.2758679 55.7889277, -4.2761371 55.7891266, -4.2762357 55.7891981, -4.2763169 55.7892598, -4.2763781 55.7893019, -4.2765576 55.7894349, -4.2767925 55.7896032, -4.2770345 55.789756, -4.2771716 55.7898454)",A727,,,,
225795874,primary,30 mph,True,False,32.783,Busby Road,"LINESTRING (-4.2776828 55.7901932, -4.2777671 55.79021, -4.2778701 55.7902308, -4.2779513 55.7902444, -4.2780451 55.7902591, -4.2781845 55.790278)",A727,,,,
"[1103766445, 384998287]",primary,30 mph,False,True,32.801,Busby Road,"LINESTRING (-4.2776828 55.7901932, -4.2776479 55.7901727, -4.2775984 55.7901438, -4.2773484 55.7900125, -4.277304 55.7899892)",A727,,,,
84745190,primary,30 mph,False,False,90.97000000000001,Busby Road,"LINESTRING (-4.2742163 55.7859088, -4.274116 55.7858592, -4.2740924 55.7858475, -4.2740445 55.7858218, -4.2737324 55.7856543, -4.273715 55.7856426, -4.2736849 55.7856266, -4.2731751 55.7853552, -4.2731594 55.7853468)",A727,,2,,
489670124,primary,,True,False,24.241,Busby Road,"LINESTRING (-4.2742163 55.7859088, -4.2743605 55.7859358, -4.2744808 55.7859494, -4.2745938 55.7859486)",,,,,
84745190,primary,30 mph,False,False,9.939,Busby Road,"LINESTRING (-4.2731594 55.7853468, -4.2730437 55.7852855)",A727,,2,,
84745190,primary,30 mph,False,True,90.97,Busby Road,"LINESTRING (-4.2731594 55.7853468, -4.2731751 55.7853552, -4.2736849 55.7856266, -4.273715 55.7856426, -4.2737324 55.7856543, -4.2740445 55.7858218, -4.2740924 55.7858475, -4.274116 55.7858592, -4.2742163 55.7859088)",A727,,2,,
32874108,tertiary,,True,False,91.823,Benview Road,"LINESTRING (-4.2809476 55.7888723, -4.2804914 55.7891165, -4.2803881 55.78917, -4.2803796 55.7891752, -4.2800669 55.7893439, -4.2800406 55.7893581, -4.2798909 55.7894389, -4.2798848 55.7894422)",,,,,
496413212,residential,,False,True,84.581,Seres Road,"LINESTRING (-4.2809476 55.7888723, -4.2810405 55.7889475, -4.2811529 55.7889998, -4.2813313 55.7890511, -4.2814233 55.7890609, -4.2815266 55.789072, -4.2821712 55.7890844)",,,,,
32874108,tertiary,,True,False,69.389,Benview Road,"LINESTRING (-4.2790965 55.7898701, -4.2790699 55.7898846, -4.2787921 55.7900349, -4.2787462 55.790063, -4.2787146 55.7900808, -4.2785551 55.7901653, -4.2784526 55.7902416, -4.2784257 55.7902752, -4.2784072 55.7902947, -4.2783934 55.7903394)",,,,,
530423753,residential,,False,False,298.03399999999993,Stewart Drive,"LINESTRING (-4.2790965 55.7898701, -4.2793482 55.7899805, -4.2795329 55.7900577, -4.2797072 55.790106, -4.2799433 55.790155, -4.2807584 55.7904755, -4.2808 55.7904895, -4.2808742 55.7905118, -4.2809652 55.7905318, -4.2810653 55.7905384, -4.2811558 55.7905432, -4.2812432 55.7905375, -4.281416 55.7904904, -4.2818759 55.7903012, -4.2819788 55.7902748, -4.2820858 55.7902598, -4.2823281 55.790263, -4.2824227 55.7902741, -4.282536 55.7903021, -4.2828165 55.7904044, -4.2832224 55.7905535)",,,,,
530518481,residential,,False,False,76.01100000000001,Hillview Drive,"LINESTRING (-4.2818327 55.7873896, -4.2819656 55.7873655, -4.2821844 55.7873404, -4.2825541 55.7873083, -4.2829408 55.7872841, -4.2830292 55.7872757)",,,,,
530518481,residential,,False,True,75.9,Hillview Drive,"LINESTRING (-4.2818327 55.7873896, -4.281515 55.7874321, -4.2806717 55.7875875)",,,,,
530518493,residential,,False,False,152.99300000000002,Queensberry Avenue,"LINESTRING (-4.2818327 55.7873896, -4.2817966 55.7872498, -4.281758 55.7871081, -4.281699 55.7868726, -4.2816401 55.7866383, -4.2816157 55.7865183, -4.2815787 55.7863919, -4.2815402 55.7862628, -4.2815202 55.7861545, -4.2814815 55.7860282)",,,,,
496415504,residential,,False,False,67.458,Glen Place,"LINESTRING (-4.2821712 55.7890844, -4.2822029 55.7896908)",,,,,
496413212,residential,,False,False,84.58099999999999,Seres Road,"LINESTRING (-4.2821712 55.7890844, -4.2815266 55.789072, -4.2814233 55.7890609, -4.2813313 55.7890511, -4.2811529 55.7889998, -4.2810405 55.7889475, -4.2809476 55.7888723)",,,,,
384996658,primary,30 mph,False,False,13.547,Eastwoodmains Road,"LINESTRING (-4.2817477 55.7917886, -4.2819243 55.7918592)",A727,,,,
496415488,residential,,False,True,97.028,Golf Road,"LINESTRING (-4.2817477 55.7917886, -4.2826114 55.7910636)",,,,,
384996658,primary,30 mph,False,True,145.716,Eastwoodmains Road,"LINESTRING (-4.2817477 55.7917886, -4.2812997 55.7916432, -4.2810363 55.7915616, -4.2809108 55.7915169, -4.2808375 55.7914931, -4.2803752 55.7913647, -4.2803007 55.791344, -4.2796856 55.7911798)",A727,,,,
384996658,primary,30 mph,False,True,13.547,Eastwoodmains Road,"LINESTRING (-4.2819243 55.7918592, -4.2817477 55.7917886)",A727,,,,
23748441,residential,,False,False,214.534,Drumby Crescent,"LINESTRING (-4.2819243 55.7918592, -4.2815197 55.7922225, -4.2814706 55.7922723, -4.281388 55.792356, -4.2813589 55.7924032, -4.2813633 55.7924506, -4.2814141 55.7925027, -4.2817257 55.7927292, -4.2819181 55.7928554, -4.2821295 55.7929686, -4.2824917 55.7931527, -4.2827684 55.7932902, -4.2828942 55.7933497)",,,,,
384996658,primary,30 mph,False,False,150.19400000000002,Eastwoodmains Road,"LINESTRING (-4.2819243 55.7918592, -4.2823551 55.7920368, -4.2828439 55.792253, -4.283193 55.7924083, -4.2838181 55.7926901)",A727,,,,
23748441,residential,,False,True,214.534,Drumby Crescent,"LINESTRING (-4.2828942 55.7933497, -4.2827684 55.7932902, -4.2824917 55.7931527, -4.2821295 55.7929686, -4.2819181 55.7928554, -4.2817257 55.7927292, -4.2814141 55.7925027, -4.2813633 55.7924506, -4.2813589 55.7924032, -4.281388 55.792356, -4.2814706 55.7922723, -4.2815197 55.7922225, -4.2819243 55.7918592)",,,,,
23748443,residential,,False,False,93.358,Drumby Drive,"LINESTRING (-4.2828942 55.7933497, -4.2832969 55.7930682, -4.2838181 55.7926901)",,,,,
23748443,residential,,False,True,93.358,Drumby Drive,"LINESTRING (-4.2838181 55.7926901, -4.2832969 55.7930682, -4.2828942 55.7933497)",,,,,
384996658,primary,30 mph,False,True,150.19400000000002,Eastwoodmains Road,"LINESTRING (-4.2838181 55.7926901, -4.283193 55.7924083, -4.2828439 55.792253, -4.2823551 55.7920368, -4.2819243 55.7918592)",A727,,,,
718371572,secondary,30 mph,True,False,37.143,Clarkston Road,"LINESTRING (-4.2781669 55.7907815, -4.2781002 55.7907043, -4.2780106 55.7905606, -4.2779926 55.7904652)",B767,,,,
225797752,secondary,30 mph,False,False,7.662,Eaglesham Road,"LINESTRING (-4.2750365 55.7849598, -4.275054 55.7848916)",B767,,2,,
502721189,unclassified,,False,False,9.62,Arthur Street,"LINESTRING (-4.2750365 55.7849598, -4.2748854 55.7849435)",,,,,
225797752,secondary,30 mph,False,True,92.73,Eaglesham Road,"LINESTRING (-4.2750365 55.7849598, -4.2750047 55.7851275, -4.2749822 55.7852972, -4.2749625 55.7855622, -4.2749589 55.7856108, -4.2749353 55.7857151, -4.2748826 55.7857852)",B767,,2,,
489670128,secondary,,True,False,5.178,Eaglesham Road,"LINESTRING (-4.2748826 55.7857852, -4.2748686 55.7858311)",,,,,
