osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,ref,bridge
8485515,False,2,Bridge Street,residential,30 mph,yes,False,22.975,"LINESTRING (-3.651905 51.6064459, -3.651755 51.6065228, -3.6516397 51.6065701)",,
"[24653304, 124523326]",False,2,Commercial Street,primary,20 mph,yes,False,381.618,"LINESTRING (-3.651905 51.6064459, -3.6521814 51.6065149, -3.6522959 51.6065383, -3.6523908 51.6065576, -3.6529866 51.6066378, -3.6536546 51.6066669, -3.6542309 51.6066751, -3.6545171 51.6067065, -3.6554909 51.6068454, -3.6565613 51.6069971, -3.6569771 51.6070728, -3.6572844 51.6071492)",A4063,
124523326,False,2,,primary,20 mph,yes,True,26.228,"LINESTRING (-3.651905 51.6064459, -3.6517768 51.6064044, -3.6516844 51.6063745, -3.6515772 51.6063277)",A4063,
86387681,False,2,Bridge Street,residential,30 mph,yes,False,27.297,"LINESTRING (-3.6516397 51.6065701, -3.6515772 51.6063277)",,
8485515,False,2,Bridge Street,residential,30 mph,yes,False,43.035000000000004,"LINESTRING (-3.6516397 51.6065701, -3.6516506 51.6066519, -3.6516911 51.6069558)",,
8485515,False,2,Bridge Street,residential,30 mph,yes,True,22.975,"LINESTRING (-3.6516397 51.6065701, -3.651755 51.6065228, -3.651905 51.6064459)",,
122394307,False,2,Castle Street,secondary,20 mph,yes,False,131.984,"LINESTRING (-3.6516486 51.6084344, -3.6534938 51.6087438)",B4282,
201838665,False,2,Bridge Street,residential,30 mph,yes,True,51.287,"LINESTRING (-3.6516486 51.6084344, -3.6515862 51.6079748)",,
86408633,False,2,Castle Street,primary,20 mph,yes,False,51.958,"LINESTRING (-3.6575747 51.6096858, -3.6581829 51.6098811, -3.6582413 51.6099024)",A4063,
122394307,False,2,Castle Street,secondary,20 mph,yes,True,112.094,"LINESTRING (-3.6575747 51.6096858, -3.6574107 51.6096562, -3.6572409 51.6096256, -3.6571892 51.6096125, -3.6566461 51.6094745, -3.6565805 51.6094579, -3.6560575 51.6093298)",B4282,
264454052,False,2,Talbot Street,primary,20 mph,yes,True,48.949,"LINESTRING (-3.6575747 51.6096858, -3.6576982 51.609523, -3.6577476 51.6094879, -3.6578675 51.6094012, -3.6579893 51.6093368)",A4063,
69693708,False,2,Llynfi Road,residential,20 mph,yes,False,41.081,"LINESTRING (-3.6604835 51.6086415, -3.6607941 51.6089566)",,
4940483,False,2,Talbot Street,primary,20 mph,yes,False,84.377,"LINESTRING (-3.6604835 51.6086415, -3.6596143 51.6088517, -3.659345 51.608917)",A4063,
24653304,False,2,Commercial Street,primary,20 mph,yes,True,277.544,"LINESTRING (-3.6604835 51.6086415, -3.660393 51.6085615, -3.6598163 51.6082289, -3.6597159 51.6081798, -3.6595644 51.6081057, -3.6590777 51.607899, -3.6577491 51.607314, -3.6574649 51.6072044, -3.6572844 51.6071492)",A4063,
1263058840,False,2,Neath Road,secondary,20 mph,yes,False,198.10700000000003,"LINESTRING (-3.6604835 51.6086415, -3.6612262 51.6084271, -3.6620754 51.6081783, -3.6621348 51.6081596, -3.6625256 51.6080483, -3.6628217 51.6079937, -3.6631237 51.6079655)",B4282,
28766833,False,2,Brynmawr Place,residential,20 mph,yes,False,138.351,"LINESTRING (-3.6631237 51.6079655, -3.6630415 51.6078278, -3.6629221 51.6076764, -3.6627496 51.6075462, -3.662552 51.6074596, -3.6624548 51.6074323, -3.6622922 51.6073866, -3.6616268 51.6072577)",,
1263058840,False,2,Neath Road,secondary,20 mph,yes,False,100.149,"LINESTRING (-3.6631237 51.6079655, -3.6635737 51.6079697, -3.6639581 51.6080223, -3.6642854 51.6081455, -3.664475 51.6082194)",B4282,
1263058840,False,2,Neath Road,secondary,20 mph,yes,True,198.10699999999997,"LINESTRING (-3.6631237 51.6079655, -3.6628217 51.6079937, -3.6625256 51.6080483, -3.6621348 51.6081596, -3.6620754 51.6081783, -3.6612262 51.6084271, -3.6604835 51.6086415)",B4282,
27204905,False,2,Salisbury Road,residential,20 mph,yes,False,494.68800000000005,"LINESTRING (-3.6597968 51.6049576, -3.6599316 51.6051399, -3.660092 51.6053499, -3.6603952 51.6056352, -3.6605922 51.6057889, -3.6613741 51.6062125, -3.6618397 51.6064647, -3.6620266 51.6065518, -3.6627809 51.6068362, -3.6629502 51.6069001, -3.6635681 51.6071241, -3.6637714 51.6072383, -3.6643083 51.6076071, -3.6647239 51.6080602)",,
86123961,False,2,West Street,residential,20 mph,yes,True,97.32,"LINESTRING (-3.6597968 51.6049576, -3.6596493 51.6050853, -3.6593572 51.6052988, -3.6589161 51.6056404)",,
27204905,False,2,Salisbury Road,residential,20 mph,yes,True,28.478,"LINESTRING (-3.6650286 51.6084616, -3.664856 51.608229)",,
1263058840,False,2,Neath Road,secondary,20 mph,yes,True,26.96,"LINESTRING (-3.6650286 51.6084616, -3.6647185 51.6083143)",B4282,
86306192,False,2,St. Michael's Road,residential,20 mph,yes,True,201.514,"LINESTRING (-3.6575292 51.6065503, -3.6603385 51.6070404)",,
69693905,True,2,Station Hill,residential,20 mph,yes,False,69.748,"LINESTRING (-3.6575292 51.6065503, -3.65749 51.6066465, -3.6575053 51.6067725, -3.6574572 51.6068728, -3.6574382 51.606921, -3.6573589 51.6070349, -3.6572844 51.6071492)",,
86123961,False,2,West Street,residential,20 mph,yes,False,139.589,"LINESTRING (-3.6575292 51.6065503, -3.6576973 51.606402, -3.6587461 51.6057571, -3.6589161 51.6056404)",,
86306202,False,2,Station Street,residential,20 mph,yes,False,44.952999999999996,"LINESTRING (-3.6575292 51.6065503, -3.657373 51.606504, -3.6571608 51.606419, -3.6569604 51.606355)",,
28766834,False,2,Garn Road,residential,30 mph,yes,False,37.416,"LINESTRING (-3.6551332 51.6055256, -3.6550103 51.6055263, -3.6548104 51.6055626, -3.6546037 51.6055877)",,
86306202,False,2,Station Street,residential,20 mph,yes,True,163.124,"LINESTRING (-3.6551332 51.6055256, -3.6552153 51.6055447, -3.6552813 51.6055705, -3.6557135 51.6060061, -3.6558099 51.6060558, -3.6569604 51.606355)",,
28766834,False,2,Garn Road,residential,30 mph,yes,False,123.696,"LINESTRING (-3.6546037 51.6055877, -3.654368 51.6055857, -3.6543359 51.6055854, -3.6536019 51.6055302, -3.6532577 51.605535, -3.6528243 51.6055809)",,
28766834,False,2,Garn Road,residential,30 mph,yes,True,37.416,"LINESTRING (-3.6546037 51.6055877, -3.6548104 51.6055626, -3.6550103 51.6055263, -3.6551332 51.6055256)",,
"[86408648, 86408621]",False,2,"['Penygarn Terrace', 'Monica Street']",residential,30 mph,yes,"[False, True]",262.166,"LINESTRING (-3.6546037 51.6055877, -3.6546034 51.6056648, -3.6544211 51.6060039, -3.654403 51.6060375, -3.6541582 51.6059866, -3.6540945 51.6059734, -3.6540015 51.6059693, -3.653981 51.606008, -3.6538111 51.6062878, -3.6524523 51.6061565, -3.6523195 51.6061393, -3.6521699 51.6060858, -3.6520702 51.6059977, -3.6519721 51.6058775)",,
28766834,False,2,Garn Road,residential,30 mph,yes,False,111.976,"LINESTRING (-3.6528243 51.6055809, -3.652502 51.6056009, -3.6521506 51.6056226, -3.6517912 51.6056575, -3.6514096 51.6057013, -3.6512242 51.6057336)",,
28766834,False,2,Garn Road,residential,30 mph,yes,True,123.696,"LINESTRING (-3.6528243 51.6055809, -3.6532577 51.605535, -3.6536019 51.6055302, -3.6543359 51.6055854, -3.654368 51.6055857, -3.6546037 51.6055877)",,
814748067,False,2,Park Street,residential,30 mph,yes,True,27.279,"LINESTRING (-3.6528243 51.6055809, -3.6527507 51.6053713, -3.6527402 51.6053412)",,
28766834,False,2,Garn Road,residential,30 mph,yes,True,111.976,"LINESTRING (-3.6512242 51.6057336, -3.6514096 51.6057013, -3.6517912 51.6056575, -3.6521506 51.6056226, -3.652502 51.6056009, -3.6528243 51.6055809)",,
