osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,width,tunnel
27452925,2,A862,primary,20 mph,False,True,22.251,,"LINESTRING (-4.4599126 57.4834536, -4.4601137 57.4832852)",,
31729900,,,tertiary,20 mph,False,True,14.283,Croyard Road,"LINESTRING (-4.4599126 57.4834536, -4.4601187 57.4835186)",,
27452925,2,A862,primary,20 mph,False,False,72.257,,"LINESTRING (-4.4599126 57.4834536, -4.4597656 57.4835782, -4.4596163 57.483737, -4.4594388 57.484047)",,
27452925,2,A862,primary,20 mph,False,False,22.251,,"LINESTRING (-4.4601137 57.4832852, -4.4599126 57.4834536)",,
31729902,,,unclassified,20 mph,False,False,13.149,Ferry Road,"LINESTRING (-4.4601137 57.4832852, -4.4599265 57.4832231)",,
27452925,2,A862,primary,20 mph,False,True,33.086,,"LINESTRING (-4.4601137 57.4832852, -4.46037 57.483107, -4.4604623 57.4830544)",,
31729902,,,unclassified,20 mph,False,True,12.578,Ferry Road,"LINESTRING (-4.4580053 57.4825919, -4.4581864 57.4826495)",,
"[361809525, 31729902]",,,unclassified,20 mph,False,False,443.48299999999995,Ferry Road,"LINESTRING (-4.4580053 57.4825919, -4.457762 57.4823769, -4.4575621 57.4821444, -4.4574894 57.4820111, -4.4574254 57.4819556, -4.4572833 57.481891, -4.4571548 57.4818421, -4.4570664 57.4817939, -4.4568101 57.4816247, -4.4567434 57.4815683, -4.4566882 57.4815052, -4.4566687 57.4814622, -4.4566522 57.4813716, -4.4566277 57.4813206, -4.4565726 57.4812723, -4.4564789 57.4812173, -4.4563826 57.4811936, -4.4561555 57.4811532, -4.4559977 57.4811223, -4.4558492 57.4810735, -4.4557346 57.4810292, -4.4556266 57.4809758, -4.4550082 57.4806855, -4.4549187 57.4806321, -4.4548403 57.4805726, -4.4547672 57.4804975, -4.4547061 57.4804113, -4.4544938 57.4800591, -4.4542626 57.4797098, -4.454198 57.4796343, -4.453999 57.479421)",,
31729904,,,residential,20 mph,False,False,296.03499999999985,Riverside Drive,"LINESTRING (-4.4580053 57.4825919, -4.4578865 57.4826588, -4.4578168 57.482787, -4.4577865 57.4829164, -4.457745 57.4831487, -4.4577295 57.4832353, -4.4575717 57.4836039, -4.4575277 57.4837066, -4.4572606 57.4840952, -4.4570673 57.4842903, -4.4565662 57.4846593, -4.4565562 57.4846848, -4.4565611 57.4847023, -4.4565802 57.4847559, -4.4566072 57.4847879, -4.4567116 57.4848499, -4.4567432 57.4848824, -4.4567463 57.4848987, -4.4567344 57.4849179, -4.4565592 57.4849911)",,
"[361809525, 31729902]",,,unclassified,20 mph,False,True,443.4830000000001,Ferry Road,"LINESTRING (-4.453999 57.479421, -4.454198 57.4796343, -4.4542626 57.4797098, -4.4544938 57.4800591, -4.4547061 57.4804113, -4.4547672 57.4804975, -4.4548403 57.4805726, -4.4549187 57.4806321, -4.4550082 57.4806855, -4.4556266 57.4809758, -4.4557346 57.4810292, -4.4558492 57.4810735, -4.4559977 57.4811223, -4.4561555 57.4811532, -4.4563826 57.4811936, -4.4564789 57.4812173, -4.4565726 57.4812723, -4.4566277 57.4813206, -4.4566522 57.4813716, -4.4566687 57.4814622, -4.4566882 57.4815052, -4.4567434 57.4815683, -4.4568101 57.4816247, -4.4570664 57.4817939, -4.4571548 57.4818421, -4.4572833 57.481891, -4.4574254 57.4819556, -4.4574894 57.4820111, -4.4575621 57.4821444, -4.457762 57.4823769, -4.4580053 57.4825919)",,
31729904,,,residential,20 mph,False,True,296.03499999999997,Riverside Drive,"LINESTRING (-4.4565592 57.4849911, -4.4567344 57.4849179, -4.4567463 57.4848987, -4.4567432 57.4848824, -4.4567116 57.4848499, -4.4566072 57.4847879, -4.4565802 57.4847559, -4.4565611 57.4847023, -4.4565562 57.4846848, -4.4565662 57.4846593, -4.4570673 57.4842903, -4.4572606 57.4840952, -4.4575277 57.4837066, -4.4575717 57.4836039, -4.4577295 57.4832353, -4.457745 57.4831487, -4.4577865 57.4829164, -4.4578168 57.482787, -4.4578865 57.4826588, -4.4580053 57.4825919)",,
34424218,,,residential,20 mph,False,False,111.369,Beaufort Gardens,"LINESTRING (-4.466301 57.4803411, -4.466176 57.4802799, -4.4654055 57.4798935, -4.4649426 57.4796557)",,
1155633220,2,A862,primary,30 mph,False,False,55.934000000000005,,"LINESTRING (-4.466301 57.4803411, -4.4661311 57.4804306, -4.4656065 57.480678)",,
1155633220,2,A862,primary,30 mph,False,True,51.403,,"LINESTRING (-4.466301 57.4803411, -4.46662 57.4801879, -4.4669424 57.4800332)",,
34424218,,,residential,20 mph,False,True,111.369,Beaufort Gardens,"LINESTRING (-4.4649426 57.4796557, -4.4654055 57.4798935, -4.466176 57.4802799, -4.466301 57.4803411)",,
36867889,,,residential,20 mph,False,False,37.528,Beaufort Gardens,"LINESTRING (-4.4649426 57.4796557, -4.4648705 57.4796948, -4.4647242 57.4797719, -4.4644975 57.4798937)",,
1155633220,2,A862,primary,30 mph,False,False,96.375,,"LINESTRING (-4.4681222 57.4794425, -4.4669424 57.4800332)",,
34424219,,,residential,20 mph,False,False,19.873,Station Road,"LINESTRING (-4.4681222 57.4794425, -4.4680671 57.4794119, -4.4680213 57.4793861, -4.4679844 57.4793657, -4.4679628 57.4793486, -4.4679422 57.4793308, -4.4679287 57.4793013)",,
34424219,,,residential,20 mph,False,True,19.873,Station Road,"LINESTRING (-4.4679287 57.4793013, -4.4679422 57.4793308, -4.4679628 57.4793486, -4.4679844 57.4793657, -4.4680213 57.4793861, -4.4680671 57.4794119, -4.4681222 57.4794425)",,
34424221,1,,residential,20 mph,False,False,124.69699999999999,Station Road,"LINESTRING (-4.4679287 57.4793013, -4.467851 57.4793051, -4.4678052 57.479315, -4.4677569 57.4793309, -4.4677046 57.4793575, -4.467674 57.4793814, -4.4676485 57.4794244, -4.4676386 57.4794591, -4.4676323 57.4795069, -4.4676246 57.4795535, -4.4676157 57.4795745, -4.4675934 57.4795963, -4.4675547 57.479622, -4.4672565 57.4797619, -4.4669963 57.4798835, -4.4667 57.4800339, -4.4665835 57.4800886)",,
34424221,1,,residential,20 mph,False,True,8.673,Station Road,"LINESTRING (-4.4664742 57.4801399, -4.4665835 57.4800886)",,
1155633220,2,A862,primary,30 mph,False,True,96.375,,"LINESTRING (-4.4669424 57.4800332, -4.4681222 57.4794425)",,
1155633220,2,A862,primary,30 mph,False,False,51.403,,"LINESTRING (-4.4669424 57.4800332, -4.46662 57.4801879, -4.466301 57.4803411)",,
36867889,,,residential,20 mph,False,True,37.528,Beaufort Gardens,"LINESTRING (-4.4644975 57.4798937, -4.4647242 57.4797719, -4.4648705 57.4796948, -4.4649426 57.4796557)",,
1155633220,2,A862,primary,30 mph,False,False,23.475,,"LINESTRING (-4.4656065 57.480678, -4.4653119 57.4808176)",,
36913869,2,,residential,20 mph,False,False,82.30699999999999,Garden Place,"LINESTRING (-4.4656065 57.480678, -4.4657077 57.4807336, -4.4659533 57.4808678, -4.4660281 57.4809076, -4.4661023 57.4809381, -4.4661841 57.4809676, -4.4662576 57.4809943, -4.4666941 57.4811211)",5,
1155633220,2,A862,primary,30 mph,False,True,55.934000000000005,,"LINESTRING (-4.4656065 57.480678, -4.4661311 57.4804306, -4.466301 57.4803411)",,
36913871,,,residential,20 mph,False,False,17.58,Garden Place,"LINESTRING (-4.4666941 57.4811211, -4.4668325 57.4809816)",,
36913869,2,,residential,20 mph,False,False,98.274,Garden Place,"LINESTRING (-4.4666941 57.4811211, -4.4675921 57.4813855, -4.4681384 57.4815433)",5,
36913869,2,,residential,20 mph,False,True,82.307,Garden Place,"LINESTRING (-4.4666941 57.4811211, -4.4662576 57.4809943, -4.4661841 57.4809676, -4.4661023 57.4809381, -4.4660281 57.4809076, -4.4659533 57.4808678, -4.4657077 57.4807336, -4.4656065 57.480678)",5,
36913869,2,,residential,20 mph,False,True,98.274,Garden Place,"LINESTRING (-4.4681384 57.4815433, -4.4675921 57.4813855, -4.4666941 57.4811211)",5,
36913871,,,residential,20 mph,False,True,17.58,Garden Place,"LINESTRING (-4.4668325 57.4809816, -4.4666941 57.4811211)",,
27452925,2,A862,primary,20 mph,False,False,188.662,,"LINESTRING (-4.4638963 57.481462, -4.4630883 57.4818326, -4.4622601 57.4822124, -4.4621733 57.4822513, -4.4616936 57.4824657, -4.4614837 57.4825558)",,
"[1155633220, 27452925]",2,A862,primary,"['20 mph', '30 mph']",False,True,110.898,,"LINESTRING (-4.4638963 57.481462, -4.4646462 57.4811315, -4.4652507 57.4808474, -4.4653119 57.4808176)",,
36913872,2,,residential,20 mph,False,False,83.782,Braeview Park,"LINESTRING (-4.4638963 57.481462, -4.4639556 57.4814953, -4.4641407 57.4816087, -4.4642515 57.4816824, -4.4643893 57.4818118, -4.4644362 57.4818594, -4.4644919 57.481906, -4.4645558 57.4819542, -4.4646474 57.4820112, -4.4647314 57.4820632)",5.5,
36913872,2,,residential,20 mph,False,False,68.366,Braeview Park,"LINESTRING (-4.4654023 57.4825825, -4.4660577 57.4829849, -4.4661596 57.4830432)",5.5,
36913872,2,,residential,20 mph,False,True,71.14,Braeview Park,"LINESTRING (-4.4654023 57.4825825, -4.4651828 57.4824532, -4.4651328 57.4824049, -4.4651001 57.4823565, -4.4650755 57.4823055, -4.465048 57.4822781, -4.4649534 57.4822129, -4.4648556 57.482149, -4.4647314 57.4820632)",5.5,
36913875,2,,residential,20 mph,False,False,121.52999999999999,Braeview Park,"LINESTRING (-4.4654023 57.4825825, -4.4654703 57.482549, -4.4655263 57.4825205, -4.465582 57.4824949, -4.4656554 57.4824644, -4.4657485 57.4824325, -4.4658242 57.4824085, -4.4658958 57.4823909, -4.4659777 57.4823771, -4.4660992 57.4823627, -4.4662934 57.4823437, -4.4668924 57.4822798, -4.4671366 57.4822548, -4.467288 57.4822401)",5.5,
36913872,2,,residential,20 mph,False,True,14.927,Braeview Park,"LINESTRING (-4.4663239 57.4831443, -4.4661596 57.4830432)",5.5,
36913872,2,,residential,20 mph,False,False,71.14,Braeview Park,"LINESTRING (-4.4647314 57.4820632, -4.4648556 57.482149, -4.4649534 57.4822129, -4.465048 57.4822781, -4.4650755 57.4823055, -4.4651001 57.4823565, -4.4651328 57.4824049, -4.4651828 57.4824532, -4.4654023 57.4825825)",5.5,
36913872,2,,residential,20 mph,False,True,83.782,Braeview Park,"LINESTRING (-4.4647314 57.4820632, -4.4646474 57.4820112, -4.4645558 57.4819542, -4.4644919 57.481906, -4.4644362 57.4818594, -4.4643893 57.4818118, -4.4642515 57.4816824, -4.4641407 57.4816087, -4.4639556 57.4814953, -4.4638963 57.481462)",5.5,
36913873,2,,residential,20 mph,False,False,88.30800000000002,Braeview Park,"LINESTRING (-4.4647314 57.4820632, -4.4648903 57.4819986, -4.4651209 57.481909, -4.4652042 57.481874, -4.4653018 57.4818406, -4.465376 57.4818215, -4.4654464 57.4818065, -4.4655448 57.4817934, -4.4656265 57.4817861, -4.465778 57.4817795, -4.4659295 57.4817749, -4.4660553 57.4817696)",5.5,
36913873,2,,residential,20 mph,False,True,88.308,Braeview Park,"LINESTRING (-4.4660553 57.4817696, -4.4659295 57.4817749, -4.465778 57.4817795, -4.4656265 57.4817861, -4.4655448 57.4817934, -4.4654464 57.4818065, -4.465376 57.4818215, -4.4653018 57.4818406, -4.4652042 57.481874, -4.4651209 57.481909, -4.4648903 57.4819986, -4.4647314 57.4820632)",5.5,
36913874,2,,residential,20 mph,False,False,12.414,Braeview Park,"LINESTRING (-4.4660553 57.4817696, -4.4660931 57.4817436, -4.4661923 57.4816858)",5.5,
36913874,2,,residential,20 mph,False,True,11.222,Braeview Park,"LINESTRING (-4.4660553 57.4817696, -4.4660984 57.4817952, -4.466134 57.4818205, -4.4661688 57.4818497)",5.5,
36913874,2,,residential,20 mph,False,False,11.222,Braeview Park,"LINESTRING (-4.4661688 57.4818497, -4.466134 57.4818205, -4.4660984 57.4817952, -4.4660553 57.4817696)",5.5,
36913874,2,,residential,20 mph,False,True,12.414,Braeview Park,"LINESTRING (-4.4661923 57.4816858, -4.4660931 57.4817436, -4.4660553 57.4817696)",5.5,
36913876,2,,residential,20 mph,False,False,9.457,Braeview Park,"LINESTRING (-4.467288 57.4822401, -4.4673279 57.4821578)",5.5,
36913876,2,,residential,20 mph,False,True,8.202,Braeview Park,"LINESTRING (-4.467288 57.4822401, -4.4673933 57.4822874)",5.5,
36913875,2,,residential,20 mph,False,True,121.53,Braeview Park,"LINESTRING (-4.467288 57.4822401, -4.4671366 57.4822548, -4.4668924 57.4822798, -4.4662934 57.4823437, -4.4660992 57.4823627, -4.4659777 57.4823771, -4.4658958 57.4823909, -4.4658242 57.4824085, -4.4657485 57.4824325, -4.4656554 57.4824644, -4.465582 57.4824949, -4.4655263 57.4825205, -4.4654703 57.482549, -4.4654023 57.4825825)",5.5,
36913876,2,,residential,20 mph,False,False,8.202,Braeview Park,"LINESTRING (-4.4673933 57.4822874, -4.467288 57.4822401)",5.5,
36913876,2,,residential,20 mph,False,True,9.457,Braeview Park,"LINESTRING (-4.4673279 57.4821578, -4.467288 57.4822401)",5.5,
36913877,2,,residential,20 mph,False,True,46.674,Braeview Park,"LINESTRING (-4.4668541 57.4828707, -4.4667788 57.4828694, -4.4667039 57.4828783, -4.4666348 57.4828913, -4.4665578 57.4829074, -4.4664812 57.4829267, -4.4664111 57.4829468, -4.4663448 57.4829716, -4.4662367 57.4830121, -4.4661596 57.4830432)",5.5,
36913878,2,,residential,20 mph,False,False,12.076,Braeview Park,"LINESTRING (-4.4668541 57.4828707, -4.4668649 57.4828968, -4.4669367 57.482969)",5.5,
36913878,2,,residential,20 mph,False,True,13.035,Braeview Park,"LINESTRING (-4.4668541 57.4828707, -4.4668783 57.4828484, -4.4669747 57.4827731)",5.5,
36913872,2,,residential,20 mph,False,False,14.927,Braeview Park,"LINESTRING (-4.4661596 57.4830432, -4.4663239 57.4831443)",5.5,
36913872,2,,residential,20 mph,False,True,68.366,Braeview Park,"LINESTRING (-4.4661596 57.4830432, -4.4660577 57.4829849, -4.4654023 57.4825825)",5.5,
36913877,2,,residential,20 mph,False,False,46.674,Braeview Park,"LINESTRING (-4.4661596 57.4830432, -4.4662367 57.4830121, -4.4663448 57.4829716, -4.4664111 57.4829468, -4.4664812 57.4829267, -4.4665578 57.4829074, -4.4666348 57.4828913, -4.4667039 57.4828783, -4.4667788 57.4828694, -4.4668541 57.4828707)",5.5,
36913878,2,,residential,20 mph,False,False,13.035,Braeview Park,"LINESTRING (-4.4669747 57.4827731, -4.4668783 57.4828484, -4.4668541 57.4828707)",5.5,
36913878,2,,residential,20 mph,False,True,12.076,Braeview Park,"LINESTRING (-4.4669367 57.482969, -4.4668649 57.4828968, -4.4668541 57.4828707)",5.5,
1155633220,2,A862,primary,30 mph,False,True,23.475,,"LINESTRING (-4.4653119 57.4808176, -4.4656065 57.480678)",,
36913879,2,,residential,20 mph,False,False,91.104,Bridgend,"LINESTRING (-4.4653119 57.4808176, -4.4651997 57.4807656, -4.4650669 57.4807368, -4.4649349 57.4807208, -4.4647832 57.4807047, -4.4646914 57.4806824, -4.4644301 57.4805894, -4.46425 57.4805606, -4.4641337 57.480569, -4.4640338 57.4805644, -4.4639134 57.4805783)",,
"[1155633220, 27452925]",2,A862,primary,"['20 mph', '30 mph']",False,False,110.898,,"LINESTRING (-4.4653119 57.4808176, -4.4652507 57.4808474, -4.4646462 57.4811315, -4.4638963 57.481462)",,
36913879,2,,residential,20 mph,False,True,20.39,Bridgend,"LINESTRING (-4.4636207 57.4804845, -4.4638486 57.4805535, -4.4639134 57.4805783)",,
27452925,2,A862,primary,20 mph,False,False,53.766,,"LINESTRING (-4.4614837 57.4825558, -4.460815 57.4828792)",,
27452925,2,A862,primary,20 mph,False,True,188.662,,"LINESTRING (-4.4614837 57.4825558, -4.4616936 57.4824657, -4.4621733 57.4822513, -4.4622601 57.4822124, -4.4630883 57.4818326, -4.4638963 57.481462)",,
36913882,,,residential,20 mph,False,False,85.38199999999999,Viewfield Avenue,"LINESTRING (-4.4614837 57.4825558, -4.4612399 57.482401, -4.4610759 57.4823063, -4.4607979 57.48213, -4.4605488 57.4819754)",,
36913881,,,residential,20 mph,False,True,55.331999999999994,Viewfield Avenue,"LINESTRING (-4.4608275 57.4815816, -4.460769 57.481632, -4.4606145 57.4817038, -4.4604925 57.4817622, -4.4604442 57.4818006, -4.4604294 57.4818413, -4.4604347 57.4818833, -4.4604862 57.481923, -4.4605488 57.4819754)",,
36913881,,,residential,20 mph,False,False,55.332,Viewfield Avenue,"LINESTRING (-4.4605488 57.4819754, -4.4604862 57.481923, -4.4604347 57.4818833, -4.4604294 57.4818413, -4.4604442 57.4818006, -4.4604925 57.4817622, -4.4606145 57.4817038, -4.460769 57.481632, -4.4608275 57.4815816)",,
36913882,,,residential,20 mph,False,False,120.74600000000001,Viewfield Avenue,"LINESTRING (-4.4605488 57.4819754, -4.4604053 57.4820274, -4.4602031 57.4820792, -4.4600665 57.4820716, -4.4598655 57.4820059, -4.4593421 57.4818263, -4.4587983 57.4816559)",,
36913882,,,residential,20 mph,False,True,85.382,Viewfield Avenue,"LINESTRING (-4.4605488 57.4819754, -4.4607979 57.48213, -4.4610759 57.4823063, -4.4612399 57.482401, -4.4614837 57.4825558)",,
36913882,,,residential,20 mph,False,True,3.451,Viewfield Avenue,"LINESTRING (-4.4587484 57.4816403, -4.4587983 57.4816559)",,
31729900,,,tertiary,20 mph,False,True,9.368,Croyard Road,"LINESTRING (-4.4612404 57.4838537, -4.4613744 57.4838974)",,
31729900,,,tertiary,20 mph,False,False,76.70500000000001,Croyard Road,"LINESTRING (-4.4612404 57.4838537, -4.4607926 57.4837189, -4.4606447 57.4836756, -4.4601187 57.4835186)",,
36913883,2,,residential,20 mph,False,False,99.508,Croyard Park,"LINESTRING (-4.4612404 57.4838537, -4.4613856 57.4837221, -4.4615057 57.4836668, -4.4617902 57.4836352, -4.4620241 57.4835815, -4.4624121 57.4834139, -4.462545 57.4833491)",,
36913883,2,,residential,20 mph,False,True,24.921,Croyard Park,"LINESTRING (-4.4628648 57.4832053, -4.462545 57.4833491)",,
36913883,2,,residential,20 mph,False,False,24.921,Croyard Park,"LINESTRING (-4.462545 57.4833491, -4.4628648 57.4832053)",,
36913884,2,,residential,20 mph,False,False,43.607,Croyard Park,"LINESTRING (-4.462545 57.4833491, -4.4620796 57.4830471)",,
36913883,2,,residential,20 mph,False,True,99.508,Croyard Park,"LINESTRING (-4.462545 57.4833491, -4.4624121 57.4834139, -4.4620241 57.4835815, -4.4617902 57.4836352, -4.4615057 57.4836668, -4.4613856 57.4837221, -4.4612404 57.4838537)",,
36913884,2,,residential,20 mph,False,True,43.607,Croyard Park,"LINESTRING (-4.4620796 57.4830471, -4.462545 57.4833491)",,
31729900,,,tertiary,20 mph,False,False,191.816,Croyard Road,"LINESTRING (-4.4641877 57.485278, -4.4638055 57.4850786, -4.4631762 57.4847652, -4.4630156 57.4846842, -4.4621851 57.484277, -4.4618315 57.484107)",,
36913885,2,,residential,20 mph,False,False,45.614,Croyard Drive,"LINESTRING (-4.4641877 57.485278, -4.4639415 57.4854075, -4.4638552 57.4854646, -4.4636899 57.4855873)",5.5,
36913885,2,,residential,20 mph,False,False,19.668,Croyard Drive,"LINESTRING (-4.4620547 57.4858254, -4.4617815 57.4857268)",5.5,
36913886,,,residential,20 mph,False,False,36.929,Croyard Drive,"LINESTRING (-4.4620547 57.4858254, -4.4624033 57.4855512)",,
36913885,2,,residential,20 mph,False,True,136.11100000000002,Croyard Drive,"LINESTRING (-4.4620547 57.4858254, -4.4627608 57.4860807, -4.4628352 57.4860979, -4.4629029 57.486103, -4.4629711 57.4861019, -4.4630235 57.4860902, -4.4630721 57.4860705, -4.4631131 57.4860445, -4.4636899 57.4855873)",5.5,
36913885,2,,residential,20 mph,False,True,19.668,Croyard Drive,"LINESTRING (-4.4617815 57.4857268, -4.4620547 57.4858254)",5.5,
36913886,,,residential,20 mph,False,True,36.929,Croyard Drive,"LINESTRING (-4.4624033 57.4855512, -4.4620547 57.4858254)",,
36913885,2,,residential,20 mph,False,False,136.11100000000002,Croyard Drive,"LINESTRING (-4.4636899 57.4855873, -4.4631131 57.4860445, -4.4630721 57.4860705, -4.4630235 57.4860902, -4.4629711 57.4861019, -4.4629029 57.486103, -4.4628352 57.4860979, -4.4627608 57.4860807, -4.4620547 57.4858254)",5.5,
36913885,2,,residential,20 mph,False,True,45.614,Croyard Drive,"LINESTRING (-4.4636899 57.4855873, -4.4638552 57.4854646, -4.4639415 57.4854075, -4.4641877 57.485278)",5.5,
"[308990228, 308990229, 36913887]",,,residential,20 mph,False,False,28.83,Croyard Court,"LINESTRING (-4.4636899 57.4855873, -4.4635217 57.485529, -4.4634134 57.4854915, -4.4632845 57.4854468)",,building_passage
308990229,,,residential,20 mph,False,True,8.467,Croyard Court,"LINESTRING (-4.4631667 57.4854045, -4.4632845 57.4854468)",,
36913891,,,residential,20 mph,False,False,23.765,Bridgend,"LINESTRING (-4.4636341 57.4807304, -4.4639134 57.4805783)",,
36913891,,,residential,20 mph,False,True,23.765,Bridgend,"LINESTRING (-4.4639134 57.4805783, -4.4636341 57.4807304)",,
36913879,2,,residential,20 mph,False,False,20.39,Bridgend,"LINESTRING (-4.4639134 57.4805783, -4.4638486 57.4805535, -4.4636207 57.4804845)",,
36913879,2,,residential,20 mph,False,True,91.104,Bridgend,"LINESTRING (-4.4639134 57.4805783, -4.4640338 57.4805644, -4.4641337 57.480569, -4.46425 57.4805606, -4.4644301 57.4805894, -4.4646914 57.4806824, -4.4647832 57.4807047, -4.4649349 57.4807208, -4.4650669 57.4807368, -4.4651997 57.4807656, -4.4653119 57.4808176)",,
27452925,2,A862,primary,20 mph,False,False,46.919,,"LINESTRING (-4.4591177 57.4846489, -4.4590561 57.4847754, -4.4589189 57.4850571)",,
27452925,2,A862,primary,20 mph,False,True,59.732,,"LINESTRING (-4.4591177 57.4846489, -4.4592638 57.4843654, -4.4593844 57.4841312)",,
37104048,1,,residential,20 mph,False,False,67.00800000000001,Orchard Street,"LINESTRING (-4.4591177 57.4846489, -4.4596703 57.484804, -4.4600944 57.484944)",,
37104048,1,,residential,20 mph,False,True,20.678,Orchard Street,"LINESTRING (-4.4603817 57.4850476, -4.4600944 57.484944)",,
27452925,2,A862,primary,20 mph,False,True,9.911,,"LINESTRING (-4.4593844 57.4841312, -4.4594388 57.484047)",,
37611125,,,unclassified,20 mph,False,True,27.109,The Square,"LINESTRING (-4.4593844 57.4841312, -4.4590105 57.4839932)",,
27452925,2,A862,primary,20 mph,False,False,59.732,,"LINESTRING (-4.4593844 57.4841312, -4.4592638 57.4843654, -4.4591177 57.4846489)",,
37104049,2,,residential,20 mph,False,False,84.402,Mid Street,"LINESTRING (-4.4593844 57.4841312, -4.4599289 57.4843126, -4.4601766 57.4843887, -4.4605782 57.484536)",4.8,
37104049,2,,residential,20 mph,False,True,36.617,Mid Street,"LINESTRING (-4.4610869 57.4847195, -4.4605782 57.484536)",4.8,
27452925,2,A862,primary,20 mph,False,False,55.655,,"LINESTRING (-4.4589189 57.4850571, -4.4586519 57.4855366)",,
27452925,2,A862,primary,20 mph,False,True,46.919,,"LINESTRING (-4.4589189 57.4850571, -4.4590561 57.4847754, -4.4591177 57.4846489)",,
37104050,2,,residential,20 mph,False,False,52.053,East End,"LINESTRING (-4.4589189 57.4850571, -4.4589798 57.4850706, -4.4592498 57.4851604, -4.4596703 57.485293)",,
37104050,2,,residential,20 mph,False,True,19.061,East End,"LINESTRING (-4.4599441 57.4853809, -4.4596703 57.485293)",,
31729900,,,tertiary,20 mph,False,False,9.368,Croyard Road,"LINESTRING (-4.4613744 57.4838974, -4.4612404 57.4838537)",,
31729900,,,tertiary,20 mph,False,True,35.912,Croyard Road,"LINESTRING (-4.4613744 57.4838974, -4.4616799 57.4840365, -4.4618315 57.484107)",,
37104051,1,,residential,20 mph,False,False,85.48100000000001,Fraser Street,"LINESTRING (-4.4613744 57.4838974, -4.4611893 57.4840457, -4.4609483 57.4842394, -4.4605782 57.484536)",,
37104049,2,,residential,20 mph,False,False,36.617,Mid Street,"LINESTRING (-4.4605782 57.484536, -4.4610869 57.4847195)",4.8,
37104051,1,,residential,20 mph,False,False,53.8,Fraser Street,"LINESTRING (-4.4605782 57.484536, -4.4600944 57.484944)",,
37104049,2,,residential,20 mph,False,True,84.402,Mid Street,"LINESTRING (-4.4605782 57.484536, -4.4601766 57.4843887, -4.4599289 57.4843126, -4.4593844 57.4841312)",4.8,
37104051,1,,residential,20 mph,False,True,85.48100000000001,Fraser Street,"LINESTRING (-4.4605782 57.484536, -4.4609483 57.4842394, -4.4611893 57.4840457, -4.4613744 57.4838974)",,
37104048,1,,residential,20 mph,False,False,20.678,Orchard Street,"LINESTRING (-4.4600944 57.484944, -4.4603817 57.4850476)",,
37104051,1,,residential,20 mph,False,False,46.352,Fraser Street,"LINESTRING (-4.4600944 57.484944, -4.4596703 57.485293)",,
37104051,1,,residential,20 mph,False,True,53.8,Fraser Street,"LINESTRING (-4.4600944 57.484944, -4.4605782 57.484536)",,
37104048,1,,residential,20 mph,False,True,67.00800000000001,Orchard Street,"LINESTRING (-4.4600944 57.484944, -4.4596703 57.484804, -4.4591177 57.4846489)",,
37104050,2,,residential,20 mph,False,False,19.061,East End,"LINESTRING (-4.4596703 57.485293, -4.4599441 57.4853809)",,
37104051,1,,residential,20 mph,False,True,46.352,Fraser Street,"LINESTRING (-4.4596703 57.485293, -4.4600944 57.484944)",,
37104050,2,,residential,20 mph,False,True,52.053,East End,"LINESTRING (-4.4596703 57.485293, -4.4592498 57.4851604, -4.4589798 57.4850706, -4.4589189 57.4850571)",,
27452925,2,A862,primary,20 mph,False,False,40.221,,"LINESTRING (-4.4586519 57.4855366, -4.4584878 57.4858874)",,
27452925,2,A862,primary,20 mph,False,True,55.655,,"LINESTRING (-4.4586519 57.4855366, -4.4589189 57.4850571)",,
37104052,,,residential,20 mph,False,False,71.872,Orchard Park,"LINESTRING (-4.4586519 57.4855366, -4.4583938 57.4854947, -4.4583587 57.485489, -4.458217 57.4854636, -4.4580703 57.4854258, -4.4579472 57.4853892, -4.4578067 57.4853468, -4.4577022 57.4852972, -4.4576349 57.4852645, -4.4575849 57.4852564)",,
