osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access
"[964416866, 61557303]",B996,High Street,secondary,20 mph,False,False,20.9,"LINESTRING (-3.4208865 56.2033748, -3.4209045 56.2034139, -3.4209438 56.2034928, -3.4209756 56.2035561)",,
"[964416866, 964416867]",B996,High Street,secondary,20 mph,False,True,126.616,"LINESTRING (-3.4208865 56.2033748, -3.4208865 56.2033279, -3.4209033 56.2032448, -3.4209305 56.2031319, -3.4209804 56.2029854, -3.421004 56.2029154, -3.4210762 56.2027921, -3.4211484 56.2026687, -3.4212725 56.20245, -3.4213634 56.2022719)",,
"[26244827, 964416868]",,Burns-Begg Street,residential,30 mph,False,False,35.364000000000004,"LINESTRING (-3.4208865 56.2033748, -3.4207781 56.2033324, -3.4207394 56.2033207, -3.420538 56.2032491, -3.4204022 56.2032062)",,
8599037,B918,Station Road,secondary,30 mph,False,False,72.43,"LINESTRING (-3.4213224 56.2050465, -3.4219839 56.2049383, -3.4222507 56.2049074, -3.422459 56.2048976)",2,
60542258,B996,High Street,secondary,30 mph,False,True,95.50000000000001,"LINESTRING (-3.4213224 56.2050465, -3.4213647 56.2052232, -3.4215888 56.2055954, -3.4217035 56.2058044, -3.4217197 56.2058339, -3.4217407 56.2058708)",2,
61557303,B996,High Street,secondary,20 mph,False,True,73.344,"LINESTRING (-3.4213224 56.2050465, -3.4212362 56.2049267, -3.421219 56.204867, -3.421173 56.2047075, -3.4210989 56.2044017)",,
60542258,B996,High Street,secondary,30 mph,False,True,51.061,"LINESTRING (-3.4222166 56.2066991, -3.4225125 56.2071278)",2,
60542258,B996,High Street,secondary,30 mph,False,False,96.708,"LINESTRING (-3.4222166 56.2066991, -3.4221532 56.2065955, -3.4220265 56.206389, -3.4219575 56.2062592, -3.4219255 56.2062049, -3.4218613 56.2060921, -3.4217803 56.2059379, -3.4217407 56.2058708)",2,
60542260,,,residential,30 mph,False,True,97.634,"LINESTRING (-3.4222166 56.2066991, -3.4214996 56.2068155, -3.4217404 56.2072583)",,
26244827,,Burns-Begg Street,residential,30 mph,False,True,64.168,"LINESTRING (-3.4194749 56.2029635, -3.4195073 56.2029888, -3.4195791 56.2030225, -3.4198024 56.2030823, -3.4201957 56.2031635, -3.4204022 56.2032062)",,
26244828,,Pier Road,residential,30 mph,False,False,73.196,"LINESTRING (-3.4194749 56.2029635, -3.4193519 56.2027927, -3.4191601 56.2025462, -3.4190147 56.2023571)",,
26244828,,Pier Road,residential,30 mph,False,False,41.94,"LINESTRING (-3.4188732 56.2021575, -3.4186168 56.201913, -3.4185357 56.2018304)",,
26244828,,Pier Road,residential,30 mph,False,True,23.881999999999998,"LINESTRING (-3.4188732 56.2021575, -3.4189768 56.2022915, -3.4190147 56.2023571)",,
60539301,,Sandport,residential,20 mph,False,True,98.52100000000002,"LINESTRING (-3.4188732 56.2021575, -3.4189034 56.2021451, -3.4189892 56.2020946, -3.4190886 56.2020631, -3.4192002 56.2020444, -3.4196084 56.2019799, -3.4197238 56.2019563, -3.4197791 56.2019392, -3.4197995 56.2019329, -3.4198975 56.2018892, -3.4199848 56.2018425, -3.4201854 56.2017047)",,
26244828,,Pier Road,residential,30 mph,False,True,41.94,"LINESTRING (-3.4185357 56.2018304, -3.4186168 56.201913, -3.4188732 56.2021575)",,
61557303,B996,High Street,secondary,20 mph,False,True,19.434,"LINESTRING (-3.4210163 56.204037, -3.4210368 56.2038626)",,
26244830,,Avenue Road,residential,20 mph,False,False,55.013999999999996,"LINESTRING (-3.4210163 56.204037, -3.4203683 56.2041317, -3.4201523 56.2041533)",,
61557303,B996,High Street,secondary,20 mph,False,False,40.879000000000005,"LINESTRING (-3.4210163 56.204037, -3.4210447 56.2041804, -3.4210837 56.2043486, -3.4210989 56.2044017)",,
26244830,,Avenue Road,residential,20 mph,False,False,10.572,"LINESTRING (-3.4201523 56.2041533, -3.4199922 56.2041866)",,
60541159,,Avenue Road,residential,,False,True,30.503,"LINESTRING (-3.4201523 56.2041533, -3.4200793 56.203882)",,
26244830,,Avenue Road,residential,20 mph,False,True,55.013999999999996,"LINESTRING (-3.4201523 56.2041533, -3.4203683 56.2041317, -3.4210163 56.204037)",,
60541153,,Talla Park,residential,20 mph,False,False,25.532,"LINESTRING (-3.4200407 56.2055268, -3.4196627 56.2056191)",,
60541153,,Talla Park,residential,20 mph,False,True,28.022,"LINESTRING (-3.4200407 56.2055268, -3.420463 56.2054355)",,
"[60541152, 26244830]",,"['Talla Park', 'Avenue Road']",residential,20 mph,False,True,168.56600000000003,"LINESTRING (-3.4200407 56.2055268, -3.4198359 56.2052161, -3.4197007 56.2049719, -3.4196271 56.2047993, -3.4195554 56.2046108, -3.4195262 56.204482, -3.41954 56.2044343, -3.4196663 56.2043572, -3.419882 56.2042941, -3.4199285 56.2042786, -3.4199635 56.2042449, -3.4199548 56.2041953, -3.4199922 56.2041866)",,
