osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref
2169047,2,primary,30 mph,roundabout,True,False,8.076,"LINESTRING (-1.289105 50.7586516, -1.289083 50.7586633, -1.2890565 50.7586702, -1.2890279 50.7586716, -1.289 50.7586673)",,
165549834,2,unclassified,30 mph,,False,True,60.452,"LINESTRING (-1.289105 50.7586516, -1.2891944 50.7586892, -1.2893899 50.7587266, -1.2897695 50.7587992, -1.2899157 50.7588237)",Dover Road,
"[4567130, 165549815]",,residential,,,False,False,137.942,"LINESTRING (-1.2866076 50.7575859, -1.2864485 50.7576728, -1.2864275 50.7577249, -1.2864396 50.7577838, -1.286499 50.7578623, -1.2865562 50.7579378, -1.2866926 50.7580471, -1.2869026 50.7582215, -1.2869527 50.7582893, -1.2869598 50.7583317, -1.2869567 50.7583743, -1.2869371 50.7584306, -1.2868881 50.7584845, -1.2868202 50.7585589, -1.2867296 50.75864)",Church Path,
"[882278725, 898598926]",2,primary,30 mph,,False,False,200.362,"LINESTRING (-1.2866076 50.7575859, -1.2867005 50.7576691, -1.2868135 50.757737, -1.2876675 50.7580888, -1.2877947 50.7581413, -1.2879121 50.7581896, -1.2879595 50.7582087, -1.2879942 50.7582227, -1.288398 50.7583894, -1.2887593 50.7585385, -1.2888582 50.7585745, -1.2889496 50.758592)",Well Road,A3021
"[898598928, 898598927]",3,primary,30 mph,,False,True,52.448,"LINESTRING (-1.2866076 50.7575859, -1.2865621 50.7574942, -1.286535 50.7573988, -1.2865354 50.7573359, -1.2865507 50.7572774, -1.2866038 50.7571246)",Well Road,A3021
115614625,1,primary_link,30 mph,,True,False,19.79,"LINESTRING (-1.2866038 50.7571246, -1.2866593 50.7570888, -1.2866998 50.7570756, -1.2867446 50.7570723, -1.2868552 50.7570807)",Well Road,A3021
369163778,2,primary,30 mph,,False,True,21.36,"LINESTRING (-1.2866038 50.7571246, -1.2866165 50.7570561, -1.2866027 50.7570098, -1.2865656 50.7569375)",Well Road,A3021
"[898598928, 898598927]",3,primary,30 mph,,False,False,52.448,"LINESTRING (-1.2866038 50.7571246, -1.2865507 50.7572774, -1.2865354 50.7573359, -1.286535 50.7573988, -1.2865621 50.7574942, -1.2866076 50.7575859)",Well Road,A3021
2169045,2,primary,30 mph,,True,False,15.05,"LINESTRING (-1.2881873 50.7577022, -1.28823 50.7577083, -1.2882844 50.7577133, -1.288347 50.7577147, -1.2883993 50.7577113)",Ferry Road,A3021
2285567,2,secondary,30 mph,,False,True,113.255,"LINESTRING (-1.2881873 50.7577022, -1.288192 50.7576432, -1.2882134 50.7575797, -1.2885912 50.7567177)",Clarence Road,B3321
2169092,,primary,30 mph,,True,False,84.786,"LINESTRING (-1.2887275 50.7576512, -1.2891298 50.757824, -1.2896541 50.7580498, -1.2897232 50.7580809)",Link Road,A3021
898594850,2,primary,30 mph,,True,False,114.104,"LINESTRING (-1.2887275 50.7576512, -1.2889688 50.7575947, -1.2893518 50.7574935, -1.2895314 50.7574587, -1.2896427 50.7574451, -1.2897965 50.7574386, -1.2898689 50.7574355, -1.2900295 50.7574347, -1.2900591 50.7574345, -1.2901141 50.7574203, -1.2901614 50.7574023, -1.2902497 50.7573537)",Ferry Road,A3021
208433505,,primary,30 mph,,False,False,63.628,"LINESTRING (-1.2817037 50.7550677, -1.2820383 50.7551728, -1.282516 50.7553194)",York Avenue,A3021
384403,,residential,,,False,False,176.05200000000002,"LINESTRING (-1.2888372 50.761018, -1.2884571 50.7614789, -1.2875656 50.7623805)",Albany Road,
384422,,unclassified,,,False,False,234.48899999999998,"LINESTRING (-1.2888372 50.761018, -1.2890899 50.7610993, -1.2891657 50.761173, -1.2891932 50.7612531, -1.2887654 50.7624962, -1.2884148 50.762823, -1.288313 50.7628893)",Esplanade,
"[865704690, 2285564]",2,unclassified,,,False,"[False, True]",126.381,"LINESTRING (-1.2888372 50.761018, -1.288999 50.760792, -1.289188 50.7605301, -1.2891868 50.7605137, -1.2884019 50.7604183, -1.2883466 50.760401, -1.2882954 50.7603783)","['Albany Road', 'Columbine Road']",
208433503,,residential,,,False,False,77.229,"LINESTRING (-1.2875656 50.7623805, -1.288313 50.7628893)",Cambridge Road,
384403,,residential,,,False,True,176.05200000000002,"LINESTRING (-1.2875656 50.7623805, -1.2884571 50.7614789, -1.2888372 50.761018)",Albany Road,
208433503,,residential,,,False,True,58.125,"LINESTRING (-1.2875656 50.7623805, -1.2873541 50.7622329, -1.287008 50.7619947)",Cambridge Road,
208433503,,residential,,,False,True,77.229,"LINESTRING (-1.288313 50.7628893, -1.2875656 50.7623805)",Cambridge Road,
384422,,unclassified,,,False,True,234.48899999999998,"LINESTRING (-1.288313 50.7628893, -1.2884148 50.762823, -1.2887654 50.7624962, -1.2891932 50.7612531, -1.2891657 50.761173, -1.2890899 50.7610993, -1.2888372 50.761018)",Esplanade,
384455,,residential,,,False,True,242.226,"LINESTRING (-1.287008 50.7619947, -1.2864632 50.7615716, -1.2859771 50.7611274, -1.2857102 50.7607873, -1.2854795 50.7604062, -1.2853609 50.7601109)",Cambridge Road,
2285565,,residential,,,False,True,203.37300000000002,"LINESTRING (-1.287008 50.7619947, -1.2874702 50.7615744, -1.2877944 50.7612351, -1.2880393 50.7608905, -1.2882973 50.7604573, -1.2883052 50.7604243, -1.2882954 50.7603783)",Maresfield Road,
208433503,,residential,,,False,False,58.125,"LINESTRING (-1.287008 50.7619947, -1.2873541 50.7622329, -1.2875656 50.7623805)",Cambridge Road,
384655,2,unclassified,30 mph,,False,False,197.25600000000003,"LINESTRING (-1.289 50.7586673, -1.2889352 50.7588435, -1.2886421 50.7596404, -1.2886121 50.759722, -1.2883578 50.7603206, -1.2883417 50.7603463, -1.2883202 50.7603645, -1.2882954 50.7603783)",Castle Street,
2169047,2,primary,30 mph,roundabout,True,False,10.036000000000001,"LINESTRING (-1.289 50.7586673, -1.2889756 50.7586579, -1.288957 50.7586442, -1.2889459 50.7586276, -1.2889434 50.7586096, -1.2889496 50.758592)",,
918940250,,primary,30 mph,,True,False,36.347,"LINESTRING (-1.2897232 50.7580809, -1.2895743 50.7582076, -1.2894063 50.758339)",Castle Street,A3021
384552,2,residential,30 mph,,False,True,75.247,"LINESTRING (-1.2853609 50.7601109, -1.2864278 50.7601606)",Old Road,
384455,,residential,,,False,False,242.226,"LINESTRING (-1.2853609 50.7601109, -1.2854795 50.7604062, -1.2857102 50.7607873, -1.2859771 50.7611274, -1.2864632 50.7615716, -1.287008 50.7619947)",Cambridge Road,
208433504,,residential,,,False,False,40.846,"LINESTRING (-1.2853609 50.7601109, -1.2849855 50.7600726, -1.2847876 50.7600524)",Old Road,
384552,2,residential,30 mph,,False,False,75.247,"LINESTRING (-1.2864278 50.7601606, -1.2853609 50.7601109)",Old Road,
384552,2,residential,30 mph,,False,True,68.846,"LINESTRING (-1.2864278 50.7601606, -1.2865157 50.760166, -1.287094 50.7602008, -1.2873979 50.7602381)",Old Road,
165549835,,residential,,,False,False,61.09,"LINESTRING (-1.2864278 50.7601606, -1.286527 50.7598246, -1.2865805 50.7596198)",Royal Architects Road,
4567131,,residential,,,False,False,125.395,"LINESTRING (-1.2847876 50.7600524, -1.2847851 50.7599261, -1.2847281 50.7597299, -1.2845996 50.7595584, -1.2844614 50.7594784, -1.2842335 50.7593757, -1.2837629 50.7592679)",Hefford Road,
208433504,,residential,,,False,True,40.846,"LINESTRING (-1.2847876 50.7600524, -1.2849855 50.7600726, -1.2853609 50.7601109)",Old Road,
661640837,,residential,,,False,True,46.821,"LINESTRING (-1.2847876 50.7600524, -1.2845831 50.7600361, -1.2842915 50.7600128, -1.2841283 50.759995)",Old Road,
4567131,,residential,,,False,False,84.032,"LINESTRING (-1.2837629 50.7592679, -1.2825823 50.7591523)",Hefford Road,
384598,,residential,30 mph,,False,False,287.486,"LINESTRING (-1.2837629 50.7592679, -1.2837971 50.7590435, -1.2838302 50.7588266, -1.2837708 50.7586458, -1.2833439 50.7582956, -1.2832744 50.7580667, -1.2833215 50.7577725, -1.2831714 50.7567907)",Sylvan Avenue,
4567131,,residential,,,False,True,125.395,"LINESTRING (-1.2837629 50.7592679, -1.2842335 50.7593757, -1.2844614 50.7594784, -1.2845996 50.7595584, -1.2847281 50.7597299, -1.2847851 50.7599261, -1.2847876 50.7600524)",Hefford Road,
208433507,,residential,,,False,False,39.913,"LINESTRING (-1.2815951 50.7589701, -1.2811516 50.759194)",Hefford Road,
384513,,residential,30 mph,,False,False,64.515,"LINESTRING (-1.2815951 50.7589701, -1.2813385 50.7585501, -1.281207 50.7584503)",Hefford Road,
4567131,,residential,,,False,True,72.562,"LINESTRING (-1.2815951 50.7589701, -1.2820532 50.7590815, -1.2825823 50.7591523)",Hefford Road,
208433507,,residential,,,False,True,39.913,"LINESTRING (-1.2811516 50.759194, -1.2815951 50.7589701)",Hefford Road,
661640837,,residential,,,False,False,48.015,"LINESTRING (-1.2811516 50.759194, -1.2812783 50.7593182, -1.2814368 50.7594586, -1.2815572 50.75954)",Old Road,
661640837,,residential,,,False,True,152.73,"LINESTRING (-1.2811516 50.759194, -1.2810291 50.7590959, -1.2808019 50.7589763, -1.2802495 50.758812, -1.2795892 50.7586477, -1.279259 50.75856)",Old Road,
