osmid,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,width,lanes,bridge,tunnel
289900450,trunk,roundabout,True,False,29.247,"LINESTRING (-2.4123579 52.5354069, -2.4124311 52.535424, -2.4125006 52.5354573, -2.4125476 52.5355029, -2.4125664 52.5355555, -2.4125548 52.5356089)",,,,,,,
19726311,trunk,,True,False,24.380000000000003,"LINESTRING (-2.4123913 52.5359101, -2.4123386 52.5358105, -2.4122387 52.5357133)",,,,,,,
47434169,trunk,roundabout,True,False,11.403,"LINESTRING (-2.4122387 52.5357133, -2.4121623 52.5356916, -2.4121015 52.5356561)",,,,,,,
47434169,trunk,roundabout,True,False,18.416,"LINESTRING (-2.4121015 52.5356561, -2.4120608 52.5356067, -2.4120507 52.5355519, -2.4120725 52.5354983)",,,,,,,
779499563,trunk,,True,False,28.287,"LINESTRING (-2.4121456 52.5354402, -2.4122688 52.5351971)",A442,Cann Hall Road,30 mph,,,,
852117139,trunk,roundabout,True,False,15.225999999999999,"LINESTRING (-2.4121456 52.5354402, -2.4122068 52.5354177, -2.4122757 52.5354063, -2.4123579 52.5354069)",,,,,,,
47434169,trunk,roundabout,True,False,7.9079999999999995,"LINESTRING (-2.4125548 52.5356089, -2.4125312 52.5356415, -2.4124962 52.5356699)",,,,,,,
47434168,trunk,,True,False,27.858,"LINESTRING (-2.4124962 52.5356699, -2.4124673 52.5357975, -2.4123913 52.5359101)",,,,,,,
47434169,trunk,roundabout,True,False,18.89,"LINESTRING (-2.4124962 52.5356699, -2.4124211 52.5357034, -2.4123314 52.5357185, -2.4122387 52.5357133)",,,,,,,
290001165,secondary,,False,False,78.444,"LINESTRING (-2.421015 52.537577, -2.4210284 52.5376681, -2.4210535 52.537728, -2.4211075 52.5378573, -2.4213493 52.5382494)",B4373,North Gate,30 mph,,,,
642718339,secondary,,False,False,27.387,"LINESTRING (-2.421015 52.537577, -2.4209063 52.5375041, -2.4208063 52.5373693)",B4373,North Gate,30 mph,6,,,
852117125,secondary,,False,True,84.035,"LINESTRING (-2.421015 52.537577, -2.4211558 52.5375555, -2.4216303 52.5374692, -2.4218076 52.5374307, -2.4219606 52.5373794, -2.4221605 52.5372996)",,Old Smithfield,30 mph,,2,,
39461450,unclassified,,False,False,41.581,"LINESTRING (-2.4194707 52.5347289, -2.4193536 52.5344602, -2.4193552 52.5344221, -2.4193842 52.534367)",,Postern Gate,30 mph,,,,
922909296,secondary,,True,False,92.314,"LINESTRING (-2.4194707 52.5347289, -2.4202157 52.5345748, -2.4203635 52.5345465, -2.4207546 52.5344485)",B4373,Listley Street,,,,,
922909298,residential,,False,True,5.364,"LINESTRING (-2.423264 52.5346922, -2.4233196 52.5346578)",,St Marys Street,,,,,
68887692,residential,,True,False,260.037,"LINESTRING (-2.423264 52.5346922, -2.4226408 52.5348731, -2.422134 52.534989, -2.4220172 52.5350153, -2.4218567 52.5350513, -2.4216834 52.5350902, -2.4213508 52.5351587, -2.4210236 52.5352207, -2.4209394 52.5352381, -2.4207071 52.535286, -2.4203842 52.535358, -2.4200274 52.5354379, -2.4198969 52.5354694, -2.4198464 52.5354803, -2.419668 52.5355126)",,St Marys Street,30 mph,,,,
27697114,secondary,,False,True,140.193,"LINESTRING (-2.4235558 52.5346452, -2.4235346 52.5345616, -2.4235463 52.5344411, -2.423553 52.5343193, -2.4235456 52.534226, -2.4235086 52.5341164, -2.4234432 52.5340218, -2.423383 52.5339757, -2.4231842 52.5339002, -2.4231436 52.5338913, -2.4230006 52.5338601, -2.422776 52.5338179, -2.4227438 52.5338102, -2.4225278 52.5337575)",B4373,Hollybush Road,,,,,
27697115,secondary,,False,False,78.411,"LINESTRING (-2.4235558 52.5346452, -2.4237333 52.5348198, -2.4239217 52.5350211, -2.4241126 52.5352629)",,Pound Street,,,2,,
68887603,secondary,,False,True,16.338,"LINESTRING (-2.4235558 52.5346452, -2.4234778 52.5346594, -2.423392 52.534666, -2.4233196 52.5346578)",B4373,Listley Street,,,,,
27698941,secondary,,False,False,6.444,"LINESTRING (-2.4189324 52.5305212, -2.4190177 52.530547)",B4373,Underhill Street,,,,,
139238391,secondary,,True,False,85.525,"LINESTRING (-2.4189324 52.5305212, -2.4188288 52.5305357, -2.4187477 52.530537, -2.418629 52.530538, -2.4184933 52.5305618, -2.418438 52.530587, -2.4183652 52.530635, -2.4182441 52.5307205, -2.4181476 52.5308273, -2.4180355 52.5309664)",B4363,Underhill Street,,,,,
"[96873099, 31151862, 31151863]",secondary,,False,True,195.17299999999997,"LINESTRING (-2.4142061 52.5340923, -2.4144194 52.5340886, -2.4148641 52.5341095, -2.4153088 52.5341459, -2.4154847 52.5341587, -2.4155957 52.5341673, -2.4165859 52.534228, -2.4168577 52.5342229, -2.4169326 52.5342151, -2.4170014 52.5342028, -2.4170612 52.5341768)",B4363,Bridge Street,,,2,yes,
852140915,secondary,,True,False,15.055,"LINESTRING (-2.4142061 52.5340923, -2.4141187 52.5341204, -2.414076 52.5341516, -2.4140541 52.5341836)",B4363,Mill Street,,,,,
68885085,residential,,False,True,227.40800000000002,"LINESTRING (-2.4192314 52.5303226, -2.419064 52.5302674, -2.4189446 52.5302752, -2.4188143 52.5303275, -2.4186977 52.5303548, -2.4182846 52.530411, -2.4180344 52.5304888, -2.4178141 52.5305109, -2.4175986 52.530477, -2.4174992 52.5304861, -2.4174098 52.5305256, -2.4173573 52.5305927, -2.4173614 52.5307112, -2.4171766 52.5313, -2.4171566 52.5313638)",,King's Loade,,,,,
642718354,secondary,,False,False,28.848999999999997,"LINESTRING (-2.4192314 52.5303226, -2.4191127 52.5304547, -2.4190177 52.530547)",,Oldbury Road,,,,,
27698941,secondary,,False,True,6.444,"LINESTRING (-2.4190177 52.530547, -2.4189324 52.5305212)",B4373,Underhill Street,,,,,
37742965,secondary,,False,False,356.35600000000005,"LINESTRING (-2.4190177 52.530547, -2.4193043 52.530799, -2.4197966 52.5312318, -2.4199254 52.531345, -2.4203854 52.5317177, -2.4209122 52.5321998, -2.4210308 52.5323143, -2.4211188 52.5324267, -2.4212173 52.5325535, -2.4212729 52.5326805, -2.4212891 52.5327298, -2.4213523 52.5329188, -2.4213651 52.5331609, -2.4214592 52.5333237)",B4373,Hollybush Road,30 mph,,2,,
642718354,secondary,,False,True,28.848999999999997,"LINESTRING (-2.4190177 52.530547, -2.4191127 52.5304547, -2.4192314 52.5303226)",,Oldbury Road,,,,,
37742965,secondary,,False,False,88.331,"LINESTRING (-2.4214592 52.5333237, -2.4216723 52.5334633, -2.4216945 52.5334778, -2.4217279 52.5334997, -2.4219786 52.5336108, -2.4221688 52.533673, -2.4225278 52.5337575)",B4373,Hollybush Road,30 mph,,2,,
37742965,secondary,,False,True,356.35600000000005,"LINESTRING (-2.4214592 52.5333237, -2.4213651 52.5331609, -2.4213523 52.5329188, -2.4212891 52.5327298, -2.4212729 52.5326805, -2.4212173 52.5325535, -2.4211188 52.5324267, -2.4210308 52.5323143, -2.4209122 52.5321998, -2.4203854 52.5317177, -2.4199254 52.531345, -2.4197966 52.5312318, -2.4193043 52.530799, -2.4190177 52.530547)",B4373,Hollybush Road,30 mph,,2,,
68887534,residential,,False,True,182.64299999999997,"LINESTRING (-2.4214592 52.5333237, -2.4217859 52.5332135, -2.4218401 52.5330299, -2.4218645 52.5328566, -2.4218725 52.5325528, -2.4218659 52.5322611, -2.4218321 52.5318023)",,Station Lane,,,,,
68887748,residential,,False,False,139.192,"LINESTRING (-2.4214592 52.5333237, -2.4209534 52.5335133, -2.4208532 52.5335908, -2.4207594 52.5336691, -2.4207215 52.5337603, -2.4207097 52.5338184, -2.4207373 52.5342557, -2.4207787 52.5343573)",,Railway Street,,,,,
27697115,secondary,,False,True,78.411,"LINESTRING (-2.4241126 52.5352629, -2.4239217 52.5350211, -2.4237333 52.5348198, -2.4235558 52.5346452)",,Pound Street,,,2,,
27697125,secondary,,False,False,71.981,"LINESTRING (-2.4241126 52.5352629, -2.4238428 52.5353851, -2.4235856 52.5354679, -2.423362 52.5355402, -2.4232166 52.5356084)",,Whitburn Street,,,,,
151482434,trunk,,False,True,69.055,"LINESTRING (-2.4120349 52.5338595, -2.4120754 52.5341255, -2.4121355 52.5344775)",A442,Cann Hall Road,30 mph,,,,
151482439,secondary,,True,False,132.27700000000002,"LINESTRING (-2.4120349 52.5338595, -2.4122372 52.5338655, -2.4127486 52.5339282, -2.4133741 52.5340049, -2.4139573 52.5340713)",B4363,St. John's Street,,,,,
37742961,residential,,False,False,201.13899999999998,"LINESTRING (-2.4253592 52.5331841, -2.4253856 52.5331361, -2.4254067 52.5330727, -2.4253754 52.5328844, -2.4254006 52.5326574, -2.4255015 52.5324241, -2.4257658 52.5321874, -2.4260441 52.5320502, -2.4263831 52.5318364, -2.4265324 52.531671, -2.4265507 52.5316266)",,Oldbury Wells,,,,,
"[37742961, 996663892, 996663893]",residential,,False,True,75.90399999999998,"LINESTRING (-2.4253592 52.5331841, -2.4252889 52.5332568, -2.4252052 52.5333131, -2.4251498 52.5333472, -2.4250294 52.533396, -2.4249723 52.533408, -2.4247393 52.5334291, -2.424497 52.5334599, -2.4244097 52.533477)",,Oldbury Wells,,,1,,
676315121,residential,,False,False,15.434,"LINESTRING (-2.4236984 52.5335993, -2.4238196 52.5337169)",,,,,,,
996663892,residential,,False,False,50.358000000000004,"LINESTRING (-2.4236984 52.5335993, -2.4239254 52.5335337, -2.4244097 52.533477)",,Oldbury Wells,,,,,
996663892,residential,,False,True,58.445,"LINESTRING (-2.4236984 52.5335993, -2.4234688 52.5336477, -2.4233051 52.5336608, -2.423155 52.5336305, -2.4229873 52.533564, -2.4228973 52.533541)",,Oldbury Wells,,,,,
68885104,residential,,False,True,107.243,"LINESTRING (-2.4228973 52.533541, -2.4227485 52.5325808)",,The Hawthorns,,,,,
996663892,residential,,False,False,58.445,"LINESTRING (-2.4228973 52.533541, -2.4229873 52.533564, -2.423155 52.5336305, -2.4233051 52.5336608, -2.4234688 52.5336477, -2.4236984 52.5335993)",,Oldbury Wells,,,,,
996663892,residential,,False,True,39.092999999999996,"LINESTRING (-2.4228973 52.533541, -2.4227552 52.533541, -2.4226623 52.5335772, -2.4225977 52.5336598, -2.4225278 52.5337575)",,Oldbury Wells,,,,,
27697114,secondary,,False,False,140.193,"LINESTRING (-2.4225278 52.5337575, -2.4227438 52.5338102, -2.422776 52.5338179, -2.4230006 52.5338601, -2.4231436 52.5338913, -2.4231842 52.5339002, -2.423383 52.5339757, -2.4234432 52.5340218, -2.4235086 52.5341164, -2.4235456 52.534226, -2.423553 52.5343193, -2.4235463 52.5344411, -2.4235346 52.5345616, -2.4235558 52.5346452)",B4373,Hollybush Road,,,,,
37742965,secondary,,False,True,88.33100000000002,"LINESTRING (-2.4225278 52.5337575, -2.4221688 52.533673, -2.4219786 52.5336108, -2.4217279 52.5334997, -2.4216945 52.5334778, -2.4216723 52.5334633, -2.4214592 52.5333237)",B4373,Hollybush Road,30 mph,,2,,
996663892,residential,,False,False,39.092999999999996,"LINESTRING (-2.4225278 52.5337575, -2.4225977 52.5336598, -2.4226623 52.5335772, -2.4227552 52.533541, -2.4228973 52.533541)",,Oldbury Wells,,,,,
139238392,secondary,,False,True,59.464,"LINESTRING (-2.4180355 52.5309664, -2.417952 52.5311608, -2.4178959 52.5314929)",B4363,Underhill Street,,,,,
139238393,secondary,,True,False,98.227,"LINESTRING (-2.4180355 52.5309664, -2.4180658 52.5308452, -2.4181457 52.5306979, -2.4182329 52.5306066, -2.4183128 52.5305462, -2.4184629 52.5304888, -2.4186202 52.5304608, -2.418855 52.5304667, -2.4189324 52.5305212)",B4363,Underhill Street,,,,,
27697125,secondary,,False,True,71.981,"LINESTRING (-2.4232166 52.5356084, -2.423362 52.5355402, -2.4235856 52.5354679, -2.4238428 52.5353851, -2.4241126 52.5352629)",,Whitburn Street,,,,,
39461456,unclassified,,True,False,223.99400000000003,"LINESTRING (-2.4232166 52.5356084, -2.4230713 52.5356232, -2.4229881 52.5356317, -2.4228152 52.5357001, -2.4225013 52.5358236, -2.4219997 52.5360067, -2.4216647 52.5361239, -2.421554 52.5361616, -2.4212085 52.5362673, -2.4209294 52.5363428, -2.4209109 52.5363476, -2.4202947 52.5365356)",,Whitburn Street,30 mph,,,,
289900446,secondary,,False,False,117.99100000000001,"LINESTRING (-2.4232166 52.5356084, -2.4232233 52.5357133, -2.4232316 52.5357338, -2.4232952 52.5358907, -2.4233086 52.5359374, -2.4233302 52.5360368, -2.4233144 52.5361322, -2.4233028 52.5361908, -2.4232218 52.536327, -2.4229831 52.5366189)",,Old Smithfield,30 mph,,,,
139238398,unclassified,,False,False,62.6,"LINESTRING (-2.4229831 52.5366189, -2.4231975 52.536697, -2.4236655 52.5368416, -2.4238102 52.5368673)",,,,,,,
"[852117125, 289900446]",secondary,,False,False,95.15700000000001,"LINESTRING (-2.4229831 52.5366189, -2.4227477 52.5368746, -2.4226314 52.5370186, -2.4225594 52.5370606, -2.4224426 52.5371414, -2.4224062 52.5371646, -2.4223112 52.5372265, -2.4221605 52.5372996)",,Old Smithfield,30 mph,,2,,
289900446,secondary,,False,True,117.991,"LINESTRING (-2.4229831 52.5366189, -2.4232218 52.536327, -2.4233028 52.5361908, -2.4233144 52.5361322, -2.4233302 52.5360368, -2.4233086 52.5359374, -2.4232952 52.5358907, -2.4232316 52.5357338, -2.4232233 52.5357133, -2.4232166 52.5356084)",,Old Smithfield,30 mph,,,,
78255895,residential,,False,True,74.738,"LINESTRING (-2.4202947 52.5365356, -2.4192934 52.5368199)",,Church Street,30 mph,3,,,
