osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access
161672080,Hillbrow Road,residential,False,False,267.184,"LINESTRING (-0.360176 51.3729764, -0.3597599 51.3727769, -0.3596007 51.372689, -0.3595538 51.372647, -0.3595497 51.3725756, -0.3595456 51.3723106, -0.3595232 51.3720494, -0.3595293 51.3719895, -0.3595415 51.3719614, -0.359566 51.37195, -0.359617 51.371936, -0.3606356 51.3718914, -0.3608193 51.3718799, -0.3609203 51.3718897, -0.3609765 51.3718952, -0.3610581 51.371936, -0.3613521 51.3720798)",,,,
"[1011833840, 1011833841, 1011833842, 789351473]",Portsmouth Road,primary,False,True,128.904,"LINESTRING (-0.360176 51.3729764, -0.3603512 51.3728321, -0.3604415 51.3727572, -0.3605363 51.3726832, -0.3610145 51.3723189, -0.3613521 51.3720798)","['2', '3']",A307,30 mph,
789351471,Portsmouth Road,primary,True,False,28.61,"LINESTRING (-0.3626932 51.3712495, -0.3628383 51.3711214, -0.3629484 51.3710482)",2,A307,30 mph,
"[789351473, 1011833843]",Portsmouth Road,primary,False,False,131.244,"LINESTRING (-0.3626932 51.3712495, -0.3622199 51.3715113, -0.3621371 51.3715584, -0.3618143 51.3717661, -0.3616186 51.3718992, -0.3613521 51.3720798)","['2', '3']",A307,30 mph,
161672078,Fir Tree Close,residential,False,False,204.901,"LINESTRING (-0.3639115 51.3651559, -0.3638114 51.3651543, -0.3636187 51.3651512, -0.3635601 51.3651502, -0.3629574 51.3651624, -0.3621506 51.3652028, -0.3617132 51.3652231, -0.3615998 51.3652332, -0.3615479 51.3652736, -0.3615252 51.3653303, -0.3615544 51.3656155)",,,,
161673899,Claremont Lane,primary,False,False,124.35900000000001,"LINESTRING (-0.3639115 51.3651559, -0.3638671 51.3653879, -0.3638425 51.3656042, -0.3638148 51.3659238, -0.3638148 51.3660971, -0.3638192 51.3662716)",2,A244,30 mph,
161672071,Broom Close,residential,False,False,145.957,"LINESTRING (-0.3638192 51.3662716, -0.3640042 51.3662725, -0.364231 51.3662927, -0.3648175 51.3663736, -0.3648822 51.3664168, -0.3649114 51.3664363, -0.365203 51.3667519, -0.3654072 51.366942)",,,,
161673899,Claremont Lane,primary,False,False,244.869,"LINESTRING (-0.3638192 51.3662716, -0.3638658 51.3664781, -0.3639185 51.3665957, -0.3640082 51.3667633, -0.3643703 51.3673081, -0.3646483 51.3677365, -0.3649175 51.368135, -0.3650061 51.3682659, -0.3650421 51.3683302)",2,A244,30 mph,
161673899,Claremont Lane,primary,False,True,124.35900000000001,"LINESTRING (-0.3638192 51.3662716, -0.3638148 51.3660971, -0.3638148 51.3659238, -0.3638425 51.3656042, -0.3638671 51.3653879, -0.3639115 51.3651559)",2,A244,30 mph,
"[914440868, 190512357, 914440877]",High Street,primary,False,False,72.731,"LINESTRING (-0.3656691 51.3694162, -0.3655606 51.369496, -0.365364 51.3696395, -0.3651735 51.3697652, -0.3649665 51.3699011)","['2', '3']",A307,30 mph,
717044216,High Street,primary,False,True,73.283,"LINESTRING (-0.3656691 51.3694162, -0.3657497 51.369351, -0.3657762 51.3693296, -0.3661127 51.3690503, -0.3663091 51.3688921)",3,A307,30 mph,
"[914440875, 493145437]",Church Street,primary,True,False,123.34199999999998,"LINESTRING (-0.3656691 51.3694162, -0.3657323 51.3694936, -0.3657754 51.3695482, -0.3659942 51.3698518, -0.3660858 51.3699708, -0.366202 51.3701171, -0.3662818 51.3702154, -0.3663041 51.370248, -0.3663709 51.3703565, -0.3663915 51.3704267)",2,A244,30 mph,
180362114,Lammas Lane,primary,False,False,185.874,"LINESTRING (-0.3689815 51.3703674, -0.3695829 51.3703025, -0.3698619 51.3702623, -0.3701784 51.3702054, -0.3704699 51.3701247, -0.370719 51.3700616, -0.3708731 51.3700256, -0.3711171 51.3699643, -0.3713253 51.3698882, -0.3714807 51.3698146)",2,A244,30 mph,
180362114,Lammas Lane,primary,False,True,86.018,"LINESTRING (-0.3689815 51.3703674, -0.3687665 51.3703906, -0.3683158 51.3704358, -0.3679769 51.3704743, -0.3678402 51.3704847, -0.3677585 51.3704909)",2,A244,30 mph,
