osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,access,tunnel
23683598,True,1,Ropewalk Hill,tertiary,False,79.045,"LINESTRING (-3.5144315 50.3981948, -3.5149012 50.3978196, -3.5151509 50.3976524)",,,,
23683599,False,2,Overgang Road,tertiary,True,127.74199999999999,"LINESTRING (-3.5144315 50.3981948, -3.5143976 50.3982434, -3.5144029 50.3982842, -3.5144287 50.3983445, -3.5145321 50.3984648, -3.5147131 50.3986751, -3.5149286 50.3988886, -3.5151064 50.3989996, -3.5152125 50.3990946, -3.5151993 50.3991802)",30 mph,,,
23916009,False,1,North Furzeham Road,residential,False,27.793999999999997,"LINESTRING (-3.5144315 50.3981948, -3.5143529 50.3981621, -3.5140977 50.3980637)",30 mph,,,
23916009,False,1,North Furzeham Road,residential,True,94.922,"LINESTRING (-3.513439 50.3973672, -3.5134616 50.397476, -3.5136071 50.3976991, -3.5137059 50.3978762, -3.5138141 50.3979395, -3.5139292 50.3980047, -3.5140977 50.3980637)",30 mph,,,
23916010,False,1,Prospect Road,residential,True,197.73499999999999,"LINESTRING (-3.513439 50.3973672, -3.5134972 50.3973139, -3.5137042 50.3970907, -3.5137993 50.396999, -3.5140139 50.3968047, -3.5143456 50.3964832, -3.5147383 50.3962625, -3.5150999 50.3960544, -3.5151988 50.3960095)",30 mph,,,
23916236,False,1,Overgang,residential,False,47.294999999999995,"LINESTRING (-3.513439 50.3973672, -3.5134982 50.397136, -3.5135395 50.3970755, -3.5135585 50.396951)",30 mph,,,
23916236,False,1,Overgang,residential,True,70.50999999999999,"LINESTRING (-3.513439 50.3973672, -3.5134034 50.3974177, -3.5132863 50.3976481, -3.5132275 50.3977499, -3.5130679 50.3978975, -3.5130414 50.3979433)",30 mph,,,
23916236,False,1,Overgang,residential,True,47.295,"LINESTRING (-3.5135585 50.396951, -3.5135395 50.3970755, -3.5134982 50.397136, -3.513439 50.3973672)",30 mph,,,
23916235,False,1,Higher Street,residential,False,165.943,"LINESTRING (-3.5135698 50.3968308, -3.5135938 50.3966785, -3.5136343 50.3965719, -3.5138669 50.3962479, -3.5139518 50.3961783, -3.5140219 50.3961432, -3.5141373 50.3960759, -3.5142269 50.3960185, -3.514493 50.3959038, -3.5149417 50.3957148)",30 mph,,,
23022457,False,2,Middle Street,tertiary,False,118.495,"LINESTRING (-3.5134037 50.3963679, -3.5134912 50.3962073, -3.5135984 50.3960902, -3.51366 50.3960359, -3.5138029 50.395963, -3.5139029 50.395912, -3.5141434 50.3958059, -3.5142816 50.3957325, -3.5144909 50.3955922)",30 mph,,,
