osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width
1057588396,True,3,A49,Powell Street,trunk,30 mph,False,10.149,"LINESTRING (-2.6272917 53.5488625, -2.6271407 53.5488457)",,,
"[940592544, 1025697320, 612997080]",True,"['2', '3']",A49,Riverway,trunk,30 mph,False,154.426,"LINESTRING (-2.6272439 53.5484582, -2.6272805 53.5483232, -2.6273592 53.5480124, -2.6274345 53.5478575, -2.6275813 53.5473123, -2.6275915 53.5472775, -2.6275965 53.5472461, -2.6276106 53.5470888)",,,
311966138,True,2,A49,Riverway,trunk,30 mph,False,126.471,"LINESTRING (-2.6281883 53.5442158, -2.6284454 53.5437745, -2.6286519 53.5434766, -2.6287302 53.5433703, -2.6287551 53.5433376, -2.6287826 53.5433023, -2.6288898 53.5431584)",,,
"[970241032, 23344420]",True,2,A577,Harrogate Street,trunk,30 mph,False,112.465,"LINESTRING (-2.6281883 53.5442158, -2.6281191 53.5441971, -2.6280633 53.5441764, -2.6280164 53.54415, -2.6279615 53.5441141, -2.6278884 53.5440587, -2.6278366 53.5440115, -2.6277893 53.5439599, -2.6277457 53.5439, -2.6277122 53.543835, -2.6276823 53.5437046, -2.6276647 53.5435864, -2.6276408 53.5434411, -2.627625 53.5433162)",circular,,
1234600045,False,2,,Standishgate,residential,20 mph,False,13.23,"LINESTRING (-2.6286629 53.5501103, -2.6287515 53.5500036)",,,
22974742,False,,,Morris Street,residential,20 mph,False,85.533,"LINESTRING (-2.6234136 53.5485858, -2.6234774 53.5485201, -2.6235634 53.5484267, -2.6237678 53.5482708, -2.6238389 53.5482264, -2.6239804 53.5481629, -2.6242794 53.5480287)",,,
985141048,False,3,,Greenough Street,tertiary,30 mph,False,53.082,"LINESTRING (-2.6234136 53.5485858, -2.6232388 53.5485222, -2.6230268 53.548427, -2.6227761 53.548297)",,,
"[985141048, 782107242]",False,"['4', '3']",,Greenough Street,tertiary,30 mph,True,62.187000000000005,"LINESTRING (-2.6234136 53.5485858, -2.6235002 53.5486113, -2.6236971 53.5486541, -2.6243036 53.5487658)",,,
22974738,False,3,,Greenough Street,tertiary,30 mph,False,85.648,"LINESTRING (-2.6227761 53.548297, -2.62227 53.5480199, -2.621828 53.5477717)",,,
23359320,False,,,Sullivan way,unclassified,20 mph,False,53.196,"LINESTRING (-2.6227761 53.548297, -2.622625 53.5484033, -2.6224493 53.5485338, -2.6222923 53.5486785)",,,
985141048,False,3,,Greenough Street,tertiary,30 mph,True,53.08200000000001,"LINESTRING (-2.6227761 53.548297, -2.6230268 53.548427, -2.6232388 53.5485222, -2.6234136 53.5485858)",,,
22974742,False,,,Morris Street,residential,20 mph,True,39.375,"LINESTRING (-2.62288 53.5466913, -2.62328 53.5469538)",,,
941787105,False,2,B5238,Scholes,secondary,30 mph,False,69.801,"LINESTRING (-2.62288 53.5466913, -2.6223124 53.5470135, -2.622106 53.5471183)",,,
