osmid,oneway,ref,highway,reversed,length,name,maxspeed,geometry
1065985806,True,M231,tertiary,False,15.428,,,"LINESTRING (32.0593111 -28.7693572, 32.0593658 -28.769227)"
1065985800,True,R34,primary,False,12.776,John Ross Highway,80,"LINESTRING (32.0594332 -28.769399, 32.0593111 -28.7693572)"
1065985804,True,M231,tertiary,False,60.173,,,"LINESTRING (32.0597188 -28.768763, 32.0594949 -28.7692673)"
39812409,True,,primary_link,False,89.467,,,"LINESTRING (32.0597188 -28.768763, 32.0597027 -28.768917, 32.0597094 -28.7690498, 32.059751 -28.7691568, 32.0598006 -28.7692414, 32.0598838 -28.7693202, 32.0600675 -28.7694413)"
1065985804,True,M231,tertiary,False,15.831,,,"LINESTRING (32.0594949 -28.7692673, 32.0594332 -28.769399)"
1065985808,True,R34,primary,False,59.07,John Ross Highway,80,"LINESTRING (32.0594949 -28.7692673, 32.0600675 -28.7694413)"
1065985806,True,M231,tertiary,False,54.707,,,"LINESTRING (32.0593658 -28.769227, 32.0595914 -28.7687765)"
1065985808,True,R34,primary,False,13.357,John Ross Highway,80,"LINESTRING (32.0593658 -28.769227, 32.0594949 -28.7692673)"
1065985808,True,R34,primary,False,51.921,John Ross Highway,80,"LINESTRING (32.0588652 -28.7690674, 32.0593658 -28.769227)"
382955488,True,,primary_link,False,83.925,,,"LINESTRING (32.0588652 -28.7690674, 32.0590503 -28.7690816, 32.0591321 -28.7690763, 32.0592072 -28.7690663, 32.0592695 -28.7690463, 32.0593695 -28.7689975, 32.0594466 -28.7689328, 32.0595914 -28.7687765)"
