osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge
753275920,3201,Dariaus ir Girėno g.,secondary,50,False,True,35.202,,"LINESTRING (21.8534192 55.9176308, 21.8538386 55.9178429)",
84803257,,Dariaus ir Girėno g.,secondary,50,False,False,128.973,2,"LINESTRING (21.8534192 55.9176308, 21.8531967 55.9175103, 21.8526557 55.9172172, 21.851907 55.9168391)",
125984178,,Dariaus ir Girėno g.,secondary,50,False,True,207.39899999999997,,"LINESTRING (21.8459245 55.9127227, 21.8460444 55.9127957, 21.8461479 55.9128588, 21.8463056 55.9129531, 21.8467179 55.9131995, 21.8467993 55.9132484, 21.8471824 55.9134786, 21.8478074 55.9138542, 21.8481944 55.9140867)",
84724834,,Minijos g.,residential,,False,True,188.59099999999998,2,"LINESTRING (21.8479871 55.9105978, 21.8480616 55.9106253, 21.8481367 55.9106684, 21.8482953 55.910755, 21.8486056 55.9110543, 21.8489106 55.9113486, 21.8492092 55.9116367, 21.8495833 55.9120258)",
84726998,,Rietavo g.,secondary,50,False,True,94.668,,"LINESTRING (21.8479871 55.9105978, 21.8476997 55.9108371, 21.847587 55.9109256, 21.8473164 55.9111329, 21.8472168 55.9112048, 21.8471708 55.9112271, 21.8471501 55.9112346, 21.8471215 55.911245, 21.8470563 55.9112594)",
84724834,,Minijos g.,residential,,False,False,188.591,2,"LINESTRING (21.8495833 55.9120258, 21.8492092 55.9116367, 21.8489106 55.9113486, 21.8486056 55.9110543, 21.8482953 55.910755, 21.8481367 55.9106684, 21.8480616 55.9106253, 21.8479871 55.9105978)",
125984186,,Telšių g.,residential,50,False,False,103.27799999999999,,"LINESTRING (21.8495833 55.9120258, 21.8496796 55.9120153, 21.8497561 55.9120069, 21.8499041 55.9119922, 21.8512135 55.9118589)",
125984186,,Telšių g.,residential,50,False,True,113.965,,"LINESTRING (21.8495833 55.9120258, 21.8494318 55.9120497, 21.8493543 55.9120677, 21.8482108 55.9123371, 21.8478924 55.9124144)",
125984178,,Dariaus ir Girėno g.,secondary,50,False,False,207.399,,"LINESTRING (21.8481944 55.9140867, 21.8478074 55.9138542, 21.8471824 55.9134786, 21.8467993 55.9132484, 21.8467179 55.9131995, 21.8463056 55.9129531, 21.8461479 55.9128588, 21.8460444 55.9127957, 21.8459245 55.9127227)",
"[84803257, 125984178, 125984181]",,Dariaus ir Girėno g.,secondary,50,False,True,385.3639999999999,2,"LINESTRING (21.8481944 55.9140867, 21.8485102 55.9142605, 21.8488232 55.9144581, 21.8496082 55.9149456, 21.849742 55.9150671, 21.8498934 55.9152039, 21.8500665 55.9153662, 21.8502299 55.915524, 21.8508347 55.9160875, 21.8512405 55.916407, 21.8514681 55.9165711, 21.8516403 55.916682, 21.851907 55.9168391)",yes
986950047,,Vandos Rutkevič g.,residential,,False,False,95.512,,"LINESTRING (21.8481944 55.9140867, 21.8478736 55.9143246, 21.847609 55.9144391, 21.8471924 55.9146193, 21.8470687 55.9146561)",
1240190948,,S. Nėries g.,unclassified,,False,False,193.97899999999998,,"LINESTRING (21.8481944 55.9140867, 21.8485075 55.9139457, 21.8492807 55.9137255, 21.8496303 55.9136283, 21.850972 55.913315)",
36779468,,Vandentiekio g.,residential,50,False,True,290.306,,"LINESTRING (21.8590888 55.9142334, 21.8582322 55.9129911, 21.8580011 55.9126786, 21.8573729 55.9118063)",
36779468,,Vandentiekio g.,residential,50,False,False,290.306,,"LINESTRING (21.8573729 55.9118063, 21.8580011 55.9126786, 21.8582322 55.9129911, 21.8590888 55.9142334)",
84725525,,S. Nėries g.,residential,,False,False,180.12300000000002,,"LINESTRING (21.8573729 55.9118063, 21.8597523 55.9112414, 21.8600342 55.9111745)",
1240190947,,Vandentiekio g.,unclassified,50,False,True,137.958,,"LINESTRING (21.8573729 55.9118063, 21.8566467 55.910788, 21.8566212 55.9107208, 21.8566125 55.9106456)",
1240190948,,S. Nėries g.,unclassified,,False,True,362.993,,"LINESTRING (21.8573729 55.9118063, 21.8526602 55.9129111, 21.8519994 55.913066)",
125984186,,Telšių g.,residential,50,False,True,102.04599999999999,,"LINESTRING (21.8566125 55.9106456, 21.8564955 55.9106687, 21.8550682 55.9109506)",
126300929,,Laisvės g.,unclassified,50,False,False,118.79700000000001,,"LINESTRING (21.8566125 55.9106456, 21.8566055 55.9105614, 21.8565361 55.9095781)",
1240190947,,Vandentiekio g.,unclassified,50,False,False,137.958,,"LINESTRING (21.8566125 55.9106456, 21.8566212 55.9107208, 21.8566467 55.910788, 21.8573729 55.9118063)",
36779530,,Telšių skg.,residential,50,False,False,143.40800000000002,,"LINESTRING (21.8512135 55.9118589, 21.8512326 55.9119227, 21.8513305 55.9120647, 21.8514573 55.9121747, 21.8517963 55.9127052, 21.8519994 55.913066)",
