osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,ref,maxspeed,bridge
437237090,South 1st Avenue,secondary,False,False,81.637,"LINESTRING (-75.8213604 39.9805529, -75.82079 39.979963)",,,,,
14217711,East Maple Avenue,residential,False,False,96.404,"LINESTRING (-75.8213604 39.9805529, -75.82105 39.98074, -75.820925 39.980812, -75.820837 39.980849, -75.820746 39.98088, -75.820379 39.980956)",,,,,
437237090,South 1st Avenue,secondary,False,True,253.81699999999998,"LINESTRING (-75.8213604 39.9805529, -75.8222291 39.9814526, -75.8226187 39.9818561, -75.8231322 39.9823879)",,,,,
14219033,South 2nd Avenue,residential,False,False,98.461,"LINESTRING (-75.820379 39.980956, -75.820126 39.980092)",,,,,
14217711,East Maple Avenue,residential,False,False,82.15299999999999,"LINESTRING (-75.820379 39.980956, -75.820091 39.9810168, -75.820071 39.981021, -75.8198782 39.9810613, -75.819449 39.981151)",,,,,
14217711,East Maple Avenue,residential,False,True,96.404,"LINESTRING (-75.820379 39.980956, -75.820746 39.98088, -75.820837 39.980849, -75.820925 39.980812, -75.82105 39.98074, -75.8213604 39.9805529)",,,,,
334709062,South 3rd Avenue,residential,False,True,90.813,"LINESTRING (-75.819449 39.981151, -75.819657 39.981952)",,,,,
14217711,East Maple Avenue,residential,False,True,82.153,"LINESTRING (-75.819449 39.981151, -75.8198782 39.9810613, -75.820071 39.981021, -75.820091 39.9810168, -75.820379 39.980956)",,,,,
334709062,South 3rd Avenue,residential,False,False,98.402,"LINESTRING (-75.819449 39.981151, -75.8193997 39.9809608, -75.819224 39.980283)",,,,,
14219033,South 2nd Avenue,residential,False,True,98.461,"LINESTRING (-75.820126 39.980092, -75.820379 39.980956)",,,,,
334712955,Walnut Street,residential,False,False,79.739,"LINESTRING (-75.820126 39.980092, -75.819803 39.980157, -75.819736 39.980172, -75.819224 39.980283)",,,,,
334712955,Walnut Street,residential,False,True,58.369,"LINESTRING (-75.820126 39.980092, -75.820206 39.980078, -75.82079 39.979963)",,,,,
1160434939,North 2nd Avenue,residential,False,True,28.665,"LINESTRING (-75.823005 39.985024, -75.823004 39.984988, -75.8228828 39.9847866)",,,,,
14239685,North 3rd Avenue,tertiary,False,True,60.297,"LINESTRING (-75.8206244 39.9856907, -75.820479 39.98516)",,,,,
14219678,Fleetwood Street,residential,True,False,221.144,"LINESTRING (-75.8206244 39.9856907, -75.822576 39.985319, -75.822652 39.985288, -75.82298 39.985067, -75.822998 39.985042, -75.823005 39.985024)",,,,,
"[97852326, 14239685, 97852310]",North 3rd Avenue,tertiary,False,False,61.36,"LINESTRING (-75.8206244 39.9856907, -75.8206714 39.9858554, -75.8207854 39.9861496, -75.820817 39.986222)",yes,,,,
14248259,South Church Street,residential,False,False,57.547,"LINESTRING (-75.8290281 39.98118, -75.8288517 39.9807972, -75.8288032 39.980692)",,,,,
14248259,South Church Street,residential,False,True,62.134,"LINESTRING (-75.8290281 39.98118, -75.8292201 39.9815966, -75.8292709 39.9817069)",,,,,
14252348,East Harmony Street,residential,False,False,177.751,"LINESTRING (-75.8231322 39.9823879, -75.8212602 39.9827183, -75.8210992 39.9827467)",,,,,
14252348,East Harmony Street,residential,False,True,91.957,"LINESTRING (-75.8231322 39.9823879, -75.8240673 39.982025, -75.824095 39.9820142)",,,,,
437237090,South 1st Avenue,secondary,False,False,253.81699999999998,"LINESTRING (-75.8231322 39.9823879, -75.8226187 39.9818561, -75.8222291 39.9814526, -75.8213604 39.9805529)",,,,,
"[14250704, 437237090]",South 1st Avenue,secondary,False,"[False, True]",99.86699999999999,"LINESTRING (-75.8231322 39.9823879, -75.8233525 39.982645, -75.823439 39.982746, -75.823525 39.982828, -75.8236794 39.9829505, -75.8238553 39.9830904)",,3,,,
"[14248796, 334712957]","['City Hall Place', 'Kersey Street']",residential,False,"[False, True]",194.00599999999997,"LINESTRING (-75.8210992 39.9827467, -75.821002 39.982543, -75.820991 39.98252, -75.820874 39.982304, -75.8208526 39.9822624, -75.820736 39.982036, -75.820634 39.981858, -75.82061 39.98183, -75.820582 39.981814, -75.820559 39.981807, -75.820515 39.981804, -75.8201251 39.9818713, -75.8198979 39.9819104, -75.819657 39.981952)",,,,,
14252348,East Harmony Street,residential,False,False,104.16900000000001,"LINESTRING (-75.8210992 39.9827467, -75.820336 39.9828727, -75.819904 39.982944)",,,,,
14252348,East Harmony Street,residential,False,True,177.751,"LINESTRING (-75.8210992 39.9827467, -75.8212602 39.9827183, -75.8231322 39.9823879)",,,,,
334709062,South 3rd Avenue,residential,False,False,112.295,"LINESTRING (-75.819904 39.982944, -75.819657 39.981952)",,,,,
14250803,South 3rd Avenue,residential,False,True,84.73,"LINESTRING (-75.819904 39.982944, -75.8200458 39.9835392, -75.8200727 39.9836948)",,,,,
14252348,East Harmony Street,residential,False,True,104.16900000000001,"LINESTRING (-75.819904 39.982944, -75.820336 39.9828727, -75.8210992 39.9827467)",,,,,
14251259,Harlan Drive,residential,False,True,107.487,"LINESTRING (-75.821505 39.987494, -75.821532 39.987433, -75.821541 39.987397, -75.821549 39.987311, -75.821547 39.987183, -75.821526 39.987018, -75.821498 39.986903, -75.821452 39.986792, -75.821278 39.986578)",,,,,
14248259,South Church Street,residential,False,True,57.547,"LINESTRING (-75.8288032 39.980692, -75.8288517 39.9807972, -75.8290281 39.98118)",,,,,
"[334715921, 1206789770]","['South Church Street', 'Madison Street']",residential,False,False,172.55,"LINESTRING (-75.8288032 39.980692, -75.8285891 39.9802397, -75.8283717 39.9797805, -75.8290859 39.979582)",,,,,
14252641,Adams Drive,residential,False,True,171.512,"LINESTRING (-75.82315 39.986636, -75.822962 39.986558, -75.822866 39.986514, -75.822519 39.98638, -75.82243 39.98636, -75.822267 39.986349, -75.822166 39.98635, -75.822057 39.986357, -75.821991 39.986368, -75.821912 39.986387, -75.821783 39.986427, -75.821442 39.98652, -75.821278 39.986578)",,,,,
14233742,East Oak Street,residential,False,False,122.451,"LINESTRING (-75.82049 39.978803, -75.8200562 39.9788442, -75.819896 39.978858, -75.819644 39.978881, -75.8190634 39.9789358)",,,,,
