osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,maxspeed
12553342,True,1,SC 122,primary_link,False,223.88800000000003,"LINESTRING (-81.029702 34.923555, -81.029997 34.923919, -81.030041 34.924124, -81.030028 34.924703, -81.03003 34.9249, -81.030348 34.9254317)",,
183349690,False,4,,secondary,False,122.01899999999999,"LINESTRING (-81.029702 34.923555, -81.0288532 34.9231752, -81.0286483 34.9230704, -81.0285444 34.9230065)",Johnston Street,35 mph
119111977,False,4,SC 122,primary,False,8.679,"LINESTRING (-81.0304329 34.9253964, -81.030348 34.9254317)",Dave Lyle Boulevard,35 mph
12552271,True,1,,primary_link,False,53.189,"LINESTRING (-81.0304329 34.9253964, -81.03028 34.925142, -81.030162 34.924973)",,
119111977,False,4,SC 122,primary,True,8.679,"LINESTRING (-81.030348 34.9254317, -81.0304329 34.9253964)",Dave Lyle Boulevard,35 mph
119111977,False,4,SC 122,primary,False,92.34100000000001,"LINESTRING (-81.030348 34.9254317, -81.0298248 34.9256665, -81.0295759 34.9257965, -81.0294778 34.925855)",Dave Lyle Boulevard,35 mph
12553381,False,,,residential,False,20.899,"LINESTRING (-81.0224371 34.9272544, -81.0222409 34.9271572)",Pendleton Street,
1217225044,False,4,,residential,False,21.263,"LINESTRING (-81.0224371 34.9272544, -81.0223951 34.9270663)",South Charlotte Avenue,
119111965,False,4,,residential,True,114.541,"LINESTRING (-81.0224371 34.9272544, -81.0224992 34.9275389, -81.0225366 34.9277072, -81.0225649 34.9278347, -81.022661 34.928268)",South Charlotte Avenue,
12553381,False,,,residential,True,20.899,"LINESTRING (-81.0222409 34.9271572, -81.0224371 34.9272544)",Pendleton Street,
1217225042,False,,,residential,False,7.033,"LINESTRING (-81.0222409 34.9271572, -81.0221764 34.9271225)",Pendleton Street,
12558390,False,,,residential,False,245.567,"LINESTRING (-81.0222409 34.9271572, -81.0221955 34.9272137, -81.0219158 34.9275621, -81.0218515 34.927636, -81.0218222 34.9276608, -81.0217889 34.9276833, -81.0217146 34.9277244, -81.0216296 34.9277619, -81.0215148 34.927794, -81.0214117 34.9278093, -81.0213228 34.9278085, -81.021234 34.9277968, -81.0211515 34.92778, -81.0200308 34.9273638)",Pickens Street,
119111977,False,4,SC 122,primary,True,92.34100000000001,"LINESTRING (-81.0294778 34.925855, -81.0295759 34.9257965, -81.0298248 34.9256665, -81.030348 34.9254317)",Dave Lyle Boulevard,35 mph
"[129916666, 143207318, 928037159]",False,"['3', '2']",,secondary,True,268.682,"LINESTRING (-81.0294778 34.925855, -81.0293837 34.9257912, -81.0291883 34.9256641, -81.0286568 34.9253211, -81.0285637 34.9252588, -81.0282749 34.9250653, -81.0279246 34.9248306, -81.0277433 34.9247091, -81.027597 34.9246111, -81.0275027 34.9245479, -81.0272597 34.9243871, -81.0271913 34.9243313)",East Black Street,25 mph
648895543,True,2,SC 122,primary,False,124.063,"LINESTRING (-81.0294778 34.925855, -81.0293652 34.9258974, -81.0292974 34.9259226, -81.0289425 34.926189, -81.0284598 34.9265832)",Dave Lyle Boulevard,35 mph
903061634,False,2,,tertiary,False,10.852,"LINESTRING (-81.0284598 34.9265832, -81.0285558 34.9266409)",West Main Street,35 mph
"[648895544, 12565584]",False,2,,tertiary,True,251.747,"LINESTRING (-81.0284598 34.9265832, -81.0277821 34.9260972, -81.0275817 34.9259711, -81.0272904 34.9257877, -81.026935 34.9255639, -81.0265861 34.9253443, -81.026393 34.9252228, -81.026306 34.925168)",East Main Street,25 mph
903061636,True,2,SC 122,primary,False,170.788,"LINESTRING (-81.0284598 34.9265832, -81.0281819 34.926788, -81.0279565 34.9269389, -81.0277086 34.9270744, -81.027348 34.9272714, -81.0269546 34.9274932)",Dave Lyle Boulevard,35 mph
648895546,False,2,,tertiary,True,10.636,"LINESTRING (-81.0269546 34.9274932, -81.0270321 34.9275647)",West White Street,35 mph
172879671,True,2,SC 122,primary,False,217.015,"LINESTRING (-81.0269546 34.9274932, -81.0266672 34.9276364, -81.0263048 34.9278304, -81.0257798 34.9281229, -81.0252315 34.9284309, -81.0249677 34.9285674)",Dave Lyle Boulevard,35 mph
"[12554977, 648895547]",False,,,unclassified,False,240.916,"LINESTRING (-81.0269546 34.9274932, -81.0266255 34.9272668, -81.0261083 34.9269768, -81.0258465 34.92683, -81.0254571 34.9266117, -81.0252658 34.9265044, -81.025085 34.926403, -81.024873 34.92631, -81.0247719 34.9262833)",East White Street,25 mph
12553626,False,,,residential,False,66.433,"LINESTRING (-81.02569 34.928677, -81.025879 34.929254)",Looking Glass Lane,15 mph
12557770,False,,,residential,False,50.314,"LINESTRING (-81.02569 34.928677, -81.025226 34.928922)",Chatham Avenue,
12557770,False,,,residential,True,39.709,"LINESTRING (-81.02569 34.928677, -81.026047 34.9284724)",Chatham Avenue,
12553626,False,,,residential,True,66.433,"LINESTRING (-81.025879 34.929254, -81.02569 34.928677)",Looking Glass Lane,15 mph
12553813,False,,,residential,False,212.784,"LINESTRING (-81.0214159 34.9226848, -81.0213794 34.9227457, -81.0203734 34.9243969)",North Confederate Avenue,
12559988,False,,,residential,False,124.107,"LINESTRING (-81.0214159 34.9226848, -81.0214553 34.9226247, -81.0220106 34.9216809)",South Confederate Avenue,
362887673,False,2,,tertiary,False,140.156,"LINESTRING (-81.0214159 34.9226848, -81.0213633 34.9226641, -81.0209397 34.9224975, -81.0206721 34.9223909, -81.020032 34.922136)",East Main Street,
362887673,False,2,,tertiary,True,65.63499999999999,"LINESTRING (-81.0214159 34.9226848, -81.0214765 34.9227109, -81.0220531 34.9229595)",East Main Street,
12553813,False,,,residential,True,212.784,"LINESTRING (-81.0203734 34.9243969, -81.0213794 34.9227457, -81.0214159 34.9226848)",North Confederate Avenue,
256472768,False,,,tertiary,True,116.29700000000001,"LINESTRING (-81.0203734 34.9243969, -81.0204315 34.9244379, -81.0211593 34.9250902, -81.0212408 34.9251632)",East White Street,
1217219438,False,2,SC 72,secondary,True,80.38,"LINESTRING (-81.026572 34.920799, -81.026558 34.920899, -81.026494 34.9211249, -81.026484 34.92116, -81.0264452 34.9212831, -81.0264205 34.9213615, -81.026376 34.921503)",Saluda Street,35 mph
12554173,False,,,residential,False,285.165,"LINESTRING (-81.023674 34.923627, -81.023641 34.9236759, -81.0233765 34.9240675, -81.0232547 34.9242478, -81.023237 34.924274, -81.023152 34.924429, -81.0230307 34.9246644, -81.0229198 34.9248799, -81.0228775 34.9249619, -81.022725 34.925258, -81.02235 34.9259477)",North Elizabeth Lane,
12565584,False,2,,tertiary,False,75.131,"LINESTRING (-81.023674 34.923627, -81.023775 34.9236679, -81.0238474 34.9236972, -81.0240924 34.9237963, -81.0242187 34.9238474, -81.024413 34.923926)",East Main Street,25 mph
362887673,False,2,,tertiary,False,121.45100000000001,"LINESTRING (-81.023674 34.923627, -81.0235675 34.9235841, -81.023416 34.9235232, -81.0228462 34.9232941, -81.0226541 34.9232168, -81.022478 34.923146)",East Main Street,
363064302,False,2,,residential,True,123.798,"LINESTRING (-81.023674 34.923627, -81.0237312 34.9235629, -81.0239922 34.9232704, -81.0241813 34.9230585, -81.0242724 34.9229565, -81.0244738 34.9227273)",South Elizabeth Lane,
12554173,False,,,residential,True,285.165,"LINESTRING (-81.02235 34.9259477, -81.022725 34.925258, -81.0228775 34.9249619, -81.0229198 34.9248799, -81.0230307 34.9246644, -81.023152 34.924429, -81.023237 34.924274, -81.0232547 34.9242478, -81.0233765 34.9240675, -81.023641 34.9236759, -81.023674 34.923627)",North Elizabeth Lane,
12554977,False,,,unclassified,True,172.806,"LINESTRING (-81.02235 34.9259477, -81.0230152 34.9260476, -81.0231135 34.926061, -81.0234845 34.9261113, -81.024218 34.926211)",East White Street,25 mph
256472768,False,,,tertiary,False,136.01,"LINESTRING (-81.02235 34.9259477, -81.0221832 34.9259016, -81.0221002 34.92587, -81.0220641 34.9258563, -81.0219511 34.925798, -81.02188 34.9257418, -81.0218487 34.9257171, -81.0212408 34.9251632)",East White Street,
903042090,False,4,,residential,True,90.416,"LINESTRING (-81.02235 34.9259477, -81.0223117 34.9260284, -81.022248 34.9261624, -81.022243 34.9261853, -81.0222358 34.926218, -81.0222423 34.9263186, -81.0222533 34.9263896, -81.022322 34.926739)",South Charlotte Avenue,
12554217,True,,,residential,False,153.955,"LINESTRING (-81.024789 34.925182, -81.0244132 34.9249372, -81.02431 34.92487, -81.024273 34.924866, -81.0242597 34.9248688, -81.024235 34.924874, -81.024202 34.924895, -81.024066 34.925138, -81.024067 34.925168, -81.0240789 34.9251862, -81.024084 34.925194, -81.024183 34.925262, -81.024358 34.925354, -81.024552 34.925444)",St Johns Court,
12560340,False,4,US 21 Business,primary,True,36.358000000000004,"LINESTRING (-81.024789 34.925182, -81.024594 34.925382, -81.024552 34.925444)",South Oakland Avenue,
12560340,False,4,US 21 Business,primary,False,87.859,"LINESTRING (-81.024789 34.925182, -81.0249235 34.9250441, -81.0250401 34.9249246, -81.025391 34.924565)",South Oakland Avenue,
12560340,False,4,US 21 Business,primary,False,36.358000000000004,"LINESTRING (-81.024552 34.925444, -81.024594 34.925382, -81.024789 34.925182)",South Oakland Avenue,
12560340,False,4,US 21 Business,primary,True,91.122,"LINESTRING (-81.024552 34.925444, -81.024467 34.925565, -81.024363 34.925759, -81.024284 34.925961, -81.024218 34.926211)",South Oakland Avenue,
