osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access
381171591,False,2,Draper Road,tertiary,25 mph,True,100.351,"LINESTRING (-80.4131984 37.2274314, -80.4131597 37.2273932, -80.4130714 37.227301, -80.4129562 37.2271831, -80.4126734 37.2269125, -80.4125518 37.2267536, -80.4125205 37.2267103)",,
381171592,False,2,Washington Street,secondary,25 mph,False,85.90700000000001,"LINESTRING (-80.4131984 37.2274314, -80.4131466 37.2274652, -80.4129855 37.2275702, -80.4125565 37.227866, -80.4125277 37.2278888, -80.4124622 37.2279344)",,
"[381171593, 384731787]",False,2,Draper Road,tertiary,25 mph,False,101.00400000000002,"LINESTRING (-80.4131984 37.2274314, -80.41323 37.2274605, -80.4132563 37.2274797, -80.4134649 37.2276442, -80.4138335 37.2279562, -80.4138899 37.2280116, -80.4139778 37.2280939)",,
"[383931931, 384738964, 384738958]",False,2,Washington Street,secondary,25 mph,True,184.40099999999998,"LINESTRING (-80.4131984 37.2274314, -80.4132603 37.2273915, -80.4133066 37.2273617, -80.4141263 37.2268187, -80.4145872 37.2265196, -80.4148034 37.2263746)",,
58870757,False,2,Washington Street,residential,,False,97.25900000000001,"LINESTRING (-80.4124622 37.2279344, -80.4124101 37.2279697, -80.4123116 37.2280364, -80.4121406 37.2281522, -80.4120434 37.228218, -80.4116893 37.2284551, -80.4116245 37.2285002)",,
381171592,False,2,Washington Street,secondary,25 mph,True,85.90700000000001,"LINESTRING (-80.4124622 37.2279344, -80.4125277 37.2278888, -80.4125565 37.227866, -80.4129855 37.2275702, -80.4131466 37.2274652, -80.4131984 37.2274314)",,
"[622435392, 57169600]",False,3,South Main Street,primary,25 mph,True,101.095,"LINESTRING (-80.4124622 37.2279344, -80.4125186 37.2279831, -80.4125538 37.2280144, -80.4128522 37.2282992, -80.4131511 37.2285813, -80.4132007 37.2286277)",US 460 BUS,
"[622435396, 622435399]",False,3,South Main Street,primary,25 mph,False,101.00200000000001,"LINESTRING (-80.4124622 37.2279344, -80.4124086 37.2278851, -80.4123755 37.2278575, -80.4121032 37.2276087, -80.4118295 37.2273464, -80.4117755 37.2272947, -80.411722 37.2272434)",US 460 BUS,
58870749,False,2,Church Street,tertiary,,True,102.53200000000001,"LINESTRING (-80.4108784 37.2277952, -80.4109486 37.2278559, -80.4111175 37.2280125, -80.4112374 37.2281335, -80.4114413 37.2283282, -80.4116245 37.2285002)",,
381171590,False,,Clay Street,tertiary,,False,48.61,"LINESTRING (-80.4108784 37.2277952, -80.4107702 37.227865, -80.41046 37.2280782)",,
