osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,access
11631302,New Jersey Avenue,residential,False,False,90.772,"LINESTRING (-75.129107 39.828584, -75.128439 39.827949)",,,,
11629625,Avalon Avenue,residential,False,True,152.74900000000002,"LINESTRING (-75.129107 39.828584, -75.1286698 39.8292911, -75.128504 39.8295798, -75.1284412 39.8296873, -75.1284176 39.8297276, -75.1283346 39.8298214)",,,,
43718255,Cooper Street,primary,False,False,80.382,"LINESTRING (-75.1283346 39.8298214, -75.1274833 39.8295129)",CR 534,40 mph,,
43718255,Cooper Street,primary,False,True,74.133,"LINESTRING (-75.1283346 39.8298214, -75.129116 39.8301119)",CR 534,40 mph,,
11626079,Avalon Avenue,unclassified,False,False,192.41599999999997,"LINESTRING (-75.1283346 39.8298214, -75.1282176 39.8299474, -75.1281782 39.8299919, -75.128161 39.8300113, -75.1277885 39.8304401, -75.1276466 39.8306012, -75.1274861 39.8307888, -75.1272127 39.8311148, -75.1272109 39.831291)",,,,
11629625,Avalon Avenue,residential,False,False,152.74900000000002,"LINESTRING (-75.1283346 39.8298214, -75.1284176 39.8297276, -75.1284412 39.8296873, -75.128504 39.8295798, -75.1286698 39.8292911, -75.129107 39.828584)",,,,
11633212,Warren Court,residential,False,True,60.7,"LINESTRING (-75.1224609 39.8249836, -75.1228679 39.8253544, -75.122919 39.825401)",,25 mph,,
11631062,Bayberry Court,residential,False,False,81.09899999999999,"LINESTRING (-75.1279112 39.8248033, -75.1279499 39.8248457, -75.128042 39.8248683, -75.1281571 39.824857, -75.1282052 39.8248007, -75.1282073 39.8247123, -75.1281634 39.8246705, -75.1280671 39.8246464, -75.1279938 39.8246561, -75.1279226 39.8247123, -75.1279112 39.8248033)",,,2,
11631062,Bayberry Court,residential,False,True,81.099,"LINESTRING (-75.1279112 39.8248033, -75.1279226 39.8247123, -75.1279938 39.8246561, -75.1280671 39.8246464, -75.1281634 39.8246705, -75.1282073 39.8247123, -75.1282052 39.8248007, -75.1281571 39.824857, -75.128042 39.8248683, -75.1279499 39.8248457, -75.1279112 39.8248033)",,,2,
11631062,Bayberry Court,residential,False,True,79.619,"LINESTRING (-75.1279112 39.8248033, -75.1278181 39.8248287, -75.1276799 39.8248194, -75.1274218 39.8248475, -75.1272856 39.8248568, -75.1272104 39.8248428, -75.1271209 39.8247772, -75.1270518 39.8247257)",,,2,
11627744,Monmouth Road,residential,False,False,153.523,"LINESTRING (-75.123697 39.823868, -75.123674 39.823967, -75.123695 39.825247)",,25 mph,,
