osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
8632956,2,Sanger Street,residential,13.7,False,False,51.175,"LINESTRING (-71.4168703 42.2810115, -71.417167 42.281416)",,
8632956,2,Sanger Street,residential,13.7,False,True,34.16,"LINESTRING (-71.4168703 42.2810115, -71.4168153 42.2809469, -71.416787 42.2809136, -71.4167107 42.2808339, -71.4166237 42.2807656)",,
148398360,2,Concord Street,primary,18.3,False,True,50.66,"LINESTRING (-71.415268 42.281761, -71.415318 42.281676, -71.4155013 42.2813394)",MA 126,30 mph
8623951,2,Concord Street,primary,27.4,False,False,106.119,"LINESTRING (-71.4167975 42.2767285, -71.4168034 42.2767669, -71.4168076 42.2768101, -71.4168097 42.2768584, -71.4168069 42.2769521, -71.4168058 42.2769879, -71.4167914 42.2775429, -71.4167878 42.2776823)",MA 126,25 mph
8635354,4,Hollis Street,primary,22.9,False,True,69.90299999999999,"LINESTRING (-71.4167975 42.2767285, -71.41676 42.2765768, -71.4167431 42.276492, -71.4167341 42.27643, -71.4167271 42.2763648, -71.4167228 42.2763067, -71.416721 42.2762493, -71.4167217 42.2761953, -71.416725 42.2761498, -71.4167319 42.2761043)",MA 126,25 mph
1050621848,2,Waverly Street,secondary,15.2,False,False,95.728,"LINESTRING (-71.4167975 42.2767285, -71.4165334 42.2768015, -71.4162542 42.2768786, -71.415875 42.2769873, -71.4157077 42.2770299)",MA 135,25 mph
"[940308360, 847211009, 1092597164]","['3', '2']",Waverly Street,primary,15.2,False,True,349.01000000000005,"LINESTRING (-71.4167975 42.2767285, -71.4170615 42.2766556, -71.4175279 42.2765268, -71.4180041 42.2763953, -71.4180976 42.2763681, -71.4181965 42.2763403, -71.4182576 42.2763222, -71.4183786 42.2762863, -71.4185714 42.2762291, -71.4186062 42.2762188, -71.4188948 42.2761332, -71.4191159 42.276069, -71.4194065 42.2759847, -71.4197631 42.2758812, -71.4200608 42.2757949, -71.4201236 42.2757772, -71.4202122 42.2757525, -71.4206906 42.2756236, -71.4207395 42.2756104, -71.4207583 42.2756053)",MA 135,25 mph
8632828,2,Arlington Place,residential,12.2,False,False,78.316,"LINESTRING (-71.4153178 42.2741523, -71.4145894 42.2736989)",,
847194326,2,Arlington Street,residential,12.2,False,True,14.515,"LINESTRING (-71.4153178 42.2741523, -71.4154348 42.2740546)",,
847194326,2,Arlington Street,residential,12.2,False,False,95.917,"LINESTRING (-71.4153178 42.2741523, -71.4146428 42.2747347, -71.4146129 42.2747578, -71.4145803 42.2747755, -71.4145405 42.2747914)",,
