osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,access,ref
9500840,False,Wellborn Street,residential,False,127.329,"LINESTRING (-83.954859 34.877602, -83.9550536 34.8775193, -83.9556403 34.8772699, -83.9557298 34.8772319, -83.9560984 34.8770753)",,,,,
9505029,False,Hughes Street,residential,True,185.13000000000002,"LINESTRING (-83.954859 34.877602, -83.9545891 34.8771138, -83.9545461 34.8770527, -83.954302 34.876706, -83.9542956 34.8766178, -83.9543114 34.8765789, -83.954411 34.8765339, -83.9546388 34.8764375, -83.9547222 34.8763906, -83.9547722 34.8763401, -83.9547985 34.8762662)",,,,,
9500840,False,Wellborn Street,residential,False,104.604,"LINESTRING (-83.9560984 34.8770753, -83.9566998 34.8768466, -83.9568475 34.8767879, -83.9569553 34.8767451, -83.957136 34.8766749)",,,,,
9500840,False,Wellborn Street,residential,True,127.329,"LINESTRING (-83.9560984 34.8770753, -83.9557298 34.8772319, -83.9556403 34.8772699, -83.9550536 34.8775193, -83.954859 34.877602)",,,,,
9504536,False,School Circle,residential,False,83.17699999999999,"LINESTRING (-83.9560984 34.8770753, -83.9560552 34.8769196, -83.9560084 34.8767356, -83.9559369 34.8765492, -83.9558817 34.8764335, -83.9558285 34.8763656)",,,,,
9504536,False,School Circle,residential,True,167.955,"LINESTRING (-83.9560984 34.8770753, -83.9562634 34.8777717, -83.9564045 34.8783673, -83.9564497 34.878558)",,,,,
9500840,False,Wellborn Street,residential,True,110.033,"LINESTRING (-83.9581879 34.8761911, -83.9579944 34.8762835, -83.957855 34.8763497, -83.9577692 34.8763905, -83.9575713 34.8764794, -83.9573501 34.8765846, -83.9571785 34.8766584, -83.957136 34.8766749)",,,,,
9507897,True,Town Square,secondary,False,29.261,"LINESTRING (-83.9581879 34.8761911, -83.9582389 34.8762646, -83.9582897 34.8763191, -83.9583378 34.8763435, -83.9583526 34.876351, -83.9584083 34.8763695)",1,,,,
9507896,True,Town Square,secondary,False,35.168000000000006,"LINESTRING (-83.9584083 34.8763695, -83.958506 34.8763544, -83.9586185 34.8763117, -83.9587036 34.8762743, -83.9587556 34.8762415)",1,,,,
270242189,True,,secondary,False,34.766999999999996,"LINESTRING (-83.9584083 34.8763695, -83.9585268 34.876398, -83.9585874 34.8764209, -83.9586399 34.8764506, -83.9587403 34.8765146)",,,,,
88316273,False,Cleveland Street,secondary,False,35.246,"LINESTRING (-83.9564068 34.8728432, -83.9565796 34.8731267)",2,,,,
9502886,False,Kimsey Street,residential,False,74.071,"LINESTRING (-83.9564068 34.8728432, -83.956264 34.872904, -83.956028 34.8730045, -83.9556764 34.8731335)",,,,,
88316273,False,Cleveland Street,secondary,True,94.419,"LINESTRING (-83.9564068 34.8728432, -83.9563146 34.8726849, -83.9561327 34.8723725, -83.9559607 34.872077)",2,,,,
9505587,False,Hunt Martin Street,tertiary,False,56.292,"LINESTRING (-83.9571619 34.8729592, -83.9565796 34.8731267)",2,35 mph,,,
9502286,False,Rogers Street,residential,False,127.73599999999999,"LINESTRING (-83.9571619 34.8729592, -83.957345 34.8732994, -83.9575547 34.8736892, -83.9577274 34.8740101)",,,,,
9505587,False,Hunt Martin Street,tertiary,True,60.587,"LINESTRING (-83.9571619 34.8729592, -83.957258 34.8729295, -83.9575874 34.8728277, -83.9577834 34.8727671)",2,35 mph,,,
9502286,False,Rogers Street,residential,False,74.49,"LINESTRING (-83.9577274 34.8740101, -83.958113 34.8746006)",,,,,
9502286,False,Rogers Street,residential,True,127.73599999999999,"LINESTRING (-83.9577274 34.8740101, -83.9575547 34.8736892, -83.957345 34.8732994, -83.9571619 34.8729592)",,,,,
9509635,False,Reid Street,residential,False,47.605999999999995,"LINESTRING (-83.9577274 34.8740101, -83.9574366 34.8741131, -83.9572483 34.8741798)",,,,,
9502286,False,Rogers Street,residential,True,74.49,"LINESTRING (-83.958113 34.8746006, -83.9577274 34.8740101)",,,,,
9508605,False,Allison Street,residential,False,229.021,"LINESTRING (-83.958113 34.8746006, -83.9603576 34.8736781)",,,,,
9502286,False,Rogers Street,residential,False,147.666,"LINESTRING (-83.958113 34.8746006, -83.9583963 34.8750687, -83.9585017 34.8752428, -83.9585943 34.8753957, -83.9586465 34.8754819, -83.9586735 34.8755643, -83.9585625 34.8758064)",,,,,
9502286,False,Rogers Street,residential,True,147.666,"LINESTRING (-83.9585625 34.8758064, -83.9586735 34.8755643, -83.9586465 34.8754819, -83.9585943 34.8753957, -83.9585017 34.8752428, -83.9583963 34.8750687, -83.958113 34.8746006)",,,,,
9507895,True,Town Square,secondary,False,14.687000000000001,"LINESTRING (-83.9585625 34.8758064, -83.9584888 34.8757906, -83.958404 34.875789)",1,,,,
49339140,False,Courthouse Street,secondary,False,99.69,"LINESTRING (-83.9603934 34.8778034, -83.9604404 34.8778799, -83.9604617 34.8779816, -83.9604566 34.8780758, -83.9604292 34.8781613, -83.9603946 34.8782324, -83.9603291 34.8783314, -83.9602398 34.8784502, -83.9601579 34.8785146, -83.960056 34.878575)",,,,,
174551359,True,,trunk_link,False,40.599,"LINESTRING (-83.9603934 34.8778034, -83.9603496 34.877679, -83.9603528 34.8775762, -83.9604009 34.8774494)",,,,,
49339137,False,Pat Haralson Memorial Drive,secondary,False,11.835,"LINESTRING (-83.960056 34.878575, -83.9601326 34.8786609)",2,45 mph,,,
"[49339138, 49339139, 9509518]",False,Pat Haralson Memorial Drive,secondary,True,196.71800000000002,"LINESTRING (-83.960056 34.878575, -83.9599553 34.8784307, -83.9598503 34.8782686, -83.9595866 34.8778603, -83.9593998 34.8775633, -83.9593654 34.8775087, -83.9590388 34.8770152)",,,yes,designated,
49339140,False,Courthouse Street,secondary,True,99.69,"LINESTRING (-83.960056 34.878575, -83.9601579 34.8785146, -83.9602398 34.8784502, -83.9603291 34.8783314, -83.9603946 34.8782324, -83.9604292 34.8781613, -83.9604566 34.8780758, -83.9604617 34.8779816, -83.9604404 34.8778799, -83.9603934 34.8778034)",,,,,
9502886,False,Kimsey Street,residential,False,67.364,"LINESTRING (-83.9556764 34.8731335, -83.9550113 34.8733967)",,,,,
9502886,False,Kimsey Street,residential,True,74.071,"LINESTRING (-83.9556764 34.8731335, -83.956028 34.8730045, -83.956264 34.872904, -83.9564068 34.8728432)",,,,,
9505625,False,Potts Street,residential,True,64.71,"LINESTRING (-83.9556764 34.8731335, -83.9555411 34.8728782, -83.9554592 34.8727236, -83.9553936 34.8725998)",,,,,
9502886,False,Kimsey Street,residential,True,67.364,"LINESTRING (-83.9550113 34.8733967, -83.9556764 34.8731335)",,,,,
9507437,False,Hood Street,residential,True,132.126,"LINESTRING (-83.9550113 34.8733967, -83.9543518 34.8723388)",,,,,
