osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access
184388724,True,4,CA 82,West El Camino Real,primary,40 mph,False,18.242,"LINESTRING (-122.0368475 37.3691443, -122.0370464 37.3691882)",
"[417030664, 417030671]",True,"['4', '3']",,South Mathilda Avenue,primary,35 mph,False,288.028,"LINESTRING (-122.0368475 37.3691443, -122.0368047 37.3692808, -122.0366705 37.3696871, -122.036524 37.3701366, -122.0364555 37.3703468, -122.0361763 37.3712035, -122.0360556 37.3715818, -122.0360302 37.3716518)",
61133261,True,5,,South Mathilda Avenue,primary,35 mph,False,17.911,"LINESTRING (-122.036912 37.3689916, -122.0368475 37.3691443)",
341031084,True,3,CA 82,West El Camino Real,primary,40 mph,False,141.92000000000002,"LINESTRING (-122.036912 37.3689916, -122.0367282 37.3689566, -122.0361244 37.3688417, -122.0353502 37.3686944)",
341031075,True,5,,South Mathilda Avenue,primary,35 mph,False,17.304,"LINESTRING (-122.0370464 37.3691882, -122.0370878 37.3690361)",
"[311338590, 341031103]",True,"['3', '5']",CA 82,West El Camino Real,primary,40 mph,False,353.886,"LINESTRING (-122.0370464 37.3691882, -122.0372 37.3692264, -122.0373638 37.3692672, -122.0376444 37.369337, -122.0384732 37.3695444, -122.0394816 37.3697962, -122.0403148 37.370013, -122.0406714 37.3701062, -122.0408599 37.3701591)",
184388722,True,5,CA 82,West El Camino Real,primary,40 mph,False,16.305,"LINESTRING (-122.0370878 37.3690361, -122.036912 37.3689916)",
"[415820040, 61133260, 415820038]",True,"['4', '3']",,South Mathilda Avenue,primary,40 mph,False,511.1479999999999,"LINESTRING (-122.0370878 37.3690361, -122.0371138 37.3689407, -122.0371323 37.3688726, -122.0371464 37.3685329, -122.0371466 37.3682296, -122.037147 37.3677568, -122.0371038 37.3674078, -122.0370245 37.3671798, -122.0369357 37.3670061, -122.0368631 37.366864, -122.0367456 37.3666903, -122.0366022 37.3665397, -122.0365888 37.3665259, -122.0364789 37.3664184, -122.0363943 37.3663553, -122.0362568 37.3662584, -122.0345822 37.365361)",
332625701,True,3,,Sunnyvale-Saratoga Road,secondary,35 mph,False,17.235,"LINESTRING (-122.0320699 37.3674844, -122.031992 37.3676265)",
"[75870313, 287318259, 521521365]",True,"['3', '2']",,Sunnyvale-Saratoga Road,secondary,35 mph,False,94.15,"LINESTRING (-122.0323666 37.3666743, -122.0322897 37.3669411, -122.0322702 37.3670212, -122.0322493 37.3671119, -122.0321193 37.3674014, -122.0320699 37.3674844)",
