osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes,bridge
5611673,residential,False,True,32.923,"LINESTRING (-73.3295212 42.8623124, -73.329278 42.862076)",,,,,
5611673,residential,False,False,96.584,"LINESTRING (-73.3295212 42.8623124, -73.329897 42.862613, -73.330456 42.862402)",,,,,
"[5614420, 5611678]",residential,False,True,103.65899999999999,"LINESTRING (-73.3295212 42.8623124, -73.330217 42.862076, -73.330456 42.862402)",,,,,
5611673,residential,False,False,60.288,"LINESTRING (-73.330456 42.862402, -73.330611 42.862448, -73.330891 42.862814)",,,,,
5611673,residential,False,True,96.584,"LINESTRING (-73.330456 42.862402, -73.329897 42.862613, -73.3295212 42.8623124)",,,,,
"[5614420, 5611678]",residential,False,False,103.65899999999999,"LINESTRING (-73.330456 42.862402, -73.330217 42.862076, -73.3295212 42.8623124)",,,,,
5611673,residential,False,True,60.288,"LINESTRING (-73.330891 42.862814, -73.330611 42.862448, -73.330456 42.862402)",,,,,
5619818,tertiary,False,True,381.116,"LINESTRING (-73.3298 42.865589, -73.329828 42.865381, -73.329828 42.865134, -73.329802 42.86496, -73.329759 42.864818, -73.32967 42.864604, -73.329578 42.864438, -73.329485 42.864296, -73.329347 42.864132, -73.329156 42.863954, -73.328738 42.86345, -73.32849 42.863139, -73.328345 42.862938, -73.3281666 42.8626508, -73.3281294 42.8624745)",CR 95,Hill Road,40 mph,,
5629382,residential,False,False,199.591,"LINESTRING (-73.3298 42.865589, -73.330089 42.865692, -73.330455 42.865802, -73.330579 42.865828, -73.331102 42.86588, -73.331538 42.865967, -73.331683 42.865977, -73.331884 42.865977, -73.332009 42.865964, -73.332157 42.865944)",,Shaw Lane,,,
5620001,residential,False,False,206.692,"LINESTRING (-73.333826 42.860356, -73.333978 42.860822, -73.334025 42.860995, -73.334025 42.861099, -73.333985 42.861175, -73.333843 42.861238, -73.333598 42.861285, -73.332967 42.861377, -73.332682 42.861493)",,Tilley Lane,,,
"[137390449, 116660332, 116660333, 116645895]",trunk,False,False,375.65900000000005,"LINESTRING (-73.333826 42.860356, -73.333317 42.860588, -73.332985 42.860715, -73.3315867 42.8612288, -73.3310171 42.8614366, -73.3299978 42.8618053, -73.329737 42.861911)",NY 7,Mapletown Road,"['45 mph', '40 mph']",2,yes
5620001,residential,False,True,206.692,"LINESTRING (-73.332682 42.861493, -73.332967 42.861377, -73.333598 42.861285, -73.333843 42.861238, -73.333985 42.861175, -73.334025 42.861099, -73.334025 42.860995, -73.333978 42.860822, -73.333826 42.860356)",,Tilley Lane,,,
"[5622621, 5624485]",residential,False,True,235.46800000000002,"LINESTRING (-73.330958 42.860348, -73.331051 42.860725, -73.331063 42.860883, -73.331029 42.861048, -73.331006 42.861105, -73.3309201 42.8611919, -73.3307909 42.8612559, -73.3301692 42.8614953, -73.3299673 42.8615667, -73.329714 42.861709, -73.329685 42.861746, -73.329683 42.861812, -73.329737 42.861911)",,Depot Road,,,
116660333,trunk,False,False,41.668,"LINESTRING (-73.329737 42.861911, -73.329278 42.862076)",NY 7,Mapletown Road,40 mph,2,
"[5622621, 5624485]",residential,False,False,235.46800000000002,"LINESTRING (-73.329737 42.861911, -73.329683 42.861812, -73.329685 42.861746, -73.329714 42.861709, -73.3299673 42.8615667, -73.3301692 42.8614953, -73.3307909 42.8612559, -73.3309201 42.8611919, -73.331006 42.861105, -73.331029 42.861048, -73.331063 42.860883, -73.331051 42.860725, -73.330958 42.860348)",,Depot Road,,,
"[137390449, 116660332, 116660333, 116645895]",trunk,False,True,375.659,"LINESTRING (-73.329737 42.861911, -73.3299978 42.8618053, -73.3310171 42.8614366, -73.3315867 42.8612288, -73.332985 42.860715, -73.333317 42.860588, -73.333826 42.860356)",NY 7,Mapletown Road,"['45 mph', '40 mph']",2,yes
5611673,residential,False,False,32.923,"LINESTRING (-73.329278 42.862076, -73.3295212 42.8623124)",,,,,
116660333,trunk,False,False,103.574,"LINESTRING (-73.329278 42.862076, -73.3281294 42.8624745)",NY 7,Mapletown Road,40 mph,2,
116660333,trunk,False,True,41.668,"LINESTRING (-73.329278 42.862076, -73.329737 42.861911)",NY 7,Mapletown Road,40 mph,2,
116660333,trunk,False,True,103.574,"LINESTRING (-73.3281294 42.8624745, -73.329278 42.862076)",NY 7,Mapletown Road,40 mph,2,
5619818,tertiary,False,False,381.11599999999993,"LINESTRING (-73.3281294 42.8624745, -73.3281666 42.8626508, -73.328345 42.862938, -73.32849 42.863139, -73.328738 42.86345, -73.329156 42.863954, -73.329347 42.864132, -73.329485 42.864296, -73.329578 42.864438, -73.32967 42.864604, -73.329759 42.864818, -73.329802 42.86496, -73.329828 42.865134, -73.329828 42.865381, -73.3298 42.865589)",CR 95,Hill Road,40 mph,,
5629382,residential,False,True,199.591,"LINESTRING (-73.332157 42.865944, -73.332009 42.865964, -73.331884 42.865977, -73.331683 42.865977, -73.331538 42.865967, -73.331102 42.86588, -73.330579 42.865828, -73.330455 42.865802, -73.330089 42.865692, -73.3298 42.865589)",,Shaw Lane,,,
