osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
350491004,3,Bridge Street,secondary,25 mph,False,False,102.23400000000001,"LINESTRING (-120.1840556 39.3281744, -120.1839236 39.3278651, -120.1838882 39.327782, -120.1838662 39.3277305, -120.1838483 39.3276886, -120.1836831 39.3273013)",,,
350491112,2,Donner Pass Road,secondary,25 mph,False,True,250.96800000000007,"LINESTRING (-120.1840556 39.3281744, -120.1841743 39.3281366, -120.184214 39.3281271, -120.1848045 39.3279743, -120.1851546 39.3278872, -120.1853655 39.3278315, -120.1854244 39.3278159, -120.1857119 39.3277398, -120.1857535 39.3277288, -120.1859453 39.3276777, -120.1860123 39.327659, -120.1860981 39.327635, -120.1861644 39.3276165, -120.1862811 39.3275804, -120.1863761 39.3275502, -120.1864042 39.3275413, -120.186552 39.3274912, -120.1866456 39.3274548, -120.1867954 39.3274035)",US 40 Historic,,
849983485,2,Bridge Street,tertiary,25 mph,False,False,56.912,"LINESTRING (-120.1840556 39.3281744, -120.1841043 39.3282837, -120.184113 39.3283058, -120.1842286 39.3285656, -120.1842475 39.3286032, -120.1842774 39.3286564)",,,
"[1075814768, 627566829, 1075814767]",3,Donner Pass Road,secondary,25 mph,False,False,88.708,"LINESTRING (-120.1840556 39.3281744, -120.183944 39.3282105, -120.183906 39.3282221, -120.1835828 39.3283103, -120.1833634 39.3283722, -120.1832896 39.328395, -120.1832306 39.3284147, -120.1830938 39.3284614)",US 40 Historic,,
310181373,2,South East River Street,residential,25 mph,False,False,177.428,"LINESTRING (-120.1828091 39.3261372, -120.182725 39.3261781, -120.1826352 39.3262206, -120.1825145 39.3262694, -120.1821106 39.326402, -120.1816856 39.3265673, -120.1816364 39.3265864, -120.1813797 39.3266958, -120.180971 39.326858)",,,
"[588183911, 350491006, 350491007]","['3', '2']",Bridge Street,secondary,25 mph,False,True,109.97500000000001,"LINESTRING (-120.1828091 39.3261372, -120.1828927 39.3261739, -120.1829624 39.3262133, -120.1830255 39.3262538, -120.1830737 39.3262932, -120.1831059 39.3263254, -120.1831376 39.3263653, -120.1832817 39.3265757, -120.1833598 39.3266893, -120.1834312 39.3268007, -120.1835079 39.3269278, -120.1835136 39.3269382)",,yes,
350491009,2,Brockway Road,secondary,25 mph,False,False,223.96300000000002,"LINESTRING (-120.1828091 39.3261372, -120.1827264 39.3261086, -120.1826325 39.3260816, -120.1825346 39.3260619, -120.1824367 39.3260505, -120.1823536 39.3260463, -120.1822409 39.3260494, -120.1821148 39.3260619, -120.1819593 39.3260837, -120.1818211 39.3261065, -120.1812351 39.326205, -120.1810701 39.3262331, -120.1809092 39.32626, -120.1807791 39.3262797, -120.180641 39.3262979, -120.1804948 39.326314, -120.1803848 39.3263238, -120.1802592 39.3263318)",,,
350491299,2,South River Street,residential,25 mph,False,False,239.18699999999998,"LINESTRING (-120.1828091 39.3261372, -120.1828699 39.3261034, -120.1829263 39.3260606, -120.182998 39.3259906, -120.1830765 39.3259462, -120.1832366 39.3258761, -120.185024 39.3251894, -120.1850965 39.3251684, -120.1851901 39.3251497, -120.1852505 39.3251497)",,,
350491009,2,Brockway Road,secondary,25 mph,False,True,223.96299999999997,"LINESTRING (-120.1802592 39.3263318, -120.1803848 39.3263238, -120.1804948 39.326314, -120.180641 39.3262979, -120.1807791 39.3262797, -120.1809092 39.32626, -120.1810701 39.3262331, -120.1812351 39.326205, -120.1818211 39.3261065, -120.1819593 39.3260837, -120.1821148 39.3260619, -120.1822409 39.3260494, -120.1823536 39.3260463, -120.1824367 39.3260505, -120.1825346 39.3260619, -120.1826325 39.3260816, -120.1827264 39.3261086, -120.1828091 39.3261372)",,,
372531891,,Old Brockway Road,unclassified,,False,False,108.91400000000002,"LINESTRING (-120.1802592 39.3263318, -120.1802588 39.3262611, -120.1802655 39.3261874, -120.1802829 39.3261221, -120.1803111 39.3260515, -120.1803446 39.3259893, -120.1803795 39.3259374, -120.1804224 39.3258969, -120.180539 39.325816, -120.1806048 39.3257714, -120.1806504 39.3257309, -120.1806852 39.325676, -120.180708 39.3256127, -120.1807228 39.3255567, -120.1807308 39.3254674)",,,
310181373,2,South East River Street,residential,25 mph,False,True,177.428,"LINESTRING (-120.180971 39.326858, -120.1813797 39.3266958, -120.1816364 39.3265864, -120.1816856 39.3265673, -120.1821106 39.326402, -120.1825145 39.3262694, -120.1826352 39.3262206, -120.182725 39.3261781, -120.1828091 39.3261372)",,,
350491299,2,South River Street,residential,25 mph,False,True,239.18700000000004,"LINESTRING (-120.1852505 39.3251497, -120.1851901 39.3251497, -120.1850965 39.3251684, -120.185024 39.3251894, -120.1832366 39.3258761, -120.1830765 39.3259462, -120.182998 39.3259906, -120.1829263 39.3260606, -120.1828699 39.3261034, -120.1828091 39.3261372)",,,
"[350491345, 454977095]",2,West River Street,secondary,25 mph,False,True,348.0369999999999,"LINESTRING (-120.1874855 39.3262366, -120.1871744 39.326347, -120.1871239 39.3263635, -120.1869169 39.326431, -120.1868122 39.3264637, -120.1864741 39.3265658, -120.186295 39.3266189, -120.185177 39.3269103, -120.1849403 39.326972, -120.1842082 39.3271653, -120.1838672 39.3272553, -120.1838425 39.3272615, -120.1836831 39.3273013)",,,
