osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,ref
16700229,2,Henderson Street,residential,25 mph,False,False,111.931,"LINESTRING (-79.0528706 35.9142723, -79.0529253 35.9143745, -79.0533487 35.9151122, -79.0533594 35.915133, -79.0533876 35.9151876)",,,
531468875,,East Franklin Street,secondary,20 mph,False,False,218.832,"LINESTRING (-79.0528706 35.9142723, -79.0528002 35.9142993, -79.0522663 35.9145059, -79.0520614 35.9145833, -79.0515809 35.9147636, -79.0515107 35.9147904, -79.0511362 35.9149338, -79.050848 35.9150441, -79.0507486 35.9150821, -79.0506725 35.9151112)",,,
"[531468875, 618553894]",4,East Franklin Street,secondary,20 mph,False,True,167.009,"LINESTRING (-79.0528706 35.9142723, -79.053059 35.9142045, -79.0532709 35.9141232, -79.0535122 35.9140286, -79.0541753 35.9137731, -79.0543383 35.9137103, -79.054481 35.9136548, -79.0545467 35.9136297)",,,
16700229,2,Henderson Street,residential,25 mph,False,False,141.808,"LINESTRING (-79.0533876 35.9151876, -79.0534189 35.9152512, -79.0534583 35.9153314, -79.0540471 35.9163454)",,,
16700229,2,Henderson Street,residential,25 mph,False,True,111.931,"LINESTRING (-79.0533876 35.9151876, -79.0533594 35.915133, -79.0533487 35.9151122, -79.0529253 35.9143745, -79.0528706 35.9142723)",,,
16711843,3,East Rosemary Street,tertiary,25 mph,False,True,290.988,"LINESTRING (-79.0533876 35.9151876, -79.0534558 35.9151633, -79.0537137 35.9150706, -79.0537692 35.9150471, -79.0538229 35.9150274, -79.0539904 35.914961, -79.0541241 35.9149115, -79.0544308 35.9147828, -79.0546137 35.9147127, -79.0546888 35.9146839, -79.0547359 35.9146659, -79.0547826 35.9146479, -79.0548859 35.9146083, -79.0550049 35.9145627, -79.0550668 35.914539, -79.0557776 35.9142665, -79.0558757 35.9142289, -79.0559533 35.9141992, -79.0561852 35.9141108, -79.0563058 35.9140648)",,,
16711846,2,East Rosemary Street,tertiary,25 mph,False,False,79.459,"LINESTRING (-79.0533876 35.9151876, -79.0533213 35.9152126, -79.0525877 35.9154892)",,,
16700229,2,Henderson Street,residential,25 mph,False,False,48.973,"LINESTRING (-79.0540471 35.9163454, -79.0542625 35.9167498)",,,
16700229,2,Henderson Street,residential,25 mph,False,True,141.808,"LINESTRING (-79.0540471 35.9163454, -79.0534583 35.9153314, -79.0534189 35.9152512, -79.0533876 35.9151876)",,,
16700480,,North Street,residential,20 mph,False,False,287.719,"LINESTRING (-79.0540471 35.9163454, -79.0540999 35.9163243, -79.0541301 35.9163125, -79.0562258 35.9154946, -79.0563032 35.9154649, -79.0567718 35.9152848, -79.0567992 35.9152758, -79.0569387 35.9152532)","24'0""",,
16700480,,North Street,residential,20 mph,False,True,39.463,"LINESTRING (-79.0540471 35.9163454, -79.0539494 35.9163855, -79.0536562 35.9165058)","24'0""",,
16700229,2,Henderson Street,residential,25 mph,False,True,48.973,"LINESTRING (-79.0542625 35.9167498, -79.0540471 35.9163454)",,,
