osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,bridge
10574832,residential,False,True,61.597,,"LINESTRING (-122.3594937 40.6766582, -122.3595159 40.6772119)",,,
10580330,residential,False,False,39.277,Cabello Street,"LINESTRING (-122.364803 40.677227, -122.3648086 40.6775802)",,,
441394282,residential,False,False,279.90999999999997,Bonneville Street,"LINESTRING (-122.364803 40.677227, -122.364713 40.677227, -122.3615774 40.6772191, -122.3614838 40.6772207)",,,
548945673,secondary,False,False,39.074,Shasta Dam Boulevard,"LINESTRING (-122.364847 40.6805236, -122.36531 40.6805376)",CA 151,40 mph,
548945673,secondary,False,True,101.95000000000002,Shasta Dam Boulevard,"LINESTRING (-122.364847 40.6805236, -122.3642176 40.6804994, -122.3640739 40.6804936, -122.3640392 40.6804922, -122.3638802 40.6804859, -122.3637853 40.6804821, -122.363746 40.6804805, -122.3636396 40.6804765)",CA 151,40 mph,
684274734,residential,False,True,111.623,Cabello Street,"LINESTRING (-122.364847 40.6805236, -122.364846 40.6804138, -122.3648453 40.6803988, -122.3648397 40.6799957, -122.3648353 40.6795198)",,,
548945673,secondary,False,True,39.074,Shasta Dam Boulevard,"LINESTRING (-122.36531 40.6805376, -122.364847 40.6805236)",CA 151,40 mph,
10581191,residential,False,False,55.922000000000004,McConnel Avenue,"LINESTRING (-122.36531 40.6805376, -122.3653101 40.68065, -122.3653096 40.6807255, -122.3653149 40.6810405)",,,
548945673,secondary,False,False,71.947,Shasta Dam Boulevard,"LINESTRING (-122.36531 40.6805376, -122.3654442 40.6805423, -122.3655315 40.6805449, -122.3659635 40.6805613, -122.3661622 40.680569)",CA 151,40 mph,
10581191,residential,False,True,55.922000000000004,McConnel Avenue,"LINESTRING (-122.3653149 40.6810405, -122.3653096 40.6807255, -122.3653101 40.68065, -122.36531 40.6805376)",,,
796373493,residential,False,False,111.36999999999999,McConnel Avenue,"LINESTRING (-122.3653149 40.6810405, -122.3653142 40.681244, -122.3653266 40.681833, -122.3653255 40.682042)",,,
796373494,residential,False,False,140.742,Front Street,"LINESTRING (-122.3653149 40.6810405, -122.3650164 40.6810428, -122.3647051 40.6810431, -122.3640688 40.6810459, -122.3638659 40.6810466, -122.3637697 40.6810474, -122.363751 40.6810473, -122.3636459 40.6810468)",,,
"[30661556, 796373495]",residential,False,True,153.01500000000001,Front Street,"LINESTRING (-122.3653149 40.6810405, -122.3655423 40.6810385, -122.3657658 40.6810395, -122.3662977 40.6810489, -122.3670637 40.6810523, -122.3671293 40.6810517)",,,
