osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed
16618326,2,Dillsboro Road,residential,False,False,121.178,"LINESTRING (-83.230216 35.3746097, -83.230245 35.3747249, -83.2302229 35.3747695, -83.2300515 35.375106, -83.2298189 35.3754131, -83.2296871 35.3755803)",,,
"[990470542, 990470543, 990470544, 990470545, 16618327]",,Dillsboro Road,residential,False,False,64.834,"LINESTRING (-83.230216 35.3746097, -83.2301068 35.3746175, -83.2300967 35.374615, -83.2299981 35.3745904, -83.2299625 35.3745816, -83.2299533 35.3745755, -83.2298713 35.3745216, -83.229767 35.3744531, -83.2297086 35.374395, -83.2296389 35.3743242)",yes,,
16618326,2,Dillsboro Road,residential,False,False,313.45,"LINESTRING (-83.2296871 35.3755803, -83.2296187 35.3756744, -83.2295925 35.3757493, -83.2295552 35.3759471, -83.2295214 35.3760574, -83.2294313 35.3761171, -83.2292238 35.3762267, -83.2289356 35.376434, -83.2288849 35.3765098, -83.2289581 35.3768588, -83.2289384 35.3769438, -83.2289074 35.3770265, -83.2288454 35.3770908, -83.2286096 35.377196, -83.2277503 35.3775693)",,,
16618326,2,Dillsboro Road,residential,False,True,121.178,"LINESTRING (-83.2296871 35.3755803, -83.2298189 35.3754131, -83.2300515 35.375106, -83.2302229 35.3747695, -83.230245 35.3747249, -83.230216 35.3746097)",,,
"[16630492, 16633607]",,"['Sylvan Heights', 'Savannah Heights Road']",residential,False,False,167.21699999999998,"LINESTRING (-83.2296871 35.3755803, -83.229866 35.375619, -83.2299832 35.3756054, -83.2302032 35.3756536, -83.2303986 35.3756715, -83.2305311 35.3756527, -83.2307518 35.3756185, -83.2309199 35.3756433, -83.2310264 35.3756867, -83.2311877 35.3758452, -83.2312389 35.3759243, -83.2312365 35.3759721, -83.2312451 35.3760093)",,,
16618326,2,Dillsboro Road,residential,False,False,61.79899999999999,"LINESTRING (-83.2277503 35.3775693, -83.2275593 35.3776086, -83.2273628 35.3775523, -83.2271165 35.3774501)",,,
16618326,2,Dillsboro Road,residential,False,True,313.45,"LINESTRING (-83.2277503 35.3775693, -83.2286096 35.377196, -83.2288454 35.3770908, -83.2289074 35.3770265, -83.2289384 35.3769438, -83.2289581 35.3768588, -83.2288849 35.3765098, -83.2289356 35.376434, -83.2292238 35.3762267, -83.2294313 35.3761171, -83.2295214 35.3760574, -83.2295552 35.3759471, -83.2295925 35.3757493, -83.2296187 35.3756744, -83.2296871 35.3755803)",,,
16618326,2,Dillsboro Road,residential,False,False,66.263,"LINESTRING (-83.2271165 35.3774501, -83.226819 35.3773379, -83.2264178 35.3773062)",,,
16618326,2,Dillsboro Road,residential,False,True,61.799,"LINESTRING (-83.2271165 35.3774501, -83.2273628 35.3775523, -83.2275593 35.3776086, -83.2277503 35.3775693)",,,
"[16634730, 16631274]",,"['Story Book Lane', 'Josephine Street']",residential,False,"[False, True]",368.27699999999993,"LINESTRING (-83.2271165 35.3774501, -83.2285635 35.375422, -83.2285664 35.3753746, -83.2285075 35.3753301, -83.2274617 35.3753358)",,,
