osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,junction
5361514,living_street,25 mph,False,False,23.066,,"LINESTRING (-121.4333384 43.8831167, -121.4334567 43.8829276)",,
5377277,residential,25 mph,False,True,35.831,Pole House Lane,"LINESTRING (-121.4333384 43.8831167, -121.4329764 43.8829276)",,
5377277,residential,25 mph,False,False,106.179,Pole House Lane,"LINESTRING (-121.4333384 43.8831167, -121.4333972 43.8831346, -121.4336033 43.8831975, -121.4338465 43.8832717, -121.4340575 43.8833359, -121.4340766 43.8833405, -121.4342139 43.8833672, -121.434322 43.8833893, -121.4345813 43.8834419)",,
5361514,living_street,25 mph,False,True,23.066,,"LINESTRING (-121.4334567 43.8829276, -121.4333384 43.8831167)",,
5376831,residential,25 mph,False,False,23.219,Muir Court,"LINESTRING (-121.44364 43.8823314, -121.4435558 43.8825312)",,
5370550,residential,25 mph,False,False,245.64800000000002,Muir Lane,"LINESTRING (-121.44364 43.8823314, -121.4435718 43.8823053, -121.4433763 43.8822071, -121.4432272 43.882137, -121.4431866 43.8821164, -121.4430899 43.8820659, -121.4430464 43.8820337, -121.4428316 43.8818769, -121.4427805 43.8818561, -121.4427042 43.8818393, -121.4425718 43.881836, -121.4424804 43.8818854, -121.4424559 43.8819217, -121.4424172 43.8820001, -121.4423992 43.8820483, -121.4423643 43.8821422, -121.442304 43.8823017, -121.4422787 43.8823698, -121.44226 43.88242, -121.4422322 43.8824977, -121.4422137 43.8825511, -121.4421703 43.8826687, -121.4421458 43.8827348, -121.4421374 43.8827583, -121.4420558 43.8829785, -121.4420374 43.8830294)",,
5370550,residential,25 mph,False,True,245.648,Muir Lane,"LINESTRING (-121.4420374 43.8830294, -121.4420558 43.8829785, -121.4421374 43.8827583, -121.4421458 43.8827348, -121.4421703 43.8826687, -121.4422137 43.8825511, -121.4422322 43.8824977, -121.44226 43.88242, -121.4422787 43.8823698, -121.442304 43.8823017, -121.4423643 43.8821422, -121.4423992 43.8820483, -121.4424172 43.8820001, -121.4424559 43.8819217, -121.4424804 43.8818854, -121.4425718 43.881836, -121.4427042 43.8818393, -121.4427805 43.8818561, -121.4428316 43.8818769, -121.4430464 43.8820337, -121.4430899 43.8820659, -121.4431866 43.8821164, -121.4432272 43.882137, -121.4433763 43.8822071, -121.4435718 43.8823053, -121.44364 43.8823314)",,
88974161,tertiary,25 mph,False,False,76.996,River Road,"LINESTRING (-121.4420374 43.8830294, -121.442447 43.8831019, -121.442722 43.8831243, -121.4429831 43.8831415)",2,
88974161,tertiary,25 mph,False,True,150.349,River Road,"LINESTRING (-121.4420374 43.8830294, -121.4416194 43.8829027, -121.441406 43.8828253, -121.4410782 43.8827052, -121.440847 43.8826054, -121.440699 43.8825437, -121.4406922 43.8825407, -121.4403814 43.8823994)",2,
5372759,tertiary,25 mph,True,False,35.698,Circle 3,"LINESTRING (-121.4391674 43.8830638, -121.439346 43.88306, -121.4394764 43.8830399, -121.4395964 43.8829979)",1,roundabout
5370641,tertiary,25 mph,True,False,29.457,Overlook Road,"LINESTRING (-121.438841 43.8831803, -121.4390464 43.8830882, -121.4391674 43.8830638)",1,
978374230,residential,25 mph,False,False,170.32300000000004,Overlook Road,"LINESTRING (-121.438841 43.8831803, -121.4385369 43.8834496, -121.438304 43.8834725, -121.437883 43.883349, -121.4375701 43.883182, -121.437377 43.883143, -121.4372314 43.8831598, -121.4370341 43.8832241)",2,
5371565,residential,25 mph,False,True,79.263,Approach Lane,"LINESTRING (-121.4370341 43.8832241, -121.4370112 43.883182, -121.436962 43.8830914, -121.4369748 43.8828787, -121.4371592 43.8825469)",,
978374230,residential,25 mph,False,False,78.25200000000001,Overlook Road,"LINESTRING (-121.4370341 43.8832241, -121.436481 43.883509, -121.4362371 43.8836306)",2,
978374230,residential,25 mph,False,True,170.323,Overlook Road,"LINESTRING (-121.4370341 43.8832241, -121.4372314 43.8831598, -121.437377 43.883143, -121.4375701 43.883182, -121.437883 43.883349, -121.438304 43.8834725, -121.4385369 43.8834496, -121.438841 43.8831803)",2,
978374230,residential,25 mph,False,False,23.57,Overlook Road,"LINESTRING (-121.4362371 43.8836306, -121.4360395 43.8837876)",2,
5377897,residential,25 mph,False,True,68.953,Fifteenth Tee Lane,"LINESTRING (-121.4362371 43.8836306, -121.4362061 43.8834321, -121.4361445 43.8832039, -121.4359964 43.8830493)",,
978374230,residential,25 mph,False,True,78.25200000000001,Overlook Road,"LINESTRING (-121.4362371 43.8836306, -121.436481 43.883509, -121.4370341 43.8832241)",2,
978374230,residential,25 mph,False,True,26.164,Overlook Road,"LINESTRING (-121.4358309 43.8839686, -121.4360395 43.8837876)",2,
5377614,residential,25 mph,False,False,22.041,Landrise Lane,"LINESTRING (-121.4358309 43.8839686, -121.4359247 43.8839514, -121.4360054 43.8839528, -121.436097 43.8839769)",,
978374230,residential,25 mph,False,False,62.245999999999995,Overlook Road,"LINESTRING (-121.4358309 43.8839686, -121.4354505 43.8841787, -121.435342 43.884254, -121.4352365 43.8843276)",2,
5377277,residential,25 mph,False,True,129.058,Pole House Lane,"LINESTRING (-121.4352365 43.8843276, -121.435132 43.8842584, -121.4350969 43.8841521, -121.4351712 43.8838437, -121.4351448 43.8837332, -121.4350872 43.8836506, -121.4350732 43.88363, -121.434967 43.8835517, -121.4349077 43.883533, -121.4348099 43.8835018, -121.4345813 43.8834419)",,
978374230,residential,25 mph,False,False,83.57600000000001,Overlook Road,"LINESTRING (-121.4352365 43.8843276, -121.4350004 43.8844916, -121.4347002 43.8846409, -121.4344954 43.8846784, -121.4343587 43.8846961)",2,
978374230,residential,25 mph,False,True,62.246,Overlook Road,"LINESTRING (-121.4352365 43.8843276, -121.435342 43.884254, -121.4354505 43.8841787, -121.4358309 43.8839686)",2,
5375457,residential,25 mph,False,False,36.895,Leisure Lane,"LINESTRING (-121.4343587 43.8846961, -121.4343587 43.8850279)",,
978374230,residential,25 mph,False,False,34.733,Overlook Road,"LINESTRING (-121.4343587 43.8846961, -121.434081 43.8847178, -121.4339271 43.884723)",2,
978374230,residential,25 mph,False,True,83.576,Overlook Road,"LINESTRING (-121.4343587 43.8846961, -121.4344954 43.8846784, -121.4347002 43.8846409, -121.4350004 43.8844916, -121.4352365 43.8843276)",2,
5371496,residential,25 mph,False,False,13.769,Little Court,"LINESTRING (-121.4328688 43.884508, -121.432841 43.8846302)",,
